ligand_id,molecule_chembl_id,smiles,pchembl,scaffold,n_meas,sdf,pdbqt
L0219,CHEMBL1809114,O=c1[nH]cc(-c2ccc3c(c2)OCCO3)c2sc(-c3ccncc3)cc12,5.8,O=c1[nH]cc(-c2ccc3c(c2)OCCO3)c2sc(-c3ccncc3)cc12,1,L0219.sdf,L0219.pdbqt
L0220,CHEMBL599987,O=C(O)c1cc(O)c(O)c2c1c([N+](=O)[O-])cc1c(O)cccc12,5.24,c1ccc2c(c1)ccc1ccccc12,1,L0220.sdf,L0220.pdbqt
L0221,CHEMBL600386,O=C(O)c1cc(O)c(O)c2c1c([N+](=O)[O-])cc1ccccc12,4.87,c1ccc2c(c1)ccc1ccccc12,1,L0221.sdf,L0221.pdbqt
L0222,CHEMBL606426,COc1cccc2c1c(Cl)c([N+](=O)[O-])c1c(C(=O)O)cc(O)c(O)c12,4.78,c1ccc2c(c1)ccc1ccccc12,1,L0222.sdf,L0222.pdbqt
L0223,CHEMBL600387,O=C(O)c1cc(O)c(O)c2c1c([N+](=O)[O-])c(Cl)c1ccccc12,4.75,c1ccc2c(c1)ccc1ccccc12,1,L0223.sdf,L0223.pdbqt
L0224,CHEMBL2207198,O=C(NCCCNc1nc(Nc2ccc(N3CCOCC3)cc2)ncc1C1CC1)C1CCC1,6.2,O=C(NCCCNc1nc(Nc2ccc(N3CCOCC3)cc2)ncc1C1CC1)C1CCC1,1,L0224.sdf,L0224.pdbqt
L0225,CHEMBL5941698,C=C(CN1CCN(C)CC1)N1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C6CCCC6)c5c4)n3)ccc2C1,7.83,C=C(CN1CCNCC1)N1CCc2nc(Nc3nccc(-c4ccc5ncn(C6CCCC6)c5c4)n3)ccc2C1,1,L0225.sdf,L0225.pdbqt
L0226,CHEMBL1081438,N[C@H](CNc1nnc(-c2ccc3[nH]nc(-c4ccccc4)c3c2)s1)Cc1cccc(C(F)(F)F)c1,7.1,c1ccc(CCCNc2nnc(-c3ccc4[nH]nc(-c5ccccc5)c4c3)s2)cc1,1,L0226.sdf,L0226.pdbqt
L0227,CHEMBL2158855,NS(=O)(=O)c1cccc(Nc2nccc(-c3ccnc(N4CC5CCC(C4)O5)c3)n2)c1,7.68,c1ccc(Nc2nccc(-c3ccnc(N4CC5CCC(C4)O5)c3)n2)cc1,1,L0227.sdf,L0227.pdbqt
L0228,CHEMBL5765852,CCN1CCC(COc2ccc(Nc3cc(-c4cc(F)c5nc6n(c5c4)C(C)(C)CC6)c(F)cn3)nc2)CC1,7.61,c1cc(-c2ccc3nc4n(c3c2)CCC4)cc(Nc2ccc(OCC3CCNCC3)cn2)n1,1,L0228.sdf,L0228.pdbqt
L0229,CHEMBL5401267,CS(=O)(=O)N1CCc2cc(Nc3ncc(C(F)(F)F)c(NCCCN)n3)ccc2C1,6.08,c1cnc(Nc2ccc3c(c2)CCNC3)nc1,1,L0229.sdf,L0229.pdbqt
L0230,CHEMBL5284490,Cc1ccc(S(=O)(=O)Nc2ccc(-c3ccnc(Nc4ccc(S(=O)(=O)Nc5nccc(C)n5)cc4)c3C#N)cc2)cc1,5.75,O=S(=O)(Nc1ccc(-c2ccnc(Nc3ccc(S(=O)(=O)Nc4ncccn4)cc3)c2)cc1)c1ccccc1,1,L0230.sdf,L0230.pdbqt
L0231,CHEMBL493940,CNc1nc2oc(-c3ccccc3)nc2c2c1ncn2C,4.8,c1ccc(-c2nc3c(ncc4nc[nH]c43)o2)cc1,1,L0231.sdf,L0231.pdbqt
L0232,CHEMBL5870086,C=CC(=O)N1CCc2cc(S(=O)(=O)N3CCC[C@@H](Nc4ncc(SCc5ncc(C(C)(C)C)o5)s4)C3)ccc21,6.91,O=S(=O)(c1ccc2c(c1)CCN2)N1CCC[C@@H](Nc2ncc(SCc3ncco3)s2)C1,1,L0232.sdf,L0232.pdbqt
L0233,CHEMBL525921,Cc1ccc(-c2ccc(C(=O)N(C)CCc3c[nH]c4ccccc34)cc2)cc1,4.16,O=C(NCCc1c[nH]c2ccccc12)c1ccc(-c2ccccc2)cc1,1,L0233.sdf,L0233.pdbqt
L0234,CHEMBL5188322,NC(=O)c1ccc(Nc2nc(N[C@H]3CC[C@H](N)CC3)nc3c2ncn3C2CCCC2)cc1,8.4,c1ccc(Nc2nc(NC3CCCCC3)nc3c2ncn3C2CCCC2)cc1,1,L0234.sdf,L0234.pdbqt
L0235,CHEMBL3084839,N[C@H]1CC[C@H](Nc2nc(Nc3ccccc3)c3ncn(C4CCCC4)c3n2)CC1,8.15,c1ccc(Nc2nc(NC3CCCCC3)nc3c2ncn3C2CCCC2)cc1,1,L0235.sdf,L0235.pdbqt
L0236,CHEMBL5198461,NCCCCNc1ccc(Nc2nc(N[C@H]3CC[C@H](N)CC3)nc3c2ncn3C2CCCC2)cc1,7.77,c1ccc(Nc2nc(NC3CCCCC3)nc3c2ncn3C2CCCC2)cc1,1,L0236.sdf,L0236.pdbqt
L0237,CHEMBL5189978,NCCCNCCCCNC(=O)c1ccc(Nc2nc(N[C@H]3CC[C@H](N)CC3)nc3c2ncn3C2CCCC2)cc1,7.72,c1ccc(Nc2nc(NC3CCCCC3)nc3c2ncn3C2CCCC2)cc1,1,L0237.sdf,L0237.pdbqt
L0238,CHEMBL5176691,NCCCCNC(=O)c1ccc(Nc2nc(N[C@H]3CC[C@H](N)CC3)nc3c2ncn3C2CCCC2)cc1,7.7,c1ccc(Nc2nc(NC3CCCCC3)nc3c2ncn3C2CCCC2)cc1,1,L0238.sdf,L0238.pdbqt
L0239,CHEMBL5172816,NCCCNCCCCNc1ccc(Nc2nc(N[C@H]3CC[C@H](N)CC3)nc3c2ncn3C2CCCC2)cc1,7.68,c1ccc(Nc2nc(NC3CCCCC3)nc3c2ncn3C2CCCC2)cc1,1,L0239.sdf,L0239.pdbqt
L0240,CHEMBL5178263,NCCCNCCCCNCCCNc1ccc(Nc2nc(N[C@H]3CC[C@H](N)CC3)nc3c2ncn3C2CCCC2)cc1,7.51,c1ccc(Nc2nc(NC3CCCCC3)nc3c2ncn3C2CCCC2)cc1,1,L0240.sdf,L0240.pdbqt
L0241,CHEMBL319103,NS(=O)(=O)c1ccc(Nc2cc(-c3cccc(NS(=O)(=O)c4ccccc4)c3)[nH]n2)cc1,7.97,O=S(=O)(Nc1cccc(-c2cc(Nc3ccccc3)n[nH]2)c1)c1ccccc1,1,L0241.sdf,L0241.pdbqt
L0242,CHEMBL223367,N#Cc1ncc2nc1OCCCCCOc1cc(CCCO)c(Cl)cc1NC(=O)N2,5.24,O=C1Nc2cncc(n2)OCCCCCOc2ccccc2N1,1,L0242.sdf,L0242.pdbqt
L0243,CHEMBL315837,CC(C)n1cnc2c(NC3CCCC3)nc(NCCCO)nc21,6.05,c1nc(NC2CCCC2)c2nc[nH]c2n1,1,L0243.sdf,L0243.pdbqt
L0244,CHEMBL3421974,O=C(NC1CCCC1)c1ccc(-c2nccc(-c3c[nH]c4cnccc34)n2)cc1,4.34,O=C(NC1CCCC1)c1ccc(-c2nccc(-c3c[nH]c4cnccc34)n2)cc1,1,L0244.sdf,L0244.pdbqt
L0245,CHEMBL3621496,CN1CCN(C(=O)c2ccc3c(c2)[nH]c2c(C(N)=O)ccc(-c4ccccc4F)c23)CC1,6.21,O=C(c1ccc2c(c1)[nH]c1cccc(-c3ccccc3)c12)N1CCNCC1,1,L0245.sdf,L0245.pdbqt
L0246,CHEMBL3621515,CC(=O)Nc1cccc(-c2ccc(C(N)=O)c3[nH]c4cc(C(=O)N5CCN(C)CC5)ccc4c23)c1C,5.57,O=C(c1ccc2c(c1)[nH]c1cccc(-c3ccccc3)c12)N1CCNCC1,1,L0246.sdf,L0246.pdbqt
L0247,CHEMBL571722,Cc1cnc(Nc2cccc3c2OCCO3)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2cccc(Cl)c2)c1,6.86,O=C(NCc1ccccc1)c1cc(-c2ccnc(Nc3cccc4c3OCCO4)n2)c[nH]1,1,L0247.sdf,L0247.pdbqt
L0248,CHEMBL1081105,N[C@H](CCc1cc(-c2ccc3cnccc3c2)no1)Cc1ccc(C(F)(F)F)cc1,6.93,c1ccc(CCCCc2cc(-c3ccc4cnccc4c3)no2)cc1,1,L0248.sdf,L0248.pdbqt
L0249,CHEMBL189657,CCn1c(-c2nonc2N)nc2cnccc21,6.77,c1cc2[nH]c(-c3cnon3)nc2cn1,2,L0249.sdf,L0249.pdbqt
L0250,CHEMBL5859057,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CN4CCCCC4)C5)ncc3F)cc2n1C1CC1,6.81,O=C(CN1CCCCC1)N1CCc2nc(Nc3nccc(-c4ccc5ncn(C6CC6)c5c4)n3)ccc2C1,1,L0250.sdf,L0250.pdbqt
L0251,CHEMBL1089405,CP(C)(=O)c1ccc(Nc2nc(C3CCCC3)nc3c2ncn3CCc2cccc(O)c2)cc1,4.68,c1ccc(CCn2cnc3c(Nc4ccccc4)nc(C4CCCC4)nc32)cc1,1,L0251.sdf,L0251.pdbqt
L0252,CHEMBL1171949,NC(=O)c1nn(CC2CCNCC2)c2c1CCc1cnc(Nc3ccccc3)nc1-2,7.92,c1ccc(Nc2ncc3c(n2)-c2c(cnn2CC2CCNCC2)CC3)cc1,1,L0252.sdf,L0252.pdbqt
L0253,CHEMBL523923,O=C(Nc1cccnc1)Nc1c[nH]nc1-c1nc2cc(CN3CCOCC3)ccc2[nH]1,6.8,O=C(Nc1cccnc1)Nc1c[nH]nc1-c1nc2cc(CN3CCOCC3)ccc2[nH]1,1,L0253.sdf,L0253.pdbqt
L0254,CHEMBL4073198,COCCn1cc(NC(=O)c2csc(-c3nncn3C(C)C)n2)cn1,6.0,O=C(Nc1cn[nH]c1)c1csc(-c2nnc[nH]2)n1,1,L0254.sdf,L0254.pdbqt
L0255,CHEMBL489083,N=C(N)SCCCn1c(=O)c2c(c1=O)n1c3ccccc3cc1c1cccc3ccn2c31,5.44,O=c1[nH]c(=O)c2c1n1ccc3cccc(c31)c1cc3ccccc3n12,1,L0255.sdf,L0255.pdbqt
L0256,CHEMBL488271,CNC(=N)SCCCn1c(=O)c2c(c1=O)n1c3ccccc3cc1c1cccc3ccn2c31,5.2,O=c1[nH]c(=O)c2c1n1ccc3cccc(c31)c1cc3ccccc3n12,1,L0256.sdf,L0256.pdbqt
L0257,CHEMBL5173041,COc1cc(C(=O)N2CCCC2)ccc1-c1ccnc2[nH]c(-c3ccc(CN4CCOCC4)cc3)nc12,5.51,O=C(c1ccc(-c2ccnc3[nH]c(-c4ccc(CN5CCOCC5)cc4)nc23)cc1)N1CCCC1,1,L0257.sdf,L0257.pdbqt
L0258,CHEMBL5201044,O=C(c1ccc(-c2ccnc3[nH]c(-c4ccc(CN5CCOCC5)cc4)nc23)cc1)N1CCCC1,5.34,O=C(c1ccc(-c2ccnc3[nH]c(-c4ccc(CN5CCOCC5)cc4)nc23)cc1)N1CCCC1,1,L0258.sdf,L0258.pdbqt
L0259,CHEMBL5598054,N#CC1(CNc2cccc(-c3cc(Nc4cnn(Cc5ccc(C(=O)NO)cc5)c4)ncc3Cl)n2)CCOCC1,5.2,c1ccc(Cn2cc(Nc3cc(-c4cccc(NCC5CCOCC5)n4)ccn3)cn2)cc1,1,L0259.sdf,L0259.pdbqt
L0260,CHEMBL497854,Cc1cc(CNc2ncc(Br)c(Nc3cc(C4CC4)[nH]n3)n2)on1,6.96,c1cc(CNc2nccc(Nc3cc(C4CC4)[nH]n3)n2)on1,1,L0260.sdf,L0260.pdbqt
L0261,CHEMBL181114,N[C@H]1CC[C@H](Nc2cc(Nc3ccc(S(=O)(=O)c4cccs4)cc3)n3ncc(Cl)c3n2)CC1,7.96,O=S(=O)(c1ccc(Nc2cc(NC3CCCCC3)nc3ccnn23)cc1)c1cccs1,1,L0261.sdf,L0261.pdbqt
L0262,CHEMBL271136,COc1cccc(OC)c1CNC(=O)c1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,8.77,O=C1Nc2ccc(C(=O)NCc3ccccc3)cc2/C1=N/Nc1ccccc1,2,L0262.sdf,L0262.pdbqt
L0263,CHEMBL563733,S=c1[nH]c(=S)c2c(Cc3nn4c(COc5ccc(Cl)cc5)nnc4s3)n[nH]c2[nH]1,4.43,S=c1[nH]c(=S)c2c(Cc3nn4c(COc5ccccc5)nnc4s3)n[nH]c2[nH]1,1,L0263.sdf,L0263.pdbqt
L0264,CHEMBL507249,O[C@H]1CC[C@H](c2n[nH]cc2-c2ccnc(NC3CCCC3)n2)CC1,6.23,c1cc(-c2c[nH]nc2C2CCCCC2)nc(NC2CCCC2)n1,1,L0264.sdf,L0264.pdbqt
L0265,CHEMBL5940888,C=CC(=O)Nc1ccc(S(=O)(=O)N2CCC[C@@H](Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)cc1,6.58,O=S(=O)(c1ccccc1)N1CCC[C@@H](Nc2ncc(SCc3ncco3)s2)C1,1,L0265.sdf,L0265.pdbqt
L0266,CHEMBL6056335,CN(C)C/C=C/C(=O)Nc1ccc(S(=O)(=O)N2CCC[C@@H](Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)cc1,6.16,O=S(=O)(c1ccccc1)N1CCC[C@@H](Nc2ncc(SCc3ncco3)s2)C1,1,L0266.sdf,L0266.pdbqt
L0267,CHEMBL3354188,COC1CCN(c2nccc(Nc3cc4c(ccn4C(C)C)cn3)n2)CC1,7.1,c1cc(Nc2cc3[nH]ccc3cn2)nc(N2CCCCC2)n1,1,L0267.sdf,L0267.pdbqt
L0268,CHEMBL1241661,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nc(OCc2ccccc2)c1N=O,5.66,c1ccc(COc2ccnc(Nc3ccccc3)n2)cc1,1,L0268.sdf,L0268.pdbqt
L0269,CHEMBL272026,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(C(=O)NCCCn4ccnc4)cc32)cc1,7.6,O=C1Nc2ccc(C(=O)NCCCn3ccnc3)cc2/C1=N/Nc1ccccc1,2,L0269.sdf,L0269.pdbqt
L0270,CHEMBL1080902,COc1ccc(C2=NNC(=O)/C2=N\Nc2cccc(OC)c2)cc1,7.02,O=C1NN=C(c2ccccc2)/C1=N/Nc1ccccc1,1,L0270.sdf,L0270.pdbqt
L0271,CHEMBL186708,c1cnn2ncc(-c3ccnc(Nc4ccc5c(c4)OCCCO5)n3)c2c1,8.22,c1cnn2ncc(-c3ccnc(Nc4ccc5c(c4)OCCCO5)n3)c2c1,1,L0271.sdf,L0271.pdbqt
L0272,CHEMBL197077,NC1=NONC1N1N=NC(C(=O)N/N=C/c2ccncc2)C1CN1CCCCC1,4.02,O=C(N/N=C/c1ccncc1)C1N=NN(C2C=NON2)C1CN1CCCCC1,1,L0272.sdf,L0272.pdbqt
L0273,CHEMBL3654243,c1ncc(-c2cc3cnc(Nc4ccc(N5CCNCC5)cn4)nc3n2C2CCCC2)o1,5.46,c1ncc(-c2cc3cnc(Nc4ccc(N5CCNCC5)cn4)nc3n2C2CCCC2)o1,1,L0273.sdf,L0273.pdbqt
L0274,CHEMBL141247,O=C(Nc1ccccn1)Nc1cccc2c1[C@H]1CCCN1C2=O,6.73,O=C(Nc1ccccn1)Nc1cccc2c1[C@H]1CCCN1C2=O,2,L0274.sdf,L0274.pdbqt
L0275,CHEMBL2035183,C1=C2COC/C=C/COCc3cc(ccc3OCCN3CCCC3)Nc3nccc(n3)C(=C1)S2,5.54,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2ccc(s2)COC/1,1,L0275.sdf,L0275.pdbqt
L0276,CHEMBL5532236,CCC(=O)Nc1ccc(CNc2nc(O[C@@H]3CCCNC3)nc3c(C(C)C)cnn23)cc1,7.38,c1ccc(CNc2nc(O[C@@H]3CCCNC3)nc3ccnn23)cc1,1,L0276.sdf,L0276.pdbqt
L0277,CHEMBL5517691,CC(=O)Nc1ccc(CNc2nc(O[C@@H]3CCCNC3)nc3c(C(C)C)cnn23)cc1,6.38,c1ccc(CNc2nc(O[C@@H]3CCCNC3)nc3ccnn23)cc1,1,L0277.sdf,L0277.pdbqt
L0278,CHEMBL101468,Cc1ccc(F)c(Nc2ccnc(Nc3ccc(OCC(O)CN(C)C)cc3)n2)c1,5.7,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,1,L0278.sdf,L0278.pdbqt
L0279,CHEMBL101810,CN(C)CC(O)COc1ccc(Nc2nccc(Nc3cc(C(F)(F)F)ccc3F)n2)cc1,6.0,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,1,L0279.sdf,L0279.pdbqt
L0280,CHEMBL5279564,CN(C)CC(=O)Nc1cc(Nc2ncc(F)c(Nc3c(F)cccc3F)n2)ccc1F,7.08,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,1,L0280.sdf,L0280.pdbqt
L0281,CHEMBL3940661,CS(=N)(=O)c1ccc(Nc2ncc(Br)c(Nc3ccccc3)n2)cc1,7.48,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,1,L0281.sdf,L0281.pdbqt
L0282,CHEMBL101156,CN(C)CC(O)COc1ccc(Nc2nccc(N(CCC#N)c3cc(Cl)ccc3Cl)n2)cc1,5.52,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,1,L0282.sdf,L0282.pdbqt
L0283,CHEMBL99948,Cc1ccc(Cl)c(Nc2ccnc(Nc3ccc(OCC(O)CN(C)C)cc3)n2)c1,5.3,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,1,L0283.sdf,L0283.pdbqt
L0284,CHEMBL101473,Cc1cnc(Nc2ccc(OCC(O)CN(C)C)cc2)nc1Nc1ccccc1,5.1,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,1,L0284.sdf,L0284.pdbqt
L0285,CHEMBL103355,Cc1ccc(F)c(Nc2ccnc(Nc3ccc(S(N)(=O)=O)cc3)n2)c1,8.22,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,1,L0285.sdf,L0285.pdbqt
L0286,CHEMBL322019,C#CCN(c1ccnc(Nc2ccc(OCC(O)CN(C)C)cc2)n1)c1cc(Cl)ccc1Cl,5.7,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,1,L0286.sdf,L0286.pdbqt
L0287,CHEMBL419720,CN(C)CC(O)COc1ccc(Nc2ncc(Br)c(N(CCCC(F)(F)F)c3ccccc3)n2)cc1,6.7,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,1,L0287.sdf,L0287.pdbqt
L0288,CHEMBL99689,CN(C)CC(O)COc1ccc(Nc2nccc(Nc3ccccc3C#N)n2)cc1,5.4,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,1,L0288.sdf,L0288.pdbqt
L0289,CHEMBL101311,CN(C)CC(O)COc1ccc(Nc2nccc(Nc3cc(Cl)ccc3Cl)n2)cc1,6.0,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,2,L0289.sdf,L0289.pdbqt
L0290,CHEMBL419534,CN(C)CC(O)COc1ccc(Nc2ncc(Br)c(Nc3ccccc3)n2)cc1,6.52,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,1,L0290.sdf,L0290.pdbqt
L0291,CHEMBL100664,COc1ccccc1Nc1ccnc(Nc2ccc(OCC(O)CN(C)C)cc2)n1,4.82,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,1,L0291.sdf,L0291.pdbqt
L0292,CHEMBL317629,CN(C)CC(O)COc1ccc(Nc2nccc(Nc3cccc(Cl)c3)n2)cc1,5.3,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,1,L0292.sdf,L0292.pdbqt
L0293,CHEMBL430507,CN(C)CC(O)COc1ccc(Nc2nccc(N(CC#N)c3cc(Cl)ccc3Cl)n2)cc1,6.16,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,1,L0293.sdf,L0293.pdbqt
L0294,CHEMBL100391,CN(C)CC(O)COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3)n2)cc1,6.3,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,1,L0294.sdf,L0294.pdbqt
L0295,CHEMBL103633,CN(C)CC(O)COc1ccc(Nc2nccc(Nc3ccccc3Br)n2)cc1,5.16,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,1,L0295.sdf,L0295.pdbqt
L0296,CHEMBL101887,CN(C)CC(O)COc1ccc(Nc2nccc(N(CCCC(F)(F)F)c3cc(Cl)ccc3Cl)n2)cc1,4.92,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,1,L0296.sdf,L0296.pdbqt
L0297,CHEMBL101052,COc1ccc(Nc2ccnc(Nc3ccc(OCC(O)CN(C)C)cc3)n2)cc1,4.44,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,1,L0297.sdf,L0297.pdbqt
L0298,CHEMBL101679,CN(C)CC(O)COc1ccc(Nc2nccc(Nc3ccccc3Cl)n2)cc1,5.22,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,1,L0298.sdf,L0298.pdbqt
L0299,CHEMBL102047,CN(C)CC(O)COc1ccc(Nc2nccc(Nc3ccccc3)n2)cc1,4.484999999999999,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,2,L0299.sdf,L0299.pdbqt
L0300,CHEMBL99687,Cc1ccc(Nc2ccnc(Nc3ccc(OCC(O)CN(C)C)cc3)n2)cc1,4.58,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,1,L0300.sdf,L0300.pdbqt
L0301,CHEMBL430854,CN(C)CC(O)COc1ccc(Nc2nccc(Nc3ccc(Cl)cc3)n2)cc1,4.75,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,1,L0301.sdf,L0301.pdbqt
L0302,CHEMBL242237,NC(=O)c1ccccc1Nc1ccnc(Nc2cccc(O)c2)n1,5.57,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,1,L0302.sdf,L0302.pdbqt
L0303,CHEMBL2035055,CN1C/C=C/COCC2=CC=C(S2)c2ccnc(n2)Nc2ccc(OCCN3CCCC3)c(c2)C1,6.15,C1=C2COC/C=C/CNCc3cc(ccc3OCCN3CCCC3)Nc3nccc(n3)C(=C1)S2,1,L0303.sdf,L0303.pdbqt
L0304,CHEMBL5194832,C[C@@H]1CCC[C@H]1N1C(=O)C2(CC2)c2cnc(Nc3ccc(S(=O)(=O)N[C@@H]4CCCN(C)C4)cc3)nc21,7.36,O=C1N(C2CCCC2)c2nc(Nc3ccc(S(=O)(=O)N[C@@H]4CCCNC4)cc3)ncc2C12CC2,1,L0304.sdf,L0304.pdbqt
L0305,CHEMBL2103840,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCC[C@H]3CCO)nc12,9.0,c1c[nH+]cc(CNc2cc(N3CCCCC3)nc3ccnn23)c1,22,L0305.sdf,L0305.pdbqt
L0306,CHEMBL5266005,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCC[C@@H]3CCO)nc12,9.0,c1c[nH+]cc(CNc2cc(N3CCCCC3)nc3ccnn23)c1,1,L0306.sdf,L0306.pdbqt
L0307,CHEMBL4292930,Cc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCC[C@@H]3CCO)nc12,9.0,c1c[nH+]cc(CNc2cc(N3CCCCC3)nc3ccnn23)c1,1,L0307.sdf,L0307.pdbqt
L0308,CHEMBL4076947,Cc1cc(Nc2nccc3nc(-c4c(Cl)cc(C#N)cc4Cl)[nH]c23)ncn1,7.05,c1ccc(-c2nc3ccnc(Nc4ccncn4)c3[nH]2)cc1,1,L0308.sdf,L0308.pdbqt
L0309,CHEMBL559301,Nc1nc(O)c(Cc2nn3c(COc4ccc(Cl)cc4)nnc3s2)s1,6.75,c1ccc(OCc2nnc3sc(Cc4cncs4)nn23)cc1,1,L0309.sdf,L0309.pdbqt
L0310,CHEMBL453655,CNC(=O)c1ccc(Nc2ncc(F)c(-c3cnc(C)n3C(C)C)n2)cc1,8.52,c1ccc(Nc2nccc(-c3cnc[nH]3)n2)cc1,1,L0310.sdf,L0310.pdbqt
L0311,CHEMBL478828,COc1ccc(Nc2nccc(-c3cnc(C)n3C(C)C)n2)cc1,8.1,c1ccc(Nc2nccc(-c3cnc[nH]3)n2)cc1,1,L0311.sdf,L0311.pdbqt
L0312,CHEMBL453862,Cc1ncc(-c2nc(Nc3ccc(C(=O)N(C)C)cc3)ncc2F)n1C(C)C,8.7,c1ccc(Nc2nccc(-c3cnc[nH]3)n2)cc1,1,L0312.sdf,L0312.pdbqt
L0313,CHEMBL520187,COCCNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C)n2)cc1,8.1,c1ccc(Nc2nccc(-c3cnc[nH]3)n2)cc1,1,L0313.sdf,L0313.pdbqt
L0314,CHEMBL488085,Cc1ncc(-c2ccnc(Nc3ccc(C(=O)N(C)C)cc3)n2)n1C(C)C,8.1,c1ccc(Nc2nccc(-c3cnc[nH]3)n2)cc1,1,L0314.sdf,L0314.pdbqt
L0315,CHEMBL488084,Cc1ncc(-c2ccnc(Nc3ccc(C(N)=O)cc3)n2)n1C(C)C,8.52,c1ccc(Nc2nccc(-c3cnc[nH]3)n2)cc1,1,L0315.sdf,L0315.pdbqt
L0316,CHEMBL457887,Cc1ncc(-c2ccnc(Nc3ccc(S(=O)(=O)CCCN(C)C)cc3)n2)n1C(C)C,7.44,c1ccc(Nc2nccc(-c3cnc[nH]3)n2)cc1,1,L0316.sdf,L0316.pdbqt
L0317,CHEMBL487067,Cc1ncc(-c2ccnc(Nc3ccc(C(=O)NCCO)cc3)n2)n1C(C)C,8.7,c1ccc(Nc2nccc(-c3cnc[nH]3)n2)cc1,1,L0317.sdf,L0317.pdbqt
L0318,CHEMBL485431,Cc1ncc(-c2ccnc(Nc3ccc(S(=O)(=O)NCCN(C)C)cc3)n2)n1C,7.6,c1ccc(Nc2nccc(-c3cnc[nH]3)n2)cc1,1,L0318.sdf,L0318.pdbqt
L0319,CHEMBL520353,Cc1ncc(-c2ccnc(Nc3ccc(S(=O)(=O)NCCCOC(C)C)cc3)n2)n1C,8.22,c1ccc(Nc2nccc(-c3cnc[nH]3)n2)cc1,1,L0319.sdf,L0319.pdbqt
L0320,CHEMBL508739,Cc1cc(Nc2ncc(F)c(-c3cnc(C)n3C(C)C)n2)ccc1C(=O)N(C)C,8.05,c1ccc(Nc2nccc(-c3cnc[nH]3)n2)cc1,1,L0320.sdf,L0320.pdbqt
L0321,CHEMBL478409,COCCNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C(C)C)n2)cc1,9.0,c1ccc(Nc2nccc(-c3cnc[nH]3)n2)cc1,1,L0321.sdf,L0321.pdbqt
L0322,CHEMBL485618,CCn1c(-c2ccnc(Nc3ccc(S(=O)(=O)NCCOC)cc3)n2)cnc1C,8.4,c1ccc(Nc2nccc(-c3cnc[nH]3)n2)cc1,1,L0322.sdf,L0322.pdbqt
L0323,CHEMBL458548,Cc1ncc(-c2ccnc(Nc3ccc(S(=O)(=O)CCCN(C)C)cc3)n2)n1C,6.53,c1ccc(Nc2nccc(-c3cnc[nH]3)n2)cc1,1,L0323.sdf,L0323.pdbqt
L0324,CHEMBL485619,COCCNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc(C)n3CC(C)C)n2)cc1,7.82,c1ccc(Nc2nccc(-c3cnc[nH]3)n2)cc1,1,L0324.sdf,L0324.pdbqt
