AF_Score,BG,DCA_Score,Function,Gene Name,Interacting Partner,Protein Name,RF_Score,SP,Subcellular Locality,UP,confident,pdb,is_membrane,is_cell_surface,AF
0.04062,N,0.177,"Protein transport, Transport",COG1,Q8WTW3,Conserved oligomeric Golgi complex subunit 1,0.3176,N,"Golgi apparatus, Membrane",N,Not confident,none,True,False,0.04062
0.0406,N,0.167,GTPase activation,TBC1D3E,A0A087X179,TBC1 domain family member 3E,0.31,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.0406
0.0406,N,0.164,"Cholesterol metabolism, Glycosidase, Glycosyltransferase, Hydrolase, Lipid metabolism, Sphingolipid metabolism, Steroid metabolism, Sterol metabolism, Transferase",GBA1,P04062,Lysosomal acid glucosylceramidase,0.287,N,"Lysosome, Membrane",N,Not confident,none,True,False,0.0406
0.04053,N,0.296,"Methyltransferase, Transferase",EEF2KMT,Q96G04,Protein-lysine N-methyltransferase EEF2KMT,0.3306,N,Cytoplasm,N,Not confident,none,False,False,0.04053
0.04053,N,0.261,"Chromatin regulator, Developmental protein, Methyltransferase, Transferase",METTL23,Q86XA0,Histone-arginine methyltransferase METTL23,0.301,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.04053
0.04037,N,0.158,NA,GTPBP6,O43824,Putative GTP-binding protein 6,0.4778,N,NA,N,Not confident,none,False,False,0.04037
0.04034,N,0.186,NA,LRRC74B,Q6ZQY2,Leucine-rich repeat-containing protein 74B,0.4475,N,NA,N,Not confident,none,False,False,0.04034
0.04034,N,0.212,"Lipid metabolism, Oxidoreductase",ADH4,P08319,All-trans-retinol dehydrogenase [NAD(+)] ADH4,0.3103,N,Cytoplasm,N,Not confident,none,False,False,0.04034
0.0402,N,0.236,Oxidoreductase,ADH6,P28332,Alcohol dehydrogenase 6,0.3008,N,Cytoplasm,N,Not confident,none,False,False,0.0402
0.04013,N,0.221,Hydrolase,ABHD17B,Q5VST6,Alpha/beta hydrolase domain-containing protein 17B,0.4521,N,"Cell membrane, Cell projection, Endosome, Membrane, Postsynaptic cell membrane, Synapse",N,Not confident,none,True,True,0.04013
0.03995,N,0.19,"Hydrolase, Lipid metabolism",ACP3,P15309,Prostatic acid phosphatase,0.536,N,"Amyloid, Cell membrane, Cytoplasm, Lysosome, Membrane, Nucleus, Secreted",N,Not confident,none,True,True,0.03995
0.03958,N,0.187,NA,DCAF8L1,A6NGE4,DDB1- and CUL4-associated factor 8-like protein 1,0.6006,N,NA,N,Not confident,none,False,False,0.03958
0.03952,N,0.149,"GTPase activation, Signal transduction inhibitor",RGS17,Q9UGC6,Regulator of G-protein signaling 17,0.4326,N,"Cytoplasm, Membrane, Nucleus, Synapse, Synaptosome",N,Not confident,none,True,False,0.03952
0.0395,N,0.239,"Adaptive immunity, Arginine metabolism, Hydrolase, Immunity, Innate immunity, Urea cycle",ARG1,P05089,Arginase-1,0.426,N,Cytoplasm,N,Not confident,none,False,False,0.0395
0.0394,N,0.129,"DNA-binding, Transcription, Transcription regulation",ARID3A,Q99856,AT-rich interactive domain-containing protein 3A,0.325,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.0394
0.03925,N,0.252,"Heme biosynthesis, Lipid metabolism, Transferase",COX10,Q12887,"Protoheme IX farnesyltransferase, mitochondrial",0.4707,N,"Membrane, Mitochondrion",N,Not confident,none,True,False,0.03925
0.03925,N,0.223,NA,ANKRD63,C9JTQ0,Ankyrin repeat domain-containing protein 63,0.3955,N,NA,N,Not confident,none,False,False,0.03925
0.0392,N,0.159,GTPase activation,TBC1D3,Q8IZP1,TBC1 domain family member 3,0.3774,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.0392
0.03915,N,0.265,"Helicase, Hydrolase, RNA-binding",DDX24,Q9GZR7,ATP-dependent RNA helicase DDX24,0.4016,N,NA,N,Not confident,none,False,False,0.03915
0.03915,N,0.179,NA,ANXA2P2,A6NMY6,Putative annexin A2-like protein,0.1293,Y,"Basement membrane, Extracellular matrix, Secreted",N,Not confident,none,True,False,0.03915
0.0391,N,0.251,"Electron transport, Respiratory chain, Transport",NDUFB7,P17568,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7,0.3245,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.0391
0.03906,N,0.254,"Protein transport, Transport",STX10,O60499,Syntaxin-10,0.3643,N,"Golgi apparatus, Membrane",N,Not confident,none,True,False,0.03906
0.03903,N,0.3,"Lipid metabolism, Oxidoreductase, Sensory transduction, Vision",RDH8,Q9NYR8,Retinol dehydrogenase 8,0.3816,N,Membrane,N,Not confident,none,True,False,0.03903
0.03897,N,0.248,Oxidoreductase,VAT1L,Q9HCJ6,Synaptic vesicle membrane protein VAT-1 homolog-like,0.3396,N,NA,N,Not confident,none,False,False,0.03897
0.03894,N,0.181,"Hydrolase, Lipid metabolism",GDE1,Q9NZC3,Glycerophosphodiester phosphodiesterase 1,0.4407,N,"Cell membrane, Cytoplasmic vesicle, Membrane",N,Not confident,none,True,True,0.03894
0.03894,N,0.294,"Chaperone, Host-virus interaction",DNAJB12,Q9NXW2,DnaJ homolog subfamily B member 12,0.3867,N,"Endoplasmic reticulum, Membrane, Nucleus",N,Not confident,none,True,False,0.03894
0.03888,N,0.206,"Kinase, Lipid metabolism, Transferase",PI4K2B,Q8TCG2,Phosphatidylinositol 4-kinase type 2-beta,0.39,N,"Cell membrane, Cytoplasm, Endoplasmic reticulum, Endosome, Golgi apparatus, Membrane",N,Not confident,none,True,True,0.03888
0.03888,N,0.288,Isomerase,PMM2,O15305,Phosphomannomutase 2,0.3337,N,Cytoplasm,N,Not confident,none,False,False,0.03888
0.03888,N,0.242,"Differentiation, mRNA processing, mRNA splicing, RNA-binding, Translation regulation",RBM24,Q9BX46,RNA-binding protein 24,0.3286,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.03888
0.0388,N,0.258,Chaperone,DNAJB7,Q7Z6W7,DnaJ homolog subfamily B member 7,0.342,N,NA,N,Not confident,none,False,False,0.0388
0.0386,N,0.148,"Cell cycle, Cell division, Differentiation, Guanine-nucleotide releasing factor, Neurogenesis, Protein transport, Transport",ECT2,Q9H8V3,Protein ECT2,0.3184,N,"Cell junction, Cytoplasm, Cytoskeleton, Nucleus, Tight junction",N,Not confident,none,False,False,0.0386
0.03857,N,0.175,"Exocytosis, Protein transport, Transport",EXOC2,Q96KP1,Exocyst complex component 2,0.4424,N,NA,N,Not confident,none,False,False,0.03857
0.03854,N,0.281,NA,LRRTM2,O43300,Leucine-rich repeat transmembrane neuronal protein 2,0.5576,N,"Cell membrane, Membrane, Postsynaptic cell membrane, Synapse",N,Not confident,none,True,True,0.03854
0.03842,Y,0.257,"Glycosyltransferase, Purine salvage, Transferase",MTAP,Q13126,S-methyl-5'-thioadenosine phosphorylase,0.2932,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.03842
0.03833,N,0.269,"Acyltransferase, Host-virus interaction, Transferase",ZDHHC9,Q9Y397,Palmitoyltransferase ZDHHC9,0.4128,N,"Endoplasmic reticulum, Golgi apparatus, Membrane",N,Not confident,none,True,False,0.03833
0.03815,N,0.172,"Antiport, Ion transport, Transport, Zinc transport",SLC30A6,Q6NXT4,Zinc transporter 6,0.598,N,"Golgi apparatus, Membrane",N,Not confident,none,True,False,0.03815
0.03815,N,0.108,"Blood coagulation, Fibrinolysis, Hemostasis, Hydrolase, Protease, Serine protease, Tissue remodeling",PLG,P00747,Plasminogen,0.2593,N,Secreted,N,Not confident,none,False,False,0.03815
0.03802,N,0.164,Protein biosynthesis,EEF1E1,O43324,Eukaryotic translation elongation factor 1 epsilon-1,0.4177,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.03802
0.03793,N,0.202,"Polyamine biosynthesis, Transferase",SMS,P52788,Spermine synthase,0.3582,N,NA,N,Not confident,none,False,False,0.03793
0.03763,N,0.171,"Transferase, Ubl conjugation pathway",MKRN4P,Q13434,Putative E3 ubiquitin-protein ligase makorin-4,0.3474,N,NA,N,Not confident,none,False,False,0.03763
0.0376,N,0.24,"Ion transport, Transport",NIPA2,Q8N8Q9,Magnesium transporter NIPA2,0.458,N,"Cell membrane, Endosome, Membrane",N,Not confident,none,True,True,0.0376
0.03757,N,0.166,GTPase activation,TBC1D3K,A0A087X1G2,TBC1 domain family member 3K,0.319,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.03757
0.03748,N,0.135,"Histidine metabolism, Hydrolase",AMDHD1,Q96NU7,Probable imidazolonepropionase,0.313,N,NA,N,Not confident,none,False,False,0.03748
0.03745,N,0.146,Hydrolase,NTAN1,Q96AB6,Protein N-terminal asparagine amidohydrolase,0.5728,N,Cytoplasm,N,Not confident,none,False,False,0.03745
0.03738,N,0.166,"Acyltransferase, Transferase",SATL1,Q86VE3,Spermidine/spermine N(1)-acetyltransferase-like protein 1,0.527,N,NA,N,Not confident,none,False,False,0.03738
0.0373,N,0.19,NA,EMC8,O43402,ER membrane protein complex subunit 8,0.5386,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.0373
0.03726,N,0.151,"Glycosyltransferase, Transferase",UGT1A6,P19224,UDP-glucuronosyltransferase 1-6,0.4578,N,"Endoplasmic reticulum, Membrane, Microsome",N,Not confident,none,True,False,0.03726
0.03726,N,0.219,NA,RAB43,Q86YS6,Ras-related protein Rab-43,0.3474,N,"Cytoplasmic vesicle, Golgi apparatus, Membrane",N,Not confident,none,True,False,0.03726
0.03702,N,0.23,NA,RAB19,A4D1S5,Ras-related protein Rab-19,0.4187,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.03702
0.0369,N,0.256,Apoptosis,MTFP1,Q9UDX5,Mitochondrial fission process protein 1,0.3298,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.0369
0.03677,N,0.154,GTPase activation,RAP1GAP,P47736,Rap1 GTPase-activating protein 1,0.4595,N,"Golgi apparatus, Membrane",N,Not confident,none,True,False,0.03677
0.0367,N,0.231,"Amino-acid biosynthesis, Hydrolase, Serine biosynthesis",PSPH,P78330,Phosphoserine phosphatase,0.3933,N,Cytoplasm,N,Not confident,none,False,False,0.0367
0.0367,N,0.238,"Amino-acid biosynthesis, Oxidoreductase",HAO1,Q9UJM8,2-Hydroxyacid oxidase 1,0.3318,N,Peroxisome,N,Not confident,none,False,False,0.0367
0.03668,N,0.196,GTPase activation,TBC1D15,Q8TC07,TBC1 domain family member 15,0.323,N,Cytoplasm,N,Not confident,none,False,False,0.03668
0.03656,N,0.185,NA,COX6B2,Q6YFQ2,Cytochrome c oxidase subunit 6B2,0.3918,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.03656
0.03656,N,0.215,"ER-Golgi transport, Protein transport, Transport",ARF4,P18085,ADP-ribosylation factor 4,0.3232,N,"Golgi apparatus, Membrane",N,Not confident,none,True,False,0.03656
0.03656,N,0.197,RNA-binding,HNRNPCL4,A0A0G2JPF8,Heterogeneous nuclear ribonucleoprotein C-like 4,0.3052,N,NA,N,Not confident,none,False,False,0.03656
0.03653,N,0.174,GTPase activation,TBC1D3G,Q6DHY5,TBC1 domain family member 3G,0.368,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.03653
0.03638,N,0.128,"Activator, Apoptosis, Cell cycle, Repressor, Transcription, Transcription regulation",CCAR1,Q8IX12,Cell division cycle and apoptosis regulator protein 1,0.3442,N,Cytoplasm,N,Not confident,none,False,False,0.03638
0.03638,N,0.056,Growth factor,FGF18,O76093,Fibroblast growth factor 18,0.2698,N,Secreted,N,Not confident,none,False,False,0.03638
0.03638,N,0.098,"Cell cycle, Cell division, Cyclin",CABLES1,Q8TDN4,CDK5 and ABL1 enzyme substrate 1,0.1279,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.03638
0.03632,N,0.21,"Apoptosis, Transport",MFSD10,Q14728,Major facilitator superfamily domain-containing protein 10,0.3853,N,"Cell membrane, Membrane, Nucleus",N,Not confident,none,True,True,0.03632
0.03632,N,0.246,"Cell cycle, DNA damage, DNA repair, DNA replication, Transcription, Transcription regulation",CHAF1B,Q13112,Chromatin assembly factor 1 subunit B,0.3193,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.03632
0.0362,N,0.237,Oxidoreductase,VAT1,Q99536,Synaptic vesicle membrane protein VAT-1 homolog,0.7983,N,"Cytoplasm, Membrane, Mitochondrion, Mitochondrion outer membrane",N,Not confident,none,True,False,0.0362
0.03616,N,0.187,"Hydrolase, Necrosis",PGAM5,Q96HS1,"Serine/threonine-protein phosphatase PGAM5, mitochondrial",0.3232,N,"Membrane, Mitochondrion, Mitochondrion inner membrane, Mitochondrion outer membrane",N,Not confident,none,True,False,0.03616
0.03613,N,0.052,"Metalloenzyme inhibitor, Metalloprotease inhibitor, Protease inhibitor, Sensory transduction, Vision",TIMP3,P35625,Metalloproteinase inhibitor 3,0.2201,N,"Extracellular matrix, Secreted",N,Not confident,none,False,False,0.03613
0.03595,N,0.164,Hydrolase,ABHD8,Q96I13,Protein ABHD8,0.4065,N,NA,N,Not confident,none,False,False,0.03595
0.03595,N,0.264,"Cell cycle, Cell division, Cyclin, Mitosis",CCNB2,O95067,G2/mitotic-specific cyclin-B2,0.351,N,NA,N,Not confident,none,False,False,0.03595
0.0359,N,0.242,"Host-virus interaction, Hydrolase, Immunity, Protease, Threonine protease",PSMB9,P28065,Proteasome subunit beta type-9,0.6963,N,"Cytoplasm, Nucleus, Proteasome",N,Not confident,none,False,False,0.0359
0.03577,N,0.256,"Activator, Developmental protein, Differentiation, DNA-binding, Neurogenesis, Repressor, Transcription, Transcription regulation",ZIC2,O95409,Zinc finger protein ZIC 2,0.6167,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.03577
0.03577,N,0.258,"Methyltransferase, Transferase",CARNMT1,Q8N4J0,Carnosine N-methyltransferase,0.4224,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.03577
0.03577,N,0.216,"Antiviral defense, Helicase, Hydrolase, Immunity, mRNA processing, mRNA splicing, RNA-binding, RNA-mediated gene silencing, rRNA processing, Transcription, Transcription regulation",DDX17,Q92841,Probable ATP-dependent RNA helicase DDX17,0.3987,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.03577
0.0357,N,0.182,Chaperone,TCP1,P17987,T-complex protein 1 subunit alpha,0.1582,Y,"Cytoplasm, Cytoskeleton",N,Not confident,none,False,False,0.0357
0.03568,N,0.212,NA,ARL13A,Q5H913,ADP-ribosylation factor-like protein 13A,0.4084,N,NA,N,Not confident,none,False,False,0.03568
0.03568,N,0.135,NA,NA,A8MVJ9,Putative histone PARylation factor 1-like,0.3882,N,NA,N,Not confident,none,False,False,0.03568
0.03558,N,0.162,"Apoptosis, Transferase, Ubl conjugation pathway",AREL1,O15033,Apoptosis-resistant E3 ubiquitin protein ligase 1,0.3179,N,NA,N,Not confident,none,False,False,0.03558
0.03555,N,0.217,Cell adhesion,OMG,P23515,Oligodendrocyte-myelin glycoprotein,0.4768,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.03555
0.03552,N,0.174,Endocytosis,SH3GL3,Q99963,Endophilin-A3,0.3672,N,"Cytoplasm, Endosome, Membrane",N,Not confident,none,True,False,0.03552
0.03552,N,0.227,"DNA damage, DNA repair, DNA-binding",ERCC1,P07992,DNA excision repair protein ERCC-1,0.3318,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.03552
0.03552,N,0.261,"Protein transport, Transcription, Transcription regulation, Transport",SNF8,Q96H20,Vacuolar-sorting protein SNF8,0.3296,N,"Cytoplasm, Endosome, Membrane, Nucleus",N,Not confident,none,True,False,0.03552
0.0355,N,0.258,"Glycosyltransferase, Transferase",DPAGT1,Q9H3H5,UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase,0.353,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.0355
0.03546,N,0.18,"Kinase, Transferase, Tyrosine-protein kinase",YES1,P07947,Tyrosine-protein kinase Yes,0.4,N,"Cell membrane, Cytoplasm, Cytoskeleton, Membrane",N,Not confident,none,True,True,0.03546
0.0354,N,0.296,"Methyltransferase, Transferase",ICMT,O60725,Protein-S-isoprenylcysteine O-methyltransferase,0.551,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.0354
0.03537,N,0.241,NA,OXA1L,Q15070,Mitochondrial inner membrane protein OXA1L,0.366,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.03537
0.03534,N,0.13,"Apoptosis, Autophagy",SH3GLB1,Q9Y371,Endophilin-B1,0.312,N,"Cytoplasm, Cytoplasmic vesicle, Golgi apparatus, Membrane, Mitochondrion, Mitochondrion outer membrane",N,Not confident,none,True,False,0.03534
0.0353,N,0.283,"Isomerase, Rotamase",FKBP2,P26885,Peptidyl-prolyl cis-trans isomerase FKBP2,0.3003,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.0353
0.0352,N,0.197,"Aminotransferase, Transferase",GOT1L1,Q8NHS2,"Putative aspartate aminotransferase, cytoplasmic 2",0.3123,N,Cytoplasm,N,Not confident,none,False,False,0.0352
0.03516,N,0.227,NA,PMS2P5,A8MQ11,Postmeiotic segregation increased 2-like protein 5,0.427,N,NA,N,Not confident,none,False,False,0.03516
0.03513,N,0.224,"Endocytosis, Protein transport, Transport",RAB22A,Q9UL26,Ras-related protein Rab-22A,0.3071,N,"Cell membrane, Cell projection, Cytoplasmic vesicle, Endosome, Membrane",N,Not confident,none,True,True,0.03513
0.03503,N,0.127,"Cilium biogenesis/degradation, Protein transport, Transport",BBIP1,A8MTZ0,BBSome-interacting protein 1,0.345,N,"Cell projection, Cilium, Cytoplasm",N,Not confident,none,False,False,0.03503
0.035,N,0.246,NA,PMPCA,Q10713,Mitochondrial-processing peptidase subunit alpha,0.4875,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.035
0.035,N,0.209,"Carbohydrate metabolism, Kinase, Transferase",KHK,P50053,Ketohexokinase,0.4312,N,NA,N,Not confident,none,False,False,0.035
0.035,N,0.211,NA,GUCA1C,O95843,Guanylyl cyclase-activating protein 3,0.3489,N,NA,N,Not confident,none,False,False,0.035
0.03476,N,0.145,NA,TRIM74,Q86UV6,Tripartite motif-containing protein 74,0.3635,N,NA,N,Not confident,none,False,False,0.03476
0.03473,N,0.077,Tumor antigen,MAGEA12,P43365,Melanoma-associated antigen 12,0.317,N,NA,N,Not confident,none,False,False,0.03473
0.0347,N,0.262,"Ion transport, Transport, Zinc transport",SLC39A9,Q9NUM3,Zinc transporter ZIP9,0.4,N,"Cell membrane, Cytoplasm, Golgi apparatus, Membrane, Mitochondrion, Nucleus",N,Not confident,none,True,True,0.0347
0.03467,N,0.131,Ubl conjugation pathway,CRBN,Q96SW2,Protein cereblon,0.545,N,"Cytoplasm, Membrane, Nucleus",N,Not confident,none,True,False,0.03467
0.03464,N,0.234,Nucleotide biosynthesis,PRPSAP2,O60256,Phosphoribosyl pyrophosphate synthase-associated protein 2,0.3352,N,NA,N,Not confident,none,False,False,0.03464
0.03464,N,0.069,"Activator, DNA-binding, Receptor, Transcription, Transcription regulation",ESR1,P03372,Estrogen receptor,0.2683,N,"Cell membrane, Cytoplasm, Golgi apparatus, Membrane, Nucleus",N,Not confident,none,True,True,0.03464
0.03458,N,0.151,"Immunity, Inflammatory response, Innate immunity, Receptor",TLR9,Q9NR96,Toll-like receptor 9,0.3525,N,"Cytoplasmic vesicle, Endoplasmic reticulum, Endosome, Lysosome, Membrane",N,Not confident,none,True,False,0.03458
0.03452,N,0.187,"Cell cycle, Hydrolase",USP50,Q70EL3,Ubiquitin carboxyl-terminal hydrolase 50,0.3718,N,"Cytoplasm, Cytoskeleton, Nucleus",N,Not confident,none,False,False,0.03452
0.03452,N,0.231,"Ion transport, Transport",NIPAL1,Q6NVV3,Magnesium transporter NIPA3,0.3208,N,"Golgi apparatus, Membrane",N,Not confident,none,True,False,0.03452
0.0345,N,0.16,"Glycosyltransferase, Lipid metabolism, Transferase",UGT2A2,P0DTE5,UDP-glucuronosyltransferase 2A2,0.4104,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.0345
0.03442,N,0.138,Differentiation,LRRC34,Q8IZ02,Leucine-rich repeat-containing protein 34,0.4146,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.03442
0.0344,N,0.251,"Adaptive immunity, Arginine metabolism, Hydrolase, Immunity, Innate immunity, Urea cycle",ARG2,P78540,"Arginase-2, mitochondrial",0.407,N,Mitochondrion,N,Not confident,none,False,False,0.0344
0.03436,N,0.198,"Angiogenesis, Developmental protein, Differentiation",AAMP,Q13685,Angio-associated migratory cell protein,0.5693,N,"Cell membrane, Cytoplasm, Membrane",N,Not confident,none,True,True,0.03436
0.03436,N,0.15,"Isomerase, tRNA processing",PUSL1,Q8N0Z8,tRNA pseudouridine synthase-like 1,0.3376,N,NA,N,Not confident,none,False,False,0.03436
0.0343,N,0.121,"G-protein coupled receptor, Receptor, Transducer",ADRB1,P08588,Beta-1 adrenergic receptor,0.345,N,"Cell membrane, Endosome, Membrane",N,Not confident,none,True,True,0.0343
0.0342,N,0.171,GTPase activation,TBC1D3L,B9A6J9,TBC1 domain family member 3L,0.4692,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.0342
0.0342,N,0.204,"Nonsense-mediated mRNA decay, RNA-binding",UPF2,Q9HAU5,Regulator of nonsense transcripts 2,0.4353,N,Cytoplasm,N,Not confident,none,False,False,0.0342
0.0341,N,0.26,"Autophagy, Protein transport, Transferase, Transport, Ubl conjugation pathway",ATG10,Q9H0Y0,Ubiquitin-like-conjugating enzyme ATG10,0.5283,N,Cytoplasm,N,Not confident,none,False,False,0.0341
0.034,N,0.216,"Carbohydrate metabolism, Glycogen metabolism",PPP1R3C,Q9UQK1,Protein phosphatase 1 regulatory subunit 3C,0.4902,N,NA,N,Not confident,none,False,False,0.034
0.03397,N,0.341,"Methyltransferase, Transferase",EEF1AKMT2,Q5JPI9,EEF1A lysine methyltransferase 2,0.353,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.03397
0.0339,N,0.307,"Transferase, Ubl conjugation pathway",RNF181,Q9P0P0,E3 ubiquitin-protein ligase RNF181,0.4438,N,NA,N,Not confident,none,False,False,0.0339
0.03384,N,0.24,"Glycosyltransferase, GPI-anchor biosynthesis, Lipid metabolism, Transferase",PIGA,P37287,Phosphatidylinositol N-acetylglucosaminyltransferase subunit A,0.3206,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.03384
0.0338,N,0.248,"Host-virus interaction, Hydrolase, Protease, Threonine protease",PSMB6,P28072,Proteasome subunit beta type-6,0.4841,N,"Cytoplasm, Nucleus, Proteasome",N,Not confident,none,False,False,0.0338
0.03375,N,0.248,"ER-Golgi transport, Protein transport, Transport",COPZ1,P61923,Coatomer subunit zeta-1,0.3137,N,"Cytoplasm, Cytoplasmic vesicle, Golgi apparatus, Membrane",N,Not confident,none,True,False,0.03375
0.0337,N,0.257,"RNA-binding, rRNA processing",EXOSC1,Q9Y3B2,Exosome complex component CSL4,0.3708,N,"Cytoplasm, Exosome, Nucleus",N,Not confident,none,False,False,0.0337
0.03363,N,0.223,"mRNA processing, mRNA splicing",WDR83,Q9BRX9,WD repeat domain-containing protein 83,0.3757,N,"Cytoplasm, Nucleus, Spliceosome",N,Not confident,none,False,False,0.03363
0.03357,N,0.299,"Developmental protein, Fatty acid biosynthesis, Fatty acid metabolism, Lipid biosynthesis, Lipid metabolism, Lyase",HACD1,B0YJ81,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 1,0.5566,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.03357
0.03348,N,0.222,"Hydrogen ion transport, Ion transport, Transport",ATP6V1C2,Q8NEY4,V-type proton ATPase subunit C 2,0.3167,N,NA,N,Not confident,none,False,False,0.03348
0.03342,N,0.18,"Angiogenesis, Developmental protein, Kinase, Receptor, Transferase, Tyrosine-protein kinase",EPHB4,P54760,Ephrin type-B receptor 4,0.3474,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.03342
0.0334,N,0.213,Oxidoreductase,ADH1A,P07327,Alcohol dehydrogenase 1A,0.3723,N,Cytoplasm,N,Not confident,none,False,False,0.0334
0.03333,N,0.221,NA,MIOS,Q9NXC5,GATOR2 complex protein MIOS,0.3015,N,"Lysosome, Membrane",N,Not confident,none,True,False,0.03333
0.0333,N,0.218,"Kinase, Lipid metabolism, Transferase",PIP5K1B,O14986,Phosphatidylinositol 4-phosphate 5-kinase type-1 beta,0.3623,N,"Cell membrane, Cytoplasm, Membrane",N,Not confident,none,True,True,0.0333
0.03326,N,0.216,NA,TMEM184B,Q9Y519,Transmembrane protein 184B,0.3342,N,Membrane,N,Not confident,none,True,False,0.03326
0.03308,N,0.224,"Cell cycle, Cell division, DNA condensation, Mitosis",NCAPG,Q9BPX3,Condensin complex subunit 3,0.318,N,"Chromosome, Cytoplasm, Nucleus",N,Not confident,none,False,False,0.03308
0.03308,N,0.199,"Antiport, Calcium transport, Ion transport, Potassium transport, Sensory transduction, Sodium transport, Symport, Transport",SLC24A5,Q71RS6,Sodium/potassium/calcium exchanger 5,0.3088,N,"Golgi apparatus, Membrane",N,Not confident,none,True,False,0.03308
0.03296,N,0.197,NA,LRRC20,Q8TCA0,Leucine-rich repeat-containing protein 20,0.4805,N,NA,N,Not confident,none,False,False,0.03296
0.0329,N,0.219,"Elongation factor, Host-virus interaction, Protein biosynthesis",TUFM,P49411,"Elongation factor Tu, mitochondrial",0.399,N,Mitochondrion,N,Not confident,none,False,False,0.0329
0.03284,N,0.127,"Glycosyltransferase, Lipid metabolism, Transferase",UGT1A4,P22310,UDP-glucuronosyltransferase 1A4,0.4922,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.03284
0.0328,N,0.264,"DNA damage, DNA recombination, DNA repair, DNA-binding",XRCC3,O43542,DNA repair protein XRCC3,0.4377,N,"Cytoplasm, Mitochondrion, Nucleus",N,Not confident,none,False,False,0.0328
0.03275,N,0.308,"Hydrolase, tRNA processing",ADAT2,Q7Z6V5,tRNA-specific adenosine deaminase 2,0.418,N,NA,N,Not confident,none,False,False,0.03275
0.03268,N,0.212,"Biological rhythms, DNA damage, DNA replication, Ubl conjugation pathway",DTL,Q9NZJ0,Denticleless protein homolog,0.622,N,"Chromosome, Cytoplasm, Cytoskeleton, Membrane, Nucleus",N,Not confident,none,True,False,0.03268
0.03268,N,0.228,"Apoptosis, Cell cycle, Ubl conjugation pathway",NAE1,Q13564,NEDD8-activating enzyme E1 regulatory subunit,0.307,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.03268
0.03262,N,0.147,"Glycosyltransferase, Transferase",UPP2,O95045,Uridine phosphorylase 2,0.3245,N,NA,N,Not confident,none,False,False,0.03262
0.03262,N,0.173,"DNA-binding, Transcription, Transcription regulation",TBPL1,P62380,TATA box-binding protein-like 1,0.3086,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.03262
0.03262,N,0.248,"Cell cycle, Cell division, Cyclin, Host-virus interaction, Mitosis",CCNA2,P20248,Cyclin-A2,0.3052,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.03262
0.0325,N,0.217,Hydrolase,DPYS,Q14117,Dihydropyrimidinase,0.339,N,NA,N,Not confident,none,False,False,0.0325
0.03232,N,0.26,"Acyltransferase, Transferase",ZDHHC24,Q6UX98,Probable palmitoyltransferase ZDHHC24,0.516,N,Membrane,N,Not confident,none,True,False,0.03232
