AF_Score,BG,DCA_Score,Function,Gene Name,Interacting Partner,Protein Name,RF_Score,SP,Subcellular Locality,UP,confident,pdb,is_membrane,is_cell_surface,AF
0.0464,N,0.143,NA,CPNE2,Q96FN4,Copine-2,0.378,N,"Cell membrane, Cytoplasm, Membrane, Nucleus",N,Not confident,none,True,True,0.0464
0.0463,N,0.265,NA,COX11,Q9Y6N1,"Cytochrome c oxidase assembly protein COX11, mitochondrial",0.3381,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.0463
0.04626,N,0.116,"Receptor, Transport",FOLR2,P14207,Folate receptor beta,0.1375,Y,"Cell membrane, Membrane, Secreted",N,Not confident,none,True,True,0.04626
0.0462,N,0.133,"Ion channel, Ion transport, Transport",TMEM120A,Q9BXJ8,Ion channel TACAN,0.3113,N,"Cell membrane, Membrane, Nucleus",N,Not confident,none,True,True,0.0462
0.04614,N,0.191,"Apoptosis, Differentiation, Growth regulation, Kinase, Receptor, Serine/threonine-protein kinase, Transferase",TGFBR2,P37173,TGF-beta receptor type-2,0.3313,N,"Cell membrane, Membrane, Secreted",N,Not confident,none,True,True,0.04614
0.04578,N,0.147,NA,PLEKHA3,Q9HB20,Pleckstrin homology domain-containing family A member 3,0.3855,N,"Golgi apparatus, Membrane",N,Not confident,none,True,False,0.04578
0.04562,N,0.208,"Hydrolase, Lipid metabolism",MTMR1,Q13613,Myotubularin-related protein 1,0.35,N,"Cell membrane, Cytoplasm, Membrane",N,Not confident,none,True,True,0.04562
0.0455,N,0.217,"Cell cycle, Cell division, Cyclin, DNA damage, Repressor, Transcription, Transcription regulation",CCND1,P24385,G1/S-specific cyclin-D1,0.385,N,"Cytoplasm, Membrane, Nucleus",N,Not confident,none,True,False,0.0455
0.0455,N,0.214,"Lipid transport, Receptor, Transport",SIGMAR1,Q99720,Sigma non-opioid intracellular receptor 1,0.3274,N,"Cell junction, Cell membrane, Cell projection, Cytoplasmic vesicle, Endoplasmic reticulum, Lipid droplet, Membrane, Nucleus, Postsynaptic cell membrane, Synapse",N,Not confident,none,True,True,0.0455
0.0455,N,0.25,"Fatty acid biosynthesis, Fatty acid metabolism, Isomerase, Lipid biosynthesis, Lipid metabolism, Oxidoreductase",DEGS1,O15121,Sphingolipid delta(4)-desaturase DES1,0.3027,N,"Endoplasmic reticulum, Membrane, Mitochondrion",N,Not confident,none,True,False,0.0455
0.04498,N,0.272,NA,SURF1,Q15526,Surfeit locus protein 1,0.304,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.04498
0.04495,N,0.22,Hydrolase,ACP2,P11117,Lysosomal acid phosphatase,0.3115,N,"Lysosome, Membrane",N,Not confident,none,True,False,0.04495
0.0447,N,0.154,Guanine-nucleotide releasing factor,MCF2L,O15068,Guanine nucleotide exchange factor DBS,0.3103,N,"Cell membrane, Cytoplasm, Membrane",N,Not confident,none,True,True,0.0447
0.0445,N,0.218,NA,MICOS10,Q5TGZ0,MICOS complex subunit MIC10,0.4473,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.0445
0.04446,N,0.158,"Cell adhesion, Kinase, Neurogenesis, Receptor, Transferase, Tyrosine-protein kinase",EPHB1,P54762,Ephrin type-B receptor 1,0.3474,N,"Cell membrane, Cell projection, Endosome, Membrane",N,Not confident,none,True,True,0.04446
0.0443,N,0.249,"Heme biosynthesis, Oxidoreductase",COX15,Q7KZN9,Heme A synthase COX15,0.3403,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.0443
0.04428,N,0.255,"Acyltransferase, Transferase",NMT2,O60551,Glycylpeptide N-tetradecanoyltransferase 2,0.3682,N,"Cytoplasm, Membrane",N,Not confident,none,True,False,0.04428
0.04416,N,0.213,"Activator, Apoptosis, Developmental protein, Kinase, Lactation, Receptor, Transcription, Transcription regulation, Transferase, Tyrosine-protein kinase",ERBB4,Q15303,Receptor tyrosine-protein kinase erbB-4,0.362,N,"Cell membrane, Membrane, Mitochondrion, Nucleus",N,Not confident,none,True,True,0.04416
0.04416,N,0.156,"Electron transport, Respiratory chain, Translocase, Transport",MT-ND2,P03891,NADH-ubiquinone oxidoreductase chain 2,0.305,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.04416
0.044,N,0.263,"Electron transport, Respiratory chain, Transport",NDUFB9,Q9Y6M9,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9,0.3672,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.044
0.04385,N,0.13,Exocytosis,SYTL2,Q9HCH5,Synaptotagmin-like protein 2,0.327,N,"Cell membrane, Cytoplasm, Membrane",N,Not confident,none,True,True,0.04385
0.04376,N,0.25,"Autophagy, Protein transport, Transport",RAB33B,Q9H082,Ras-related protein Rab-33B,0.4163,N,"Golgi apparatus, Membrane",N,Not confident,none,True,False,0.04376
0.04367,N,0.228,NA,NDUFAF6,Q330K2,"NADH dehydrogenase (ubiquinone) complex I, assembly factor 6",0.319,N,"Cytoplasm, Membrane, Mitochondrion, Mitochondrion inner membrane, Nucleus",N,Not confident,none,True,False,0.04367
0.04355,N,0.272,"Hydrolase, Protein phosphatase",DUSP18,Q8NEJ0,Dual specificity protein phosphatase 18,0.3042,N,"Cytoplasm, Membrane, Mitochondrion, Mitochondrion inner membrane, Nucleus",N,Not confident,none,True,False,0.04355
0.04352,N,0.139,NA,CPNE7,Q9UBL6,Copine-7,0.3303,N,"Cell membrane, Cytoplasm, Membrane, Nucleus",N,Not confident,none,True,True,0.04352
0.0434,N,0.236,NA,COX18,Q8N8Q8,"Cytochrome c oxidase assembly protein COX18, mitochondrial",0.3025,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.0434
0.0432,N,0.226,"Cholesterol biosynthesis, Cholesterol metabolism, Lipid biosynthesis, Lipid metabolism, Multifunctional enzyme, Steroid biosynthesis, Steroid metabolism, Sterol biosynthesis, Sterol metabolism, Transferase",FDFT1,P37268,Squalene synthase,0.309,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.0432
0.04318,N,0.195,"Apoptosis, Biological rhythms, Chromatin regulator, Glycosyltransferase, Host-virus interaction, Transferase, Ubl conjugation pathway",OGT,O15294,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit,0.3513,N,"Cell membrane, Cell projection, Cytoplasm, Membrane, Mitochondrion, Nucleus",N,Not confident,none,True,True,0.04318
0.04315,N,0.226,"Actin-binding, Activator, Apoptosis, Differentiation, Endocytosis, Transcription, Transcription regulation",HIP1,O00291,Huntingtin-interacting protein 1,0.4917,N,"Cytoplasm, Cytoplasmic vesicle, Membrane, Nucleus",N,Not confident,none,True,False,0.04315
0.04306,N,0.216,NA,RASD2,Q96D21,GTP-binding protein Rhes,0.3884,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.04306
0.04297,N,0.2,NA,TMEM14DP,A8MWL7,Transmembrane protein 14DP,0.3088,N,Membrane,N,Not confident,none,True,False,0.04297
0.04272,N,0.122,"Ion channel, Ion transport, Ligand-gated ion channel, Receptor, Transport",GRIN1,Q05586,"Glutamate receptor ionotropic, NMDA 1",0.2886,N,"Cell membrane, Membrane, Postsynaptic cell membrane, Synapse",N,Not confident,none,True,True,0.04272
0.04242,N,0.228,NA,DIRAS1,O95057,GTP-binding protein Di-Ras1,0.3862,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.04242
0.04242,N,0.197,"Autophagy, Protein transport, Transport",VPS41,P49754,Vacuolar protein sorting-associated protein 41 homolog,0.3716,N,"Cytoplasm, Cytoplasmic vesicle, Endosome, Golgi apparatus, Lysosome, Membrane",N,Not confident,none,True,False,0.04242
0.04242,N,0.187,"Protein transport, Transport",RAB13,P51153,Ras-related protein Rab-13,0.3013,N,"Cell junction, Cell membrane, Cell projection, Cytoplasmic vesicle, Endosome, Golgi apparatus, Membrane, Tight junction",N,Not confident,none,True,True,0.04242
0.0424,N,0.307,NA,LRRC57,Q8N9N7,Leucine-rich repeat-containing protein 57,0.3972,N,Membrane,N,Not confident,none,True,False,0.0424
0.04193,N,0.203,Hydrolase,ABHD17A,Q96GS6,Alpha/beta hydrolase domain-containing protein 17A,0.4602,N,"Cell membrane, Cell projection, Endosome, Membrane, Postsynaptic cell membrane, Synapse",N,Not confident,none,True,True,0.04193
0.0419,N,0.224,"Methyltransferase, Transferase",PRMT1,Q99873,Protein arginine N-methyltransferase 1,0.3152,N,"Cytoplasm, Lysosome, Membrane, Nucleus",N,Not confident,none,True,False,0.0419
0.0417,N,0.183,"Protein transport, Transport",VPS53,Q5VIR6,Vacuolar protein sorting-associated protein 53 homolog,0.3088,N,"Endosome, Golgi apparatus, Membrane",N,Not confident,none,True,False,0.0417
0.04163,N,0.215,"Acyltransferase, Lipid metabolism, Sphingolipid metabolism, Transferase",SPTLC2,O15270,Serine palmitoyltransferase 2,0.3062,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.04163
0.0414,N,0.176,NA,PSD2,Q9BQI7,PH and SEC7 domain-containing protein 2,0.3562,N,"Cell membrane, Cell projection, Membrane",N,Not confident,none,True,True,0.0414
0.04138,N,0.281,"Acyltransferase, Transferase",NMT1,P30419,Glycylpeptide N-tetradecanoyltransferase 1,0.3809,N,"Cytoplasm, Membrane",N,Not confident,none,True,False,0.04138
0.04092,N,0.141,"Apoptosis, Kinase, Lipid metabolism, Sphingolipid metabolism, Transferase",SGMS1,Q86VZ5,Phosphatidylcholine:ceramide cholinephosphotransferase 1,0.3054,N,"Golgi apparatus, Membrane",N,Not confident,none,True,False,0.04092
0.04062,N,0.177,"Protein transport, Transport",COG1,Q8WTW3,Conserved oligomeric Golgi complex subunit 1,0.3176,N,"Golgi apparatus, Membrane",N,Not confident,none,True,False,0.04062
0.0406,N,0.167,GTPase activation,TBC1D3E,A0A087X179,TBC1 domain family member 3E,0.31,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.0406
0.0406,N,0.164,"Cholesterol metabolism, Glycosidase, Glycosyltransferase, Hydrolase, Lipid metabolism, Sphingolipid metabolism, Steroid metabolism, Sterol metabolism, Transferase",GBA1,P04062,Lysosomal acid glucosylceramidase,0.287,N,"Lysosome, Membrane",N,Not confident,none,True,False,0.0406
0.04013,N,0.221,Hydrolase,ABHD17B,Q5VST6,Alpha/beta hydrolase domain-containing protein 17B,0.4521,N,"Cell membrane, Cell projection, Endosome, Membrane, Postsynaptic cell membrane, Synapse",N,Not confident,none,True,True,0.04013
0.03995,N,0.19,"Hydrolase, Lipid metabolism",ACP3,P15309,Prostatic acid phosphatase,0.536,N,"Amyloid, Cell membrane, Cytoplasm, Lysosome, Membrane, Nucleus, Secreted",N,Not confident,none,True,True,0.03995
0.03952,N,0.149,"GTPase activation, Signal transduction inhibitor",RGS17,Q9UGC6,Regulator of G-protein signaling 17,0.4326,N,"Cytoplasm, Membrane, Nucleus, Synapse, Synaptosome",N,Not confident,none,True,False,0.03952
0.03925,N,0.252,"Heme biosynthesis, Lipid metabolism, Transferase",COX10,Q12887,"Protoheme IX farnesyltransferase, mitochondrial",0.4707,N,"Membrane, Mitochondrion",N,Not confident,none,True,False,0.03925
0.0392,N,0.159,GTPase activation,TBC1D3,Q8IZP1,TBC1 domain family member 3,0.3774,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.0392
0.03915,N,0.179,NA,ANXA2P2,A6NMY6,Putative annexin A2-like protein,0.1293,Y,"Basement membrane, Extracellular matrix, Secreted",N,Not confident,none,True,False,0.03915
0.0391,N,0.251,"Electron transport, Respiratory chain, Transport",NDUFB7,P17568,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7,0.3245,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.0391
0.03906,N,0.254,"Protein transport, Transport",STX10,O60499,Syntaxin-10,0.3643,N,"Golgi apparatus, Membrane",N,Not confident,none,True,False,0.03906
0.03903,N,0.3,"Lipid metabolism, Oxidoreductase, Sensory transduction, Vision",RDH8,Q9NYR8,Retinol dehydrogenase 8,0.3816,N,Membrane,N,Not confident,none,True,False,0.03903
0.03894,N,0.181,"Hydrolase, Lipid metabolism",GDE1,Q9NZC3,Glycerophosphodiester phosphodiesterase 1,0.4407,N,"Cell membrane, Cytoplasmic vesicle, Membrane",N,Not confident,none,True,True,0.03894
0.03894,N,0.294,"Chaperone, Host-virus interaction",DNAJB12,Q9NXW2,DnaJ homolog subfamily B member 12,0.3867,N,"Endoplasmic reticulum, Membrane, Nucleus",N,Not confident,none,True,False,0.03894
0.03888,N,0.206,"Kinase, Lipid metabolism, Transferase",PI4K2B,Q8TCG2,Phosphatidylinositol 4-kinase type 2-beta,0.39,N,"Cell membrane, Cytoplasm, Endoplasmic reticulum, Endosome, Golgi apparatus, Membrane",N,Not confident,none,True,True,0.03888
0.03854,N,0.281,NA,LRRTM2,O43300,Leucine-rich repeat transmembrane neuronal protein 2,0.5576,N,"Cell membrane, Membrane, Postsynaptic cell membrane, Synapse",N,Not confident,none,True,True,0.03854
0.03833,N,0.269,"Acyltransferase, Host-virus interaction, Transferase",ZDHHC9,Q9Y397,Palmitoyltransferase ZDHHC9,0.4128,N,"Endoplasmic reticulum, Golgi apparatus, Membrane",N,Not confident,none,True,False,0.03833
0.03815,N,0.172,"Antiport, Ion transport, Transport, Zinc transport",SLC30A6,Q6NXT4,Zinc transporter 6,0.598,N,"Golgi apparatus, Membrane",N,Not confident,none,True,False,0.03815
0.0376,N,0.24,"Ion transport, Transport",NIPA2,Q8N8Q9,Magnesium transporter NIPA2,0.458,N,"Cell membrane, Endosome, Membrane",N,Not confident,none,True,True,0.0376
0.03757,N,0.166,GTPase activation,TBC1D3K,A0A087X1G2,TBC1 domain family member 3K,0.319,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.03757
0.0373,N,0.19,NA,EMC8,O43402,ER membrane protein complex subunit 8,0.5386,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.0373
0.03726,N,0.151,"Glycosyltransferase, Transferase",UGT1A6,P19224,UDP-glucuronosyltransferase 1-6,0.4578,N,"Endoplasmic reticulum, Membrane, Microsome",N,Not confident,none,True,False,0.03726
0.03726,N,0.219,NA,RAB43,Q86YS6,Ras-related protein Rab-43,0.3474,N,"Cytoplasmic vesicle, Golgi apparatus, Membrane",N,Not confident,none,True,False,0.03726
0.03702,N,0.23,NA,RAB19,A4D1S5,Ras-related protein Rab-19,0.4187,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.03702
0.0369,N,0.256,Apoptosis,MTFP1,Q9UDX5,Mitochondrial fission process protein 1,0.3298,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.0369
0.03677,N,0.154,GTPase activation,RAP1GAP,P47736,Rap1 GTPase-activating protein 1,0.4595,N,"Golgi apparatus, Membrane",N,Not confident,none,True,False,0.03677
0.03656,N,0.185,NA,COX6B2,Q6YFQ2,Cytochrome c oxidase subunit 6B2,0.3918,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.03656
0.03656,N,0.215,"ER-Golgi transport, Protein transport, Transport",ARF4,P18085,ADP-ribosylation factor 4,0.3232,N,"Golgi apparatus, Membrane",N,Not confident,none,True,False,0.03656
0.03653,N,0.174,GTPase activation,TBC1D3G,Q6DHY5,TBC1 domain family member 3G,0.368,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.03653
0.03632,N,0.21,"Apoptosis, Transport",MFSD10,Q14728,Major facilitator superfamily domain-containing protein 10,0.3853,N,"Cell membrane, Membrane, Nucleus",N,Not confident,none,True,True,0.03632
0.0362,N,0.237,Oxidoreductase,VAT1,Q99536,Synaptic vesicle membrane protein VAT-1 homolog,0.7983,N,"Cytoplasm, Membrane, Mitochondrion, Mitochondrion outer membrane",N,Not confident,none,True,False,0.0362
0.03616,N,0.187,"Hydrolase, Necrosis",PGAM5,Q96HS1,"Serine/threonine-protein phosphatase PGAM5, mitochondrial",0.3232,N,"Membrane, Mitochondrion, Mitochondrion inner membrane, Mitochondrion outer membrane",N,Not confident,none,True,False,0.03616
0.03555,N,0.217,Cell adhesion,OMG,P23515,Oligodendrocyte-myelin glycoprotein,0.4768,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.03555
0.03552,N,0.174,Endocytosis,SH3GL3,Q99963,Endophilin-A3,0.3672,N,"Cytoplasm, Endosome, Membrane",N,Not confident,none,True,False,0.03552
0.03552,N,0.261,"Protein transport, Transcription, Transcription regulation, Transport",SNF8,Q96H20,Vacuolar-sorting protein SNF8,0.3296,N,"Cytoplasm, Endosome, Membrane, Nucleus",N,Not confident,none,True,False,0.03552
0.0355,N,0.258,"Glycosyltransferase, Transferase",DPAGT1,Q9H3H5,UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase,0.353,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.0355
0.03546,N,0.18,"Kinase, Transferase, Tyrosine-protein kinase",YES1,P07947,Tyrosine-protein kinase Yes,0.4,N,"Cell membrane, Cytoplasm, Cytoskeleton, Membrane",N,Not confident,none,True,True,0.03546
0.0354,N,0.296,"Methyltransferase, Transferase",ICMT,O60725,Protein-S-isoprenylcysteine O-methyltransferase,0.551,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.0354
0.03537,N,0.241,NA,OXA1L,Q15070,Mitochondrial inner membrane protein OXA1L,0.366,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.03537
0.03534,N,0.13,"Apoptosis, Autophagy",SH3GLB1,Q9Y371,Endophilin-B1,0.312,N,"Cytoplasm, Cytoplasmic vesicle, Golgi apparatus, Membrane, Mitochondrion, Mitochondrion outer membrane",N,Not confident,none,True,False,0.03534
0.0353,N,0.283,"Isomerase, Rotamase",FKBP2,P26885,Peptidyl-prolyl cis-trans isomerase FKBP2,0.3003,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.0353
0.03513,N,0.224,"Endocytosis, Protein transport, Transport",RAB22A,Q9UL26,Ras-related protein Rab-22A,0.3071,N,"Cell membrane, Cell projection, Cytoplasmic vesicle, Endosome, Membrane",N,Not confident,none,True,True,0.03513
0.035,N,0.246,NA,PMPCA,Q10713,Mitochondrial-processing peptidase subunit alpha,0.4875,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.035
0.0347,N,0.262,"Ion transport, Transport, Zinc transport",SLC39A9,Q9NUM3,Zinc transporter ZIP9,0.4,N,"Cell membrane, Cytoplasm, Golgi apparatus, Membrane, Mitochondrion, Nucleus",N,Not confident,none,True,True,0.0347
0.03467,N,0.131,Ubl conjugation pathway,CRBN,Q96SW2,Protein cereblon,0.545,N,"Cytoplasm, Membrane, Nucleus",N,Not confident,none,True,False,0.03467
0.03464,N,0.069,"Activator, DNA-binding, Receptor, Transcription, Transcription regulation",ESR1,P03372,Estrogen receptor,0.2683,N,"Cell membrane, Cytoplasm, Golgi apparatus, Membrane, Nucleus",N,Not confident,none,True,True,0.03464
0.03458,N,0.151,"Immunity, Inflammatory response, Innate immunity, Receptor",TLR9,Q9NR96,Toll-like receptor 9,0.3525,N,"Cytoplasmic vesicle, Endoplasmic reticulum, Endosome, Lysosome, Membrane",N,Not confident,none,True,False,0.03458
0.03452,N,0.231,"Ion transport, Transport",NIPAL1,Q6NVV3,Magnesium transporter NIPA3,0.3208,N,"Golgi apparatus, Membrane",N,Not confident,none,True,False,0.03452
0.0345,N,0.16,"Glycosyltransferase, Lipid metabolism, Transferase",UGT2A2,P0DTE5,UDP-glucuronosyltransferase 2A2,0.4104,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.0345
0.03436,N,0.198,"Angiogenesis, Developmental protein, Differentiation",AAMP,Q13685,Angio-associated migratory cell protein,0.5693,N,"Cell membrane, Cytoplasm, Membrane",N,Not confident,none,True,True,0.03436
0.0343,N,0.121,"G-protein coupled receptor, Receptor, Transducer",ADRB1,P08588,Beta-1 adrenergic receptor,0.345,N,"Cell membrane, Endosome, Membrane",N,Not confident,none,True,True,0.0343
0.0342,N,0.171,GTPase activation,TBC1D3L,B9A6J9,TBC1 domain family member 3L,0.4692,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.0342
0.03384,N,0.24,"Glycosyltransferase, GPI-anchor biosynthesis, Lipid metabolism, Transferase",PIGA,P37287,Phosphatidylinositol N-acetylglucosaminyltransferase subunit A,0.3206,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.03384
0.03375,N,0.248,"ER-Golgi transport, Protein transport, Transport",COPZ1,P61923,Coatomer subunit zeta-1,0.3137,N,"Cytoplasm, Cytoplasmic vesicle, Golgi apparatus, Membrane",N,Not confident,none,True,False,0.03375
0.03357,N,0.299,"Developmental protein, Fatty acid biosynthesis, Fatty acid metabolism, Lipid biosynthesis, Lipid metabolism, Lyase",HACD1,B0YJ81,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 1,0.5566,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.03357
0.03342,N,0.18,"Angiogenesis, Developmental protein, Kinase, Receptor, Transferase, Tyrosine-protein kinase",EPHB4,P54760,Ephrin type-B receptor 4,0.3474,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.03342
0.03333,N,0.221,NA,MIOS,Q9NXC5,GATOR2 complex protein MIOS,0.3015,N,"Lysosome, Membrane",N,Not confident,none,True,False,0.03333
0.0333,N,0.218,"Kinase, Lipid metabolism, Transferase",PIP5K1B,O14986,Phosphatidylinositol 4-phosphate 5-kinase type-1 beta,0.3623,N,"Cell membrane, Cytoplasm, Membrane",N,Not confident,none,True,True,0.0333
0.03326,N,0.216,NA,TMEM184B,Q9Y519,Transmembrane protein 184B,0.3342,N,Membrane,N,Not confident,none,True,False,0.03326
0.03308,N,0.199,"Antiport, Calcium transport, Ion transport, Potassium transport, Sensory transduction, Sodium transport, Symport, Transport",SLC24A5,Q71RS6,Sodium/potassium/calcium exchanger 5,0.3088,N,"Golgi apparatus, Membrane",N,Not confident,none,True,False,0.03308
0.03284,N,0.127,"Glycosyltransferase, Lipid metabolism, Transferase",UGT1A4,P22310,UDP-glucuronosyltransferase 1A4,0.4922,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.03284
0.03268,N,0.212,"Biological rhythms, DNA damage, DNA replication, Ubl conjugation pathway",DTL,Q9NZJ0,Denticleless protein homolog,0.622,N,"Chromosome, Cytoplasm, Cytoskeleton, Membrane, Nucleus",N,Not confident,none,True,False,0.03268
0.03268,N,0.228,"Apoptosis, Cell cycle, Ubl conjugation pathway",NAE1,Q13564,NEDD8-activating enzyme E1 regulatory subunit,0.307,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.03268
0.03232,N,0.26,"Acyltransferase, Transferase",ZDHHC24,Q6UX98,Probable palmitoyltransferase ZDHHC24,0.516,N,Membrane,N,Not confident,none,True,False,0.03232
0.0323,N,0.165,"Glycosyltransferase, Lipid metabolism, Transferase",UGT1A8,Q9HAW9,UDP-glucuronosyltransferase 1A8,0.4011,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.0323
0.03214,N,0.1,"Apoptosis, Ion transport, Sodium transport, Sugar transport, Symport, Transport",SLC5A11,Q8WWX8,Sodium/myo-inositol cotransporter 2,0.275,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.03214
0.03207,N,0.262,NA,COQ10A,Q96MF6,"Coenzyme Q-binding protein COQ10 homolog A, mitochondrial",0.4211,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.03207
0.03204,N,0.184,NA,TMEM222,Q9H0R3,Transmembrane protein 222,0.3262,N,"Cell projection, Membrane",N,Not confident,none,True,False,0.03204
0.0319,N,0.19,GTPase activation,TBC1D3D,A0A087WVF3,TBC1 domain family member 3D,0.3926,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.0319
0.0319,N,0.241,"Apoptosis, Chromosome partition, DNA-binding, Helicase, Host-virus interaction, Hydrolase, Immunity, Innate immunity, Ribosome biogenesis, RNA-binding, Transcription, Transcription regulation, Translation regulation",DDX3X,O00571,ATP-dependent RNA helicase DDX3X,0.3235,N,"Cell membrane, Cell projection, Cytoplasm, Cytoskeleton, Inflammasome, Membrane, Nucleus",N,Not confident,none,True,True,0.0319
0.03183,Y,0.095,NA,GLG1,Q92896,Golgi apparatus protein 1,0.1865,Y,"Cytoplasm, Cytoskeleton, Golgi apparatus, Membrane",N,Not confident,none,True,False,0.03183
0.03177,N,0.194,"Hydrolase, Lipid metabolism",ABHD6,Q9BV23,Monoacylglycerol lipase ABHD6,0.507,N,"Endosome, Lysosome, Membrane, Mitochondrion",N,Not confident,none,True,False,0.03177
0.0316,N,0.162,"Glycosyltransferase, Lipid metabolism, Transferase",UGT1A9,O60656,UDP-glucuronosyltransferase 1A9,0.4214,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.0316
0.03152,N,0.142,"Glycosyltransferase, Transferase",UGT1A5,P35504,UDP-glucuronosyltransferase 1A5,0.2727,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.03152
0.0313,N,0.129,NA,GIPC1,O14908,PDZ domain-containing protein GIPC1,0.362,N,"Cytoplasm, Membrane",N,Not confident,none,True,False,0.0313
0.03116,N,0.091,"G-protein coupled receptor, Receptor, Transducer",BRS3,P32247,Bombesin receptor subtype-3,0.2646,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.03116
0.03099,N,0.169,"Cholesterol metabolism, Lipid metabolism, Steroid metabolism, Sterol metabolism",INSIG2,Q9Y5U4,Insulin-induced gene 2 protein,0.3225,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.03099
0.03049,N,0.237,"Transferase, Ubl conjugation pathway",RNF217,Q8TC41,E3 ubiquitin-protein ligase RNF217,0.4504,N,"Cytoplasm, Membrane",N,Not confident,none,True,False,0.03049
0.03027,N,0.212,"Protein transport, Translocation, Transport",TIMM21,Q9BVV7,Mitochondrial import inner membrane translocase subunit Tim21,0.6167,N,"Membrane, Mitochondrion",N,Not confident,none,True,False,0.03027
0.0302,N,0.089,"G-protein coupled receptor, Olfaction, Receptor, Sensory transduction, Transducer",OR2L3,Q8NG85,Olfactory receptor 2L3,0.1741,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.0302
0.03012,N,0.206,NA,RAB31,Q13636,Ras-related protein Rab-31,0.3196,N,"Cytoplasmic vesicle, Endosome, Golgi apparatus, Membrane",N,Not confident,none,True,False,0.03012
0.03004,N,0.26,Hydrolase,MRAS,O14807,Ras-related protein M-Ras,0.3738,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.03004
0.02983,N,0.228,"Apoptosis, Biological rhythms, Cell cycle, Developmental protein, Gastrulation, Growth regulation, Host-virus interaction, Ribonucleoprotein, Ribosomal protein, Translation regulation",RACK1,P63244,Small ribosomal subunit protein RACK1,0.1625,Y,"Cell membrane, Cell projection, Cytoplasm, Membrane, Nucleus",N,Not confident,none,True,True,0.02983
0.02943,N,0.27,"Protein transport, Translocase, Transport",ATP13A1,Q9HD20,Endoplasmic reticulum transmembrane helix translocase,0.36,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.02943
0.0294,N,0.164,"Glycosyltransferase, Lipid metabolism, Transferase",UGT1A7,Q9HAW7,UDP-glucuronosyltransferase 1A7,0.3167,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.0294
