rank,gene,protein_name,final_score,tier,multiplicative_score,tumour_quality,safety_score,consensus_multiplier,score_specificity,score_intensity,score_uniformity,score_accessibility,score_druggability,epi_mean,epi_detection,caf_mean,immune_mean,endothelial_mean,tme_max_mean,log2fc_mean,log2fc_sd,n_datasets_reproducible,n_datasets,topology_class,max_ecd_segment,surface_confirmation,ab_tractability_bucket,ot_n_drugs,ot_drugs,depmap_mean_gene_effect,safety_source,safety_is_default,protein_worst_tissue,rna_worst_tissue,rna_max_ntpm,n_normal_tissues_medium_high,almen_class,uniprot,ensembl_gene
192,CADM1,Cell adhesion molecule 1,0.2492448568061757,Tier 3,0.0154838379014765,0.3870959475369134,0.05,0.8,0.2668866399595723,0.2812940112973414,0.199480766447867,0.7058333333333333,0.7,0.857843506,0.199480766447867,0.357616086,0.1813181834,0.1012241,0.400744018,0.800659919878717,1.188132980504891,3,5,type I,355,experimental (CSPA/GPI),UniProt loc high conf,0.0,,0.0252555747536199,protein+RNA (min),False,Cerebral cortex,cerebellum,266.5,18.0,Miscellaneous,Q9BY67,ENSG00000182985
193,SLC12A7,Solute carrier family 12 member 7,0.2491939498192879,Tier 3,0.0154743523550824,0.3438744967796094,0.05,0.9,0.2000364568236994,0.3541015669778019,0.2377162316846961,0.4033333333333333,0.7,1.180906156,0.2377162316846961,0.4121460519999999,0.2692367954,0.67661918,0.690360394,0.6001093704710981,0.5299761640097498,4,5,multi-pass (12 TM),202,experimental (CSPA/GPI),UniProt loc high conf,0.0,,-0.0180534005473172,protein+RNA (min),False,Cerebellum,heart muscle,71.9,40.0,Transporters,Q9Y666,ENSG00000113504
194,AMN,Protein amnionless,0.2491885878295792,Tier 3,0.0154733534761034,0.4420958136029542,0.05,0.7,0.6361560821955452,0.1311106402713606,0.1257593044500928,0.6325,0.7,0.334703128,0.1257593044500928,0.01811386484,0.0322454872,0.0296209744,0.040391202,1.908468246586636,0.6338799767110157,2,5,type I,339,Open Targets confirmed,UniProt loc high conf,0.0,,0.0362328760488031,protein+RNA (min),False,Kidney,liver,86.9,5.0,Unclassified,Q9BXJ7,ENSG00000166126
195,CSF3R,Granulocyte colony-stimulating factor receptor,0.2490431668416211,Tier 3,0.0154462795540645,0.3089255910812903,0.0999999999999999,0.5,0.0,0.1754152763140981,0.1167126790923537,0.97,0.7,0.471480154,0.1167126790923537,0.18323834126,0.7361543640000001,0.0441790376,0.761512014,-0.8668706843191855,1.0189194390063767,0,5,type I,602,Open Targets confirmed,UniProt loc high conf,10.0,BALUGRASTIM; LENOGRASTIM; LIPEGFILGRASTIM; EFBEMALENOGRASTIM ALFA; EFLAPEGRASTIM; PEGFILGRASTIM,-0.1303261477201907,protein+RNA (min),False,Cerebral cortex,bone marrow,375.3,5.0,Receptors,Q99062,ENSG00000119535
196,GPC4,Glypican-4,0.2474908849971561,Tier 3,0.0151592468840097,0.3789811721002423,0.05,0.8,0.3098457453981488,0.1502098702268507,0.1699273721771376,0.83,0.65,0.392033838,0.1699273721771376,0.166349372,0.014460479,0.02677938128,0.166349372,0.9295372361944464,0.5013216944819419,3,5,no TM (GPI/peripheral),534,experimental (CSPA/GPI),GO CC high conf,0.0,,0.0309324413836087,protein+RNA (min),False,Cerebellum,kidney,27.3,28.0,Unclassified,O75487,ENSG00000076716
197,CD47,Leukocyte surface antigen CD47,0.2472439174200398,Tier 3,0.0151139105744691,0.4318260164134038,0.05,0.7,0.1122982692539984,0.5836759111269614,0.4632567670590597,0.3583333333333334,0.9,2.61563998,0.4632567670590597,1.047045772,2.0839815,1.276832488,2.0839815,0.3368948077619954,0.2656362823529167,2,5,multi-pass (5 TM),124,experimental (CSPA/GPI),Advanced Clinical,2.0,MAGROLIMAB; EVORPACEPT,0.0508412789817243,protein+RNA (min),False,Cerebellum,bone marrow,264.3,16.0,Unclassified,Q08722,ENSG00000196776
198,SEZ6L2,Seizure 6-like protein 2,0.2471016661692936,Tier 3,0.0150878383140015,0.3771959578500378,0.05,0.8,0.1552322894661823,0.2033428650990242,0.1897884899518916,0.98,0.7,0.56481256,0.1897884899518916,0.453488899,0.0144134008,0.00829088654,0.453488899,0.465696868398547,1.183464868083161,3,5,type I,817,experimental (CSPA/GPI),UniProt loc high conf,0.0,,0.0078657289250696,protein+RNA (min),False,Cerebellum,cerebellum,99.0,14.0,Unclassified,Q6UXD5,ENSG00000174938
199,EFNA1,Ephrin-A1,0.2468723941580118,Tier 3,0.0150458797493695,0.4298822785534142,0.05,0.7,0.1389150300662973,0.6485842485998504,0.421829599067775,0.4608333333333333,0.7,3.17117866,0.421829599067775,0.181908606,0.0889593421999999,2.084483408,2.084483408,0.416745090198892,0.556427712560134,2,5,no TM (GPI/peripheral),187,experimental (CSPA/GPI),UniProt loc high conf,0.0,,0.011726944631147,protein+RNA (min),False,Adrenal gland,liver,476.5,0.0,Unclassified,P20827,ENSG00000169242
200,PLAUR,Urokinase plasminogen activator surface receptor,0.2464965737435065,Tier 3,0.0149772700725202,0.2995454014504054,0.0999999999999999,0.5,0.0,0.293134630334259,0.1952173769177681,0.6458333333333333,0.7,0.90692071,0.1952173769177681,1.61193026,1.93620164,0.945026664,2.33467144,-1.2962126865809511,0.6028663632126054,0,5,no TM (GPI/peripheral),313,experimental (CSPA/GPI),UniProt loc high conf,0.0,,-0.1126223502246074,RNA only,False,,bone marrow,650.6,,,Q03405,ENSG00000011422
201,HLA-F,"HLA class I histocompatibility antigen, alpha chain F",0.2463970772258688,Tier 3,0.0149591409995079,0.2265952297265653,0.1320340328219554,0.5,0.0,0.2121905923719672,0.1901605562608594,0.6741666666666666,0.3,0.5955985979999999,0.1901605562608594,0.616031596,2.28867682,2.95972468,3.0235705600000005,-1.850085495293353,1.0964514457849848,0,5,type I,281,unconfirmed (ML prediction only),not in Open Targets,,,-0.099807936164136,RNA only,False,,lung,172.8,,Miscellaneous,P30511,ENSG00000204642;ENSG00000206509;ENSG00000229698;ENSG00000137403;ENSG00000235220;ENSG00000237508
202,LRP1,Prolow-density lipoprotein receptor-related protein 1,0.2451988116552112,Tier 3,0.0147419550683349,0.2948391013666997,0.0999999999999999,0.5,0.0,0.1268786045886238,0.1098169022448747,1.0,0.65,0.322322742,0.1098169022448747,3.84022242,0.398617344,0.0467294318,3.84022242,-3.544517739021769,0.4198239085451956,0,5,type I,4401,experimental (CSPA/GPI),GO CC high conf,1.0,ANG1005,-0.1368276297282505,protein+RNA (min),False,Lung,cerebellum,102.4,14.0,Receptors,Q07954,ENSG00000123384
203,TSPAN3,Tetraspanin-3,0.2447010199242168,Tier 3,0.0146523518371057,0.3663087959276445,0.05,0.8,0.2159066503084972,0.49358360083636,0.4203504033391165,0.3416666666666667,0.45,1.96501878,0.4203504033391165,1.32282155,0.4078962459999999,0.7110525919999999,1.32282155,0.6477199509254916,0.5290344380425126,3,5,multi-pass (4 TM),104,unconfirmed (ML prediction only),UniProt SigP or TMHMM,0.0,,0.101138583874371,RNA only,False,,amygdala,408.6,,Miscellaneous,O60637,ENSG00000140391
204,PODXL2,Podocalyxin-like protein 2,0.2444354578041264,Tier 3,0.0146046991344538,0.3651174783613456,0.05,0.8,0.359989559310457,0.0821461207268607,0.1022069321141819,0.8183333333333334,0.65,0.198280726,0.1022069321141819,0.0624682206,0.0224343205999999,0.0134571371199999,0.0668157058,1.079968677931371,0.9710382892010848,3,5,type I,466,unconfirmed (ML prediction only),GO CC high conf,0.0,,0.0095380957719959,protein+RNA (min),False,Cerebral cortex,hypothalamus,98.6,42.0,Unclassified,Q9NZ53,ENSG00000114631
205,GPRC5C,G-protein coupled receptor family C group 5 member C,0.2421956170004872,Tier 3,0.0142068841306589,0.3157085362368661,0.05,0.9,0.3162682584689953,0.2248857334306301,0.2336295600502072,0.2108333333333333,0.65,0.6408329,0.2336295600502072,0.15167324,0.0417938716,0.350494911,0.4248144619999999,0.948804775406986,0.7865764333153472,4,5,multi-pass (7 TM),31,Open Targets confirmed,GO CC high conf,0.0,,0.0477275722372749,protein+RNA (min),False,Cerebellum,kidney,180.1,24.0,Receptors,Q9NQ84,ENSG00000170412
206,EFNA5,Ephrin-A5,0.2414860228973562,Tier 3,0.0140823779883111,0.3520594497077785,0.05,0.8,0.3437917526574695,0.1755903211847332,0.1702692983679554,0.4983333333333333,0.7,0.47204745,0.1702692983679554,0.1037524933999999,0.0244467846999999,0.1531866949999999,0.180855129,1.0313752579724085,0.8061710090453976,3,5,no TM (GPI/peripheral),208,experimental (CSPA/GPI),UniProt loc high conf,0.0,,-0.0817100140491334,protein+RNA (min),False,Cerebellum,cerebral cortex,12.0,34.0,Unclassified,P52803,ENSG00000184349
207,ABCA1,ATP-binding cassette sub-family A member 1,0.2412822491915934,Tier 3,0.0140467585658863,0.2809351713177268,0.0999999999999999,0.5,0.0,0.1273052326562553,0.1061206239323787,0.8616666666666667,0.7,0.323565576,0.1061206239323787,0.730202394,0.3110426388,0.1233903226,0.730202394,-0.8007586363744927,0.9204108454423018,0,5,multi-pass (15 TM),596,Open Targets confirmed,UniProt loc high conf,1.0,PROBUCOL,0.061242909300455,protein+RNA (min),False,Lung,liver,36.2,30.0,Transporters,O95477,ENSG00000165029
208,FGFR2,Fibroblast growth factor receptor 2,0.240031102506418,Tier 3,0.0138293752096425,0.3951250059897876,0.05,0.7,0.3313835090707939,0.1068235455122484,0.102351220830499,0.7925,0.9,0.2651973328,0.102351220830499,0.1007490473999999,0.008698270064,0.03990423948,0.10089878338,0.9941505272123818,0.6283860724285047,2,5,type I,351,experimental (CSPA/GPI),Advanced Clinical,27.0,ROGARATINIB; HMPL-453; NINTEDANIB ESYLATE; PEMIGATINIB; FGFR INHIBITOR DEBIO 1347; LUCITANIB,-0.0306037322176699,RNA only,False,,midbrain,549.0,,Receptors,P21802,ENSG00000066468
209,DPP4,Dipeptidyl peptidase 4,0.2394578510303557,Tier 3,0.0137305281250578,0.3923008035730815,0.05,0.7,0.177203334610652,0.1290723664000445,0.1416266495493848,1.0,0.9,0.328725964,0.1416266495493848,0.0941252026,0.190109171,0.0411193594,0.192455473,0.5316100038319561,0.5469416858276137,2,5,type II,738,experimental (CSPA/GPI),Advanced Clinical,21.0,OMARIGLIPTIN; VILDAGLIPTIN; TRELAGLIPTIN SUCCINATE; GEMIGLIPTIN; SITAGLIPTIN FUMARATE; EVOGLIPTIN,-0.0036944522841284,protein+RNA (min),False,Kidney,kidney,146.6,15.0,,P27487,ENSG00000197635
210,CD9,CD9 antigen,0.2386147523338406,Tier 3,0.01358600816111,0.4528669387036694,0.05,0.6,0.0353436213029511,0.9014593093957473,0.5942349521681728,0.2541666666666666,0.7,6.27930814,0.5942349521681728,3.4699210000000003,1.4151911300000002,5.50785834,5.50785834,0.1060308639088533,0.5970124835669628,1,5,multi-pass (4 TM),83,experimental (CSPA/GPI),UniProt loc high conf,0.0,,-0.1212448594002103,protein+RNA (min),False,Cerebellum,basal ganglia,828.3,33.0,Miscellaneous,P21926,ENSG00000010278
211,CD74,HLA class II histocompatibility antigen gamma chain,0.238172524615737,Tier 3,0.0135106107101631,0.5404244284065239,0.05,0.5,0.0,1.0,0.5871221420326196,0.5866666666666667,0.9,17.38816636,0.5871221420326196,6.62605178,44.5985384,41.6967846,52.8870134,-1.93034636941234,0.9968682215198263,0,5,type II,224,Open Targets confirmed,Advanced Clinical,2.0,REPOTRECTINIB; MILATUZUMAB,0.0534332878512361,protein+RNA (min),False,Cerebellum,amygdala,4925.3,19.0,Unclassified,P04233,ENSG00000019582
212,DSC2,Desmocollin-2,0.238167418199904,Tier 3,0.0135097417268401,0.3859926207668609,0.05,0.7,0.3020212643501814,0.0916954317356964,0.1102357755733363,1.0,0.7,0.223744746,0.1102357755733363,0.0554931418,0.1101251437999999,0.0151827158,0.1101251437999999,0.9060637930505444,0.554692751396769,2,5,type I,663,experimental (CSPA/GPI),UniProt loc high conf,0.0,,0.0431049875065325,protein+RNA (min),False,Heart muscle,esophagus,160.9,21.0,Miscellaneous,Q02487,ENSG00000134755
213,SEMA4C,Semaphorin-4C,0.2373908316472739,Tier 3,0.0133780195328931,0.2675603906578635,0.0999999999999999,0.5,0.0,0.1266390895600501,0.1236628637292676,1.0,0.45,0.321625509,0.1236628637292676,0.270330876,0.1232982958,0.6623001800000001,0.6623001800000001,-1.1482627306431772,0.2741154921716976,0,5,type I,643,experimental (CSPA/GPI),UniProt SigP or TMHMM,0.0,,-0.0733734150939203,protein+RNA (min),False,Lung,cerebellum,39.3,22.0,Miscellaneous,Q9C0C4,ENSG00000168758
214,SLC22A3,Solute carrier family 22 member 3,0.2370377666417581,Tier 3,0.0133184179576695,0.3805262273619875,0.05,0.7,0.5984962735150705,0.1220801059263091,0.1103066206110227,0.3299999999999999,0.7,0.308424092,0.1103066206110227,0.0089077284,0.002392741188,0.0270935047,0.03532494972,1.7954888205452115,0.7586389808383638,2,5,multi-pass (12 TM),114,Open Targets confirmed,UniProt loc high conf,0.0,,0.0471500511091362,protein+RNA (min),False,Cerebellum,liver,77.1,45.0,Transporters,O75751,ENSG00000146477
215,TSPAN4,Tetraspanin-4,0.2365219512768339,Tier 3,0.0132316608198003,0.2523013482325618,0.1048877535731903,0.5,0.0,0.2593744086547666,0.2271323325080423,0.3333333333333333,0.7,0.77029978,0.2271323325080423,2.01711116,0.2744549619999999,2.02669366,2.28331296,-1.5248664381958956,0.4465072869882363,0,5,multi-pass (4 TM),94,Open Targets confirmed,UniProt loc high conf,0.0,,-0.011351960823643,RNA only,False,,lung,121.6,,Miscellaneous,O14817,ENSG00000214063
216,TNFRSF21,Tumor necrosis factor receptor superfamily member 21,0.2345597776055139,Tier 3,0.0129050776954886,0.3687165055853909,0.05,0.7,0.186781474021264,0.3181276369604513,0.2352826799346074,0.6466666666666667,0.7,1.014810144,0.2352826799346074,0.936003526,0.0949571608,0.1272279336,0.936003526,0.560344422063792,0.8092063145628613,2,5,type I,308,experimental (CSPA/GPI),UniProt loc high conf,0.0,,0.0963042796431953,protein+RNA (min),False,Cerebellum,spinal cord,138.2,38.0,Receptors,O75509,ENSG00000146072
217,MEGF9,Multiple epidermal growth factor-like domains protein 9,0.2344997264841288,Tier 3,0.0128951685029342,0.3223792125733553,0.05,0.8,0.2118290200858812,0.1791302171356031,0.1637723156023514,0.8183333333333334,0.45,0.4835668079999999,0.1637723156023514,0.1040528546,0.26023143,0.0510609,0.262630724,0.6354870602576436,0.7860053547559966,3,5,type I,478,unconfirmed (ML prediction only),UniProt SigP or TMHMM,0.0,,0.034951958854441,protein+RNA (min),False,Cerebellum,liver,63.2,40.0,Unclassified,Q9H1U4,ENSG00000106780
218,CD52,CAMPATH-1 antigen,0.2338847558958496,Tier 3,0.0127939824033737,0.2558796480674745,0.0999999999999999,0.5,0.0,0.2013777858787305,0.1136454544586421,0.2858333333333333,1.0,0.558056005,0.1136454544586421,0.589162578,12.9430973,1.026769802,12.9430973,-4.665086425210712,0.9268586133457204,0,5,no TM (GPI/peripheral),37,experimental (CSPA/GPI),Approved Drug,2.0,ALEMTUZUMAB BETA; ALEMTUZUMAB,-0.0739837947664533,RNA only,False,,bone marrow,34113.9,,Unclassified,P31358,ENSG00000169442
219,TSPAN6,Tetraspanin-6,0.2325555603638746,Tier 3,0.012577090433081,0.1853426354077434,0.1357171856913779,0.5,0.0,0.1769767803103732,0.1834863967283439,0.305,0.45,0.476548504,0.1834863967283439,0.477127412,0.0149082337999999,0.320346354,0.5667532200000001,-0.2274501352064154,0.5049620996513204,0,5,multi-pass (4 TM),96,unconfirmed (ML prediction only),UniProt SigP or TMHMM,0.0,,0.0406630553719981,protein+RNA (min),False,Esophagus,liver,73.2,29.0,Miscellaneous,O43657,ENSG00000000003
220,DCBLD2,"Discoidin, CUB and LCCL domain-containing protein 2",0.2324914082030639,Tier 3,0.0125666848555187,0.3590481387291061,0.05,0.7,0.1265529410513913,0.2684643592489338,0.2175719228195099,0.8425,0.65,0.8060916419999999,0.2175719228195099,0.57467769,0.0258619563999999,0.1586568638,0.57467769,0.3796588231541741,1.321354779335071,2,5,type I,459,experimental (CSPA/GPI),GO CC high conf,0.0,,0.0455815401357194,protein+RNA (min),False,Cerebellum,heart muscle,25.8,30.0,Unclassified,Q96PD2,ENSG00000057019
221,EMB,Embigin,0.2320753704651762,Tier 3,0.0124993421739531,0.2499868434790638,0.0999999999999999,0.5,0.0,0.1352819577128164,0.1609022596825026,0.6216666666666666,0.65,0.347019314,0.1609022596825026,0.0893272896,1.4265123599999998,0.0725031122,1.4265123599999998,-2.0159295498094183,0.5717187153674669,0,5,type I,230,experimental (CSPA/GPI),GO CC high conf,0.0,,-0.0127874838248346,RNA only,False,,bone marrow,161.1,,Unclassified,Q6PCB8,ENSG00000170571
222,CD63,CD63 antigen,0.2306904714703286,Tier 3,0.0122769071096114,0.4910762843844573,0.05,0.5,0.0,1.0,0.7016314219222866,0.305,0.7,12.12331858,0.7016314219222866,21.2167106,5.75676434,10.18061314,21.2167106,-0.8134471634664233,0.2788215034759659,0,5,multi-pass (4 TM),96,Open Targets confirmed,UniProt loc high conf,0.0,,-0.1433308956880928,protein+RNA (min),False,Kidney,amygdala,1691.4,17.0,Miscellaneous,P08962,ENSG00000135404
223,GPR137,Integral membrane protein GPR137,0.230328871084654,Tier 3,0.0122192665044753,0.1488541984618884,0.164177653445279,0.5,0.0,0.1118285147397859,0.1224424775696564,0.23,0.45,0.279218278,0.1224424775696564,0.335409906,0.153822158,0.331036006,0.347881908,-0.3082651250043807,0.2604004106185393,0,5,multi-pass (7 TM),30,unconfirmed (ML prediction only),UniProt SigP or TMHMM,0.0,,-0.1970222240289495,RNA only,False,,cerebral cortex,188.9,,Unclassified,Q96N19,ENSG00000173264
224,CHL1,Neural cell adhesion molecule L1-like protein,0.2293922947688093,Tier 3,0.0120708117762781,0.3448803364650908,0.05,0.7,0.1872238142121701,0.1581537291988495,0.1229122318083493,1.0,0.55,0.4165983159999999,0.1229122318083493,0.1213612214,0.01710583432,0.181519758,0.210207135,0.5616714426365104,1.5329447783603023,2,5,type I,1057,experimental (CSPA/GPI),UniProt loc med conf,0.0,,0.1350127175030168,protein+RNA (min),False,Cerebellum,cerebral cortex,62.8,12.0,Miscellaneous,O00533,ENSG00000134121
225,SLC44A2,Choline transporter-like protein 2,0.2284785267810468,Tier 3,0.0119271359458446,0.2727808179803709,0.0874484946130116,0.5,0.0,0.2732944087268706,0.2274846811749843,0.4508333333333333,0.7,0.8254035500000001,0.2274846811749843,0.5598814759999999,0.585694226,1.68979182,1.68979182,-1.3773990729083758,0.7145740385789564,0,5,multi-pass (10 TM),175,Open Targets confirmed,UniProt loc high conf,0.0,,-0.0785401577925355,protein+RNA (min),False,Duodenum,spinal cord,148.1,10.0,Transporters,Q8IWA5,ENSG00000129353
226,APP,Amyloid beta A4 protein,0.2284758940349607,Tier 3,0.0119267236433089,0.4770689457323593,0.05,0.5,0.0,0.4862290343777774,0.4066156942840193,0.99,1.0,1.91738722,0.4066156942840193,3.59031784,0.331436352,11.72625318,11.72625318,-2.4287697294538426,0.613501487743946,0,5,type I,683,Open Targets confirmed,Approved Drug,13.0,LECANEMAB; TRAMIPROSATE; DONANEMAB; GANTENERUMAB; AMILOMOTIDE; GSK933776,0.0134067012511074,protein+RNA (min),False,Cerebellum,amygdala,669.1,6.0,Unclassified,P05067,ENSG00000142192
227,FGFR3,Fibroblast growth factor receptor 3,0.2282974631847802,Tier 3,0.0118988025282065,0.3399657865201869,0.05,0.7,0.189532446313574,0.154581638643635,0.1196986244869388,0.7216666666666667,0.8,0.4054992999999999,0.1196986244869388,0.0388786614199999,0.0090419915999999,0.1925780886,0.1925780886,0.5685973389407221,0.7654170640730867,2,5,type I,350,Open Targets confirmed,Phase 1 Clinical,25.0,FEXAGRATINIB; NINTEDANIB ESYLATE; HMPL-453; PAZOPANIB; XL-999; INFIGRATINIB PHOSPHATE,0.013979886373302,protein+RNA (min),False,Cerebellum,amygdala,256.5,9.0,Receptors,P22607,ENSG00000068078
228,ITGB1,Integrin beta-1,0.227741163850599,Tier 3,0.0118120317928557,0.4724812717142287,0.05,0.5,0.0,0.517507453214401,0.4198989053567424,1.0,0.9,2.12540628,0.4198989053567424,4.7139738,1.598537072,4.57357442,4.83515832,-1.1485930387990766,0.5023399247382879,0,5,type I,708,experimental (CSPA/GPI),Advanced Clinical,6.0,VOLOCIXIMAB; NATALIZUMAB; ABITUZUMAB; FIRATEGRAST; RG-7594; ATN-161,-0.2012523641675066,protein+RNA (min),False,Kidney,heart muscle,662.8,4.0,Receptors,P05556,ENSG00000150093
229,HLA-B,"HLA class I histocompatibility antigen, B-7 alpha chain",0.2274630969293562,Tier 3,0.0117688179107532,0.4707527164301284,0.05,0.5,0.0,1.0,0.4050135821506422,0.565,0.7,8.34795186,0.4050135821506422,12.403675800000002,30.5412358,36.212607,36.212607,-1.337549438047423,1.2550339992637882,0,5,type I,282,Open Targets confirmed,UniProt loc high conf,0.0,,-0.0230646390158472,protein+RNA (min),False,Cerebral cortex,amygdala,2350.0,29.0,Miscellaneous,P01889,ENSG00000234745
230,PKD2,Polycystin-2,0.226754402593549,Tier 3,0.0116591578955316,0.2331831579106321,0.0999999999999999,0.5,0.0,0.1311294867898884,0.114161302763272,0.5275000000000001,0.7,0.33475852,0.114161302763272,0.8345611460000001,0.2118973026,0.723602944,0.904375186,-1.527762985808271,0.3074864008111608,0,5,multi-pass (6 TM),219,Open Targets confirmed,UniProt loc high conf,0.0,,-0.0579172510216185,protein+RNA (min),False,Bone marrow,kidney,106.7,33.0,Transporters,Q13563,ENSG00000118762
231,P2RX4,P2X purinoceptor 4,0.22645035992008,Tier 3,0.0116123213558889,0.2322464271177783,0.0999999999999999,0.5,0.0,0.1006403334130928,0.1343418021757991,0.535,0.7,0.2480876719999999,0.1343418021757991,0.258791388,0.313246306,0.17891491,0.351779168,-0.3540201716974859,0.3603162712667074,0,5,multi-pass (2 TM),288,Open Targets confirmed,UniProt loc high conf,0.0,,-0.1801479384283516,protein+RNA (min),False,Lung,pancreas,35.5,32.0,Transporters,Q99571,ENSG00000135124
232,TCIRG1,V-type proton ATPase 116 kDa subunit a isoform 3,0.2257318214955067,Tier 3,0.0115021322863897,0.230042645727795,0.0999999999999999,0.5,0.0,0.2666404345956089,0.2104477940433665,0.2475,0.65,0.798852334,0.2104477940433665,0.7933523140000001,1.381064622,0.962706096,1.3962082260000002,-0.97441726734504,0.2552522605759159,0,5,multi-pass (8 TM),75,unconfirmed (ML prediction only),GO CC high conf,0.0,,-0.0449674011715571,protein+RNA (min),False,Bone marrow,lung,278.3,32.0,Unclassified,Q13488,ENSG00000110719
233,TGFBR2,TGF-beta receptor type-2,0.2256553474790498,Tier 3,0.0114904460790543,0.2847177581820739,0.080714642826784,0.5,0.0,0.2954691621685525,0.2599946287418174,0.4575,0.7,0.916748852,0.2599946287418174,0.937328348,1.076810422,4.38642276,4.38642276,-2.1075965477141017,0.3823089686100056,0,5,type I,141,experimental (CSPA/GPI),UniProt loc high conf,0.0,,0.0669699476944654,RNA only,False,,heart muscle,215.7,,Receptors,P37173,ENSG00000163513
234,BSG,Basigin,0.225344997519887,Tier 3,0.0114431018801154,0.4577240752046183,0.05,0.5,0.0,0.6300667766375319,0.5023035993855598,0.6416666666666666,0.9,3.00451596,0.5023035993855598,3.32872664,1.48853599,2.428855316,3.39592848,-0.193780850365066,0.3913619198012134,0,5,type I,302,experimental (CSPA/GPI),Advanced Clinical,1.0,GAVILIMOMAB,-0.1219872357469131,protein+RNA (min),False,Kidney,amygdala,1787.2,18.0,Unclassified,P35613,ENSG00000172270
235,ITM2B,Integral membrane protein 2B,0.2244893413428397,Tier 3,0.0113132446045564,0.4525297841822579,0.05,0.5,0.0,0.7828093155702558,0.558589605341034,0.5283333333333333,0.7,4.6055971200000005,0.558589605341034,11.29524838,7.565339919999999,25.6976956,25.6976956,-2.344732784967428,0.5609926557182623,0,5,type II,190,experimental (CSPA/GPI),UniProt loc high conf,0.0,,-0.228162227851349,protein+RNA (min),False,Cerebellum,amygdala,1219.5,38.0,Miscellaneous,Q9Y287,ENSG00000136156
236,CD151,CD151 antigen,0.2243355655203052,Tier 3,0.0112900117144613,0.3763337238153786,0.05,0.6,0.0,0.6241262329468408,0.4975423861300522,0.3133333333333333,0.7,2.95247312,0.4975423861300522,2.3686039400000003,0.443044466,3.2245238200000004,3.2245238200000004,-0.1044553972749468,0.8196084393941269,1,5,multi-pass (4 TM),106,Open Targets confirmed,UniProt loc high conf,0.0,,-0.0708588740460107,protein+RNA (min),False,Kidney,heart muscle,806.4,34.0,Miscellaneous,P48509,ENSG00000177697
237,CD82,CD82 antigen,0.224093539410343,Tier 3,0.011253510180924,0.2250702036184813,0.0999999999999999,0.5,0.0,0.1566201098502437,0.1624809082421629,0.375,0.7,0.411822436,0.1624809082421629,1.907557024,1.051393872,1.281649084,2.20950064,-2.2497766423779977,0.6017962260695995,0,5,multi-pass (4 TM),120,Open Targets confirmed,UniProt loc high conf,0.0,,0.0263141525219012,protein+RNA (min),False,Kidney,bone marrow,135.6,8.0,Miscellaneous,P27701,ENSG00000085117
238,ATP1A1,Sodium/potassium-transporting ATPase subunit alpha-1,0.2237560638664944,Tier 3,0.0112027447544309,0.3734248251476966,0.05,0.6,0.0421097025178384,0.6317171725210727,0.4684923994406528,0.2383333333333333,0.7,3.0190957000000003,0.4684923994406528,1.238384168,1.291704566,2.74400572,2.74400572,0.1263291075535153,0.5037104450888868,1,5,multi-pass (10 TM),40,experimental (CSPA/GPI),UniProt loc high conf,6.0,DIGOXIN; DIGITOXIN; LANATOSIDE C; DESLANOSIDE; ACETYLDIGITOXIN; ISTAROXIME,-1.0653857190330038,protein+RNA (min),False,Cerebellum,basal ganglia,1394.0,29.0,Transporters,P05023,ENSG00000163399
239,ICAM1,Intercellular adhesion molecule 1,0.2236700564839868,Tier 3,0.0111898313822533,0.4475932552901354,0.05,0.5,0.0,0.5971819231052652,0.3451593533454114,0.8275000000000001,0.9,2.72478618,0.3451593533454114,1.52389408,0.616371168,3.6463257799999993,3.749996260000001,-0.3264446100204943,0.5391843184282878,0,5,type I,453,Open Targets confirmed,Advanced Clinical,3.0,BI-505; ENLIMOMAB PEGOL; ALICAFORSEN,0.0405908237233784,protein+RNA (min),False,Kidney,bone marrow,233.5,12.0,Unclassified,P05362,ENSG00000090339
240,LY6E,Lymphocyte antigen 6E,0.2213546467588983,Tier 3,0.010845908340036,0.3615302780012017,0.05,0.6,0.0172056344640466,0.8322078537879075,0.4490100845220312,0.3675,0.3,5.24975582,0.4490100845220312,3.52455014,2.30245802,4.80900916,4.93787488,0.0516169033921399,0.7044011787358543,1,5,no TM (GPI/peripheral),111,experimental (CSPA/GPI),not in Open Targets,,,0.0668914813528853,RNA only,False,,amygdala,616.3,,Unclassified,Q16553,ENSG00000160932;ENSG00000278032
241,FURIN,Furin,0.2211934327526724,Tier 3,0.0108222281614177,0.3607409387139231,0.05,0.6,0.0,0.3186049311008108,0.210099762468805,1.0,0.7,1.01692885,0.210099762468805,0.261678616,0.620865548,0.861617292,0.861617292,-0.2846425898027063,0.6244377550553891,1,5,type I,689,Open Targets confirmed,UniProt loc high conf,0.0,,-0.2606344780538411,protein+RNA (min),False,Cerebellum,liver,207.7,23.0,Enzymes,P09958,ENSG00000140564
242,ITGA2,Integrin alpha-2,0.2206894812532462,Tier 3,0.010748426759443,0.3582808919814347,0.05,0.6,0.0,0.2030875378981479,0.1633169220090259,1.0,0.9,0.563933012,0.1633169220090259,0.96292508,0.080682771,0.747524976,1.082808796,-0.1664032622535641,1.4384317823175494,1,5,type I,1103,unconfirmed (ML prediction only),Advanced Clinical,1.0,VATELIZUMAB,0.0302875203993079,protein+RNA (min),False,Kidney,lung,16.1,33.0,Receptors,P17301,ENSG00000164171
