human_gene	organ	dN	dS	omega	tau	identity_cds	fident	tmscore	lddt	plddt_human	plddt_mouse	plddt_min
ENSG00000125877		0.2174307061751892	1.143210078070345	0.1901931327811564	0.1804788107746144	0.4507772020725388	0.891	1.002	0.9871	95.0523711340206	94.41146464646465	94.41146464646465
ENSG00000182307		0.2353484396867554	0.7453990936567849	0.315734807956609	0.2226590478538004	0.4479638009049774	0.352	0.5998	0.8506	71.21620087336245	71.74603603603605	71.21620087336245
ENSG00000141562		0.0791638762342892	0.828093736343203	0.0955977237358064	0.2645975081688386	0.5855263157894737	0.84	0.9816	0.9284	83.7525	83.08623376623376	83.08623376623376
ENSG00000131467		0.0	0.3389888428072928	0.0	0.1014497435254751	0.8228346456692913	0.888	0.9177	0.9711	87.34937007874015	86.68362204724409	86.68362204724409
ENSG00000181929		0.022683516829403	0.8100896889659046	0.0280012412679378	0.0958867850600436	0.6374622356495468	0.968	0.9896	0.9843	86.57728096676738	86.94348484848486	86.57728096676738
ENSG00000123240		0.1626476327342046	0.8808878134928895	0.184640575386411	0.32768761246797	0.4965753424657534	0.028	0.3104	0.82	77.26249566724437	77.05864726027397	77.05864726027397
ENSG00000205593		0.0442861615370334	0.64877254993158	0.0682614601090996	0.4831173228148258	0.6324786324786325	0.93	0.9926	0.9693	85.68758974358975	86.54037606837608	85.68758974358975
ENSG00000128228		0.0606390724718211	0.5971169547873143	0.101553091041302	0.2615661553296575	0.6153846153846154	0.903	0.9683	0.966	88.3876923076923	88.24837104072398	88.24837104072398
ENSG00000105698		0.022765601567017	0.38772045925013	0.0587165341004879	0.1189102552152881	0.7654320987654321	0.743	0.8245	0.8636	58.46208092485549	58.235057803468216	58.235057803468216
ENSG00000126368		0.0205707821032158	0.4617726481752702	0.0445474243320882	0.3656965543052929	0.7247557003257329	0.589	0.7551	0.8928	62.885390879478834	61.72928455284552	61.72928455284552
ENSG00000136160		0.065414265949551	0.6190613618532718	0.1056668530462338	0.3735481484444133	0.6530612244897959	0.739	0.8983	0.9039	75.02425339366516	75.12852941176472	75.02425339366516
ENSG00000052749		0.0466108156779728	0.5437408398117031	0.0857224844359937	0.2816529987940937	0.6581593194122196	0.798	0.9384	0.9419	78.64899768696993	78.65847876447876	78.64899768696993
ENSG00000138081		0.0045994778111207	0.3607110261192883	0.0127511428209009	0.256133892308762	0.8056155507559395	0.799	0.8816	0.9671	82.5415857605178	82.71318279569894	82.5415857605178
ENSG00000058668		0.0842088156303598	0.6058827302701308	0.1389853372992091	0.356953758998112	0.6014975041597338	0.709	0.9017	0.9245	72.65630942788076	74.22111203319503	72.65630942788076
ENSG00000007923		0.025958935375402	0.6058785261244611	0.0428451154086116	0.116072850352618	0.6833631484794276	0.659	0.7547	0.8466	84.75295169946332	84.87509838998211	84.75295169946332
ENSG00000213139		0.0526102291430208	0.5945075819302337	0.0884937900576594	0.3879974873419533	0.6685393258426966	0.898	0.995	0.9879	95.32303370786516	94.70426966292135	94.70426966292135
ENSG00000106305		0.0718217711918279	0.7615128355349694	0.0943145904315224	0.3394139379339892	0.575	0.544	0.7681	0.8654	81.13843750000001	80.240625	80.240625
ENSG00000100129		0.0158118542988045	0.9354743423200852	0.0169024991744715	0.1913720287706103	0.6560283687943262	0.99	0.9795	0.9804	68.79356382978723	68.56554964539008	68.56554964539008
ENSG00000187922		0.2111350142553416	0.6900429110022239	0.3059737458192091	0.4859953239817741	0.478021978021978	0.462	0.8124	0.7842	72.0553475935829	87.76247252747253	72.0553475935829
ENSG00000100393		0.0281259282174631	0.4879170276082404	0.0576448999030344	0.1627965293223826	0.7206982543640897	0.241	0.5017	0.6782	53.24221623860812	53.3554767827529	53.24221623860812
ENSG00000134153		0.0192025118874487	0.4636463167904298	0.0414162933944503	0.1136570017285607	0.7427385892116183	0.852	0.7669	0.8843	72.96524793388429	74.36439834024897	72.96524793388429
ENSG00000163684		0.1746501110566393	1.065758098558245	0.1638740641923393	0.3853476315783294	0.4672131147540984	0.815	0.9442	0.9231	79.37483870967742	83.11713114754099	79.37483870967742
ENSG00000004487		0.007799466464594	0.5482900456237774	0.0142250739856506	0.3013135904942459	0.716743119266055	0.737	0.8514	0.9645	84.21485915492957	84.30283704572098	84.21485915492957
ENSG00000135486		0.0023103599324903	0.35230194559794	0.0065578971713288	0.2101845850331833	0.8091397849462365	0.479	0.6731	0.927	67.53349462365591	71.78515625	67.53349462365591
ENSG00000129226		0.162203604415857	0.6424211059286757	0.2524879754399999	0.3740799911765549	0.490566037735849	0.434	0.6987	0.8698	73.21016949152543	74.41711656441717	73.21016949152543
ENSG00000002834		0.0197718410418152	0.5076818486987087	0.038945337700165	0.1789896732339825	0.7432950191570882	0.67	0.8196	0.8411	70.44620689655171	70.48950570342205	70.44620689655171
ENSG00000140319		0.3419367666811886	1.005123442044292	0.3401938034454088	0.09197306038552	0.4146341463414634	0.896	0.9378	0.9243	75.23117647058824	87.09118181818181	75.23117647058824
ENSG00000108821		0.059415704027558	0.3472431143593182	0.1711069322056483	0.3896182868274596	0.7102154273801251	0.132	0.31	0.7383	52.72999316939891	53.51482450103235	52.72999316939891
ENSG00000104695		0.0	0.4818775858058928	0.0	0.1620065676705387	0.7637540453074434	0.961	0.9701	0.9711	95.27864077669902	95.35618122977345	95.27864077669902
ENSG00000276293		0.0040858119434651	0.5133182878646937	0.0079596072067905	0.2437189312801891	0.7548076923076923	0.989	0.9794	0.9879	84.1418028846154	84.4698076923077	84.1418028846154
ENSG00000105705		0.0636136539453771	0.7395440774134063	0.0860173935377444	0.2462564245241729	0.6265625	0.384	0.6152	0.7428	64.37674418604651	63.91880248833593	63.91880248833593
ENSG00000187676		0.0827537881235765	0.9446943897007718	0.0875984752590607	0.4437040206660802	0.5378323108384458	0.847	0.9748	0.9408	86.71401606425704	87.61728016359919	86.71401606425704
ENSG00000165629		0.0465284732282609	0.5991770662124317	0.0776539621624383	0.1489778245723889	0.6610738255033557	0.912	0.9785	0.9935	87.90194630872485	87.48771812080535	87.48771812080535
ENSG00000136381		0.0319392723743281	0.3403900072588013	0.0938314042516659	0.2286748413478842	0.760914760914761	0.865	0.9569	0.9598	86.74015576323987	86.67805815160955	86.67805815160955
ENSG00000109576		0.1964592463179036	0.6847912193135354	0.2868892602256831	0.3732435517150542	0.5140845070422535	0.734	0.9966	0.975	97.31778823529412	96.89018823529412	96.89018823529412
ENSG00000144655		0.1431792994907742	0.8103654637518178	0.1766848488679229	0.2399734629479887	0.4871355060034305	0.361	0.5889	0.7605	58.34422750424448	58.06202401372212	58.06202401372212
ENSG00000108021		0.2544363117454129	0.5838357574565523	0.4358011795198198	0.2031786707722238	0.4325010579771477	0.108	0.3671	0.6089	39.946407407407406	39.95104534005038	39.946407407407406
ENSG00000204427		0.0494789396703998	0.4663297082923163	0.1061029112890749	0.2004413537798687	0.7114695340501792	0.96	0.9903	0.9899	89.61114695340501	89.58179211469533	89.58179211469533
ENSG00000179988		0.129401132387441	0.5694968155809349	0.2272201158059874	0.4300872519656696	0.5586592178770949	0.587	0.8284	0.8198	76.456091954023	77.52317548746518	76.456091954023
ENSG00000077721		0.0277049283677156	0.4172911825834169	0.0663923167419847	0.0957952177732339	0.7327188940092166	1.0	1.006	0.9984	94.11927631578948	94.46230263157895	94.11927631578948
ENSG00000112473		0.0725490699803917	0.4831298819726142	0.1501647335167401	0.1461162281426487	0.6445396145610278	0.615	0.7918	0.8477	66.1768656716418	65.88928571428572	65.88928571428572
ENSG00000198837		0.0304057716232452	0.4762377335933135	0.0638457843183221	0.2448800555930512	0.6921017402945113	0.735	0.8756	0.9293	72.23060160427806	72.02147431621081	72.02147431621081
