Name	symbol	tau	max_tpm	top_organ	mean_tpm	n_organs_over_1tpm	enriched_in	group_enriched_in	dN	dS	omega	identity	n_codons	log_expr_mean	log_expr	log_codons	log_omega	Entry	is_catalytic	has_binding	n_act_site	has_act_site	n_species	mean_conservation	frac_invariant	n_residues	omega_resid
ENSG00000237489	C10orf143	0.3599226267982572	2.8593	Thyroid	1.5181735625	25			0.3864889282427365	0.8488692552413852	0.455298534911403	0.3543307086614173	127	0.40108566010000374	0.5865085394629497	2.103803720955957	-0.3417037471899804	A0A1B0GUT2	False	False	0.0	False	511.0	0.6503796577453613	0.0277777777777777	108.0	0.5274217046902334
ENSG00000169679	BUB1	0.8843581364293758	42.2157	Testis	1.98540790625	7	Testis		0.14234552583201	0.5071276875812021	0.2806897144798813	0.5668549905838042	1062	0.475003678624705	1.6356415520156082	3.0261245167454502	-0.5517735012468321	O43683	True	True	1.0	True	494.0	0.819455623626709	0.1557603686635944	1085.0	0.5265736669268479
ENSG00000118246	FASTKD2	0.1691978711277233	17.3592	Uterus	11.145758906250002	32			0.188574649564794	0.6093331657856577	0.3094770811000432	0.486090775988287	683	1.0844246561110593	1.263853752946098	2.8344207036815328	-0.5093715079373619	Q9NYY8	False	False	0.0	False	488.0	0.728842556476593	0.0691114245416079	709.0	0.525489054521327
ENSG00000164400	CSF2	0.9899081327911944	1.22585	Lung	0.046480359375	1	Lung		0.294805501908407	0.6663505046147072	0.4424180665682357	0.3829787234042553	141	0.019731081795485945	0.3474958938858106	2.1492191126553797	-0.354167146507414	P04141	False	False	0.0	False	488.0	0.7283933162689209	0.0625	144.0	0.525260454300668
ENSG00000156575	PRG3	0.9738977517385198	2.1873	Blood	0.1111095625	2		Blood,Spleen	0.2526402186593082	0.6331213745466417	0.3990391555493066	0.4774774774774775	222	0.04575688526231917	0.5034229427372336	2.346352974450639	-0.39898448725895025	Q9Y2Y8	False	False	0.0	False	550.0	0.6309003233909607	0.0222222222222222	225.0	0.5251614860423577
ENSG00000048540	LMO3	0.5294935599453126	48.8326	Thyroid	11.751235015625005	26			0.3134728043531474	0.7129321573805288	0.4396951394434445	0.5486111111111112	144	1.1055522502206154	1.6975135469381752	2.1583624920952498	-0.35684833520940085	Q8TAP4	False	False	0.0	False	489.0	0.9049232006072998	0.592814371257485	167.0	0.5246533742470658
ENSG00000000460	C1orf112	0.5463717993448826	10.7073	Testis	2.526997765625	26			0.1480612180583886	0.5031665324692518	0.2942588755491931	0.5550295857988166	845	0.547405184539324	1.0684567473092705	2.926856708949692	-0.5312704289300473		False			False	490.0	0.8372052907943726	0.0762016412661195	853.0	0.5245585642067786
ENSG00000181378	CFAP65	0.934877675297085	17.6333	Testis	0.8748425546874999	4	Testis		0.1663020894384642	0.6732370808540478	0.2470186122658284	0.5090410958904109	1825	0.2729648024629674	1.2702897762528604	3.2612628687924934	-0.6072703224495966	Q6ZU64	False	False	0.0	False	496.0	0.7901421785354614	0.1206448257930317	1923.0	0.5244162584384944
ENSG00000124370	MCEE	0.1553860653793622	23.14	Pituitary	15.02744421875	32			0.32385812549496	0.7699513145188782	0.4206215631923822	0.4186046511627907	172	1.2048642740579547	1.3827372657613304	2.2355284469075487	-0.3761084669435237	Q96PE7	True	True	0.0	False	487.0	0.8398962616920471	0.1590909090909091	176.0	0.5228977741021212
ENSG00000090512	FETUB	0.9718859799616278	47.5548	Liver	1.6734808281250002	3	Liver		0.2693882666581186	0.7639271857459299	0.3526360518183116	0.4048257372654155	373	0.42707707406591827	1.6862321695781128	2.571708831808688	-0.45267328958243036	Q9UGM5	False	False	0.0	False	508.0	0.6901643872261047	0.0445026178010471	382.0	0.5225930091723197
ENSG00000163867	ZMYM6	0.209962016070745	13.3424	Spleen	7.955638593749999	32			0.157415439560701	0.587242374494069	0.2680587205518339	0.5483870967741935	1240	0.9520965592362618	1.1566218305189484	3.093421685162235	-0.5717700596345877	O95789	False	False	0.0	False	528.0	0.8532472252845764	0.1479245283018868	1325.0	0.5218429782257862
ENSG00000182264	IZUMO1	0.8916613261292466	54.7898	Testis	2.39437815625	6	Testis		0.3937382579743366	1.1038113822456852	0.3567079161416898	0.3485714285714286	350	0.5307602239640116	1.7465548045175197	2.5440680443502757	-0.44768725259462655	Q8IYV9	False	False	0.0	False	506.0	0.6380846500396729	0.0371428571428571	350.0	0.52130893600089
ENSG00000151665	PIGF	0.3138477779688838	8.97554	Testis	4.23069890625	32			0.1767529438687594	0.4629504434336866	0.3817966833723912	0.583011583011583	259	0.7185597215342909	0.9989364144011491	2.413299764081252	-0.4181678485964256	Q07326	False	False	0.0	False	488.0	0.9141974449157716	0.3059360730593607	219.0	0.5211645135305456
ENSG00000101443	WFDC2	0.6335806263303558	850.049	Salivary_gland	63.01928979687499	27	Salivary_gland		0.2582667031593567	0.5707449471977926	0.4525080851392171	0.4508196721311475	122	1.8063108519541764	2.9299545657449646	2.0863598306747484	-0.3443736566798209	Q14508	False	False	0.0	False	616.0	0.7051405310630798	0.0161290322580645	124.0	0.5207947764709765
ENSG00000118137	APOA1	0.8573464842196034	8481.34	Liver	288.890449375	15	Liver	Liver,Testis	0.2173902194739665	0.5724110573824968	0.3797799093330616	0.4659090909090909	264	2.4622339074831068	3.92851567641943	2.4216039268698313	-0.4204680135236244	P02647	False	False	0.0	False	498.0	0.7698302268981934	0.0074906367041198	267.0	0.5207480871018589
ENSG00000111537	IFNG	0.8701579660599711	1.27262	Blood	0.1639665390624999	1			0.4365985806394621	1.0189053737532894	0.4284976719979269	0.2774193548387096	155	0.06594049568380923	0.35652682433048216	2.1903316981702914	-0.36805153323016615	P01579	False	False	0.0	False	494.0	0.6419658660888672	0.0240963855421686	166.0	0.5207021564419633
ENSG00000175854	SWI5	0.4261316007527769	104.51	Testis	17.953069531249998	32			0.3520603745313284	0.7908656128193787	0.4451582782519253	0.3923076923076923	130	1.2776795558623504	2.023293623036605	2.113943352306837	-0.35148554598613757	Q1ZZU3	False	False	0.0	False	530.0	0.7288118004798889	0.0470588235294117	170.0	0.5199400069906782
ENSG00000109881	CCDC34	0.6295188828268137	60.875	Testis	5.776119328125	31	Testis		0.3644297261558309	1.0244261231675624	0.355740368108733	0.3696275071633237	349	0.8309810453583517	1.791515211941625	2.5428254269591797	-0.4488668498771475	Q96HJ3	False	False	0.0	False	500.0	0.8279995918273926	0.0876712328767123	365.0	0.5198474600656833
ENSG00000177455	CD19	0.8909162869754147	182.87	Spleen	7.644562187499999	8	Spleen	Blood,Small_intestine,Spleen,Testis	0.2004472442798125	0.6242749260446276	0.3210880910271945	0.4752293577981651	545	0.9367430028884051	2.2645108760717725	2.7363965022766426	-0.4933758018675886	P15391	False	False	0.0	False	505.0	0.7221474051475525	0.0987432675044883	557.0	0.5192486885542853
ENSG00000092330	TINF2	0.1114286386538395	89.7244	Uterus	59.82396875000001	32			0.2550353632917976	0.7510713250856466	0.339562109181462	0.4312796208530806	422	1.7840747543479256	1.9577241047033929	2.625312450961674	-0.4690807774725471	Q9BSI4	False	False	0.0	False	496.0	0.793946385383606	0.0665188470066518	451.0	0.5183451096270901
ENSG00000204936	CD177	0.8701225097236942	406.649	Blood	16.285195546875	9	Blood		0.3966546806169851	1.1619768710859075	0.3413619414354587	0.2975609756097561	410	1.2376742970660672	2.6102863812975703	2.6127838567197355	-0.4667849001689311	Q8N6Q3	False	False	0.0	False	543.0	0.5576242208480835	0.0205949656750572	437.0	0.5177989671020207
ENSG00000154096	THY1	0.4995859311958277	112.817	Brain	17.552548578125002	30			0.2547837376859884	0.6047867764512564	0.4212786185256864	0.4782608695652174	161	1.268403577422203	2.056207134245278	2.2068258760318495	-0.3754305823921445	P04216	False	False	0.0	False	487.0	0.8030645847320557	0.1987577639751552	161.0	0.5170646907038856
ENSG00000099958	DERL3	0.598316169770856	45.3512	Spleen	8.369998640625	28			0.3657918983526842	0.934975177273624	0.3912316682238868	0.4045454545454545	220	0.9717395278814704	1.6660609822050483	2.342422680822206	-0.4075659985208389	Q96Q80	False	False	0.0	False	504.0	0.8980487585067749	0.1422594142259414	239.0	0.5156884164612465
ENSG00000099957	P2RX6	0.6692701777306751	31.4034	Skeletal_muscle	4.522673046875	23			0.1941188949017174	0.5730617037319699	0.3387399535469743	0.526829268292683	410	0.7421493328957565	1.5105905819278438	2.6127838567197355	-0.4701335763649548	O15547	False	False	0.0	False	527.0	0.7947413921356201	0.0770975056689342	441.0	0.5144502909059969
ENSG00000186185	KIF18B	0.8082446841497349	7.68252	Testis	0.906810890625	8			0.1695751988470455	0.5871379632022758	0.2888166146201399	0.524788391777509	827	0.2803076237064598	0.9386457923720466	2.9175055095525466	-0.539377826925472	Q86Y91	False	True	0.0	False	487.0	0.8016580939292908	0.1584507042253521	852.0	0.5143299151279946
ENSG00000204228	HSD17B8	0.2658378535111184	57.1362	Thyroid	22.03332609375	32			0.2101957946272777	0.5636271629098961	0.372934110453581	0.5186567164179104	268	1.362356656151862	1.7644466412464905	2.428134794028789	-0.42836789203621584	Q92506	True	True	1.0	True	487.0	0.8901251554489136	0.2413793103448276	261.0	0.5143296879640354
ENSG00000196155	PLEKHG4	0.5887262167696963	79.7472	Testis	9.235692062499998	28			0.1498784309363926	0.5621013890146221	0.2666394957662945	0.5316780821917808	1168	1.0101172118020278	1.9071274716145017	3.0674428427763805	-0.5740755206276155	Q58EX7	False	False	0.0	False	488.0	0.8232845664024353	0.1848739495798319	1190.0	0.5136444071390699
ENSG00000004142	POLDIP2	0.1608766529573551	201.907	Skeletal_muscle	92.484296875	32			0.1708249027463213	0.5002953281345836	0.3414481270158254	0.6086956521739131	391	1.9707386659176083	2.3072970298275	2.5921767573958667	-0.4666752652238679	Q9Y2S7	False	False	0.0	False	486.0	0.9693338871002196	0.6983695652173914	368.0	0.5132340325176401
ENSG00000163576	EFHB	0.8662442620305013	17.5782	Testis	1.0580083984375	5	Testis		0.1778078378440895	0.6168088143582705	0.2882705851554363	0.5024390243902439	820	0.31344714272360585	1.2690036338806456	2.9138138523837167	-0.5401996703291595	Q8N7U6	False	True	0.0	False	494.0	0.7825047969818115	0.0780312124849939	833.0	0.5126706463378735
ENSG00000159214	CCDC24	0.4511922301934768	47.3148	Testis	10.888550609375	30			0.2075109169913652	0.5716050390351727	0.3630319938075221	0.4763513513513513	296	1.075128910908061	1.684080186109127	2.4712917110589387	-0.4400550991463218	Q8N4L8	False	False	0.0	False	550.0	0.7518376111984253	0.019543973941368	307.0	0.5124323113469671
ENSG00000175315	CST6	0.8360044993528468	796.828	Skin	29.873807968750004	18	Skin		0.179713791388286	0.4242034570321082	0.4236499924956607	0.5167785234899329	149	1.4895901985725641	2.9019092739293324	2.173186268412274	-0.372992796949989	Q15828	False	False	0.0	False	487.0	0.7581333518028259	0.0134228187919463	149.0	0.5118715775761116
ENSG00000026508	CD44	0.3783885942282901	232.1005	Skin	57.72225906250001	32			0.1683889250223446	0.5714591813917723	0.294664834349565	0.5217391304347826	736	1.7688027546652725	2.367543205082173	2.866877814337499	-0.5306716902756409	P16070	False	True	0.0	False	490.0	0.7748513221740723	0.160377358490566	742.0	0.5115515299788699
ENSG00000166435	XRRA1	0.5970422142870608	44.9309	Testis	5.232137031250001	32	Testis		0.1544389530983822	0.5397389364719485	0.2861363942128878	0.5293413173652695	835	0.794636993968335	1.662104955350522	2.921686475483602	-0.5434268999696307	Q6P2D8	False	False	0.0	False	494.0	0.7887637615203857	0.1475	800.0	0.5112292635786709
ENSG00000108846	ABCC3	0.5796155298362048	167.487	Adrenal	19.266852359375	26			0.1760903119731565	0.7034074507264167	0.2503389917057406	0.5217100868403474	1497	1.3067863037446403	2.226566397515562	3.1752218003430523	-0.6014715013154646	O15438	True	True	0.0	False	509.0	0.8246166706085205	0.0949574328749181	1527.0	0.5106972934672978
ENSG00000163608	NEPRO	0.1357893988211365	28.154	Thyroid	18.840639218749995	32			0.2065566720039999	0.6615391187587752	0.3122365195750716	0.4635879218472469	563	1.2975556599907327	1.4646981494466498	2.7505083948513462	-0.5055163026753261		False			False	487.0	0.803108811378479	0.1024734982332155	566.0	0.5103093672039635
ENSG00000005436	GCFC2	0.2294757262915219	14.8951	Uterus	8.28518071875	31			0.1730506177894084	0.5962704948821914	0.2902216683111228	0.5253576072821846	769	0.9677903608913203	1.2012632645132375	2.885926339801431	-0.5372701657210021	P16383	False	False	0.0	False	503.0	0.80306476354599	0.0537772087067861	781.0	0.5092740729997703
ENSG00000162753	SLC9C2	0.9642956040863984	8.81594	Testis	0.365393015625	1	Testis		0.1793398563123741	0.6733921019268838	0.2663230765540618	0.4919642857142857	1120	0.13525767698110455	0.9919318950990871	3.0492180226701815	-0.5745912008690565	Q5TAH2	False	True	0.0	False	492.0	0.7318329215049744	0.0622775800711743	1124.0	0.5089945599579203
ENSG00000162669	HFM1	0.7379585394074322	17.5855	Testis	2.366361484375	13			0.125774087869423	0.4994823885062088	0.2518088540530386	0.593990216631726	1431	0.5271607492631329	1.2691742492800095	3.1556396337597765	-0.5989290033831478	A2PYH4	True	True	0.0	False	516.0	0.8589050769805908	0.1944250871080139	1435.0	0.5087977203544849
