chembl_id,BRD4,CTSK,EZH2,HDAC1,HDAC6,HSP90AA1,IDO1,KDM1A,NAMPT,PARP1,PDE4B,PDE5A,PRMT5,PTP1B,PTPN11,SIRT1
CHEMBL2110796,borderline,borderline,out_of_domain,borderline,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL2110797,borderline,out_of_domain,out_of_domain,high,high,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline
CHEMBL2110798,borderline,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,borderline,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL2110800,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL2110801,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,high,out_of_domain,borderline,out_of_domain,out_of_domain,high,out_of_domain,out_of_domain,borderline
CHEMBL2110802,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,out_of_domain,borderline,borderline,borderline,out_of_domain,borderline,borderline,out_of_domain,out_of_domain
CHEMBL2110803,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain
CHEMBL2110804,borderline,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL2110805,borderline,borderline,out_of_domain,borderline,borderline,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline
CHEMBL2110807,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline
CHEMBL2110808,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain
CHEMBL2110809,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain
CHEMBL2110810,borderline,out_of_domain,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline
CHEMBL2110811,borderline,out_of_domain,out_of_domain,borderline,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline
CHEMBL2110813,borderline,borderline,out_of_domain,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,out_of_domain,out_of_domain,borderline,borderline,borderline,borderline
CHEMBL2110814,borderline,borderline,out_of_domain,borderline,borderline,out_of_domain,high,borderline,borderline,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL2110815,borderline,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain
CHEMBL2110816,out_of_domain,borderline,out_of_domain,borderline,out_of_domain,out_of_domain,borderline,borderline,borderline,borderline,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain
CHEMBL2110817,borderline,borderline,out_of_domain,borderline,borderline,borderline,high,borderline,borderline,borderline,borderline,borderline,out_of_domain,borderline,borderline,borderline
CHEMBL2110819,out_of_domain,out_of_domain,out_of_domain,borderline,borderline,borderline,out_of_domain,borderline,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,borderline
CHEMBL2110820,borderline,borderline,out_of_domain,borderline,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline
CHEMBL2110821,borderline,out_of_domain,out_of_domain,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline
CHEMBL2110822,out_of_domain,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,borderline,borderline,out_of_domain,borderline,borderline,out_of_domain,out_of_domain,out_of_domain,borderline,borderline
CHEMBL2110825,borderline,out_of_domain,out_of_domain,borderline,borderline,borderline,borderline,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,borderline,borderline,borderline,out_of_domain
CHEMBL2110826,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL2110827,out_of_domain,borderline,out_of_domain,borderline,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain
CHEMBL2110828,borderline,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain
CHEMBL2110829,borderline,borderline,out_of_domain,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,borderline,borderline,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL2110830,borderline,borderline,out_of_domain,borderline,borderline,out_of_domain,out_of_domain,borderline,out_of_domain,borderline,borderline,out_of_domain,borderline,borderline,borderline,out_of_domain
CHEMBL2110832,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL2110833,borderline,borderline,out_of_domain,high,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,out_of_domain,borderline,borderline,out_of_domain,out_of_domain
CHEMBL2110834,out_of_domain,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,high,borderline,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,borderline,borderline,out_of_domain
CHEMBL2110835,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL2110836,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL2110837,borderline,borderline,out_of_domain,high,high,borderline,borderline,borderline,borderline,high,out_of_domain,borderline,out_of_domain,borderline,out_of_domain,high
CHEMBL2110839,borderline,borderline,out_of_domain,high,high,out_of_domain,borderline,borderline,out_of_domain,borderline,out_of_domain,borderline,borderline,out_of_domain,out_of_domain,high
CHEMBL2110841,borderline,borderline,out_of_domain,borderline,borderline,out_of_domain,borderline,borderline,out_of_domain,out_of_domain,borderline,borderline,borderline,borderline,borderline,out_of_domain
CHEMBL2110842,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline
CHEMBL2110843,borderline,borderline,out_of_domain,borderline,borderline,borderline,high,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline
CHEMBL2110844,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain
CHEMBL2110845,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain
CHEMBL2110847,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,borderline
CHEMBL2110849,borderline,borderline,out_of_domain,borderline,borderline,out_of_domain,borderline,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,borderline,out_of_domain
CHEMBL2110851,high,out_of_domain,out_of_domain,borderline,out_of_domain,borderline,borderline,borderline,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain
CHEMBL2110853,borderline,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain
CHEMBL2110854,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL2110855,borderline,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,borderline,out_of_domain,borderline,borderline,borderline,borderline,out_of_domain,borderline,borderline,borderline
CHEMBL2110856,borderline,borderline,out_of_domain,high,high,borderline,borderline,high,borderline,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline
CHEMBL2110857,borderline,out_of_domain,borderline,borderline,borderline,out_of_domain,out_of_domain,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline
CHEMBL2110858,borderline,borderline,borderline,borderline,borderline,out_of_domain,borderline,high,borderline,high,borderline,borderline,borderline,out_of_domain,borderline,borderline
CHEMBL2110860,borderline,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,borderline,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,out_of_domain,borderline,out_of_domain,borderline
CHEMBL2110862,borderline,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,borderline,high,borderline,out_of_domain,out_of_domain,out_of_domain,borderline,borderline,borderline,borderline
CHEMBL2110863,out_of_domain,out_of_domain,out_of_domain,borderline,borderline,borderline,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,borderline,out_of_domain
CHEMBL2110866,out_of_domain,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,out_of_domain,borderline,borderline,borderline,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,borderline
CHEMBL2110871,out_of_domain,borderline,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,borderline,borderline,borderline,borderline,out_of_domain,borderline,out_of_domain,borderline,out_of_domain
CHEMBL2110872,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,borderline,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,borderline,out_of_domain
CHEMBL2110875,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL2110879,borderline,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain
CHEMBL2110880,borderline,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL2110882,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,out_of_domain,borderline,borderline,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,out_of_domain
CHEMBL2110883,borderline,borderline,out_of_domain,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline
CHEMBL2110884,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL2110886,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain
CHEMBL2110888,out_of_domain,borderline,out_of_domain,borderline,borderline,out_of_domain,out_of_domain,borderline,borderline,borderline,borderline,out_of_domain,out_of_domain,borderline,borderline,borderline
CHEMBL2110889,out_of_domain,out_of_domain,out_of_domain,borderline,borderline,borderline,out_of_domain,out_of_domain,borderline,borderline,borderline,borderline,out_of_domain,borderline,borderline,borderline
CHEMBL2110890,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,borderline,out_of_domain
CHEMBL2110892,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,borderline,borderline,borderline,out_of_domain,out_of_domain,borderline,borderline,borderline,borderline
CHEMBL2110893,borderline,borderline,borderline,high,borderline,out_of_domain,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline
CHEMBL2110894,borderline,out_of_domain,out_of_domain,borderline,high,out_of_domain,borderline,borderline,borderline,borderline,borderline,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain
CHEMBL2110895,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,out_of_domain,borderline,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline
CHEMBL2110896,borderline,high,out_of_domain,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,out_of_domain,borderline,borderline,borderline,out_of_domain,out_of_domain
CHEMBL2110898,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL2110899,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,out_of_domain
CHEMBL2110900,out_of_domain,borderline,out_of_domain,borderline,borderline,out_of_domain,borderline,borderline,out_of_domain,borderline,out_of_domain,borderline,borderline,borderline,out_of_domain,borderline
CHEMBL2110902,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL2110903,borderline,out_of_domain,out_of_domain,borderline,borderline,borderline,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain
CHEMBL2110906,out_of_domain,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,borderline,borderline,high,borderline,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain
CHEMBL2110907,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL2110908,high,borderline,out_of_domain,high,high,borderline,borderline,borderline,high,borderline,borderline,borderline,out_of_domain,borderline,borderline,borderline
CHEMBL2110909,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL2110910,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,borderline,out_of_domain,borderline,borderline,borderline,out_of_domain,borderline,borderline,borderline
CHEMBL2110911,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,borderline,borderline,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL2110912,out_of_domain,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain
CHEMBL2110913,out_of_domain,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL2110917,borderline,borderline,borderline,high,high,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,out_of_domain
CHEMBL2110918,borderline,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,borderline,high,borderline,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL2110919,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain
CHEMBL2110921,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain
CHEMBL2110922,borderline,out_of_domain,out_of_domain,out_of_domain,borderline,borderline,borderline,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL2110923,borderline,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL2110924,borderline,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL2110925,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL2110926,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,out_of_domain,borderline,borderline,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain
CHEMBL2110927,out_of_domain,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,borderline,borderline,out_of_domain
CHEMBL2110928,out_of_domain,borderline,out_of_domain,borderline,borderline,borderline,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,borderline
CHEMBL2110929,borderline,borderline,out_of_domain,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,borderline,out_of_domain,borderline,borderline,borderline,out_of_domain
CHEMBL2110930,borderline,borderline,out_of_domain,out_of_domain,borderline,borderline,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,borderline,borderline
CHEMBL2110931,borderline,borderline,out_of_domain,borderline,borderline,out_of_domain,borderline,high,borderline,borderline,borderline,borderline,borderline,borderline,borderline,out_of_domain
CHEMBL2110933,borderline,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,out_of_domain
CHEMBL2110934,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL2110935,high,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,high,borderline,borderline,borderline
CHEMBL2110937,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline
CHEMBL2110938,borderline,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,borderline,borderline,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain
CHEMBL2110939,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,borderline,high,borderline,borderline,borderline,borderline,borderline,borderline,out_of_domain
CHEMBL2110940,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL2110942,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,borderline,borderline,out_of_domain,high,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain
CHEMBL2110943,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL2110947,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,out_of_domain,borderline,out_of_domain,borderline,borderline,borderline,out_of_domain,out_of_domain,out_of_domain
CHEMBL2110948,borderline,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL2110950,out_of_domain,borderline,out_of_domain,borderline,high,borderline,borderline,borderline,borderline,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL2110951,out_of_domain,borderline,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,borderline,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline
CHEMBL2110952,borderline,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,borderline,out_of_domain,out_of_domain,borderline,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL2110954,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL2110955,borderline,borderline,out_of_domain,high,high,borderline,borderline,borderline,high,borderline,borderline,borderline,out_of_domain,borderline,borderline,borderline
CHEMBL2110956,borderline,borderline,out_of_domain,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline
CHEMBL2110957,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL2110958,borderline,borderline,out_of_domain,borderline,borderline,borderline,high,borderline,borderline,borderline,borderline,borderline,out_of_domain,high,borderline,borderline
CHEMBL2110961,borderline,borderline,borderline,high,high,borderline,borderline,borderline,borderline,borderline,borderline,out_of_domain,borderline,borderline,borderline,out_of_domain
CHEMBL2110962,borderline,borderline,out_of_domain,borderline,borderline,out_of_domain,borderline,borderline,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,borderline,borderline,borderline
CHEMBL2110963,borderline,borderline,out_of_domain,borderline,borderline,out_of_domain,borderline,borderline,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline
CHEMBL2110964,borderline,out_of_domain,out_of_domain,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline
CHEMBL2110968,borderline,out_of_domain,out_of_domain,out_of_domain,high,out_of_domain,borderline,borderline,borderline,high,out_of_domain,out_of_domain,borderline,borderline,borderline,out_of_domain
CHEMBL2110969,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,high,borderline,borderline,borderline,borderline,borderline,out_of_domain
CHEMBL2110970,borderline,out_of_domain,out_of_domain,borderline,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,high,out_of_domain,borderline,borderline,borderline
CHEMBL2110972,borderline,borderline,out_of_domain,high,high,borderline,high,borderline,high,borderline,borderline,borderline,borderline,borderline,borderline,borderline
CHEMBL2110974,borderline,borderline,borderline,borderline,borderline,borderline,out_of_domain,borderline,borderline,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,borderline,borderline
CHEMBL2110977,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,borderline,out_of_domain
CHEMBL2110978,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL2110979,borderline,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain
CHEMBL2110980,out_of_domain,borderline,out_of_domain,borderline,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain
CHEMBL2110982,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL2110983,borderline,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,borderline,out_of_domain,out_of_domain,borderline,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,borderline
CHEMBL2110984,borderline,borderline,out_of_domain,borderline,borderline,out_of_domain,borderline,borderline,borderline,out_of_domain,out_of_domain,borderline,borderline,borderline,out_of_domain,out_of_domain
CHEMBL2110985,borderline,borderline,out_of_domain,borderline,borderline,out_of_domain,borderline,out_of_domain,borderline,borderline,borderline,borderline,borderline,borderline,borderline,out_of_domain
CHEMBL2110986,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain
CHEMBL2110987,out_of_domain,borderline,out_of_domain,borderline,borderline,out_of_domain,borderline,out_of_domain,borderline,borderline,out_of_domain,borderline,borderline,out_of_domain,out_of_domain,borderline
CHEMBL2110989,borderline,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,borderline,borderline,out_of_domain,borderline,out_of_domain,out_of_domain,borderline,borderline,borderline,out_of_domain
CHEMBL2110990,borderline,borderline,out_of_domain,high,high,borderline,borderline,high,borderline,borderline,borderline,borderline,out_of_domain,high,high,borderline
CHEMBL2110991,borderline,borderline,borderline,borderline,borderline,borderline,borderline,high,borderline,high,borderline,borderline,borderline,out_of_domain,borderline,borderline
CHEMBL2110992,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain
