chembl_id,pref_name,max_phase,pains_alert,n_targets_high_ad,best_target,best_pred_pAffinity,second_best_pred,selectivity_gap_log,n_targets_top_decile,frequent_hitter,BRD4,CTSK,EZH2,HDAC1,HDAC6,HSP90AA1,IDO1,KDM1A,NAMPT,PARP1,PDE4B,PDE5A,PRMT5,PTP1B,PTPN11,SIRT1
CHEMBL1467,ALLOPURINOL,4.0,,0,,,,,0,False,4.36,5.579,6.029,4.729,5.434,4.507,4.98,5.183,4.228,5.412,5.88,4.559,5.674,4.729,4.008,5.03
CHEMBL146727,PIPRAMADOL,2.0,,0,,,,,2,False,4.974,7.128,6.182,6.185,5.937,6.531,5.64,5.459,6.893,5.832,5.2,5.442,4.995,4.995,5.024,5.056
CHEMBL146972,PHOSPHORYLETHANOLAMINE,2.0,,0,,,,,0,False,3.548,4.905,6.133,5.209,5.375,5.504,4.885,5.431,5.111,5.027,5.971,4.641,4.874,4.372,4.124,5.104
CHEMBL146980,MOGUISTEINE,2.0,,0,,,,,0,False,4.859,5.746,5.882,5.013,5.732,5.616,5.535,5.497,6.223,6.731,6.362,5.476,5.036,4.703,5.145,5.015
CHEMBL1471,APREPITANT,4.0,,0,,,,,2,False,6.197,6.482,6.634,5.762,6.325,5.547,6.064,5.452,6.755,6.375,6.552,6.302,5.989,5.023,5.128,4.968
CHEMBL1472830,SULPROSTONE,2.0,,0,,,,,0,False,5.807,6.801,6.065,6.126,5.554,6.44,6.01,5.305,6.617,6.129,6.823,5.809,6.087,5.382,4.576,5.175
CHEMBL1473,FLUTICASONE PROPIONATE,4.0,,0,,,,,2,False,5.166,6.208,6.2,5.294,5.415,6.109,6.71,5.343,7.504,6.013,6.178,6.229,5.443,4.894,5.638,5.075
CHEMBL1473700,PIROCTONE,2.0,,0,,,,,0,False,4.972,5.906,6.219,5.389,6.181,6.258,5.14,4.789,5.051,5.339,6.096,5.244,5.149,4.696,4.706,4.958
CHEMBL1474129,CLORSULON,2.0,,0,,,,,1,False,4.909,5.447,6.125,5.321,5.397,5.668,5.724,6.056,6.402,5.71,6.538,4.995,5.75,4.756,5.104,4.92
CHEMBL1474352,ZALDARIDE,2.0,,0,,,,,3,False,5.621,6.564,6.373,6.259,6.381,6.175,5.851,5.917,6.718,6.431,5.864,6.029,5.993,5.12,6.204,5.019
CHEMBL1474889,CLOBUTINOL,4.0,,0,,,,,0,False,4.489,5.428,6.008,4.729,5.912,5.801,5.357,5.537,5.259,5.378,6.493,4.978,5.277,4.565,4.583,4.831
CHEMBL1475,TRIOXSALEN,4.0,,0,,,,,0,False,4.952,4.979,6.22,5.102,6.164,5.908,5.074,4.964,4.899,5.712,6.073,5.108,5.556,4.846,4.918,4.871
CHEMBL1475252,TENATOPRAZOLE,2.0,,0,,,,,2,False,5.411,6.337,5.963,5.732,6.326,6.036,5.25,5.495,5.787,7.22,5.873,5.453,5.839,4.611,5.841,4.95
CHEMBL1475693,FAMPROFAZONE,2.0,,0,,,,,0,False,5.611,6.411,6.049,5.59,5.683,5.645,6.026,5.206,6.371,6.069,6.06,5.415,5.185,5.123,4.68,4.806
CHEMBL1476022,NOMEGESTROL ACETATE,4.0,,0,,,,,2,False,5.142,6.176,6.075,5.854,5.678,6.965,6.491,5.432,6.894,6.374,6.537,5.177,5.015,4.781,4.411,5.028
CHEMBL1477036,DOCUSATE,4.0,,0,,,,,1,False,5.259,6.224,6.032,5.063,5.428,5.802,5.988,5.041,7.62,4.911,6.037,5.603,5.664,4.996,4.874,5.152
CHEMBL147806,GSK-369796,1.0,mannich_A(296),0,,,,,1,False,5.086,5.633,6.068,5.753,5.843,5.305,5.966,5.757,6.61,6.181,6.504,5.734,5.649,4.923,5.742,4.737
CHEMBL1479,DANAZOL,4.0,,0,,,,,1,False,4.67,6.186,6.089,5.042,5.352,6.629,5.468,5.462,6.594,5.902,5.764,6.134,5.15,4.753,4.256,5.073
CHEMBL1480,FELODIPINE,4.0,,0,,,,,0,False,5.402,6.199,5.981,5.073,5.788,5.965,5.583,5.084,6.515,5.835,5.613,5.514,5.243,5.057,5.267,4.94
CHEMBL1480987,CYCLANDELATE,4.0,,0,,,,,0,False,4.532,5.84,5.717,4.694,5.311,6.338,5.549,5.545,5.417,6.211,6.052,5.078,5.255,5.048,5.203,4.909
CHEMBL1481,GLIMEPIRIDE,4.0,,0,,,,,2,False,5.314,6.649,6.19,5.979,5.844,6.461,6.184,5.459,7.298,6.383,6.535,7.011,6.04,5.081,5.277,5.175
CHEMBL1482,BETHANECHOL,4.0,,0,,,,,0,False,3.804,6.063,6.021,4.797,5.842,5.819,4.498,5.376,5.624,4.878,5.52,4.723,4.532,4.68,4.215,4.991
CHEMBL1482516,BATILOL,2.0,,0,,,,,1,False,4.963,5.56,5.908,4.443,5.326,6.301,5.191,5.579,7.154,5.351,5.606,5.796,5.12,5.003,5.321,4.923
CHEMBL1483,ALBENDAZOLE,4.0,,0,,,,,0,False,4.957,6.155,5.846,5.802,5.977,5.414,5.241,5.039,4.894,6.268,5.811,5.533,5.879,5.102,5.475,4.82
CHEMBL1484,NICARDIPINE,4.0,,0,,,,,1,False,5.636,6.467,5.838,5.866,6.594,6.213,5.89,5.788,6.698,6.265,5.789,5.725,6.263,4.95,4.985,4.97
CHEMBL148635,PIPRADIMADOL,2.0,,0,,,,,1,False,4.96,6.861,6.208,5.376,5.792,6.153,5.485,5.639,6.993,5.729,5.28,5.582,5.019,4.874,4.951,5.106
CHEMBL148674,VARESPLADIB,2.0,,0,,,,,0,False,5.536,5.815,6.027,5.456,5.821,5.579,5.471,4.942,6.7,6.673,6.134,6.319,6.163,4.996,5.652,4.878
CHEMBL1487115,BINOSPIRONE,2.0,,0,,,,,1,False,4.807,7.013,6.262,5.839,5.723,6.432,5.544,5.201,6.811,6.504,5.208,5.43,5.305,4.919,4.399,5.081
CHEMBL1487672,TIAZOTIC ACID,2.0,,0,,,,,0,False,4.06,5.919,6.007,4.64,4.967,5.499,4.462,4.585,4.39,5.332,5.51,4.416,5.308,4.793,4.741,5.044
CHEMBL1488,URACIL MUSTARD,4.0,,0,,,,,0,False,4.621,4.886,6.076,4.988,6.07,5.868,4.895,5.972,5.118,5.362,6.204,5.224,5.228,4.529,3.978,4.929
CHEMBL1488165,PIDOTIMOD,2.0,,0,,,,,1,False,3.559,5.819,6.244,4.309,5.833,5.488,4.99,5.302,4.8,5.904,5.153,4.437,5.771,5.143,4.89,5.252
CHEMBL1489254,TRIACETIN,2.0,,0,,,,,1,False,4.067,5.02,6.032,4.516,5.627,4.931,5.287,5.07,5.568,4.74,5.802,4.431,4.719,4.726,4.35,5.2
CHEMBL1490,TRIHEXYPHENIDYL,4.0,,0,,,,,0,False,5.035,5.798,5.843,5.201,5.452,5.796,4.95,5.415,6.548,5.977,4.939,5.053,5.085,4.9,4.896,4.986
CHEMBL1490434,MOROXYDINE,2.0,,0,,,,,0,False,3.257,5.611,6.158,5.391,5.496,5.534,5.005,5.372,5.363,5.167,6.08,4.644,4.849,4.974,4.837,5.085
CHEMBL149082,TRAMIPROSATE,3.0,,0,,,,,0,False,3.704,4.893,6.036,4.496,5.262,5.666,5.03,5.584,5.431,4.902,5.572,4.498,5.07,4.605,4.192,5.07
CHEMBL1491,AMLODIPINE,4.0,,0,,,,,1,False,5.429,6.02,5.966,5.397,5.762,6.358,6.345,5.703,6.416,5.921,7.203,5.854,5.883,4.77,5.487,5.108
CHEMBL1492,DIPHENYLPYRALINE,4.0,,0,,,,,0,False,5.209,5.804,5.84,4.893,5.91,5.479,5.074,5.594,5.811,6.393,5.354,5.073,5.182,5.201,5.407,4.946
CHEMBL1493,FLAVOXATE,4.0,,0,,,,,1,False,5.981,5.78,6.204,5.56,6.208,6.168,5.815,5.683,6.215,6.845,5.193,5.137,5.522,4.845,5.4,4.686
CHEMBL1493084,BAMNIDAZOLE,2.0,,0,,,,,0,False,4.498,4.978,6.047,5.342,5.917,5.516,4.881,5.03,4.886,5.614,6.393,4.617,5.625,5.08,4.502,5.172
CHEMBL1495,OXYPHENCYCLIMINE,4.0,,0,,,,,0,False,5.474,6.324,5.842,5.269,6.064,5.944,5.13,5.394,5.97,5.856,5.878,5.433,5.451,5.059,4.636,5.015
CHEMBL149579,AZIMEXON,2.0,,0,,,,,1,False,3.935,6.042,6.106,4.951,5.634,5.872,4.829,5.602,5.548,5.235,5.646,4.665,5.062,5.3,4.499,5.228
CHEMBL149616,AZEPEXOLE,2.0,,0,,,,,0,False,3.245,5.504,6.088,4.666,5.474,5.754,5.223,5.597,4.757,4.956,5.13,5.087,5.088,5.21,5.456,5.045
CHEMBL1497,BETAMETHASONE VALERATE,4.0,,0,,,,,6,True,6.058,6.882,6.33,6.092,5.502,6.712,6.498,5.426,7.775,5.91,7.147,6.11,6.141,4.575,5.147,5.184
CHEMBL1499,CORTISONE,3.0,steroid_A(2),0,,,,,0,False,5.175,6.029,6.235,5.708,5.975,6.267,5.858,5.759,6.79,6.095,6.259,4.879,5.434,4.91,5.057,5.19
CHEMBL149972,PHENOBARBITAL SODIUM,4.0,,0,,,,,0,False,4.695,5.025,6.016,5.098,5.964,5.039,5.339,4.979,4.302,5.621,5.002,4.811,5.251,4.992,4.71,4.882
CHEMBL1500276,OXELADIN,4.0,,0,,,,,0,False,5.11,5.668,5.973,5.713,5.534,5.847,4.969,5.115,6.166,5.083,5.942,5.524,5.099,4.712,4.87,4.875
CHEMBL1501,FLUOCINONIDE,4.0,,0,,,,,4,True,5.838,6.457,6.308,5.232,5.515,6.783,6.173,5.662,7.343,6.198,7.264,6.17,6.534,5.006,5.34,5.092
CHEMBL15023,TRIFLUPERIDOL,4.0,,0,,,,,3,False,5.669,6.438,5.901,5.168,5.999,5.822,6.614,5.47,6.734,6.843,5.204,6.479,4.938,5.153,4.887,4.857
CHEMBL150283,FENOCTIMINE,2.0,,0,,,,,1,False,4.975,6.191,6.008,4.864,5.33,5.497,6.335,5.606,6.613,5.943,5.487,5.674,5.532,5.379,6.409,4.986
CHEMBL150303,NORTOPIXANTRONE,2.0,anthranil_one_A(38),0,,,,,1,False,5.313,6.082,6.341,5.701,5.499,5.594,6.275,5.261,6.122,6.023,6.415,5.407,5.84,5.079,4.542,4.982
CHEMBL150365,BAZINAPRINE,2.0,,0,,,,,2,False,4.893,6.414,5.881,6.106,5.727,5.441,5.22,6.108,6.43,6.84,5.272,5.565,5.252,5.191,4.375,4.907
CHEMBL1504,TRIAMCINOLONE ACETONIDE,4.0,,0,,,,,4,True,6.154,6.484,6.309,5.992,5.646,6.786,6.019,5.879,7.115,6.168,6.445,6.064,6.555,4.666,5.21,5.211
CHEMBL1505,ALMOTRIPTAN,4.0,,0,,,,,0,False,5.794,6.445,5.992,5.453,6.303,5.359,5.265,5.442,5.765,6.387,5.947,5.243,5.167,4.972,4.549,4.929
CHEMBL150764,BUFROLIN,2.0,,0,,,,,0,False,5.435,5.521,6.079,5.979,5.64,5.675,5.719,5.224,6.022,6.267,6.127,5.927,5.674,5.323,5.243,5.073
CHEMBL150894,CEP-5214,1.0,,0,,,,,5,True,6.32,6.233,6.5,5.005,5.672,6.614,6.04,6.082,7.101,6.507,5.302,6.869,5.916,5.008,5.466,4.774
CHEMBL1509,DROSPIRENONE,4.0,,0,,,,,1,False,4.764,5.492,6.206,5.655,5.912,6.901,5.69,5.192,6.763,6.098,6.234,6.125,5.065,4.955,5.343,5.053
CHEMBL1509115,TETRYDAMINE,2.0,,0,,,,,0,False,3.48,5.787,6.028,4.744,6.221,5.662,4.493,5.201,5.18,5.747,5.486,5.018,5.069,5.091,5.409,5.053
CHEMBL1510,ELETRIPTAN,4.0,,0,,,,,2,False,5.272,5.948,5.853,5.697,6.402,5.607,5.492,6.022,6.578,6.671,5.964,5.866,5.106,5.375,4.877,4.99
CHEMBL1512,FLUNISOLIDE,4.0,,0,,,,,2,False,5.899,6.648,6.29,6.337,5.663,7.186,5.869,5.787,6.899,6.168,6.358,5.9,6.284,4.676,5.632,5.108
CHEMBL1512080,METHISAZONE,2.0,imine_one_isatin(189),0,,,,,2,False,4.572,4.857,6.083,5.09,5.334,4.665,5.385,6.031,5.009,5.851,5.325,4.438,5.148,5.042,5.968,4.981
CHEMBL1512677,AMYLMETACRESOL,2.0,,0,,,,,0,False,4.659,4.932,6.024,4.821,6.206,5.616,5.315,5.162,5.385,5.115,6.422,5.47,5.083,4.882,5.396,4.996
CHEMBL1513,IRBESARTAN,4.0,,0,,,,,4,True,5.994,7.532,6.247,6.196,6.181,6.392,6.203,5.486,7.69,6.45,6.033,7.252,6.081,5.179,5.79,4.808
CHEMBL1514,LEVOMETHADYL ACETATE,4.0,,0,,,,,0,False,5.321,6.272,5.911,5.311,6.006,5.48,5.918,5.065,6.311,5.718,6.489,5.193,4.846,5.014,4.32,4.73
CHEMBL1514085,AMIPHENAZOLE,2.0,,0,,,,,0,False,4.031,5.951,5.873,5.457,6.262,5.482,5.042,5.127,4.528,5.837,5.508,4.822,5.612,4.456,5.067,4.827
CHEMBL151445,DROPROPIZINE,3.0,,0,,,,,0,False,3.987,6.11,5.823,4.403,5.491,5.211,4.584,4.895,4.59,5.912,5.344,4.068,4.8,4.91,5.194,5.013
CHEMBL151475,ABAPERIDONE,2.0,,0,,,,,7,True,6.613,6.758,6.46,6.089,6.781,6.121,6.491,5.797,6.829,6.543,6.788,7.166,6.411,4.875,5.896,4.961
CHEMBL1515,METHIMAZOLE,4.0,,0,,,,,0,False,4.255,4.89,6.005,4.935,6.26,4.967,4.826,4.561,4.673,4.871,5.546,4.405,5.214,5.288,5.35,4.851
CHEMBL1515447,HOMOCHLORCYCLIZINE,2.0,,0,,,,,0,False,5.422,6.136,5.921,4.797,5.154,5.46,5.183,5.479,6.243,5.921,5.323,5.137,5.739,5.143,5.612,4.772
CHEMBL1515611,BROMISOVALUM,4.0,,0,,,,,0,False,3.813,5.104,6.116,4.708,5.479,5.261,5.341,5.27,5.139,4.847,5.66,4.829,4.869,4.623,4.868,5.01
CHEMBL1516,OLMESARTAN,3.0,,0,,,,,4,True,6.55,6.462,5.973,5.883,5.724,6.371,6.26,5.687,7.2,6.509,5.668,6.775,5.841,5.239,5.672,4.975
CHEMBL1517,OXYTETRACYCLINE,4.0,,0,,,,,2,False,5.392,6.468,6.243,5.275,5.57,6.397,5.603,5.756,6.399,6.415,7.476,5.283,6.069,4.847,6.444,5.034
CHEMBL1518,PROPYLTHIOURACIL,4.0,,0,,,,,0,False,4.866,5.469,6.056,4.591,6.132,5.462,4.504,5.492,4.541,5.063,5.575,5.601,4.97,5.029,4.644,4.95
CHEMBL151803,SULBENTINE,2.0,,0,,,,,0,False,5.014,5.446,5.839,5.026,5.847,5.573,4.706,5.181,5.754,6.442,5.078,5.708,5.435,5.17,4.986,4.772
CHEMBL1519,TRANDOLAPRIL,4.0,,0,,,,,0,False,5.793,6.441,6.059,6.032,5.884,6.027,6.226,5.967,6.524,5.837,6.191,6.277,6.001,5.315,4.798,5.148
CHEMBL151938,MILAMELINE,2.0,,0,,,,,0,False,3.631,5.456,5.982,4.978,5.979,5.913,4.731,5.343,5.153,5.167,4.813,4.67,4.899,5.062,4.987,4.924
CHEMBL1520188,CLODRONATE DISODIUM,3.0,,0,,,,,0,False,3.598,4.56,6.083,5.425,5.473,5.165,4.904,5.523,5.604,4.612,6.09,4.653,4.851,4.488,4.645,5.121
CHEMBL152067,TALINOLOL,2.0,,0,,,,,0,False,5.563,6.343,5.832,6.019,5.958,5.914,5.57,5.354,6.762,5.064,5.926,5.635,5.32,5.386,4.564,5.005
CHEMBL1521,ZALEPLON,4.0,,0,,,,,2,False,5.442,6.425,6.018,6.141,6.736,6.29,5.316,5.548,5.719,7.454,6.33,5.485,5.823,4.704,3.919,4.743
CHEMBL1521495,BENTAZEPAM,2.0,,0,,,,,0,False,5.554,5.446,6.102,5.207,5.659,5.965,5.046,5.219,5.22,6.159,5.589,5.132,5.804,5.042,4.826,4.811
CHEMBL1522,ESZOPICLONE,4.0,,0,,,,,0,False,5.496,5.913,6.239,5.194,6.194,5.537,6.049,5.296,6.054,6.515,5.944,5.681,6.265,4.883,5.448,4.975
CHEMBL152231,AMOSULALOL,2.0,,0,,,,,0,False,5.545,5.402,5.868,5.683,5.624,5.769,5.664,5.654,6.115,5.86,7.025,4.927,5.316,4.881,5.012,4.899
CHEMBL152371,PAFENOLOL,2.0,,0,,,,,0,False,5.272,6.176,5.891,5.493,6.022,5.302,5.514,5.196,6.185,5.63,6.117,5.499,4.741,5.2,4.125,5.051
CHEMBL15245,YOHIMBINE,3.0,indol_3yl_alk(461),0,,,,,1,False,5.122,6.411,6.24,6.111,6.154,5.934,5.516,5.984,5.742,6.514,5.648,6.722,5.343,5.209,5.041,5.163
CHEMBL152452,SIALIC ACID,2.0,,0,,,,,1,False,4.598,5.933,6.147,5.289,5.739,5.432,5.447,5.766,6.228,5.208,6.294,4.825,4.926,4.713,5.365,5.239
CHEMBL1525,PERMETHRIN,4.0,,0,,,,,0,False,5.145,5.865,5.608,4.874,5.451,5.856,5.43,5.511,6.415,6.279,6.107,5.588,5.008,4.748,5.369,4.83
CHEMBL1525826,SULFALENE,4.0,,0,,,,,0,False,4.926,5.387,5.922,5.379,5.89,5.15,5.252,5.611,5.015,5.552,6.548,4.943,5.885,5.054,4.476,4.964
CHEMBL152632,NIRIDAZOLE,2.0,,0,,,,,0,False,3.929,5.666,6.264,5.142,5.542,4.911,5.774,4.994,4.831,5.715,4.962,4.552,5.95,5.111,3.981,5.114
CHEMBL152684,BECLOBRATE,4.0,,0,,,,,0,False,5.644,5.297,6.002,5.625,5.6,5.508,5.541,5.194,6.267,5.59,6.575,5.463,5.3,5.055,4.868,4.678
CHEMBL1527608,DOXOFYLLINE,3.0,,0,,,,,1,False,4.607,5.277,6.296,4.993,5.697,5.481,4.526,5.485,5.064,5.996,5.393,4.494,5.659,4.975,4.095,5.304
CHEMBL1528,SODIUM FLUORIDE,4.0,,0,,,,,0,False,3.677,4.924,6.015,4.565,5.867,4.738,5.27,4.55,4.92,4.582,5.725,4.356,5.143,4.665,4.367,4.86
CHEMBL1531,ETONOGESTREL,4.0,,0,,,,,1,False,5.178,6.206,6.211,5.226,5.763,6.873,5.663,5.504,6.686,6.693,6.176,5.868,5.064,4.822,4.617,5.066
CHEMBL1531134,MELPERONE,3.0,,0,,,,,0,False,4.634,5.588,5.936,4.756,5.55,5.797,5.368,5.618,5.729,5.85,6.031,5.538,5.144,5.211,4.986,5.048
CHEMBL1532,QUINETHAZONE,4.0,,0,,,,,0,False,5.522,5.007,6.222,5.145,5.914,5.53,5.858,5.78,4.957,4.824,6.942,5.469,5.36,4.616,5.085,5.067
CHEMBL1533,DESOGESTREL,4.0,,0,,,,,1,False,5.05,6.242,6.15,5.49,5.796,7.036,5.556,5.499,6.774,6.163,6.185,5.982,5.084,4.682,4.633,5.114
CHEMBL153427,OXAGRELATE,2.0,,0,,,,,0,False,4.996,6.349,6.284,5.348,6.24,6.001,5.047,5.691,5.133,5.911,6.943,5.507,5.562,4.602,5.36,5.029
CHEMBL153479,AMBROXOL,3.0,,0,,,,,0,False,5.432,6.198,6.007,6.044,6.042,6.342,5.783,6.0,6.007,5.972,5.784,5.459,5.295,4.97,4.437,5.081
CHEMBL1535,HYDROXYCHLOROQUINE,4.0,,0,,,,,0,False,5.604,6.134,6.115,5.321,5.836,5.771,5.325,5.444,6.618,5.748,6.717,5.663,6.004,4.807,5.38,4.886
CHEMBL153585,INDENOLOL,2.0,,0,,,,,0,False,4.796,6.337,5.942,5.09,6.369,5.655,5.802,4.799,5.241,5.987,5.934,4.746,4.899,4.711,4.474,4.803
CHEMBL153613,EFLUMAST,2.0,,0,,,,,0,False,4.724,5.699,6.065,5.294,5.689,5.459,5.64,5.693,4.977,6.358,6.621,4.53,5.281,5.415,5.274,4.964
CHEMBL1537,AZLOCILLIN,4.0,,0,,,,,2,False,5.759,6.303,6.084,5.656,5.389,6.072,5.703,5.389,6.274,6.789,6.7,4.985,5.63,5.091,5.267,5.217
CHEMBL153774,TOPIXANTRONE,2.0,anthranil_one_A(38),0,,,,,2,False,5.248,6.778,6.356,5.713,5.454,5.744,6.482,5.139,6.237,5.571,6.911,5.694,6.165,4.881,4.771,4.844
CHEMBL1538,TENOFOVIR DISOPROXIL,4.0,,0,,,,,5,True,5.671,7.237,5.7,6.414,6.183,5.343,5.626,5.691,6.946,5.662,7.388,6.269,7.199,5.015,4.631,5.31
CHEMBL153867,PIRIFIBRATE,2.0,,0,,,,,0,False,5.704,5.376,5.914,5.388,6.266,5.463,5.3,4.859,5.525,6.035,5.862,4.888,5.707,4.927,5.18,4.766
CHEMBL1539,SULFADOXINE,4.0,,0,,,,,2,False,4.921,5.164,5.867,5.172,5.965,5.005,5.54,5.502,5.501,5.288,7.132,4.988,6.418,4.868,4.201,5.036
CHEMBL153983,RONIFIBRATE,2.0,,0,,,,,0,False,5.48,5.242,5.949,5.815,5.968,5.51,5.518,5.201,6.533,5.398,5.774,4.938,6.077,4.888,4.834,4.76
CHEMBL153984,BEFUNOLOL,2.0,,0,,,,,1,False,5.565,5.395,5.924,5.794,6.412,5.486,5.427,5.035,5.643,6.56,6.5,5.387,5.21,4.705,4.465,4.873
CHEMBL1540,PENCICLOVIR,4.0,,0,,,,,2,False,4.787,5.084,6.038,4.968,5.782,5.704,4.758,5.832,4.942,5.737,7.521,4.941,5.931,5.017,4.472,5.233
CHEMBL15413,FLOMOXEF,3.0,,0,,,,,1,False,4.833,6.799,6.028,5.325,5.662,6.481,6.64,5.252,6.692,6.529,6.738,5.622,5.809,4.765,5.286,5.191
CHEMBL1542,AZATHIOPRINE,4.0,,0,,,,,0,False,5.054,5.302,6.057,4.972,5.897,5.269,6.036,5.211,5.084,6.179,6.092,4.292,5.874,4.974,5.161,5.143
CHEMBL1549,HYDROCORTISONE CYPIONATE,4.0,,0,,,,,6,True,6.142,6.914,6.482,5.864,5.482,6.468,5.968,6.292,7.016,5.791,7.375,5.729,5.749,4.932,4.947,5.267
CHEMBL1550879,MECETRONIUM,2.0,,0,,,,,0,False,4.34,5.202,6.077,4.884,4.874,5.557,5.09,4.775,6.715,4.819,5.975,5.377,5.264,5.367,5.444,4.966
CHEMBL1551165,IOPHENOXIC ACID,2.0,,0,,,,,0,False,5.622,6.168,6.093,4.752,5.742,5.363,5.783,4.969,6.224,5.259,6.442,5.292,4.8,5.001,5.002,4.813
CHEMBL1555126,LANOCONAZOLE,2.0,,0,,,,,0,False,5.322,5.805,6.07,5.213,6.112,5.54,4.936,5.24,5.674,6.188,5.659,5.293,5.581,5.158,5.264,4.835
CHEMBL1555183,FUDOSTEINE,2.0,,0,,,,,0,False,3.785,4.856,5.964,4.177,5.363,5.193,4.589,5.405,5.831,4.724,5.574,4.85,5.018,4.638,4.885,5.074
CHEMBL15562,PYRIMIDINE,3.0,,0,,,,,0,False,3.86,4.996,5.988,4.89,6.056,4.205,5.216,4.458,4.623,4.869,5.782,4.23,5.326,4.475,4.515,4.85
CHEMBL155622,NIPRADILOL,2.0,,0,,,,,0,False,4.94,6.118,6.234,5.446,5.989,5.534,6.143,5.377,6.083,6.404,6.192,5.178,5.107,4.82,4.183,5.129
CHEMBL155674,ASOBAMAST,2.0,,0,,,,,0,False,4.954,6.243,6.117,5.822,5.987,5.444,5.405,4.977,5.757,5.644,6.227,5.76,5.275,4.887,4.523,5.151
CHEMBL155731,QUINELORANE,2.0,,0,,,,,0,False,4.16,5.987,6.023,4.569,6.05,6.296,4.798,5.319,5.339,5.332,5.209,5.851,5.26,4.967,4.774,5.136
CHEMBL155962,TAZIFYLLINE,2.0,,0,,,,,2,False,5.519,6.734,6.162,5.712,6.287,5.222,5.609,5.375,6.394,6.248,5.241,6.486,5.973,5.191,5.045,5.259
CHEMBL1560,CAPTOPRIL,4.0,,0,,,,,0,False,3.619,5.296,6.004,4.278,5.892,5.624,5.146,5.247,5.136,5.241,5.315,5.136,5.226,5.119,5.09,5.059
CHEMBL1561,MIGLITOL,4.0,,0,,,,,1,False,3.725,5.938,6.117,4.867,5.852,5.504,4.641,5.76,5.422,5.168,5.762,4.631,5.435,5.04,5.273,5.228
CHEMBL1564747,DROMETRIZOLE,3.0,,0,,,,,0,False,4.892,5.446,5.847,5.012,6.171,5.565,4.599,4.84,5.039,6.076,5.569,4.734,4.998,5.17,5.578,4.853
CHEMBL1565476,APAZONE,2.0,keto_keto_beta_B(12),0,,,,,0,False,5.953,6.63,6.147,5.171,5.828,5.906,5.513,5.057,6.029,5.676,5.687,4.885,5.74,5.008,4.94,5.067
CHEMBL1566249,AMPIROXICAM,2.0,,0,,,,,2,False,5.874,6.187,6.115,5.802,6.148,5.599,5.922,5.04,6.656,6.072,6.026,6.914,5.701,5.617,4.763,4.937
CHEMBL15677,FENCLOFENAC,4.0,,0,,,,,0,False,4.909,5.371,5.886,5.169,4.566,5.521,4.906,4.615,5.359,4.996,5.445,5.688,5.696,4.754,4.749,4.812
CHEMBL156791,CLORANOLOL,2.0,,0,,,,,0,False,5.436,5.375,5.972,5.319,6.234,5.681,5.268,4.999,5.659,5.47,6.141,5.125,5.392,4.887,4.429,4.864
CHEMBL1568698,GANAXOLONE,4.0,,0,,,,,1,False,4.765,5.635,6.107,5.079,6.267,6.865,5.487,4.977,6.824,5.851,6.646,5.624,4.758,5.045,4.625,5.067
CHEMBL1569318,DECOMINOL,2.0,,0,,,,,0,False,4.565,5.642,5.89,4.54,5.416,5.665,5.108,5.437,6.052,5.473,5.918,5.869,4.895,4.638,5.165,5.11
CHEMBL1569487,LORNOXICAM,3.0,,0,,,,,0,False,5.16,6.235,6.022,5.393,5.859,6.019,5.654,5.304,6.274,5.869,6.657,5.447,6.066,5.223,5.447,4.822
CHEMBL1570,SULFOXONE,4.0,,0,,,,,0,False,5.272,5.285,6.087,6.193,5.846,5.445,6.252,5.83,6.913,5.638,6.484,4.886,4.989,4.716,5.093,4.97
CHEMBL1570266,BUTONATE,2.0,,0,,,,,0,False,4.586,5.285,5.981,4.755,5.65,5.816,5.228,5.22,6.143,4.872,6.278,5.412,4.748,4.669,4.585,5.124
CHEMBL1571,TESTOLACTONE,4.0,,0,,,,,1,False,5.171,5.436,6.181,5.341,5.659,6.874,5.655,5.153,6.632,6.231,6.396,5.65,5.155,4.804,4.379,5.084
CHEMBL157138,LISURIDE,3.0,,0,,,,,0,False,5.083,6.502,5.889,5.679,6.158,5.884,5.913,5.147,5.373,6.592,5.765,5.262,4.956,5.151,5.365,5.044
CHEMBL1572,NETILMICIN,4.0,,0,,,,,5,True,5.258,6.504,6.249,6.257,6.005,6.619,6.007,6.134,7.327,5.99,6.233,5.817,5.843,4.898,5.305,5.211
CHEMBL1573178,EDETOL,2.0,,0,,,,,0,False,5.233,5.735,6.087,5.363,5.122,5.157,5.233,5.803,6.565,4.899,5.434,4.764,4.959,4.339,4.673,5.118
CHEMBL157337,RAMIFENAZONE,2.0,,0,,,,,0,False,4.981,5.83,5.984,4.773,6.188,5.482,5.391,4.706,4.847,6.357,5.751,5.137,5.323,4.93,4.9,4.831
CHEMBL1574,PHENTERMINE,4.0,,0,,,,,0,False,4.36,5.125,5.799,4.758,6.169,5.343,4.615,4.897,4.723,5.147,5.273,4.698,4.834,4.798,4.986,4.826
CHEMBL157443,BUTOFILOLOL,2.0,,0,,,,,0,False,5.459,5.831,5.881,5.461,5.981,6.08,5.607,4.946,6.126,6.087,6.587,6.242,5.113,5.008,4.626,4.797
CHEMBL1576,ETHINAMATE,4.0,,0,,,,,0,False,3.537,6.271,5.975,4.813,5.839,6.478,4.902,4.746,5.147,4.758,5.728,5.339,4.629,4.684,4.386,4.982
