head,linker,tail,n_tails,mw,smiles
H12_TRIS,amide,T4_C12,4,1077.8,CCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)NCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCC
H12_TRIS,amide,T5_C14,4,1190.0,CCCCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)NCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCC
H12_TRIS,amide,T6_C16,4,1302.2,CCCCCCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)NCCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCCC
H12_TRIS,amide,T10_C12i,4,1133.9,CC(C)CCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCC(C)C)CC(CO)(CO)N(CCC(=O)NCCCCCCCCCCC(C)C)CCC(=O)NCCCCCCCCCCC(C)C
H12_TRIS,amide,T12_linoleyl,4,1398.3,CCCCCCCC/C=C\C/C=C\CCCCCNC(=O)CCN(CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC)CC(CO)(CO)N(CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC)CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC
H12_TRIS,amide,T13_C9,4,909.4,CCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCC)CC(CO)(CO)N(CCC(=O)NCCCCCCCCC)CCC(=O)NCCCCCCCCC
H12_TRIS,amide,T14_thioC8,4,1093.8,CCSCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCSCC)CC(CO)(CO)N(CCC(=O)NCCCCCCCCSCC)CCC(=O)NCCCCCCCCSCC
H12_TRIS,amide,T15_OC8,4,1029.5,CCOCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCOCC)CC(CO)(CO)N(CCC(=O)NCCCCCCCCOCC)CCC(=O)NCCCCCCCCOCC
H12_TRIS,amide,T16_C11,4,1021.7,CCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)NCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCC
H13_MXA,ester,T1_C6,4,761.1,CCCCCCOC(=O)CCN(CCC(=O)OCCCCCC)Cc1ccc(CN(CCC(=O)OCCCCCC)CCC(=O)OCCCCCC)cc1
H13_MXA,ester,T2_C8,4,873.3,CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC)Cc1ccc(CN(CCC(=O)OCCCCCCCC)CCC(=O)OCCCCCCCC)cc1
H13_MXA,ester,T3_C10,4,985.5,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)Cc1ccc(CN(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC)cc1
H13_MXA,ester,T4_C12,4,1097.7,CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)Cc1ccc(CN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC)cc1
H13_MXA,ester,T5_C14,4,1210.0,CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)Cc1ccc(CN(CCC(=O)OCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCC)cc1
H13_MXA,ester,T6_C16,4,1322.2,CCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCC)Cc1ccc(CN(CCC(=O)OCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCC)cc1
H13_MXA,ester,T10_C12i,4,1153.9,CC(C)CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCC(C)C)Cc1ccc(CN(CCC(=O)OCCCCCCCCCCC(C)C)CCC(=O)OCCCCCCCCCCC(C)C)cc1
H13_MXA,ester,T13_C9,4,929.4,CCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCC)Cc1ccc(CN(CCC(=O)OCCCCCCCCC)CCC(=O)OCCCCCCCCC)cc1
H13_MXA,ester,T14_thioC8,4,1113.8,CCSCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCSCC)Cc1ccc(CN(CCC(=O)OCCCCCCCCSCC)CCC(=O)OCCCCCCCCSCC)cc1
H13_MXA,ester,T15_OC8,4,1049.5,CCOCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCOCC)Cc1ccc(CN(CCC(=O)OCCCCCCCCOCC)CCC(=O)OCCCCCCCCOCC)cc1
H13_MXA,ester,T16_C11,4,1041.6,CCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCC)Cc1ccc(CN(CCC(=O)OCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCC)cc1
H13_MXA,amide,T1_C6,4,757.2,CCCCCCNC(=O)CCN(CCC(=O)NCCCCCC)Cc1ccc(CN(CCC(=O)NCCCCCC)CCC(=O)NCCCCCC)cc1
H13_MXA,amide,T2_C8,4,869.4,CCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCC)Cc1ccc(CN(CCC(=O)NCCCCCCCC)CCC(=O)NCCCCCCCC)cc1
H13_MXA,amide,T3_C10,4,981.6,CCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCC)Cc1ccc(CN(CCC(=O)NCCCCCCCCCC)CCC(=O)NCCCCCCCCCC)cc1
H13_MXA,amide,T4_C12,4,1093.8,CCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCC)Cc1ccc(CN(CCC(=O)NCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCC)cc1
H13_MXA,amide,T5_C14,4,1206.0,CCCCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCCCC)Cc1ccc(CN(CCC(=O)NCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCC)cc1
H13_MXA,amide,T6_C16,4,1318.2,CCCCCCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCCCCCC)Cc1ccc(CN(CCC(=O)NCCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCCC)cc1
H13_MXA,amide,T10_C12i,4,1149.9,CC(C)CCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCC(C)C)Cc1ccc(CN(CCC(=O)NCCCCCCCCCCC(C)C)CCC(=O)NCCCCCCCCCCC(C)C)cc1
H13_MXA,amide,T13_C9,4,925.5,CCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCC)Cc1ccc(CN(CCC(=O)NCCCCCCCCC)CCC(=O)NCCCCCCCCC)cc1
H13_MXA,amide,T14_thioC8,4,1109.9,CCSCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCSCC)Cc1ccc(CN(CCC(=O)NCCCCCCCCSCC)CCC(=O)NCCCCCCCCSCC)cc1
H13_MXA,amide,T15_OC8,4,1045.6,CCOCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCOCC)Cc1ccc(CN(CCC(=O)NCCCCCCCCOCC)CCC(=O)NCCCCCCCCOCC)cc1
H13_MXA,amide,T16_C11,4,1037.7,CCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCC)Cc1ccc(CN(CCC(=O)NCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCC)cc1
