smiles,pred_delivery,head,linker,tail,n_tails,mw
CCOCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCOCC)CCN(CC)CC,0.0012600372647675,H2_DEAEA,amide,T15_OC8,2,570.9
CCOCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCOCC)CCN1CCN(CCC(=O)OCCCCCCCCOCC)CC1,-2.724342161045286e-05,H4_AEPZ,ester,T15_OC8,3,814.2
CCOCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCOCC)CCN1CCN(CCC(=O)NCCCCCCCCOCC)CC1,-0.000587381799694,H4_AEPZ,amide,T15_OC8,3,811.3
CCCCCCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)NCCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCCC,-0.0065981783567791,H12_TRIS,amide,T6_C16,4,1302.2
CCCCCCCCOC(=O)CCN(CCOCCN(CCC(=O)OCCCCCCCC)CCC(=O)OCCCCCCCC)CCC(=O)OCCCCCCCC,-0.0071210075020354,H5_bAE,ester,T2_C8,4,841.3
CCOCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCOCC)Cc1ccc(CN(CCC(=O)NCCCCCCCCOCC)CCC(=O)NCCCCCCCCOCC)cc1,-0.0153525315196556,H13_MXA,amide,T15_OC8,4,1045.6
CCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCC)CCC(=O)NCCCCCC,-0.016314870037827,H8_AEEA,amide,T1_C6,3,569.9
CCOCCCCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCCCCOCC)CCC(=O)OCCCCCCCCOCC)CCC(=O)OCCCCCCCCOCC,-0.0172532067192877,H6_DAP,ester,T15_OC8,4,987.5
CCOCCCCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCCCCOCC)CCC(=O)NCCCCCCCCOCC)CCC(=O)NCCCCCCCCOCC,-0.0184643125194127,H6_DAP,amide,T15_OC8,4,983.5
CC(C)CCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCC(C)C)CC(CO)(CO)N(CCC(=O)NCCCCCCCCCCC(C)C)CCC(=O)NCCCCCCCCCCC(C)C,-0.0187874144491471,H12_TRIS,amide,T10_C12i,4,1133.9
CCCCCCOC(=O)CCN(CCC(=O)OCCCCCC)Cc1ccc(CN(CCC(=O)OCCCCCC)CCC(=O)OCCCCCC)cc1,-0.0212677061728812,H13_MXA,ester,T1_C6,4,761.1
CCCCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCCCC)CCN1CCN(CCO)CC1,-0.0290046290216513,H9_PZE,ester,T7_C18,2,822.4
CCCCCCCCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCCCCCCCC)CCN1CCN(CCO)CC1,-0.029098504987816,H9_PZE,amide,T7_C18,2,820.4
CCCCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)NCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCC,-0.0292287645743227,H12_TRIS,amide,T5_C14,4,1190.0
CCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)OCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCC,-0.0296031441539844,H12_TRIS,ester,T6_C16,4,1306.1
CC(C)CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCC(C)C)CC(CO)(CO)N(CCC(=O)OCCCCCCCCCCC(C)C)CCC(=O)OCCCCCCCCCCC(C)C,-0.0364251810020044,H12_TRIS,ester,T10_C12i,4,1137.8
CCOCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCOCC)Cc1ccc(CN(CCC(=O)OCCCCCCCCOCC)CCC(=O)OCCCCCCCCOCC)cc1,-0.0395064982729428,H13_MXA,ester,T15_OC8,4,1049.5
CCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCC)CCC(=O)OCCCCCC,-0.0425225410950662,H8_AEEA,ester,T1_C6,3,572.8
CCCCCCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCCCCCC)CCN1CCN(CCO)CC1,-0.0435283440317609,H9_PZE,amide,T6_C16,2,764.3
CCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCC)CCN1CCN(CCO)CC1,-0.0438291653428581,H9_PZE,ester,T6_C16,2,766.2
CCCCCCNC(=O)CCN(CCOCCN(CCC(=O)NCCCCCC)CCC(=O)NCCCCCC)CCC(=O)NCCCCCC,-0.0483129494109561,H5_bAE,amide,T1_C6,4,725.1
CCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)NCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCC,-0.049436912137317,H12_TRIS,amide,T4_C12,4,1077.8
CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)OCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCC,-0.0507316599804014,H12_TRIS,ester,T5_C14,4,1193.9
CC(C)CCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCC(C)C)CCN1CCN(CCO)CC1,-0.0507799786001086,H9_PZE,amide,T10_C12i,2,680.1
CC(C)CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCC(C)C)CCN1CCN(CCO)CC1,-0.0509830164137976,H9_PZE,ester,T10_C12i,2,682.1
CCCCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCCCC)CCN1CCN(CCO)CC1,-0.0578290990445217,H9_PZE,amide,T5_C14,2,708.2
CCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)NCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCC,-0.0597301441229313,H12_TRIS,amide,T16_C11,4,1021.7
CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)CCN1CCN(CCO)CC1,-0.0600131270228875,H9_PZE,ester,T5_C14,2,710.1
CCCCCCOC(=O)CCN(CCOCCN(CCC(=O)OCCCCCC)CCC(=O)OCCCCCC)CCC(=O)OCCCCCC,-0.0676554231614395,H5_bAE,ester,T1_C6,4,729.1
CCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)NCCCCCCCCCC)CCC(=O)NCCCCCCCCCC,-0.0723799104217083,H12_TRIS,amide,T3_C10,4,965.5
CCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCC)CCN1CCN(CCO)CC1,-0.0732639206999518,H9_PZE,amide,T4_C12,2,652.1
CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC,-0.0741987105735311,H12_TRIS,ester,T4_C12,4,1081.7
CCSCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCSCC)CC(CO)(CO)N(CCC(=O)NCCCCCCCCSCC)CCC(=O)NCCCCCCCCSCC,-0.0755644568310663,H12_TRIS,amide,T14_thioC8,4,1093.8
CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)CCN1CCN(CCO)CC1,-0.0779132676358948,H9_PZE,ester,T4_C12,2,654.0
CCOCCCCCCCCNC(=O)CCN(CCOCCN(CCC(=O)NCCCCCCCCOCC)CCC(=O)NCCCCCCCCOCC)CCC(=O)NCCCCCCCCOCC,-0.0815348130032968,H5_bAE,amide,T15_OC8,4,1013.5
CCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCC)CCN1CCN(CCO)CC1,-0.0818489243152214,H9_PZE,amide,T16_C11,2,624.0
CCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)OCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCC,-0.0866863674271086,H12_TRIS,ester,T16_C11,4,1025.6
CCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCC)CCN1CCN(CCO)CC1,-0.0867640566190496,H9_PZE,ester,T16_C11,2,626.0
CCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCC)CC(CO)(CO)N(CCC(=O)NCCCCCCCCC)CCC(=O)NCCCCCCCCC,-0.0869606563447103,H12_TRIS,amide,T13_C9,4,909.4
CCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCC)CCN1CCN(CCO)CC1,-0.0910320914948772,H9_PZE,amide,T3_C10,2,596.0
CCSCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCSCC)CCN1CCN(CCO)CC1,-0.0933224980745207,H9_PZE,amide,T14_thioC8,2,660.1
CCOCCCCCCCCOC(=O)CCN(CCOCCN(CCC(=O)OCCCCCCCCOCC)CCC(=O)OCCCCCCCCOCC)CCC(=O)OCCCCCCCCOCC,-0.0942454518272197,H5_bAE,ester,T15_OC8,4,1017.5
CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)CCN1CCN(CCO)CC1,-0.0954803122678428,H9_PZE,ester,T3_C10,2,597.9
CCSCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCSCC)CCN1CCN(CCO)CC1,-0.0956202363107242,H9_PZE,ester,T14_thioC8,2,662.1
CCSCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCSCC)CC(CO)(CO)N(CCC(=O)OCCCCCCCCSCC)CCC(=O)OCCCCCCCCSCC,-0.0993579236142635,H12_TRIS,ester,T14_thioC8,4,1097.8
CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC,-0.0995096544806962,H12_TRIS,ester,T3_C10,4,969.5
CCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCC)CCN1CCN(CCO)CC1,-0.1017315492566801,H9_PZE,amide,T13_C9,2,567.9
CCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCC)CC(CO)(CO)N(CCC(=O)NCCCCCCCC)CCC(=O)NCCCCCCCC,-0.102373805301078,H12_TRIS,amide,T2_C8,4,853.3
CCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCC)CCN1CCN(CCO)CC1,-0.105107048331551,H9_PZE,ester,T13_C9,2,569.9
CCOCCCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCCOCC)CCC(=O)NCCCCCCCCOCC,-0.1082450632582653,H8_AEEA,amide,T15_OC8,3,786.2
CCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCC)CC(CO)(CO)N(CCC(=O)OCCCCCCCCC)CCC(=O)OCCCCCCCCC,-0.112945409519511,H12_TRIS,ester,T13_C9,4,913.4
CCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCC)CCN1CCN(CCO)CC1,-0.1142521070106252,H9_PZE,amide,T2_C8,2,539.9
CCOCCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCCOCC)CCC(=O)OCCCCCCCCOCC,-0.1156941215396493,H8_AEEA,ester,T15_OC8,3,789.1
CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC)CCN1CCN(CCO)CC1,-0.1185825451970343,H9_PZE,ester,T2_C8,2,541.8
CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC)CC(CO)(CO)N(CCC(=O)OCCCCCCCC)CCC(=O)OCCCCCCCC,-0.1301600146089859,H12_TRIS,ester,T2_C8,4,857.3
CCCCCCNC(=O)CCN(CCC(=O)NCCCCCC)CCN1CCN(CCO)CC1,-0.1390701526561832,H9_PZE,amide,T1_C6,2,483.7
CCCCCCNC(=O)CCN(CCC(=O)NCCCCCC)CC(CO)(CO)N(CCC(=O)NCCCCCC)CCC(=O)NCCCCCC,-0.140634424938755,H12_TRIS,amide,T1_C6,4,741.1
CCCCCCOC(=O)CCN(CCC(=O)OCCCCCC)CCN1CCN(CCO)CC1,-0.1486455158536451,H9_PZE,ester,T1_C6,2,485.7
CCOCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCOCC)CCN1CCN(CCO)CC1,-0.1530969520084587,H9_PZE,amide,T15_OC8,2,628.0
CCOCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCOCC)CCN1CCN(CCO)CC1,-0.1560199758112882,H9_PZE,ester,T15_OC8,2,629.9
CCOCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCOCC)CC(CO)(CO)N(CCC(=O)NCCCCCCCCOCC)CCC(=O)NCCCCCCCCOCC,-0.1636845525684774,H12_TRIS,amide,T15_OC8,4,1029.5
CCCCCCOC(=O)CCN(CCC(=O)OCCCCCC)CC(CO)(CO)N(CCC(=O)OCCCCCC)CCC(=O)OCCCCCC,-0.1760569757031137,H12_TRIS,ester,T1_C6,4,745.1
CCOCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCOCC)CC(CO)(CO)N(CCC(=O)OCCCCCCCCOCC)CCC(=O)OCCCCCCCCOCC,-0.1772854273530375,H12_TRIS,ester,T15_OC8,4,1033.5
