smiles,head,linker,tail,n_tails,mw,HeLa,lung,liver,spleen
CCSCCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCCSCC)CCC(=O)OCCCCCCCCSCC,H8_AEEA,ester,T14_thioC8,3,837.4,-0.17056280760786283,0.007600461542340858,-0.3524848348290478,-0.12417395633028669
CCOCCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCCOCC)CCC(=O)OCCCCCCCCOCC,H8_AEEA,ester,T15_OC8,3,789.1,-0.22795494696875096,-0.06242269723421414,-0.4038469142072282,-0.17857438063089376
CCCCCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCC,H8_AEEA,ester,T16_C11,3,783.2,-0.2023161548644472,-0.03213417419800982,-0.38194201094888547,-0.22099418021941789
CCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCC)CCC(=O)NCCCCCC,H8_AEEA,amide,T1_C6,3,569.9,-0.07660323894726169,0.08744472053962711,-0.28406870993448863,0.049984207231120945
CCCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCC)CCC(=O)NCCCCCCCC,H8_AEEA,amide,T2_C8,3,654.0,-0.06415196232382267,0.07009146754722637,-0.2868703383932033,-0.006627434713576197
CCCCCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCCCC)CCC(=O)NCCCCCCCCCC,H8_AEEA,amide,T3_C10,3,738.2,0.05322790542633836,0.11774865904126167,-0.26360920927592035,-0.0401997859949161
CCCCCCCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCC,H8_AEEA,amide,T4_C12,3,822.4,0.009062115738385178,0.06739186172121167,-0.29812832905672304,-0.13992300752566278
CCCCCCCCCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCC,H8_AEEA,amide,T5_C14,3,906.5,-0.06976811941603447,0.00614132477990374,-0.3355751707484786,-0.22887851737662834
CCCCCCCCCCCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCCC,H8_AEEA,amide,T6_C16,3,990.7,-0.15928852891580136,-0.0636852203177791,-0.38014802755535804,-0.3080144756828305
CCCCCCCCCCCCCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCCCCC,H8_AEEA,amide,T7_C18,3,1074.8,-0.2306214443623776,-0.13018635073916646,-0.4296296925815642,-0.37939493420413734
CC(C)CCCCCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCCCCC(C)C)CCC(=O)NCCCCCCCCCCC(C)C,H8_AEEA,amide,T10_C12i,3,864.4,-0.04117820564115154,0.10282419541075138,-0.11207860815520787,0.1649144079947929
CCCCCCCC/C=C\CCCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCC/C=C\CCCCCCCC)CCC(=O)NCCCCCCCC/C=C\CCCCCCCC,H8_AEEA,amide,T11_oleyl,3,1068.8,-0.035873959762304855,-0.05102321774099074,-0.37099978807831696,-0.28569426280997035
CCCCCCCC/C=C\C/C=C\CCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC)CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC,H8_AEEA,amide,T12_linoleyl,3,1062.8,0.05330496420094714,-0.03396399545595052,-0.3858138770213942,-0.2647477947720385
CCCCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCCC)CCC(=O)NCCCCCCCCC,H8_AEEA,amide,T13_C9,3,696.1,0.05913647968053206,0.13686212089583902,-0.2459144600808556,0.014415295332716526
CCSCCCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCCSCC)CCC(=O)NCCCCCCCCSCC,H8_AEEA,amide,T14_thioC8,3,834.4,0.040665244133236855,0.12322605732490352,-0.24770305903908896,-0.0023324611752954193
CCOCCCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCCOCC)CCC(=O)NCCCCCCCCOCC,H8_AEEA,amide,T15_OC8,3,786.2,-0.0753358781195427,0.025141001041929272,-0.3298689274935771,-0.07313675194603897
CCCCCCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCC,H8_AEEA,amide,T16_C11,3,780.3,0.03513600586488226,0.09413965249939057,-0.28216011743408814,-0.09095285534522086
CCCCCCOC(=O)CCN(CCC(=O)OCCCCCC)CCN1CCN(CCO)CC1,H9_PZE,ester,T1_C6,2,485.7,-0.26496284471956055,-0.17802834509575663,-0.324893741091803,-0.09292230050423586
CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC)CCN1CCN(CCO)CC1,H9_PZE,ester,T2_C8,2,541.8,-0.2071174401020933,-0.13872076597648939,-0.3078086812684539,-0.11830138707905231
CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)CCN1CCN(CCO)CC1,H9_PZE,ester,T3_C10,2,597.9,-0.14531953506901857,-0.10116949333289468,-0.30309967752667166,-0.147131816641158
CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)CCN1CCN(CCO)CC1,H9_PZE,ester,T4_C12,2,654.0,-0.11579736730131233,-0.10156215163049227,-0.3189467865390814,-0.19672204474776625
CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)CCN1CCN(CCO)CC1,H9_PZE,ester,T5_C14,2,710.1,-0.1306142092859593,-0.11488650522878248,-0.3369310157768769,-0.24893989730462424
CCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCC)CCN1CCN(CCO)CC1,H9_PZE,ester,T6_C16,2,766.2,-0.1803095736737093,-0.1435068834662521,-0.362410298080467,-0.30312370191956794
CCCCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCCCC)CCN1CCN(CCO)CC1,H9_PZE,ester,T7_C18,2,822.4,-0.23740735871086877,-0.1782384439608085,-0.3910755425084356,-0.35374887348296763
CC(C)CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCC(C)C)CCN1CCN(CCO)CC1,H9_PZE,ester,T10_C12i,2,682.1,-0.15159692113378817,-0.09702888568977355,-0.2061394592457789,-0.0057267845670257445
CCCCCCCC/C=C\CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC/C=C\CCCCCCCC)CCN1CCN(CCO)CC1,H9_PZE,ester,T11_oleyl,2,818.3,-0.10093586263262014,-0.13400963051938422,-0.3814764095543046,-0.30166474787520553
CCCCCCCC/C=C\C/C=C\CCCCCOC(=O)CCN(CCC(=O)OCCCCC/C=C\C/C=C\CCCCCCCC)CCN1CCN(CCO)CC1,H9_PZE,ester,T12_linoleyl,2,814.3,-0.026172699241536156,-0.14144747060834004,-0.39742967772511967,-0.3026614775967932
CCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCC)CCN1CCN(CCO)CC1,H9_PZE,ester,T13_C9,2,569.9,-0.17311689292932453,-0.11122388935828456,-0.3005397295122566,-0.1252735095842447
CCSCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCSCC)CCN1CCN(CCO)CC1,H9_PZE,ester,T14_thioC8,2,662.1,-0.16087362161977642,-0.09854650051312089,-0.2944622228983703,-0.12424003236678731
CCOCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCOCC)CCN1CCN(CCO)CC1,H9_PZE,ester,T15_OC8,2,629.9,-0.17325168252836376,-0.12833699256194248,-0.31402889071735623,-0.13918666453941592
CCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCC)CCN1CCN(CCO)CC1,H9_PZE,ester,T16_C11,2,626.0,-0.1259180950453506,-0.10045582891322162,-0.3098278891735934,-0.16993872524504275
CCCCCCNC(=O)CCN(CCC(=O)NCCCCCC)CCN1CCN(CCO)CC1,H9_PZE,amide,T1_C6,2,483.7,-0.26913878893448834,-0.14876412148876578,-0.30300351179939067,-0.05115614172313958
CCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCC)CCN1CCN(CCO)CC1,H9_PZE,amide,T2_C8,2,539.9,-0.21366116829586476,-0.11983273887882506,-0.28341981679886546,-0.07437579228175406
CCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCC)CCN1CCN(CCO)CC1,H9_PZE,amide,T3_C10,2,596.0,-0.12184138513180612,-0.08145979119019392,-0.258290892200876,-0.10498433839360952
CCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCC)CCN1CCN(CCO)CC1,H9_PZE,amide,T4_C12,2,652.1,-0.07448652508360434,-0.08038402218529213,-0.2771950910300386,-0.15803080512805856
CCCCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCCCC)CCN1CCN(CCO)CC1,H9_PZE,amide,T5_C14,2,708.2,-0.08143025212562456,-0.09133724986737328,-0.30259652180602764,-0.2118974140295699
CCCCCCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCCCCCC)CCN1CCN(CCO)CC1,H9_PZE,amide,T6_C16,2,764.3,-0.11870931162599936,-0.1129474738112571,-0.3318499116514286,-0.25995566931322195
CCCCCCCCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCCCCCCCC)CCN1CCN(CCO)CC1,H9_PZE,amide,T7_C18,2,820.4,-0.16958906503174753,-0.14185993152203819,-0.3645491071356179,-0.3110802036878869
CC(C)CCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCC(C)C)CCN1CCN(CCO)CC1,H9_PZE,amide,T10_C12i,2,680.1,-0.13263908092247406,-0.0795366474996932,-0.17636674433952576,0.043681332870891154
CCCCCCCC/C=C\CCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCC/C=C\CCCCCCCC)CCN1CCN(CCO)CC1,H9_PZE,amide,T11_oleyl,2,816.4,-0.03800327127790182,-0.11249727193423613,-0.3545834965620357,-0.2670950815575572
CCCCCCCC/C=C\C/C=C\CCCCCNC(=O)CCN(CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC)CCN1CCN(CCO)CC1,H9_PZE,amide,T12_linoleyl,2,812.3,-0.002649858216725093,-0.1162004961104834,-0.3543858912241901,-0.2617241445641282
CCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCC)CCN1CCN(CCO)CC1,H9_PZE,amide,T13_C9,2,567.9,-0.1565807732086629,-0.08850169446883886,-0.2565751309786196,-0.07831528515295234
CCSCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCSCC)CCN1CCN(CCO)CC1,H9_PZE,amide,T14_thioC8,2,660.1,-0.14276944698080923,-0.07915365601205357,-0.2534671806004636,-0.08232828963336714
CCOCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCOCC)CCN1CCN(CCO)CC1,H9_PZE,amide,T15_OC8,2,628.0,-0.15379294808956523,-0.10354684355875783,-0.28100704739007465,-0.09817709031040597
CCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCC)CCN1CCN(CCO)CC1,H9_PZE,amide,T16_C11,2,624.0,-0.09151669203681514,-0.07853619019371236,-0.2666073461361475,-0.1313043452522348
CCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCC,H10_DMPDA,ester,T1_C6,2,414.6,0.03295840258531104,0.02554853152862626,0.00993371331500863,0.29067010119333897
CCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCC,H10_DMPDA,ester,T2_C8,2,470.7,0.29645523531257434,0.08465280948892295,0.09369154914332109,0.324106934786023
CCCCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCCCC,H10_DMPDA,ester,T3_C10,2,526.8,0.5786027065434298,0.11683414458975512,0.13442719037448592,0.2916153044929346
CCCCCCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCCCCCC,H10_DMPDA,ester,T4_C12,2,583.0,0.6719937023667973,0.09867005282728927,0.10103261861842953,0.19434573068394304
CCCCCCCCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCCCCCCCC,H10_DMPDA,ester,T5_C14,2,639.1,0.6558437772360729,0.05890571379097428,0.05287895239588771,0.10511635040130365
CCCCCCCCCCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCCCCCCCCCC,H10_DMPDA,ester,T6_C16,2,695.2,0.5948285012826169,0.017314844880050806,-0.011895308497197278,0.024185583445104186
CCCCCCCCCCCCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCCCCCCCCCCCC,H10_DMPDA,ester,T7_C18,2,751.3,0.5151675596416627,-0.02495690763094404,-0.07388495422486642,-0.04503609339789984
CC(C)CCCCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCCCCC(C)C,H10_DMPDA,ester,T10_C12i,2,611.0,0.6436214543746164,0.1628646174271634,0.19173336985206518,0.3394077326230871
CCCCCCCC/C=C\CCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCC/C=C\CCCCCCCC,H10_DMPDA,ester,T11_oleyl,2,747.2,0.8836140391531195,0.04468557404010999,0.01368003698283284,0.048852464429830815
CCCCCCCC/C=C\C/C=C\CCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCC/C=C\C/C=C\CCCCCCCC,H10_DMPDA,ester,T12_linoleyl,2,743.2,0.9882728689631077,0.05526972647732196,0.02887667280532925,0.06659791137239623
CCCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCCC,H10_DMPDA,ester,T13_C9,2,498.8,0.4462920747155762,0.12065373013645693,0.13402110536098572,0.3387302583789042
CCSCCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCCSCC,H10_DMPDA,ester,T14_thioC8,2,591.0,0.5016292910741277,0.12402825411836342,0.12610914486922303,0.3164181903102175
CCOCCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCCOCC,H10_DMPDA,ester,T15_OC8,2,558.8,0.024518668956222782,-0.06704246948550655,-0.10778073434185358,0.13186866744742307
CCCCCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCCCCC,H10_DMPDA,ester,T16_C11,2,554.9,0.644889283511564,0.11018757121496929,0.1211747381926425,0.2425640790695371
CCCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCCC,H10_DMPDA,amide,T1_C6,2,412.7,-0.0373176283811373,0.0983264777663814,0.06667386089776643,0.4090627773607272
CCCCCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCCCCC,H10_DMPDA,amide,T2_C8,2,468.8,0.1592484816721022,0.10186833555420552,0.09915343162707689,0.373351547304085
CCCCCCCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCCCCCCC,H10_DMPDA,amide,T3_C10,2,524.9,0.6393575008293073,0.19699364502543912,0.22007108123114283,0.41342525062035296
CCCCCCCCCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCCCCCCCCC,H10_DMPDA,amide,T4_C12,2,581.0,0.7612664438331915,0.17550847649167478,0.17876683161363888,0.3110715542498123
CCCCCCCCCCCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCCCCCCCCCCC,H10_DMPDA,amide,T5_C14,2,637.1,0.7606642671402121,0.1307046461203659,0.1265865981352813,0.2130391268681672
CCCCCCCCCCCCCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCCCCCCCCCCCCC,H10_DMPDA,amide,T6_C16,2,693.2,0.6955243981451567,0.08595451347537415,0.062092282616769814,0.12649467068323303
CCCCCCCCCCCCCCCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCCCCCCCCCCCCCCC,H10_DMPDA,amide,T7_C18,2,749.3,0.6121729426205047,0.03948843595680818,0.002086497708736303,0.046349958822846
CC(C)CCCCCCCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCCCCCCCC(C)C,H10_DMPDA,amide,T10_C12i,2,609.0,0.6921641893494404,0.22833559905475873,0.25565670166252746,0.43642636695994436
CCCCCCCC/C=C\CCCCCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCCCCC/C=C\CCCCCCCC,H10_DMPDA,amide,T11_oleyl,2,745.3,0.961936408047151,0.10690450714262627,0.07766831352740691,0.14241210858574718
CCCCCCCC/C=C\C/C=C\CCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC,H10_DMPDA,amide,T12_linoleyl,2,741.2,0.925781258747751,0.10065485111170624,0.08161487622252916,0.1390115411491999
CCCCCCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCCCCCC,H10_DMPDA,amide,T13_C9,2,496.8,0.5034045366273632,0.19900128331916186,0.2320067929471711,0.46845706332756853
CCSCCCCCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCCCCCSCC,H10_DMPDA,amide,T14_thioC8,2,589.0,0.5409167147972626,0.19524757330999848,0.21528791850061854,0.4307209472837522
CCOCCCCCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCCCCCOCC,H10_DMPDA,amide,T15_OC8,2,556.9,0.013363062761668423,-0.014837006061211,-0.05012103318719293,0.2207272079837968
CCCCCCCCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCCCCCCCC,H10_DMPDA,amide,T16_C11,2,552.9,0.7222298572486491,0.19085486367378163,0.19976347536388941,0.3623191526877227
CCCCCCOC(=O)CCN(CCC(=O)OCCCCCC)CC(CO)(CO)N(CCC(=O)OCCCCCC)CCC(=O)OCCCCCC,H12_TRIS,ester,T1_C6,4,745.1,-0.4189991487492472,-0.2136415557321607,-0.5098729845066493,-0.2600236669487069
CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC)CC(CO)(CO)N(CCC(=O)OCCCCCCCC)CCC(=O)OCCCCCCCC,H12_TRIS,ester,T2_C8,4,857.3,-0.3789837758292789,-0.16176060101706063,-0.47340641974171316,-0.25023015109771996
CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC,H12_TRIS,ester,T3_C10,4,969.5,-0.3285458861492069,-0.12855172922853014,-0.4552553385392516,-0.2609533496921867
CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC,H12_TRIS,ester,T4_C12,4,1081.7,-0.33335265970159556,-0.1411369808304887,-0.4655741495347301,-0.32051208016504934
CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)OCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCC,H12_TRIS,ester,T5_C14,4,1193.9,-0.35805026819527874,-0.17110340278440248,-0.4826132687752545,-0.3789237787439509
CCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)OCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCC,H12_TRIS,ester,T6_C16,4,1306.1,-0.39851418154049284,-0.20770745837076868,-0.5111999843136358,-0.4357003685543268
CC(C)CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCC(C)C)CC(CO)(CO)N(CCC(=O)OCCCCCCCCCCC(C)C)CCC(=O)OCCCCCCCCCCC(C)C,H12_TRIS,ester,T10_C12i,4,1137.8,-0.31298634972828954,-0.11933235999084765,-0.37239507998094956,-0.11794103578295927
CCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCC)CC(CO)(CO)N(CCC(=O)OCCCCCCCCC)CCC(=O)OCCCCCCCCC,H12_TRIS,ester,T13_C9,4,913.4,-0.33357153223117036,-0.1322125118141368,-0.45627863844929023,-0.23957239066213024
CCSCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCSCC)CC(CO)(CO)N(CCC(=O)OCCCCCCCCSCC)CCC(=O)OCCCCCCCCSCC,H12_TRIS,ester,T14_thioC8,4,1097.8,-0.31760885386813037,-0.11812679361036613,-0.4443645319556778,-0.22792536321343934
CCOCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCOCC)CC(CO)(CO)N(CCC(=O)OCCCCCCCCOCC)CCC(=O)OCCCCCCCCOCC,H12_TRIS,ester,T15_OC8,4,1033.5,-0.3404721100821002,-0.14486606363285776,-0.44956369516222106,-0.2566183797578813
CCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)OCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCC,H12_TRIS,ester,T16_C11,4,1025.6,-0.32935349369089056,-0.13161386277078876,-0.4592865164292751,-0.2885356672834743
CCCCCCNC(=O)CCN(CCC(=O)NCCCCCC)CC(CO)(CO)N(CCC(=O)NCCCCCC)CCC(=O)NCCCCCC,H12_TRIS,amide,T1_C6,4,741.1,-0.2366928524237421,-0.07386393983274749,-0.42765180376566636,-0.12132576732624342
CCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCC)CC(CO)(CO)N(CCC(=O)NCCCCCCCC)CCC(=O)NCCCCCCCC,H12_TRIS,amide,T2_C8,4,853.3,-0.21964748006073914,-0.0556026489335061,-0.4085477894754132,-0.12784673970355126
CCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)NCCCCCCCCCC)CCC(=O)NCCCCCCCCCC,H12_TRIS,amide,T3_C10,4,965.5,-0.07952960795291227,0.015423645747538961,-0.370173742955224,-0.12440159191780431
CCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)NCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCC,H12_TRIS,amide,T4_C12,4,1077.8,-0.07519085311287729,-0.005575611656116339,-0.3789914805044895,-0.19965509074632554
CCCCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)NCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCC,H12_TRIS,amide,T5_C14,4,1190.0,-0.1128103455709905,-0.031021911298512384,-0.395914863316428,-0.26591045547710157
CCCCCCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)NCCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCCC,H12_TRIS,amide,T6_C16,4,1302.2,-0.15846831698104466,-0.0721307905428425,-0.4184206528016075,-0.3284438620723534
CC(C)CCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCC(C)C)CC(CO)(CO)N(CCC(=O)NCCCCCCCCCCC(C)C)CCC(=O)NCCCCCCCCCCC(C)C,H12_TRIS,amide,T10_C12i,4,1133.9,-0.14144601045394894,-0.00969194783794482,-0.2663194762962913,0.01740821334682713
CCCCCCCC/C=C\C/C=C\CCCCCNC(=O)CCN(CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC)CC(CO)(CO)N(CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC)CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC,H12_TRIS,amide,T12_linoleyl,4,1398.3,-0.001029484360477438,-0.06501871396959563,-0.43554870745952823,-0.31441006803704263
CCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCC)CC(CO)(CO)N(CCC(=O)NCCCCCCCCC)CCC(=O)NCCCCCCCCC,H12_TRIS,amide,T13_C9,4,909.4,-0.10041881647436415,0.01406305487290938,-0.3677752427410046,-0.09844112138142172
CCSCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCSCC)CC(CO)(CO)N(CCC(=O)NCCCCCCCCSCC)CCC(=O)NCCCCCCCCSCC,H12_TRIS,amide,T14_thioC8,4,1093.8,-0.09687784574778488,0.014650291032807742,-0.36315029798449694,-0.10172671885160003
CCOCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCOCC)CC(CO)(CO)N(CCC(=O)NCCCCCCCCOCC)CCC(=O)NCCCCCCCCOCC,H12_TRIS,amide,T15_OC8,4,1029.5,-0.18263247406720023,-0.038571383141421875,-0.38877385131791714,-0.15144525967160974
CCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)NCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCC,H12_TRIS,amide,T16_C11,4,1021.7,-0.07116505663329711,0.006823727924571202,-0.3726889328929234,-0.1605483874669118
CCCCCCOC(=O)CCN(CCC(=O)OCCCCCC)Cc1ccc(CN(CCC(=O)OCCCCCC)CCC(=O)OCCCCCC)cc1,H13_MXA,ester,T1_C6,4,761.1,-0.21171497852445736,-0.26004252004176054,-0.3834243321410238,-0.2712607078532331
CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC)Cc1ccc(CN(CCC(=O)OCCCCCCCC)CCC(=O)OCCCCCCCC)cc1,H13_MXA,ester,T2_C8,4,873.3,-0.1823481636819087,-0.2497914338968199,-0.3757773631536833,-0.27515555105784173
CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)Cc1ccc(CN(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC)cc1,H13_MXA,ester,T3_C10,4,985.5,-0.17162939017370493,-0.24178374802612726,-0.37970653606784255,-0.3084131279174928
CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)Cc1ccc(CN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC)cc1,H13_MXA,ester,T4_C12,4,1097.7,-0.2120126426420747,-0.2618535812054431,-0.38788826053975944,-0.36450592637577783
CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)Cc1ccc(CN(CCC(=O)OCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCC)cc1,H13_MXA,ester,T5_C14,4,1210.0,-0.25173562909325015,-0.28191347014195944,-0.4145384477286023,-0.4167680252320264
CCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCC)Cc1ccc(CN(CCC(=O)OCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCC)cc1,H13_MXA,ester,T6_C16,4,1322.2,-0.2864370904447204,-0.3138049093885428,-0.4570138034709904,-0.4702803359975037
CC(C)CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCC(C)C)Cc1ccc(CN(CCC(=O)OCCCCCCCCCCC(C)C)CCC(=O)OCCCCCCCCCCC(C)C)cc1,H13_MXA,ester,T10_C12i,4,1153.9,-0.08091411390710616,-0.20072154958896662,-0.29182231803481795,-0.17967472110723198
