smiles,ens_mean,ens_std,head,linker,tail,n_tails,mw,lite_pred,ens_rank,lite_rank
CCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCC)CCN1CCN(CCO)CC1,-0.07448652508360434,0.07075496587344081,H9_PZE,amide,T4_C12,2,652.1,-0.0732639206999518,218,291
CCCCCCNC(=O)CCN(CCC(=O)NCCCCCC)CCN(CC)CC,-0.07472854459033808,0.2093500697633694,H2_DEAEA,amide,T1_C6,2,426.7,0.1307473040664021,219,196
CCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)NCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCC,-0.07519085311287729,0.10145250584009367,H12_TRIS,amide,T4_C12,4,1077.8,-0.049436912137317,220,282
CCOCCCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCCOCC)CCC(=O)NCCCCCCCCOCC,-0.0753358781195427,0.11531496104254678,H8_AEEA,amide,T15_OC8,3,786.2,-0.1082450632582653,221,310
CCOCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCOCC)CCN(C)C,-0.07561601808220342,0.11461777420374157,H1_DMAEA,amide,T15_OC8,2,542.9,0.0259248615422845,222,239
CCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCC)CCC(=O)NCCCCCC,-0.07660323894726169,0.11057702205491438,H8_AEEA,amide,T1_C6,3,569.9,-0.016314870037827,223,267
CCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)NCCCCCCCCCC)CCC(=O)NCCCCCCCCCC,-0.07952960795291227,0.15424507570322604,H12_TRIS,amide,T3_C10,4,965.5,-0.0723799104217083,224,290
CC(C)CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCC(C)C)Cc1ccc(CN(CCC(=O)OCCCCCCCCCCC(C)C)CCC(=O)OCCCCCCCCCCC(C)C)cc1,-0.08091411390710616,0.13789083023525694,H13_MXA,ester,T10_C12i,4,1153.9,0.1123989948887032,225,206
CCCCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCCCC)CCN1CCN(CCO)CC1,-0.08143025212562456,0.08096349151228173,H9_PZE,amide,T5_C14,2,708.2,-0.0578290990445217,226,286
CCOCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCOCC)CCN1CCN(CCC(=O)OCCCCCCCCOCC)CC1,-0.08340237202247298,0.15118045743306377,H4_AEPZ,ester,T15_OC8,3,814.2,-2.724342161045286e-05,227,262
CCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCC)CCN1CCN(CCO)CC1,-0.09151669203681514,0.06953619117628339,H9_PZE,amide,T16_C11,2,624.0,-0.0818489243152214,228,296
CCOCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCOCC)CCN1CCN(C)CC1,-0.09153645096673182,0.1679900142713774,H3_MPZ,amide,T15_OC8,2,597.9,0.0201316644868989,229,243
CCCCCCOC(=O)CCN(CCC(=O)OCCCCCC)CCN(CC)CC,-0.093447137146081,0.12973066782542303,H2_DEAEA,ester,T1_C6,2,428.7,0.1309163130325603,230,195
CCCCCCOC(=O)CCN(CCC(=O)OCCCCCC)CCN1CCN(CCC(=O)OCCCCCC)CC1,-0.09502321822536401,0.0957891880562178,H4_AEPZ,ester,T1_C6,3,597.9,0.1968027317780225,231,159
CCSCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCSCC)CC(CO)(CO)N(CCC(=O)NCCCCCCCCSCC)CCC(=O)NCCCCCCCCSCC,-0.09687784574778488,0.1604959955289536,H12_TRIS,amide,T14_thioC8,4,1093.8,-0.0755644568310663,232,293
CCCCCCCCCCCCCCNC(=O)CCN(CCOCCN(CCC(=O)NCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCC,-0.09691406607480733,0.33574554956437364,H5_bAE,amide,T5_C14,4,1174.0,0.0464283097009593,233,234
CCOCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCOCC)CCN(CC)CC,-0.09987434644902413,0.13298837247528306,H2_DEAEA,ester,T15_OC8,2,572.9,0.0019747474346467,234,260
CCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCC)CC(CO)(CO)N(CCC(=O)NCCCCCCCCC)CCC(=O)NCCCCCCCCC,-0.10041881647436415,0.1783984317583594,H12_TRIS,amide,T13_C9,4,909.4,-0.0869606563447103,235,299
CCCCCCCC/C=C\CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC/C=C\CCCCCCCC)CCN1CCN(CCO)CC1,-0.10093586263262014,0.10653907240958428,H9_PZE,ester,T11_oleyl,2,818.3,0.0073490199239583,236,254
CCCCCCNC(=O)CCN(CCC(=O)NCCCCCC)CCN1CCN(CCC(=O)NCCCCCC)CC1,-0.10357272364245436,0.1646250264477582,H4_AEPZ,amide,T1_C6,3,594.9,0.2135389334593692,237,136
CCCCCCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCCCCCC)Cc1ccc(CN(CCC(=O)NCCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCCC)cc1,-0.10568300886905269,0.19697873261101745,H13_MXA,amide,T6_C16,4,1318.2,0.1435941388481023,238,187
CCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCC)CCN1CCN(C)CC1,-0.10742190513548341,0.0985096435349081,H3_MPZ,amide,T2_C8,2,509.8,0.1829531226710038,239,172
CCOCCCCCCCCNC(=O)CCN(CCOCCN(CCC(=O)NCCCCCCCCOCC)CCC(=O)NCCCCCCCCOCC)CCC(=O)NCCCCCCCCOCC,-0.10911274920146383,0.1815550439289255,H5_bAE,amide,T15_OC8,4,1013.5,-0.0815348130032968,240,295
CCCCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)NCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCC,-0.1128103455709905,0.07555211735451585,H12_TRIS,amide,T5_C14,4,1190.0,-0.0292287645743227,241,274
CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)CCN1CCN(CCO)CC1,-0.11579736730131233,0.07231610416279842,H9_PZE,ester,T4_C12,2,654.0,-0.0779132676358948,242,294
CCCCCCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCCCCCC)CCN1CCN(CCO)CC1,-0.11870931162599936,0.09012114141594466,H9_PZE,amide,T6_C16,2,764.3,-0.0435283440317609,243,279
CCOCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCOCC)Cc1ccc(CN(CCC(=O)NCCCCCCCCOCC)CCC(=O)NCCCCCCCCOCC)cc1,-0.1202914560329464,0.08993116859219603,H13_MXA,amide,T15_OC8,4,1045.6,-0.0153525315196556,244,266
CCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCC)CCN1CCN(CCO)CC1,-0.12184138513180612,0.07755364691163295,H9_PZE,amide,T3_C10,2,596.0,-0.0910320914948772,245,300
CCCCCCOC(=O)CCN(CCC(=O)OCCCCCC)CCN(C)C,-0.12430373566380992,0.1057437273203925,H1_DMAEA,ester,T1_C6,2,400.6,0.1351240466811558,246,192
CCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCC)CCN1CCN(CCO)CC1,-0.1259180950453506,0.07576054935050278,H9_PZE,ester,T16_C11,2,626.0,-0.0867640566190496,247,298
CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)CCN1CCN(CCO)CC1,-0.1306142092859593,0.077602667985293,H9_PZE,ester,T5_C14,2,710.1,-0.0600131270228875,248,288
CCCCCCCC/C=C\C/C=C\CCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCC/C=C\C/C=C\CCCCCCCC)CCC(=O)OCCCCC/C=C\C/C=C\CCCCCCCC,-0.13230373909783996,0.09333845814492937,H8_AEEA,ester,T12_linoleyl,3,1065.7,0.5863271261606327,249,16
CC(C)CCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCC(C)C)CCN1CCN(CCO)CC1,-0.13263908092247406,0.07851166862580099,H9_PZE,amide,T10_C12i,2,680.1,-0.0507799786001086,250,284
CC(C)CCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCC(C)C)CC(CO)(CO)N(CCC(=O)NCCCCCCCCCCC(C)C)CCC(=O)NCCCCCCCCCCC(C)C,-0.14144601045394894,0.03835543068536797,H12_TRIS,amide,T10_C12i,4,1133.9,-0.0187874144491471,251,270
CCSCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCSCC)CCN1CCN(CCO)CC1,-0.14276944698080923,0.07165740031917081,H9_PZE,amide,T14_thioC8,2,660.1,-0.0933224980745207,252,301
CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)CCN1CCN(CCO)CC1,-0.14531953506901857,0.0779653932332617,H9_PZE,ester,T3_C10,2,597.9,-0.0954803122678428,253,303
CC(C)CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCC(C)C)CCN1CCN(CCO)CC1,-0.15159692113378817,0.05387518488401624,H9_PZE,ester,T10_C12i,2,682.1,-0.0509830164137976,254,285
CCOCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCOCC)CCN1CCN(CCO)CC1,-0.15379294808956523,0.10027455390044523,H9_PZE,amide,T15_OC8,2,628.0,-0.1530969520084587,255,319
CCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCC)CCN1CCN(CCO)CC1,-0.1565807732086629,0.09189615591695037,H9_PZE,amide,T13_C9,2,567.9,-0.1017315492566801,256,307
CCCCCCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)NCCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCCC,-0.15846831698104466,0.09104389716437482,H12_TRIS,amide,T6_C16,4,1302.2,-0.0065981783567791,257,264
CCCCCCCCCCCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCCC,-0.15928852891580136,0.06298075635148431,H8_AEEA,amide,T6_C16,3,990.7,0.147958825612009,258,186
CCSCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCSCC)Cc1ccc(CN(CCC(=O)OCCCCCCCCSCC)CCC(=O)OCCCCCCCCSCC)cc1,-0.16033243263233804,0.06474364056874533,H13_MXA,ester,T14_thioC8,4,1113.8,0.0841434496959653,259,218
CCSCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCSCC)CCN1CCN(CCO)CC1,-0.16087362161977642,0.07481506374568593,H9_PZE,ester,T14_thioC8,2,662.1,-0.0956202363107242,260,304
CCCCCCCCCOC(=O)CCN(CCOCCN(CCC(=O)OCCCCCCCCC)CCC(=O)OCCCCCCCCC)CCC(=O)OCCCCCCCCC,-0.16186443327770467,0.12781118907460332,H5_bAE,ester,T13_C9,4,897.4,0.0072106056090575,261,255
CCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCC)Cc1ccc(CN(CCC(=O)OCCCCCCCCC)CCC(=O)OCCCCCCCCC)cc1,-0.16268339454597877,0.06776937945076178,H13_MXA,ester,T13_C9,4,929.4,0.0746328409197301,262,222
CCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCC)Cc1ccc(CN(CCC(=O)NCCCCCCCC)CCC(=O)NCCCCCCCC)cc1,-0.1637098688543235,0.08548251900069895,H13_MXA,amide,T2_C8,4,869.4,0.0757630000311557,263,221
CCCCCCCCNC(=O)CCN(CCOCCN(CCC(=O)NCCCCCCCC)CCC(=O)NCCCCCCCC)CCC(=O)NCCCCCCCC,-0.16423648780832786,0.14369566976133985,H5_bAE,amide,T2_C8,4,837.3,0.0041328692499224,264,258
CCSCCCCCCCCOC(=O)CCN(CCOCCN(CCC(=O)OCCCCCCCCSCC)CCC(=O)OCCCCCCCCSCC)CCC(=O)OCCCCCCCCSCC,-0.16563651158825204,0.1380485506440856,H5_bAE,ester,T14_thioC8,4,1081.8,0.009650696590932,265,253
CCCCCCCCCCCCCCCCNC(=O)CCN(CCOCCN(CCC(=O)NCCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCCC,-0.16672810796429266,0.3472524503508602,H5_bAE,amide,T6_C16,4,1286.2,0.0598740697775974,266,229
CCCCCCCCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCCCCCCCC)CCN1CCN(CCO)CC1,-0.16958906503174753,0.11015952613169278,H9_PZE,amide,T7_C18,2,820.4,-0.029098504987816,267,273
CCSCCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCCSCC)CCC(=O)OCCCCCCCCSCC,-0.17056280760786283,0.03357714901223271,H8_AEEA,ester,T14_thioC8,3,837.4,0.0600146530103792,268,228
CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)Cc1ccc(CN(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC)cc1,-0.17162939017370493,0.07058230398550112,H13_MXA,ester,T3_C10,4,985.5,0.0931745417655737,269,216
CCCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCCC)CCC(=O)OCCCCCCCCC,-0.1719120334419315,0.02974587854177345,H8_AEEA,ester,T13_C9,3,699.1,0.0525862383593795,270,231
CCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCC)CCN1CCN(CCO)CC1,-0.17311689292932453,0.08495271239336884,H9_PZE,ester,T13_C9,2,569.9,-0.105107048331551,271,309
CCOCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCOCC)CCN1CCN(CCO)CC1,-0.17325168252836376,0.11939375259380909,H9_PZE,ester,T15_OC8,2,629.9,-0.1560199758112882,272,320
CCCCCCNC(=O)CCN(CCC(=O)NCCCCCC)CCN1CCN(C)CC1,-0.17496626060305406,0.08754257256692408,H3_MPZ,amide,T1_C6,2,453.7,0.1361787798192988,273,191
CCCCCCCCCCOC(=O)CCN(CCOCCN(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC,-0.17824839588218172,0.13462227537339339,H5_bAE,ester,T3_C10,4,953.5,0.0146400852637402,274,250
CCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCC)CCN1CCN(CCO)CC1,-0.1803095736737093,0.08615509838711563,H9_PZE,ester,T6_C16,2,766.2,-0.0438291653428581,275,280
CCCCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC,-0.18122465585196196,0.05460999200023915,H8_AEEA,ester,T3_C10,3,741.2,0.0683131324110605,276,225
CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC)Cc1ccc(CN(CCC(=O)OCCCCCCCC)CCC(=O)OCCCCCCCC)cc1,-0.1823481636819087,0.08300974700214474,H13_MXA,ester,T2_C8,4,873.3,0.0518785284200272,277,232
CCOCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCOCC)CC(CO)(CO)N(CCC(=O)NCCCCCCCCOCC)CCC(=O)NCCCCCCCCOCC,-0.18263247406720023,0.14563375218365568,H12_TRIS,amide,T15_OC8,4,1029.5,-0.1636845525684774,278,321
CCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCC)Cc1ccc(CN(CCC(=O)OCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCC)cc1,-0.18891360629244988,0.0825301249212342,H13_MXA,ester,T16_C11,4,1041.6,0.1071331076388143,279,210
CCOCCCCCCCCOC(=O)CCN(CCOCCN(CCC(=O)OCCCCCCCCOCC)CCC(=O)OCCCCCCCCOCC)CCC(=O)OCCCCCCCCOCC,-0.19036346203491933,0.18142999594460632,H5_bAE,ester,T15_OC8,4,1017.5,-0.0942454518272197,280,302
CCCCCCNC(=O)CCN(CCC(=O)NCCCCCC)Cc1ccc(CN(CCC(=O)NCCCCCC)CCC(=O)NCCCCCC)cc1,-0.1920139507142657,0.11502794250058522,H13_MXA,amide,T1_C6,4,757.2,0.0142065269107603,281,251
CCOCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCOCC)Cc1ccc(CN(CCC(=O)OCCCCCCCCOCC)CCC(=O)OCCCCCCCCOCC)cc1,-0.195442497969126,0.07955477829192942,H13_MXA,ester,T15_OC8,4,1049.5,-0.0395064982729428,282,277
CCCCCCCCOC(=O)CCN(CCOCCN(CCC(=O)OCCCCCCCC)CCC(=O)OCCCCCCCC)CCC(=O)OCCCCCCCC,-0.19679747979162499,0.10230564932402046,H5_bAE,ester,T2_C8,4,841.3,-0.0071210075020354,283,265
CCCCCCCCCCCOC(=O)CCN(CCOCCN(CCC(=O)OCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCC,-0.19690750727232778,0.15033318208347515,H5_bAE,ester,T16_C11,4,1009.6,0.0206383178444299,284,242
CCCCCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCC,-0.2023161548644472,0.07593626190197583,H8_AEEA,ester,T16_C11,3,783.2,0.0834622135554506,285,219
CC(C)CCCCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCCCCC(C)C)CCC(=O)OCCCCCCCCCCC(C)C,-0.2060537459735313,0.08537883178773753,H8_AEEA,ester,T10_C12i,3,867.4,0.1010338505437055,286,212
CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC)CCN1CCN(CCO)CC1,-0.2071174401020933,0.09616899414534345,H9_PZE,ester,T2_C8,2,541.8,-0.1185825451970343,287,314
CCCCCCOC(=O)CCN(CCC(=O)OCCCCCC)Cc1ccc(CN(CCC(=O)OCCCCCC)CCC(=O)OCCCCCC)cc1,-0.21171497852445736,0.0899456414549345,H13_MXA,ester,T1_C6,4,761.1,-0.0212677061728812,288,271
CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)Cc1ccc(CN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC)cc1,-0.2120126426420747,0.10461577331815472,H13_MXA,ester,T4_C12,4,1097.7,0.1158553545913699,289,203
CCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCC)CCN1CCN(CCO)CC1,-0.21366116829586476,0.11545229381649616,H9_PZE,amide,T2_C8,2,539.9,-0.1142521070106252,290,312
CCCCCCCCCCCCOC(=O)CCN(CCOCCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC,-0.2142755793299765,0.16640499934899008,H5_bAE,ester,T4_C12,4,1065.7,0.0255868051572239,291,241
CCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCC)CC(CO)(CO)N(CCC(=O)NCCCCCCCC)CCC(=O)NCCCCCCCC,-0.21964748006073914,0.11239160102219356,H12_TRIS,amide,T2_C8,4,853.3,-0.102373805301078,292,308
CCCCCCCCCCCCCCCCCCNC(=O)CCN(CCOCCN(CCC(=O)NCCCCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCCCCC,-0.22018107227006928,0.35887995737741696,H5_bAE,amide,T7_C18,4,1398.4,0.0708225182134869,293,223
CCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCC)CCC(=O)OCCCCCCCC,-0.22170949447816451,0.05168933656861814,H8_AEEA,ester,T2_C8,3,657.0,0.0287799173731224,294,238
CCOCCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCCOCC)CCC(=O)OCCCCCCCCOCC,-0.22795494696875096,0.11079454076893268,H8_AEEA,ester,T15_OC8,3,789.1,-0.1156941215396493,295,313
CCCCCCCCCCCCCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCCCCC,-0.2306214443623776,0.09830887948522286,H8_AEEA,amide,T7_C18,3,1074.8,0.1644528995185666,296,180
CCCCCCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC,-0.23246089432687214,0.09172757073455616,H8_AEEA,ester,T4_C12,3,825.3,0.0969178028859385,297,214
CCCCCCNC(=O)CCN(CCC(=O)NCCCCCC)CC(CO)(CO)N(CCC(=O)NCCCCCC)CCC(=O)NCCCCCC,-0.2366928524237421,0.16213070667993826,H12_TRIS,amide,T1_C6,4,741.1,-0.140634424938755,298,317
CCCCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCCCC)CCN1CCN(CCO)CC1,-0.23740735871086877,0.1046336271864476,H9_PZE,ester,T7_C18,2,822.4,-0.0290046290216513,299,272
CCCCCCNC(=O)CCN(CCOCCN(CCC(=O)NCCCCCC)CCC(=O)NCCCCCC)CCC(=O)NCCCCCC,-0.24812823768173167,0.08292988860315219,H5_bAE,amide,T1_C6,4,725.1,-0.0483129494109561,300,281
CCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCC)CCC(=O)OCCCCCC,-0.2489259913188983,0.06472457432895608,H8_AEEA,ester,T1_C6,3,572.8,-0.0425225410950662,301,278
CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)Cc1ccc(CN(CCC(=O)OCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCC)cc1,-0.25173562909325015,0.14168106574773567,H13_MXA,ester,T5_C14,4,1210.0,0.1322846667523687,302,193
CCCCCCCC/C=C\CCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCC/C=C\CCCCCCCC)CCC(=O)OCCCCCCCC/C=C\CCCCCCCC,-0.25412467477814094,0.08314157399645285,H8_AEEA,ester,T11_oleyl,3,1071.8,0.2439761921414889,303,101
CCCCCCOC(=O)CCN(CCOCCN(CCC(=O)OCCCCCC)CCC(=O)OCCCCCC)CCC(=O)OCCCCCC,-0.25681818446249655,0.07110511638344608,H5_bAE,ester,T1_C6,4,729.1,-0.0676554231614395,304,289
CCCCCCCCCCCCCCOC(=O)CCN(CCOCCN(CCC(=O)OCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCC,-0.25819799032071944,0.21522604746274415,H5_bAE,ester,T5_C14,4,1177.9,0.0364272196927522,305,236
CCCCCCOC(=O)CCN(CCC(=O)OCCCCCC)CCN1CCN(CCO)CC1,-0.26496284471956055,0.1264407348202104,H9_PZE,ester,T1_C6,2,485.7,-0.1486455158536451,306,318
CCCCCCNC(=O)CCN(CCC(=O)NCCCCCC)CCN1CCN(CCO)CC1,-0.26913878893448834,0.13344378717313657,H9_PZE,amide,T1_C6,2,483.7,-0.1390701526561832,307,316
CCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCC)Cc1ccc(CN(CCC(=O)OCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCC)cc1,-0.2864370904447204,0.18130185003542532,H13_MXA,ester,T6_C16,4,1322.2,0.138921800833296,308,190
CCCCCCCCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCC,-0.2950492985030569,0.1166845838225766,H8_AEEA,ester,T5_C14,3,909.5,0.121548316329134,309,201
CCCCCCCCCCCCCCCCOC(=O)CCN(CCOCCN(CCC(=O)OCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCC,-0.3025403678550987,0.26869722838509846,H5_bAE,ester,T6_C16,4,1290.1,0.0494540938849459,310,233
CC(C)CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCC(C)C)CC(CO)(CO)N(CCC(=O)OCCCCCCCCCCC(C)C)CCC(=O)OCCCCCCCCCCC(C)C,-0.31298634972828954,0.0370996012026356,H12_TRIS,ester,T10_C12i,4,1137.8,-0.0364251810020044,311,276
CCSCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCSCC)CC(CO)(CO)N(CCC(=O)OCCCCCCCCSCC)CCC(=O)OCCCCCCCCSCC,-0.31760885386813037,0.10096006769071053,H12_TRIS,ester,T14_thioC8,4,1097.8,-0.0993579236142635,312,305
CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC,-0.3285458861492069,0.09363609055085033,H12_TRIS,ester,T3_C10,4,969.5,-0.0995096544806962,313,306
CCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)OCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCC,-0.32935349369089056,0.07807370640483169,H12_TRIS,ester,T16_C11,4,1025.6,-0.0866863674271086,314,297
CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC,-0.33335265970159556,0.07979201377764289,H12_TRIS,ester,T4_C12,4,1081.7,-0.0741987105735311,315,292
CCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCC)CC(CO)(CO)N(CCC(=O)OCCCCCCCCC)CCC(=O)OCCCCCCCCC,-0.33357153223117036,0.11919027826223617,H12_TRIS,ester,T13_C9,4,913.4,-0.112945409519511,316,311
CCOCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCOCC)CC(CO)(CO)N(CCC(=O)OCCCCCCCCOCC)CCC(=O)OCCCCCCCCOCC,-0.3404721100821002,0.11266605736089202,H12_TRIS,ester,T15_OC8,4,1033.5,-0.1772854273530375,317,323
CCCCCCCCCCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCC,-0.3536532731949838,0.12972512868460867,H8_AEEA,ester,T6_C16,3,993.6,0.1426946962018548,318,188
CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)OCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCC,-0.35805026819527874,0.11123654019622065,H12_TRIS,ester,T5_C14,4,1193.9,-0.0507316599804014,319,283
CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC)CC(CO)(CO)N(CCC(=O)OCCCCCCCC)CCC(=O)OCCCCCCCC,-0.3789837758292789,0.10017127718751907,H12_TRIS,ester,T2_C8,4,857.3,-0.1301600146089859,320,315
CCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)OCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCC,-0.39851418154049284,0.13864500087083015,H12_TRIS,ester,T6_C16,4,1306.1,-0.0296031441539844,321,275
