record_id,use_or_organism,product_name,manufacturer,submission_no,pathway,status_note,fda_link
NAT204,Chlamydia trachomatis / Neisseria gonorrhoeae,APTIMA Combo 2 Assay,"Gen-Probe, Inc.",K111409,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K111409
NAT205,Chlamydia trachomatis / Neisseria gonorrhoeae,APTIMA Combo 2 Assay (Panther System),"Hologic/Gen-Probe, Inc.",K132251; K190515; K220321,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K132251
NAT206,Chlamydia trachomatis / Neisseria gonorrhoeae,Aptima Combo 2® Assay (Panther® System) Aptima Combo 2® Assay (Tigris® DTS® System),"Hologic, Inc.",K200866; K220321,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K200866
NAT207,Chlamydia trachomatis / Neisseria gonorrhoeae,"BD MAX CT/GC/TV, BD MAX Instrument","Becton, Dickinson, & Co.",K151589; K151589/S001; K151589/S002,510(k); 历史K号：路径待核对,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K151589
NAT208,Chlamydia trachomatis / Neisseria gonorrhoeae,BD ProbeTec Chlamydia trachomatis (CT) Qx Amplified DNA Assay,"Becton, Dickinson, & Co.",K081824; K090824; K091724,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K081824
NAT209,Chlamydia trachomatis / Neisseria gonorrhoeae,BD Probetec Neisseria gonorrhoeae (GC) Qx Amplified DNA Assay,"Becton, Dickinson, & Co.",K081825; K090827; K090971; K091730,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K081825
NAT210,Chlamydia trachomatis / Neisseria gonorrhoeae,BD ProbeTec Chlamydia trachomatis (CT) Qx Amplified DNA Assay on the BD Viper LT System,"Becton, Dickinson, & Co.",K140446,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K140446
NAT211,Chlamydia trachomatis / Neisseria gonorrhoeae,BD Probetec Neisseria gonorrhoeae (GC) Qx Amplified DNA Assay on the BD Viper LT System,"Becton, Dickinson, & Co.",K140048,历史K号：路径待核对,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K140048
NAT212,Chlamydia trachomatis / Neisseria gonorrhoeae,BDProbeTec ET Chlamydia trachomatis and Neisseria gonorrhoeae Amplified DNA Assays,Becton Dickinson Microbiology Systems,K984631,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K984631
NAT213,Chlamydia trachomatis / Neisseria gonorrhoeae,BDProbeTec ET Chlamydia trachomatis and Neisseria gonorrhoeae Amplified DNA Assays,"Becton, Dickinson, & Co.",K012351,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K012351
NAT214,Chlamydia trachomatis / Neisseria gonorrhoeae,binx health io CT/NG Assay,"binx health, Inc.",K191352,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K191352
NAT215,Chlamydia trachomatis / Neisseria gonorrhoeae,binx io CT/NG Assay and binx io CT/NG System,binx health Inc,K200533,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K200533
NAT216,Chlamydia trachomatis / Neisseria gonorrhoeae,COBAS 4800 CT/NG Test,"Roche Molecular Systems, Inc.",K110923,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K110923
NAT217,Chlamydia trachomatis / Neisseria gonorrhoeae,COBAS AMPLICOR CT/NG test for Chlamydia trachomatis,"Roche Molecular Systems, Inc.",K973718,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K973718
NAT218,Chlamydia trachomatis / Neisseria gonorrhoeae,COBAS AMPLICOR CT/NG test for Chlamydia trachomatis,Roche Diagnostics Corp.,K053287,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K053287
NAT219,Chlamydia trachomatis / Neisseria gonorrhoeae,COBAS AMPLICOR CT/NG test for Neisseria gonorrhoeae,"Roche Molecular Systems, Inc.",K974342,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K974342
NAT220,Chlamydia trachomatis / Neisseria gonorrhoeae,COBAS AMPLICOR CT/NG test for Neisseria gonorrhoeae,Roche Diagnostics Corp.,K053289,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K053289
NAT221,Chlamydia trachomatis / Neisseria gonorrhoeae,COBAS CT/NG FOR USE ON COBAS 6800/8800 SYSTEMS,"Roche Molecular Systems, Inc.",K173887,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K173887
NAT222,Chlamydia trachomatis / Neisseria gonorrhoeae,cobas CT/NG v2.0 Test,"Roche Molecular Systems, Inc.",K132270; K140887; K163184,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K132270
NAT223,Chlamydia trachomatis / Neisseria gonorrhoeae,cobas CTNG for use on cobas 6800/8800 systems,"Roche Molecular Systems, Inc.",K202408,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K202408
NAT224,Chlamydia trachomatis / Neisseria gonorrhoeae,GEN-PROBE AMPLIFIED Chlamydia trachomatis Assay Kit,"Gen-Probe, Inc.",K962217,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K962217
NAT225,Chlamydia trachomatis / Neisseria gonorrhoeae,GEN-PROBE APTIMA Assay for Neisseria gonorrhoeae,"Gen-Probe, Inc.",K043144; K062440; K063664,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K043144
NAT226,Chlamydia trachomatis / Neisseria gonorrhoeae,GEN-PROBE APTIMA Assay for Chlamydia trachomatis,"Gen-Probe, Inc.",K043072; K053446; K063451,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K043072
NAT227,Chlamydia trachomatis / Neisseria gonorrhoeae,GEN-PROBE APTIMA Combo 2 Assay,"Gen-Probe, Inc.",K003395; K032554; K043224,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K003395
NAT228,Chlamydia trachomatis / Neisseria gonorrhoeae,GEN-PROBE PACE 2C System for Chlamydia trachomatis and Neisseria gonorrhoeae,"Gen-Probe, Inc.",K940979,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K940979
NAT229,Chlamydia trachomatis / Neisseria gonorrhoeae,GONOSPOT DNA Probe Culture Confirmation Test,"Ortho Diagnostic Systems, Inc.",K872628,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K872628
NAT230,Chlamydia trachomatis / Neisseria gonorrhoeae,GONOSTAT Gonococcal Detection Kit,"Sierra Diagnostics, Inc.",K991268,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K991268
NAT231,Chlamydia trachomatis / Neisseria gonorrhoeae,Hybrid Capture II CT/GC Test,Digene Corp.,K010891; K981567,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K010891
NAT232,Chlamydia trachomatis / Neisseria gonorrhoeae,Hybrid Capture II CT-ID Test,Digene Corp.,K010892; K990023,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K010892
NAT233,Chlamydia trachomatis / Neisseria gonorrhoeae,Hybrid Capture II GC-ID Test,Digene Corp.,K010893; K981485,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K010893
NAT234,Chlamydia trachomatis / Neisseria gonorrhoeae,LCx Chlamydia trachomatis Assay,Abbott Laboratories,K934622,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K934622
NAT235,Chlamydia trachomatis / Neisseria gonorrhoeae,LCx Neisseria gonorrhoeae Assay,Abbott Laboratories,K935833,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K935833
NAT236,Chlamydia trachomatis / Neisseria gonorrhoeae,PACE 2 Chlamydia trachomatis probe confirmation assay,"Gen-Probe, Inc.",K920302,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K920302
NAT237,Chlamydia trachomatis / Neisseria gonorrhoeae,PACE 2 Neisseria gonorrhoeae probe confirmation assay,"Gen-Probe, Inc.",K920301,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K920301
NAT238,Chlamydia trachomatis / Neisseria gonorrhoeae,PACE 2 System for Chlamydia trachomatis,"Gen-Probe, Inc.",K920378,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K920378
NAT239,Chlamydia trachomatis / Neisseria gonorrhoeae,GEN-PROBE PACE System for Chlamydia trachomatis,"Gen-Probe, Inc.",K874878,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K874878
NAT240,Chlamydia trachomatis / Neisseria gonorrhoeae,GEN-PROBE System for Neisseria gonorrhoeae,"Gen-Probe, Inc.",K874620,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K874620
NAT241,Chlamydia trachomatis / Neisseria gonorrhoeae,PACE System for Neisseria gonorrhoeae,"Gen-Probe, Inc.",K881277,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K881277
NAT242,Chlamydia trachomatis / Neisseria gonorrhoeae,Rapid Diagnostic System for Chlamydia trachomatis,"Gen-Probe, Inc.",K871878,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K871878
NAT243,Chlamydia trachomatis / Neisseria gonorrhoeae,Roche AMPLICOR CT/NG test for Neisseria gonorrhoeae,"Roche Molecular Systems, Inc.",K974503,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K974503
NAT244,Chlamydia trachomatis / Neisseria gonorrhoeae,Roche COBAS AMPLICOR Chlamydia trachomatis test,"Roche Molecular Systems, Inc.",K964507,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K964507
NAT245,Chlamydia trachomatis / Neisseria gonorrhoeae,TIGRIS DTS Automated Analyzer APTIMA Assay for Chlamydia trachomatis,"Gen-Probe, Inc.",K061413,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K061413
NAT246,Chlamydia trachomatis / Neisseria gonorrhoeae,TIGRIS DTS GEN-PROBE APTIMA Assay for Neisseria gonorrhoeae,"Gen-Probe, Inc.",K061509,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K061509
NAT247,Chlamydia trachomatis / Neisseria gonorrhoeae,TIGRIS DTS GEN-PROBE APTIMA COMBO 2 Assay,"Gen-Probe, Inc.",K060652,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K060652
NAT248,Chlamydia trachomatis / Neisseria gonorrhoeae,Xpert CT/NG,Cepheid,K121710,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K121710
NAT249,Chlamydia trachomatis / Neisseria gonorrhoeae,Xpert CT/NG,Cepheid,K190441,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K190441
NAT250,Chlamydia trachomatis / Neisseria gonorrhoeae,Aptima Combo 2 Assay (Panther System),"Hologic, Inc.",K190515,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K190515
NAT251,Chlamydia trachomatis / Neisseria gonorrhoeae,Aptima Neisseria gonorrhoeae Assay,"Hologic, Inc.",K231329,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K231329
NAT252,Chlamydia trachomatis / Neisseria gonorrhoeae,NeuMoDx CT/NG Assay 2.0,"NeuMoDx Molecular, Inc.",K230267,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K230267
NAT253,Chlamydia trachomatis / Neisseria gonorrhoeae,cobas liat CT/NG nucleic acid test,"Roche Molecular Systems, Inc.",K240217,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K240217
NAT254,Chlamydia trachomatis / Neisseria gonorrhoeae / Mycoplasma genitalium,cobas liat CT/NG/MG nucleic acid test,"Roche Molecular Systems, Inc.",K240197,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K240197
NAT255,CT/GC/TV QC material,BD MAX CT/GC/TV 20-DAY QC PANEL,"MICROBIOLOGICS, INC.",K181683,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K181683
NAT256,CT/GC QC material,Cepheid Xpert CT/NG Control Panel,"Microbiologics, Inc.",K190223,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K190223
NAT257,Cytomegalovirus,Abbott RealTime CMV,"Abbott Molecular, Inc.",P160044,PMA,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P160044
NAT258,Cytomegalovirus,"Alethia CMV DNA Amplification Assay, Alethia CMV External Control Kit","Meridian Bioscience, Inc.",DEN180040,De Novo,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN180040
NAT259,Cytomegalovirus,Alinity M CMV,"Abbott Molecular, Inc.",P210022,PMA,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P210022
NAT260,Cytomegalovirus,Aptima CMV Quant Assay,"Hologic, Inc.",K243935; P210029,510(k); PMA,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K243935
NAT261,Cytomegalovirus,ARTUS CMV RGQ MDX Kit,QIAGEN,P130027,PMA,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P130027
NAT262,Cytomegalovirus,COBAS AmpliPrep/COBAS TaqMan CMV Test,Roche Molecular Systems,P110037,PMA,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P110037
NAT263,Cytomegalovirus,COBAS CMV Test,Roche Molecular Systems,P160041,PMA,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P160041
NAT264,Cytomegalovirus,Simplexa Congenital CMV Direct and Simplexa Congenital CMV Positive Control Pack,DiaSorin Molecular LLC,K202755,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K202755
NAT265,Cytomegalovirus,NucliSens CMV pp67,Organon Teknika Corporation,K983762,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K983762
NAT266,Dengue virus,CDC DENV-1-4 Real-Time RT-PCR Assay,Centers for Disease Control and Prevention,K113336,历史K号：路径待核对,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K113336
NAT267,EBV Nuclear Antigen-1 DNA / Head and neck cancer associated viruses,NP Screen,Advance Sentry Corporation,DEN190031,De Novo,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN190031
NAT268,EBV / BKV,"cobas BKV, cobas EBV/BKV Control Kit, cobas Buffer Negative Control Kit","Roche Molecular Systems, Inc",K202215,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K202215
NAT269,BKV / Quantitative viral nucleic acid test for transplant patient management,cobas BKV,"Roche Molecular Systems, Inc.",K203220,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K203220
NAT270,EBV / Quantitative viral nucleic acid test for transplant patient management,cobas EBV,"Roche Molecular Systems, Inc.",DEN200015,De Novo,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN200015
NAT271,EBV / Quantitative viral nucleic acid test for transplant patient management,"ALINITY M EBV AMP KIT (LIST NO. 09N43-095), ALINITY M EBV CTRL KIT (LIST NO. 09N43-085), ALINITY M EBV CAL KIT (LIST NO. 09N43-075)","Abbott Molecular, Inc.",K212778,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K212778
NAT272,Entercoccus,IMDx Van R for Abbott m2000,"Intelligent Medical Devices, Inc.",K123753,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K123753
NAT273,Entercoccus,BD GeneOhm VanR Assay,"BD Diagnostics (GeneOhm Sciences, Inc.)",K102416,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K102416
NAT274,Entercoccus,Xpert vanA Assay,Cepheid,K092953; K243405,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K092953
NAT275,Entercoccus,E. faecalis/OE PNA,"AdvanDx, Inc.",K083074,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K083074
NAT276,Entercoccus,GBS PNA FISH,"AdvanDx, Inc.",K082612,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K082612
NAT277,Entercoccus,E. faecalis PNA FISH culture identification kit,"AdvanDx, Inc.",K063127,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K063127
NAT278,Enteric parasite QC material,"BD MAX ENTERIC PARASITE CONTROL PANEL, BD MAX ENTERIC PARASITE 20-DAY QC PANEL","MICROBIOLOGICS, INC.",K181711,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K181711
NAT279,Enterovirus,NucliSens EasyQ Enterovirus vl.1 Assay,"bioMérieux, Inc.",K063261; K093383,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K063261
NAT280,Escherichia coli / Klebsiella pneumoniae / Pseudomonas aeroginosa,GNR Traffic Light PNA FISH,"AdvanDx, Inc.",K101558,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K101558
NAT281,Escherichia coli / Klebsiella pneumoniae / Pseudomonas aeroginosa,E. coli/P. aeruginosa PNA FISH,"AdvanDx, Inc.",K081309; K092236,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K081309
NAT282,Escherichia coli / Klebsiella pneumoniae / Pseudomonas aeroginosa,EK/P aeruginosa PNA FISH,"AdvanDx, Inc.",K081433; K092393,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K081433
NAT283,Escherichia coli / Klebsiella pneumoniae / Pseudomonas aeroginosa,E. coli PNA FISH,"AdvanDx, Inc.",K082068,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K082068
NAT284,Francisella tularensis,JBAIDS Tularemia Detection Kit,"Idaho Technology, Inc.",K072547,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K072547
NAT285,Fungal Pathogen Panel,EPLEX BLOOD CULTURE IDENTIFICATION PANEL FUNGAL PATHOGEN (BCID-FP) PANEL,"GENMARK DIAGNOSTICS, INCORPORATED",K182690,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K182690
NAT286,Fungal Pathogen Panel,LIAISON PLEX Yeast Blood Culture Assay,Luminex Corporation,K240627,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K240627
NAT287,Gram-Positive / Gram-Negative Bacteria,"Accelerate Pheno System, Acceleraet Phenotest BC Kit",Accelerate Diagnostics,DEN160032; DEN160032/S001,De Novo,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN160032
NAT288,Gram-Positive / Gram-Negative Bacteria,Great Basin Staph ID/R Blood Culture Panel,"Great Basin Scientific, Inc.",K152470; K152470/S001,510(k); 历史K号：路径待核对,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K152470
NAT289,Gram-Positive / Gram-Negative Bacteria,hemoFISH Masterpanel,Miacom Diagnostics GMBH,K150031; K150031/S001,510(k); 历史K号：路径待核对,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K150031
NAT290,Gram-Positive / Gram-Negative Bacteria,IC-GPC Assay for use on the IC-System (positive blood cultures),"iCubate, Inc.",K163390; K163390/S001,510(k); 历史K号：路径待核对,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K163390
NAT291,Gram-Positive / Gram-Negative Bacteria,Verigene Gram-Positive Blood Culture Nucleic Acid Test (BC-GP),"Nanosphere, Inc.",K113450; K122514,510(k); 历史K号：路径待核对,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K113450
NAT292,Gram-Positive / Gram-Negative Bacteria,Xpert Carba-R (GNR),Cepheid,K152614; K152614/S001; K160901,510(k); 历史K号：路径待核对,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K152614
NAT293,Gram-Positive / Gram-Negative Bacteria,EPLEX BLOOD CULTURE IDENTIFICATION PANEL - GRAM POSITIVE (BCID-GP) PANEL,"GENMARK DIAGNOSTICS, INCORPORATED",K181663,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K181663
NAT294,Gram-Positive / Gram-Negative Bacteria,EPlex Blood Culture Identification Gram Negative (BCID-GN) Panel,"GenMark Diagnostics, Incorporated",K182619,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K182619
NAT295,Gram-Positive / Gram-Negative Bacteria,IC-GN IC-Cassette For Use On The IC-System,"ICubate, Inc.",K190341,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K190341
NAT296,Gram-Positive / Gram-Negative Bacteria (Antimicrobial resistance),XPERT CARBA-R,CEPHEID,K173263,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K173263
NAT297,Herpes simplex Virus,Aptima Herpes Simpex Viruses 1 & 2,"Hologic, Inc.",K162673; K162673/S001,510(k); 历史K号：路径待核对,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K162673
NAT298,Herpes simplex Virus,"ARIES HSV 1&2 Assay Cassettes - Carton of 24 (IVD), ARIES HSV 1&2 Assay Protocol File Kit",Luminex Corporation,K151906,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K151906
