marker_id,category_cn,label,tier,n_510k,n_denovo,n_pma,link_status,ex_510k,ex_denovo,ex_pma,clia_analyte_id,n_clia,clia_doc_examples,notes,official_link,source
M0605,组织相容性,HNA antibody detection,抗体／免疫反应性,0,0,0,仅CLIA记录：三路径待核实,,,,1191,2,CR190372; CR210002,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0606,组织相容性,HNA DNA based antigen typing,遗传／核酸／分型,0,0,0,仅CLIA记录：三路径待核实,,,,1192,1,CR190358,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0607,临床生化,Holotranscobalamin,分析物／抗原／病原体标签,0,0,0,仅CLIA记录：三路径待核实,,,,1051,8,CR160128; CR160425; CR180316; CR180618; CR230749,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0608,临床生化,Homocysteine,分析物／抗原／病原体标签,35,0,0,已关联历史获准记录（目录／数据库级）,K001647; K003597; K011689,,,297,140,CR150503; CR160254; CR160255; CR160256; CR160257,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K001647,catalog_v1
M0609,临床生化,Homocystine,分析物／抗原／病原体标签,1,0,0,已关联历史获准记录（目录／数据库级）,K925093,,,570,1,K925093,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K925093,catalog_v1
M0610,内分泌与生殖,Homovanillic acid (HVA),分析物／抗原／病原体标签,2,0,0,已关联历史获准记录（目录／数据库级）,K934977; K960392,,,601,3,CDC000037; K934977; K960392,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K934977,catalog_v1
M0611,细菌与耐药,host biomarker proteins in blood,组合／谱／比值：成员待展开,0,0,0,仅CLIA记录：三路径待核实,,,,1252,4,CR230166; CR230171; CR260203; CW250015,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0612,病毒,Host biomarker proteins in blood (Virology),组合／谱／比值：成员待展开,0,0,0,仅CLIA记录：三路径待核实,,,,1254,4,CR230166; CR230171; CR260203; CW250015,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0613,病毒,host biomarker proteins in serum,组合／谱／比值：成员待展开,0,0,0,仅CLIA记录：三路径待核实,,,,1222; 1223; 1233,5,CR210023; CR210483; CR220278,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0614,免疫与自身免疫,HTLV antibodies,抗体／免疫反应性,0,0,0,仅CLIA记录：三路径待核实,,,,714,8,CDC000061; CDC000079; CDC000202; CDC000415; CDC000444,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0615,免疫与自身免疫,Human anti-mouse antibodies (HAMA),抗体／免疫反应性,1,0,0,已关联历史获准记录（目录／数据库级）,K972873,,,678,1,K972873,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K972873,catalog_v1
M0616,免疫与自身免疫,Human anti-rabbit antibodies,抗体／免疫反应性,1,0,0,已关联历史获准记录（目录／数据库级）,K973203,,,680,1,K973203,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K973203,catalog_v1
M0617,内分泌与生殖,Human growth hormone (GH),分析物／抗原／病原体标签,12,0,0,已关联历史获准记录（目录／数据库级）,K022603; K023049; K060256,,,56,58,CDC000090; CDC000129; CDC000141; CDC000155; CDC000184,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K022603,catalog_v1
M0618,临床生化,"Human hemoglobin, feces",分析物／抗原／病原体标签,1,0,0,已关联历史获准记录（目录／数据库级）,K874482,,,522,1,K874482,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K874482,catalog_v1
M0619,临床生化,human kallikrein 2 (hK2),分析物／抗原／病原体标签,0,0,0,仅CLIA记录：三路径待核实,,,,1226,1,CR190560,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0620,病毒,Human metapneumovirus (HMPV),分析物／抗原／病原体标签,7,0,0,已关联历史获准记录（目录／数据库级）,K082688; K090073; K091171,,,932,9,CR170347; K082688; K090073; K091171; K093233,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K082688,catalog_v1
M0621,病毒,Human papillomavirus (HPV),分析物／抗原／病原体标签,1,0,5,已关联历史获准记录（目录／数据库级）,K890064,,P080014; P080015; P100020,529,21,CDC000096; CR160458; CR170168; CR170169; CR170396,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K890064,catalog_v1
M0622,内分泌与生殖,Human placental lactogen (HPL),分析物／抗原／病原体标签,3,0,0,已关联历史获准记录（目录／数据库级）,K022603; K944933; K970227,,,429,4,CDC000090; K022603; K944933; K970227,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K022603,catalog_v1
M0623,毒理与治疗药物监测,Hydrocodone,分析物／抗原／病原体标签,0,0,0,仅CLIA记录：三路径待核实,,,,1284,1,CR250505,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0624,临床生化,Hydroxylysine,分析物／抗原／病原体标签,1,0,0,已关联历史获准记录（目录／数据库级）,K925093,,,571,1,K925093,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K925093,catalog_v1
M0625,临床生化,Hydroxyproline,分析物／抗原／病原体标签,2,0,0,已关联历史获准记录（目录／数据库级）,K925093; K943978,,,572,4,CR170132; CR220404; K925093; K943978,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K925093,catalog_v1
M0626,病理与分子肿瘤,IDH1 mutation,遗传／核酸／分型,0,0,4,已关联历史获准记录（目录／数据库级）,,,P160045/S028; P170041; P170041/S006,1108,1,CR170647,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P170041,catalog_v1
M0627,病理与分子肿瘤,IDH2 mutation,遗传／核酸／分型,0,0,1,已关联历史获准记录（目录／数据库级）,,,P170005,1084,1,CR170054,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P170005,catalog_v1
M0628,血液学与凝血,IG (Immature Granulocyte) Count,功能／计数／检测对象组,1,0,0,已关联历史获准记录（目录／数据库级）,K112605,,,1103,14,CR160085; CR170022; CR170229; CR250174; CR250286,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K112605,catalog_v1
M0629,病毒,IgM antibody to hepatitis A virus,抗体／免疫反应性,2,0,1,已关联历史获准记录（目录／数据库级）,K063329; K083173,,P790019,933,7,CR230084; K063329; K083173; P790019,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K063329,catalog_v1
M0630,血液学与凝血,Immature Platelet Fraction (IPF),分析物／抗原／病原体标签,1,0,0,已关联历史获准记录（目录／数据库级）,K112605,,,1283,7,CR250174; CR250286; CR250603; K112605,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K112605,catalog_v1
M0631,免疫与自身免疫,Immune complexes (CIC),分析物／抗原／病原体标签,2,0,0,已关联历史获准记录（目录／数据库级）,K032254; K032796,,,468,6,CDC000094; CDC000221; CDC000246; K032254; K032796,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K032254,catalog_v1
M0632,病理与分子肿瘤,Immunoglobulin receptor gene rearrangement or translocation in genomic DNA,遗传／核酸／分型,0,0,0,仅CLIA记录：三路径待核实,,,,1114,2,CR170542; CR200001,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0633,免疫与自身免疫,Immunoglobulins - monoclonal/polyclonal,分析物／抗原／病原体标签,14,0,0,已关联历史获准记录（目录／数据库级）,K042939; K050119; K082085,,,551,30,CDC000123; CDC000155; CDC000300; CR140495; CR160382,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K042939,catalog_v1
M0634,免疫与自身免疫,Immunoglobulins IgA,分析物／抗原／病原体标签,53,0,0,已关联历史获准记录（目录／数据库级）,K001647; K010061; K011213,,,242,231,CDC000033; CDC000035; CDC000044; CDC000071; CDC000104,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K001647,catalog_v1
M0635,免疫与自身免疫,Immunoglobulins IgA kappa (IgAK),分析物／抗原／病原体标签,1,0,0,已关联历史获准记录（目录／数据库级）,K082823,,,951,4,CR150307; CR160132; CR250031; K082823,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K082823,catalog_v1
M0636,免疫与自身免疫,Immunoglobulins IgA lambda (IgAL),分析物／抗原／病原体标签,1,0,0,已关联历史获准记录（目录／数据库级）,K082823,,,952,4,CR150307; CR160132; CR250031; K082823,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K082823,catalog_v1
M0637,免疫与自身免疫,Immunoglobulins IgA subclasses,分析物／抗原／病原体标签,3,0,0,已关联历史获准记录（目录／数据库级）,K100588; K931806; K981912,,,595,7,CR150056; CR150091; CR150332; K100588; K931806,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K100588,catalog_v1
M0638,免疫与自身免疫,Immunoglobulins IGD,分析物／抗原／病原体标签,4,0,0,已关联历史获准记录（目录／数据库级）,K002561; K051299; K092450,,,276,11,CDC000123; CDC000130; CDC000155; CDC000157; CDC000260,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K002561,catalog_v1
M0639,免疫与自身免疫,Immunoglobulins IgE,抗体／免疫反应性,40,0,0,已关联历史获准记录（目录／数据库级）,K001647; K002560; K010855,,,222,173,CDC000002; CDC000033; CDC000035; CDC000044; CDC000047,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K001647,catalog_v1
M0640,免疫与自身免疫,Immunoglobulins IgG,抗体／免疫反应性,52,0,0,已关联历史获准记录（目录／数据库级）,K001647; K010061; K011213,,,212,227,CDC000016; CDC000033; CDC000035; CDC000044; CDC000104,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K001647,catalog_v1
M0641,免疫与自身免疫,Immunoglobulins IgG Kappa (IgGK),抗体／免疫反应性,0,0,0,仅CLIA记录：三路径待核实,,,,1055,3,CR160362; CR170496; CR250031,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0642,免疫与自身免疫,Immunoglobulins IgG Lambda (IgGL),抗体／免疫反应性,0,0,0,仅CLIA记录：三路径待核实,,,,1054,3,CR160362; CR170496; CR250031,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0643,免疫与自身免疫,Immunoglobulins IgG subclasses,抗体／免疫反应性,21,0,0,已关联历史获准记录（目录／数据库级）,K000701; K001647; K012291,,,141,50,CDC000154; CDC000260; CR140377; CR150103; CR150332,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K000701,catalog_v1
M0644,免疫与自身免疫,Immunoglobulins IgM,抗体／免疫反应性,53,0,0,已关联历史获准记录（目录／数据库级）,K001647; K010061; K011213,,,213,235,CDC000016; CDC000033; CDC000035; CDC000044; CDC000104,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K001647,catalog_v1
M0645,免疫与自身免疫,Immunoglobulins IgM kappa (IgMK),抗体／免疫反应性,0,0,0,仅CLIA记录：三路径待核实,,,,1285,1,CR250031,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0646,免疫与自身免疫,Immunoglobulins IgM lambda (IgML),抗体／免疫反应性,0,0,0,仅CLIA记录：三路径待核实,,,,1286,1,CR250031,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0647,输血与免疫血液学,Indirect Antiglobulin Test (IAT),分析物／抗原／病原体标签,0,0,0,仅CLIA记录：三路径待核实,,,,1196,3,CR190443; CR190764; CR210322,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0648,免疫与自身免疫,Infectious mononucleosis antibodies (mono),抗体／免疫反应性,20,0,0,已关联历史获准记录（目录／数据库级）,K012901; K030215; K042272,,,66,175,CDC000018; CDC000046; CDC000092; CDC000115; CDC000117,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K012901,catalog_v1
M0649,毒理与治疗药物监测,Infliximab,分析物／抗原／病原体标签,0,1,0,已关联历史获准记录（目录／数据库级）,,DEN210056,,1260,1,CR210471,路线为空表示本次未建立直接关联，不表示没有获准产品。 De Novo依据见目录映射表；未回填panel内部成员。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN210056,catalog_v1
M0650,病毒,Influenza A,分析物／抗原／病原体标签,16,0,0,已关联历史获准记录（目录／数据库级）,K021649; K031899; K041441,,,286,38,CDC000032; CDC000290; CDC000333; CDC000334; CDC000410,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K021649,catalog_v1
M0651,免疫与自身免疫,Influenza A antibodies,抗体／免疫反应性,0,0,0,仅CLIA记录：三路径待核实,,,,738,1,CDC000036,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0652,病毒,Influenza A/2009 H1N1,分析物／抗原／病原体标签,5,0,0,已关联历史获准记录（目录／数据库级）,K100148; K101564; K101855,,,953,6,CR170006; K100148; K101564; K101855; K111507,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K100148,catalog_v1
M0653,病毒,Influenza A/B,组合／谱／比值：成员待展开,43,0,0,已关联历史获准记录（目录／数据库级）,K001364; K011684; K023556,,,280,136,CR140054; CR140203; CR140370; CR150050; CR150335,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K001364,catalog_v1
M0654,病毒,Influenza A/H1 virus,分析物／抗原／病原体标签,2,0,0,已关联历史获准记录（目录／数据库级）,K080570; K111507,,,939,3,CR140052; K080570; K111507,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K080570,catalog_v1
M0655,病毒,Influenza A/H3 virus,分析物／抗原／病原体标签,2,0,0,已关联历史获准记录（目录／数据库级）,K080570; K111507,,,940,2,K080570; K111507,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K080570,catalog_v1
M0656,病毒,"Influenza A/H5 virus, (asian lineage)",分析物／抗原／病原体标签,4,1,0,已关联历史获准记录（目录／数据库级）,K080570; K083278; K100287,DEN060008,,858,8,CR140055; CR200087; K060159; K080570; K083278,路线为空表示本次未建立直接关联，不表示没有获准产品。 De Novo依据见目录映射表；未回填panel内部成员。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K080570,catalog_v1
M0657,病毒,Influenza B,分析物／抗原／病原体标签,13,0,0,已关联历史获准记录（目录／数据库级）,K021646; K031899; K041439,,,462,30,CDC000290; CDC000333; CDC000334; CDC000410; CR170006,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K021646,catalog_v1
M0658,免疫与自身免疫,Influenza B antibodies,抗体／免疫反应性,0,0,0,仅CLIA记录：三路径待核实,,,,739,1,CDC000036,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0659,临床生化,Inhibin-A,分析物／抗原／病原体标签,0,0,0,仅CLIA记录：三路径待核实,,,,882,12,CR150121; CR230115; CR250316; X070012; X070020,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0660,内分泌与生殖,Insulin,分析物／抗原／病原体标签,9,0,0,已关联历史获准记录（目录／数据库级）,K022603; K023049; K060256,,,344,80,CDC000073; CDC000090; CDC000091; CDC000141; CDC000193,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K022603,catalog_v1
M0661,免疫与自身免疫,Insulin autoantibodies (IAA),抗体／免疫反应性,1,0,0,已关联历史获准记录（目录／数据库级）,K070183,,,884,2,CR170295; K070183,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K070183,catalog_v1
M0662,内分泌与生殖,Insulin-like growth factor bind. protein1 (IGFBP-1),分析物／抗原／病原体标签,2,0,0,已关联历史获准记录（目录／数据库级）,K061886; K110605,,,879,2,K061886; K110605,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K061886,catalog_v1
M0663,内分泌与生殖,Insulin-like growth factor binding protein3 (IGFBP-3),分析物／抗原／病原体标签,5,0,0,已关联历史获准记录（目录／数据库级）,K921868; K930047; K946247,,,543,22,CR180640; CR220404; CR260395; CR260396; K921868,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K921868,catalog_v1
M0664,内分泌与生殖,Insulin-like growth factor-1 (IGF-1),分析物／抗原／病原体标签,5,0,0,已关联历史获准记录（目录／数据库级）,K950510; K951752; K952505,,,638,27,CDC000091; CDC000141; CDC000197; CR170556; CR180219,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K950510,catalog_v1
M0665,内分泌与生殖,Insulin-like growth factor-II (IGF-II),分析物／抗原／病原体标签,1,0,0,已关联历史获准记录（目录／数据库级）,K962758,,,669,1,K962758,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K962758,catalog_v1
M0666,免疫与自身免疫,Interleukin-2 receptor (IL-2R),分析物／抗原／病原体标签,0,0,0,仅CLIA记录：三路径待核实,,,,830,1,CDC000320,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0667,寄生虫,Intestinal parasites,功能／计数／检测对象组,0,0,0,仅CLIA记录：三路径待核实,,,,784,3,CDC000131,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0668,免疫与自身免疫,Intrinsic factor blocking antibody (IFBAB),抗体／免疫反应性,6,0,0,已关联历史获准记录（目录／数据库级）,K023764; K033603; K042291,,,479,16,CDC000090; CR240163; CR250370; K023764; K033603,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K023764,catalog_v1
M0669,血液学与凝血,IRF (immature reticulocyte fraction),分析物／抗原／病原体标签,2,0,0,已关联历史获准记录（目录／数据库级）,K010765; K112605,,,336,21,CR160085; CR170022; CR170229; CR220004; CR230579,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K010765,catalog_v1
M0670,临床生化,Iron,分析物／抗原／病原体标签,77,0,0,已关联历史获准记录（目录／数据库级）,K003721; K010061; K011213,,,169,338,CDC000023; CDC000035; CDC000055; CDC000086; CDC000089,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K003721,catalog_v1
M0671,临床生化,Iron binding capacity (post saturation/separation),组合／谱／比值：成员待展开,20,0,0,已关联历史获准记录（目录／数据库级）,K011213; K013102; K030528,,,359,161,CDC000023; CDC000035; CDC000055; CDC000086; CDC000089,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K011213,catalog_v1
M0672,临床生化,"Iron binding capacity, total",分析物／抗原／病原体标签,28,0,0,已关联历史获准记录（目录／数据库级）,K000781; K010061; K011465,,,153,67,CR160146; CR180243; CR180524; CR190014; CR190084,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K000781,catalog_v1
M0673,临床生化,"Iron binding capacity, unsat. (UIBC) no pretreat.",分析物／抗原／病原体标签,0,0,0,仅CLIA记录：三路径待核实,,,,912,6,CR190242; CR190280; CR190331,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0674,临床生化,"Iron binding capacity, unsat. (UIBC) no pretreatment",分析物／抗原／病原体标签,26,0,0,已关联历史获准记录（目录／数据库级）,K011720; K011843; K012340,,,170,170,CDC000274; CDC000433; CDC000474; CDC000480; CR150108,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K011720,catalog_v1
M0675,临床生化,Isocitric dehydrogenase,分析物／抗原／病原体标签,0,0,0,仅CLIA记录：三路径待核实,,,,719,5,CDC000246; CDC000416; CDC000467,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0676,输血与免疫血液学,Isohemagglutinins,分析物／抗原／病原体标签,0,0,0,仅CLIA记录：三路径待核实,,,,747,4,CDC000083; CDC000131,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0677,临床生化,Isoleucine,分析物／抗原／病原体标签,2,0,0,已关联历史获准记录（目录／数据库级）,K925093; K943978,,,573,2,K925093; K943978,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K925093,catalog_v1
M0678,毒理与治疗药物监测,Isonicotinic acid,分析物／抗原／病原体标签,1,0,0,已关联历史获准记录（目录／数据库级）,K912888,,,537,2,CDC000095; K912888,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K912888,catalog_v1
M0679,病理与分子肿瘤,JAK2 mutation,遗传／核酸／分型,0,1,0,已关联历史获准记录（目录／数据库级）,,DEN160028,,1068,2,CR160351; CR170402,路线为空表示本次未建立直接关联，不表示没有获准产品。 De Novo依据见目录映射表；未回填panel内部成员。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN160028,catalog_v1
M0680,病毒,JCV antibodies,抗体／免疫反应性,1,1,0,已关联历史获准记录（目录／数据库级）,K120986,DEN120008,,998,2,CR170007; K120986,路线为空表示本次未建立直接关联，不表示没有获准产品。 De Novo依据见目录映射表；未回填panel内部成员。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K120986,catalog_v1
M0681,毒理与治疗药物监测,Kanamycin,分析物／抗原／病原体标签,0,0,0,仅CLIA记录：三路径待核实,,,,720,3,CDC000016; CDC000416,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0682,免疫与自身免疫,Kappa light chains,分析物／抗原／病原体标签,24,0,0,已关联历史获准记录（目录／数据库级）,K001647; K003669; K010441,,,218,97,CDC000033; CDC000123; CDC000236; CDC000386; CDC000426,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K001647,catalog_v1
