pma_no,product_name,generic_name,product_code,classification_def,decision_date,decision_code,n_records,status_note,approval_order_excerpt,fda_link
P230043,"Multi-Target Stool DNA (mtsDNA) Test, Cologuard Plus™","System, colorectal neoplasia, DNA methylation and hemoglobin detection",PHP,"The colorectal neoplasia DNA methylation and hemoglobin detection system is a qualitative, non-invasive device used to screen for the detection of methylation of specific DNA markers associated with colorectal cancer and for the presence of occult hemoglobin in human specimens, including stool, blood, urine, and buccal swabs.  It is intended as an aid in the detection of colorectal cancer or advanced adenomas in conjunction with diagnostic colonoscopy.  It is indicated for use in adults 50 years or older, who are typical average-risk candidates for colorectal cancer (CRC) screening.",2024-10-03,APPR,11,历史记录；未核实当前销售状态,"A qualitative in vitro diagnostic test intended for the detection of colorectal neoplasia-associated DNA markers and for the presence of occult hemoglobin in human stool. The Cologuard Plus test is performed on samples collected using the Cologuard Plus Collection Kit.  A positive result may indicate the presence of colorectal cancer (CRC) or advance precancerous lesions (APL) and should be followed by a colonoscopy. The Cologuard Plus test is indicated to screen adults 45 years or older who are at average risk for CRC. The Cologuard Plus test is not a replacement for diagnostic colonoscopy in high-risk individuals. The Cologuard Plus test is performed at Exact Sciences, Madison, WI.",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P230043
P240021,Atellica IM Total PSA II (tPSAII),"Total, prostate specific antigen (noncomplexed & complexed) for detection of prostate cancer",MTF,,2025-12-03,APPR,2,历史记录；未核实当前销售状态,Approval for the Atellica IM total PSA II (tPSAII):The Atellica IM total PSA II (tPSAII) assay is for in vitro diagnostic use in the quantitative measurement of total prostate-specific antigen (PSA) in human serum and plasma (EDTA and lithium-heparin) using the Atellica IM Analyzer. This assay is indicated as an aid in the detection of prostate cancer in conjunction with a digital rectal exam (DRE) in men aged 50 years and older. A prostate biopsy is required for the diagnosis of prostate cancer.,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P240021
P240037,VENTANA MET (SP44) RxDx Assay,"Immunohistochemistry Assay, Antibody, MET",SER,The MET antibody is a qualitative immunohistochemical antibody intended to identify MET protein expression in human clinical tissue specimens. The MET antibody is indicated as an aid in identifying patients eligible for treatment with specific FDA approved therapeutic drugs.,2025-05-14,APPR,3,历史记录；未核实当前销售状态,"Approval for the VENTANA MET (SP44) RxDx Assay. The device is a qualitative immunohistochemical assay using rabbit monoclonal anti-MET, clone SP44, intended for use in the assessment of MET protein in formalin-fixed, paraffin embedded (FFPE) non-squamous non-small cell lung cancer (NSCLC) specimens by light microscopy. This assay is for use with OptiView DAB IHC Detection Kit for staining on a BenchMark ULTRA or BenchMark ULTRA PLUS instrument.MET protein expression clinical cut-off is >= 50% of tumor cells exhibiting strong membrane and/or cytoplasmic staining (3+) in non-squamous NSCLC. VENTANA MET (SP44) RxDx Assay is indicated as an aid in identifying non-squamous NSCLC patients who may be eligible for treatment with EMRELIS™ (telisotuzumab vedotin-tllv). The results of VENTANA MET (SP44) RxDx Assay should be interpreted by a qualified pathologist in conjunction with histological examination, relevant clinical information and proper controls.This product is intended for in vitro di〔节选〕",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P240037
P240040,Oncomine Dx Express Test,"Next generation sequencing oncology panel, somatic or germline variant detection system",PQP,A next generation sequencing (NGS) oncology panel is a device used for the qualitative detection of germline or somatic variants in one or more cancer-related genes. The device is intended to be used on DNA or RNA isolated from human clinical specimens.,2025-07-02,APPR,6,历史记录；未核实当前销售状态,"Approval for the Oncomine Dx Express Test. The test is a qualitative in vitro diagnostic test that uses targeted next-generation sequencing (NGS) technology to detect substitutions, insertions, and deletions in 42 genes from DNA, copy number variants (CNVs) in 10 genes from DNA, and fusions or splice variants in 18 genes from RNA isolated from formalin-fixed, paraffin-embedded (FFPE) tumor samples, using the Genexus Dx™ Integrated Sequencer. The test is intended to be used as a companion diagnostic to identify patients who may benefit from treatment with the targeted therapy listed in Table 1 in accordance with the approved therapeutic product labeling (see approval order for Table 1).Additionally, the test is intended to provide tumor mutation profiling information to be used by qualified health care professionals in accordance with professional guidelines in oncology for cancer patients with solid malignant neoplasms. Genomic findings other than those listed in Table 1 are not prescr〔节选〕",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P240040
P250002,Quest Diagnostics AAVrh74 Antibody ELISA CDx,Assays to detect pre-existing antibodies to adeno-associated virus (AAV) viral vectors,QWQ,An in vitro diagnostic device intended to detect and/or measure pre-existing endogenous antibodies to adeno-associated virus (AAV) viral vectors in patients who may receive AAV vector-based gene therapy products.,2025-07-24,APPR,1,历史记录；未核实当前销售状态,"Quest Diagnostics AAVrh74 Antibody ELISA CDx is an enzyme-linked immunosorbent in vitro diagnostic assay intended for the semi-quantitative detection of antibodies (IgG) to AAVrh74 capsid in human serum. The test reports an antibody titer, and a semi-quantitative interpretation of the test results derived from the antibody titer. Patients with an AAVrh74 antibody titer less than 1:400 are reported as not elevated for AAVrh74 antibody titers and may be eligible for treatment with the gene therapy. Patients with an AAVrh74 antibody titer greater than or equal to 1:400 are reported as elevated for AAVrh74 antibody titers and are ineligible for treatment with the gene therapy. The test is for prescription use only. The test is intended to be used in conjunction with other available clinical information as an aid to identify patients eligible for treatment with indicated gene therapies.",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P250002
P250004,MMR IHC Panel pharmDx (Dako Omnis),"Immunohistochemistry test, DNA mismatch repair (MMR) Protein assay",QNH,The DNA Mismatch Repair Protein Antibody is a qualitative immunohistochemical antibody intended for the assessment of mismatch repair (MMR) proteins in human clinical tissue specimens.  The DNA Mismatch Repair Protein Antibody is indicated as an aid in identifying patients eligible for treatment with specific FDA approved therapeutic drugs.,2025-08-15,APPR,2,历史记录；未核实当前销售状态,"For In Vitro Diagnostic Use.MMR IHC Panel pharmDx (Dako Omnis) is a qualitative immunohistochemical (IHC) assay intended for use in the assessment of mismatch repair (MMR) proteins (MLH1, PMS2, MSH2, and MSH6) in formalin-fixed, paraffin-embedded (FFPE) colorectal cancer (CRC) tissue using EnVision FLEX visualization system on Dako Omnis automated staining instrument. MMR IHC Panel pharmDx (Dako Omnis) consists of MLH1 IHC pharmDx (Dako Omnis), PMS2 IHC pharmDx (Dako Omnis), MSH2 IHC pharmDx (Dako Omnis), and MSH6 IHC pharmDx (Dako Omnis), which must be used together to identify MMR deficient CRC patients.MMR IHC Panel pharmDx (Dako Omnis) is indicated as an aid to identify MMR deficient CRC patients eligible for treatment with OPDIVO® (nivolumab) alone or OPDIVO (nivolumab) in combination with YERVOY® (ipilimumab).",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P250004
P250012,"Simplera Sync Sensor, Guardian 4 Sensor","Sensor, Glucose, Invasive, Component of automated insulin delivery system",SFI,"The device is intended to measure glucose in interstitial fluid. It is intended to provide those measurements as inputs to appropriately qualified digitally connected devices, including automated insulin dosing systems, as determined by FDA.",2025-08-06,APPR,12,历史记录；未核实当前销售状态,"Approval of the Simplera Sync sensor and Guardian 4 sensor, intended to function as components of a Medtronic automated insulin dosing system.",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P250012
P250026,Atellica IM free PSA II (fPSAII),"Test, prostate specific antigen, free, (noncomplexed) to distinguish prostate cancer from benign conditions",MTG,,2026-05-11,APPR,1,历史记录；未核实当前销售状态,Approval for the Atellica IM free PSA II (fPSAII):The Atellica IM free PSA II (fPSAII) assay is for in vitro diagnostic use in the quantitative measurement of free prostate-specific antigen (fPSA) in human serum and plasma (lithium heparin and EDTA) using the Atellica IM Analyzer. The Atellica IM fPSAII assay is intended to be used in conjunction with the Atellica IM total PSA II (tPSAII) assay in men aged 50 years and older with total prostate-specific antigen (PSA) values between 4 ng/mL (µg/L) and 10 ng/mL (µg/L) and a digital rectal examination (DRE) non-suspicious for cancer to determine the percent free PSA value. The percent free PSA value can be used as an aid in discriminating between prostate cancer and benign prostatic disease. A prostate biopsy is required for the diagnosis of prostate cancer.,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P250026
P250027,Guardant360® Liquid CDx,"Next generation sequencing oncology panel, somatic or germline variant detection system",PQP,A next generation sequencing (NGS) oncology panel is a device used for the qualitative detection of germline or somatic variants in one or more cancer-related genes. The device is intended to be used on DNA or RNA isolated from human clinical specimens.,2026-05-19,APPR,2,历史记录；未核实当前销售状态,"Approval order for Guardant360® Liquid CDxGuardant360® Liquid CDx is a qualitative next generation sequencing-based in vitro diagnostic device that uses targeted high throughput hybridization-based capture technology for detection of single nucleotide variants (SNVs) and insertions and deletions (indels) in 741 genes, copy number amplifications (CNAs) in two genes, copy number loss (CNL) in one gene, and rearrangements in nine genes. Guardant360 Liquid CDx utilizes circulating cell-free DNA (cfDNA) from plasma of peripheral whole blood collected in Streck Cell-Free DNA Blood Collection Tubes (BCTs). The test is intended to be used as a companion diagnostic to identify patients who may benefit from treatment with the targeted therapies listed in Table 1 in accordance with the approved therapeutic product labeling (see approval order for Table 1).A negative result from a plasma specimen does not assure that the patient’s tumor is negative for genomic findings. Patients who are negative f〔节选〕",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P250027
P250031,VENTANA PTEN (SP218) RxDx Assay,"Immunohistochemistry Assay, Antibody",SHF,,2026-06-12,APPR,1,历史记录；未核实当前销售状态,"VENTANA PTEN (SP218) RxDx Assay is a qualitative immunohistochemical (IHC) assay using rabbit monoclonal anti-PTEN, clone SP218, intended for laboratory use in the assessment of phosphatase and tensin homolog (PTEN) protein in formalin-fixed paraffin-embedded (FFPE) prostatic adenocarcinoma tissue specimens by light microscopy. The assay is for use with OptiView DAB IHC Detection Kit on a BenchMark ULTRA instrument. The assay is indicated as a companion diagnostic to aid in identifying patients who may be eligible for treatment with TRUQAP (capivasertib) in combination with abiraterone acetate in accordance with the approved therapeutic product labeling. The clinical cutoff for PTEN Loss status is >=90% of viable malignant cells with no specific cytoplasmic staining.Test results should be interpreted by a qualified pathologist in conjunction with histological examination, relevant clinical information, and proper controls.This product is intended for in vitro diagnostic (IVD) use.",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P250031
P250039,"LIAISON Biotrin Parvovirus B19 IgM Plus, LIAISON Biotrin Control Parvovirus B19 IgM Plus","ASSAY,ENZYME LINKED IMMUNOSORBENT,PARVOVIRUS B19 IGM",MYM,,2026-05-07,APPR,2,历史记录；未核实当前销售状态,"Approval for LIAISON Biotrin Parvovirus B19 IgM Plus and LIAISON Biotrin Control Parvovirus B19 IgM Plus. The LIAISON Biotrin Parvovirus B19 IgM Plus, a chemiluminescent immunoassay (CLIA), is intended for the qualitative detection of IgM antibodies to human parvovirus B19 in human serum, lithium heparin, K2-EDTA and sodium citrated plasma. This test, in conjunction with the LIAISON Biotrin Parvovirus B19 IgG Plus (chemiluminescent immunoassay), may be used for testing women of childbearing age to determine their serological status where there is a suspicion of exposure to human parvovirus B19. The results of these assays may be used to make a serological determination of past, recent, or current infection with parvovirus B19. The test may also be used for all patients as an aid in the diagnosis of fifth disease (erythema infectiosum). The test must be performed on the LIAISON XL Analyzer.",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P250039
P260004,Signatera™ CDx,"Next generation sequencing oncology panel, somatic or germline variant detection system",PQP,A next generation sequencing (NGS) oncology panel is a device used for the qualitative detection of germline or somatic variants in one or more cancer-related genes. The device is intended to be used on DNA or RNA isolated from human clinical specimens.,2026-05-15,APPR,1,历史记录；未核实当前销售状态,"SignateraTM CDx is a personalized, tumor-informed, multiplex-PCR and next-generation sequencing (NGS)–based assay that detects circulating tumor DNA (ctDNA) molecular residual disease (MRD) from plasma of peripheral whole blood collected in Streck Cell-Free DNA Blood Collection Tubes (BCTs), using bespoke assays designed to track somatic variants identified from sequencing of a patient’s formalin-fixed, paraffin-embedded (FFPE) tumor specimen.SignateraTM CDx is intended to identify patients with ctDNA MRD positive status who may benefit from treatment listed in Table 1, in accordance with the approved therapeutic product labeling.Table 1: SignateraTM CDx Indicated Use and Associated TherapyBiomarker	Indication 	TherapyctDNA MRD	Muscle Invasive Bladder Cancer (MIBC)	TECENTRIQ® (atezolizumab), TECENTRIQ HYBREZA® (atezolizumab and hyaluronidase-tqjs)",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P260004
P760001,AFP RIA KIT,"KIT, TEST, ALPHA-FETOPROTEIN FOR NEURAL TUBE DEFECTS",LOK,,1984-01-13,APWD,2,存在原始PMA撤回记录,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P760001
P770001,FLUORESCENT GONORRHEA TEST-HEATED (FGT-H),GONOCOCCAL ANTIBODY TESTS,LGB,,1979-07-18,APPR,1,历史记录；未核实当前销售状态,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P770001
P770002,GONOCOCCAL PILI ANTIBODY TEST,"KIT, IDENTIFICATION, NEISSERIA GONORRHOEAE",JSX,,1979-07-18,APWD,1,存在原始PMA撤回记录,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P770002
P770010,GONODECTEN,"TEST REAGENTS, NEISSERIA GONORRHOEAE BIOCHEMICAL",LTS,,1980-06-10,APPR,2,历史记录；未核实当前销售状态,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P770010
P780005,ABBOTT AFP,"KIT, TEST, ALPHA-FETOPROTEIN FOR NEURAL TUBE DEFECTS",LOK,,1984-06-25,APWD,2,存在原始PMA撤回记录,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P780005
P780006,AMERSHAM AFP,"KIT, TEST, ALPHA-FETOPROTEIN FOR NEURAL TUBE DEFECTS",LOK,,1984-06-07,APWD,3,存在原始PMA撤回记录,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P780006
P780012,HAVAB,Hepatitis a test (antibody and igm antibody),LOL,,1979-01-19,APRL,15,历史记录；未核实当前销售状态,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P780012
P780016,CORAB,"Test, Hepatitis B (B Antigen, B Surface Antigen, Be Antigen)",LOM,In vitro diagnostic device intended for aid in the diagnosis of chronic or acute HBV infection. HBV surface antigen (HbsAg) is also used for screening of HBV infection in pregnant women to identify neonates who are at risk of acquiring hepatitis B during perinatal period.,1980-04-11,APPR,4,历史记录；未核实当前销售状态,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P780016
P790019,HAVAB-M DIAGNOSTIC KIT,Hepatitis a test (antibody and igm antibody),LOL,,1980-06-10,APRL,20,历史记录；未核实当前销售状态,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P790019
P790025,ABBOTT HBE DIAGNOSTIC KIT,"Test, Hepatitis B (B Antigen, B Surface Antigen, Be Antigen)",LOM,In vitro diagnostic device intended for aid in the diagnosis of chronic or acute HBV infection. HBV surface antigen (HbsAg) is also used for screening of HBV infection in pregnant women to identify neonates who are at risk of acquiring hepatitis B during perinatal period.,1980-07-15,APWD,7,存在原始PMA撤回记录,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P790025
P790032,GAMMA DAB (125I) AFP RIA KIT,"KIT, TEST, ALPHA-FETOPROTEIN FOR NEURAL TUBE DEFECTS",LOK,,1986-04-30,APWD,4,存在原始PMA撤回记录,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P790032
P800005,CEA-RIA DIAGNOSTIC TEST KIT,"SYSTEM, TEST, CARCINOEMBRYONIC ANTIGEN",DHX,,1981-03-06,APPR,4,历史记录；未核实当前销售状态,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P800005
P800025,QUANTITOPE 125I AFP KIT AND CONTROL SERUM,"KIT, TEST, ALPHA-FETOPROTEIN FOR NEURAL TUBE DEFECTS",LOK,,1984-01-13,APWD,5,存在原始PMA撤回记录,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P800025
P800029,API 3600S ANTIMICROBIAL SUSCEPTIBILITY SYSTEM,"SYSTEM, TEST, AUTOMATED, ANTIMICROBIAL SUSCEPTIBILITY, SHORT INCUBATION",LON,,1981-01-30,APRL,9,历史记录；未核实当前销售状态,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P800029
P800030,BBL SCEPTOR SYSTEM MICRODILUTION ANTIMICROBIC SUSC,"SYSTEM, TEST, AUTOMATED, ANTIMICROBIAL SUSCEPTIBILITY, SHORT INCUBATION",LON,,1981-02-18,APRL,7,历史记录；未核实当前销售状态,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P800030
P800056,CEA--RIA DIXGNOSTIC TEST KIT,"SYSTEM, TEST, CARCINOEMBRYONIC ANTIGEN",DHX,,1981-03-11,APPR,3,历史记录；未核实当前销售状态,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P800056
P800061,RIANEN 3H,"KIT, ASSAY, ESTROGEN RECEPTOR",LPJ,,1981-06-01,APWD,11,存在原始PMA撤回记录,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P800061
P800063,CEA-ROCHE TEST KIT,"SYSTEM, TEST, CARCINOEMBRYONIC ANTIGEN",DHX,,1982-03-03,APPR,4,历史记录；未核实当前销售状态,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P800063
P810024,AUTOBAC MTS PLUS TEST SYTEM,"SYSTEM, TEST, AUTOMATED, ANTIMICROBIAL SUSCEPTIBILITY, SHORT INCUBATION",LON,,1982-03-04,APRL,5,历史记录；未核实当前销售状态,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P810024
P820052,RIANEN(TM) (3H) PROGESTIN RECEPTOR ASSAY KIT,"KIT, ASSAY, PROGESTERONE RECEPTOR",LPI,,1983-08-31,APWD,9,存在原始PMA撤回记录,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P820052
P820060,ABBOTT AFP-EIA DIAGNOSTIC KIT FOR CANCER,"KIT, TEST, ALPHA-FETOPROTEIN FOR NEURAL TUBE DEFECTS",LOK,,1983-06-21,APWD,29,存在原始PMA撤回记录,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P820060
P820073,MICUR-MIC SYSTEMS,"SYSTEM, TEST, AUTOMATED, ANTIMICROBIAL SUSCEPTIBILITY, SHORT INCUBATION",LON,,1983-06-29,APRL,1,历史记录；未核实当前销售状态,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P820073
P820077,AFP MID-PREGNANCY REFERENCE PREPARATION,CALIBRATOR FOR ALPHA-FETOPROTEIN IN MID-PREGNANCY MATERNAL SERUM,LTQ,,1984-11-30,APWD,1,存在原始PMA撤回记录,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P820077
P830014,CORAB-M,"Test, Hepatitis B (B Antigen, B Surface Antigen, Be Antigen)",LOM,In vitro diagnostic device intended for aid in the diagnosis of chronic or acute HBV infection. HBV surface antigen (HbsAg) is also used for screening of HBV infection in pregnant women to identify neonates who are at risk of acquiring hepatitis B during perinatal period.,1984-05-03,APPR,1,历史记录；未核实当前销售状态,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P830014
P830017,9EPANOSTIKA(TM) ANTI-HAV IGM,Hepatitis a test (antibody and igm antibody),LOL,,1990-03-21,APPR,1,历史记录；未核实当前销售状态,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P830017
P830018,HEPANOSTIKA(TM) ANTI-HAV MIDROELISA SYSTEM,Hepatitis a test (antibody and igm antibody),LOL,,1989-02-06,APRL,2,历史记录；未核实当前销售状态,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P830018
P830028,UNISCEPT(TM),Manual antimicrobial susceptibility test systems,JWY,,1984-03-01,APRL,2,历史记录；未核实当前销售状态,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P830028
P830066,CEA-RIA MONOCLONAL,"SYSTEM, TEST, CARCINOEMBRYONIC ANTIGEN",DHX,,1984-08-21,APPR,10,历史记录；未核实当前销售状态,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P830066
P840019,TANDEM(R) E CEA IMMUNORADIOMETRIC ASSAY,"SYSTEM, TEST, CARCINOEMBRYONIC ANTIGEN",DHX,,1996-03-07,APPR,12,历史记录；未核实当前销售状态,"MODIFICATIONS TO THE HYBRITECH TANDEM-E CEA ASSAY WHITH ENHANCEMENTS IN THE FORMUALTION OF THE ALKALINE PHOSPHATASE-LABELED ANTI-CEA ANTIBODY CONJUGATE AND THE ADDTION OF THE BLOCKING REAGENT POLY MAK 33, A COPOLYMER OF INTACT AND FAB FRAGMENTED MOUSE ANTI-HUMAN CK-MM ANTIBODIES",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P840019
P840027,CEA-ROCHE(R) EIA,"SYSTEM, TEST, CARCINOEMBRYONIC ANTIGEN",DHX,,1985-05-13,APWD,7,存在原始PMA撤回记录,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P840027
P840035,TANDEM(R)-E AFP,"KIT, TEST,ALPHA-FETOPROTEIN FOR TESTICULAR CANCER",LOJ,,1986-03-06,APPR,6,历史记录；未核实当前销售状态,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P840035
P840065,COBAS BACT,"SYSTEM, TEST, AUTOMATED, ANTIMICROBIAL SUSCEPTIBILITY, SHORT INCUBATION",LON,,1986-05-30,APRL,1,历史记录；未核实当前销售状态,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P840065
P840070,HEPANOSTIKA(TM) HBEAG/ANTI HBE MICROELISA(TM) SYST,"Test, Hepatitis B (B Antigen, B Surface Antigen, Be Antigen)",LOM,In vitro diagnostic device intended for aid in the diagnosis of chronic or acute HBV infection. HBV surface antigen (HbsAg) is also used for screening of HBV infection in pregnant women to identify neonates who are at risk of acquiring hepatitis B during perinatal period.,1986-05-14,APRL,2,历史记录；未核实当前销售状态,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P840070
P850009,CA 125 ANTIBODY RIA,"TEST, EPITHELIAL OVARIAN TUMOR-ASSOCIATED ANTIGEN (CA125)",LTK,,1987-07-28,APPR,6,历史记录；未核实当前销售状态,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P850009
P850029,ABBOTT ER-EIA MONOCLONAL DIAG. KIT,"KIT, ASSAY, ESTROGEN RECEPTOR",LPJ,,1988-10-17,APWD,3,存在原始PMA撤回记录,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P850029
P850044,AB-CORE K HEPATITIS B CORE ANTIGEN 125I,"Test, Hepatitis B (B Antigen, B Surface Antigen, Be Antigen)",LOM,In vitro diagnostic device intended for aid in the diagnosis of chronic or acute HBV infection. HBV surface antigen (HbsAg) is also used for screening of HBV infection in pregnant women to identify neonates who are at risk of acquiring hepatitis B during perinatal period.,1986-08-26,APPR,3,历史记录；未核实当前销售状态,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P850044
P850048,TANDEM-R PSA IMMUNORADIOMETRIC ASSAY,"Total, prostate specific antigen (noncomplexed & complexed) for detection of prostate cancer",MTF,,1986-02-25,APPR,56,历史记录；未核实当前销售状态,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P850048
P850062,ABBOTT ANTI-DELTA DIAGNOSTIC KIT (RIA),HEPATITIS DELTA SEROLOGICAL REAGENTS,LQI,,1986-07-01,APWD,4,存在原始PMA撤回记录,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P850062
P850086,SANDIMMUNE(R) RADIOIMMUNOASSAY KIT,CYCLOSPORINE RADIOIMMUNOASSAY,LTB,,1991-12-17,APPR,1,历史记录；未核实当前销售状态,Approval for a change in the polyclonal antibody to a monoclonal specific and a monoclonal non-specific antibody assay.,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P850086
P860015,FLUORO-CEP{R} ESTROGEN ASSAY REAGENT,"KIT, ASSAY, ESTROGEN RECEPTOR",LPJ,,1988-02-29,APWD,3,存在原始PMA撤回记录,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P860015
P860044,ENZYMUN-TEST{R} AFP,"KIT, TEST,ALPHA-FETOPROTEIN FOR TESTICULAR CANCER",LOJ,,1990-08-03,APPR,3,历史记录；未核实当前销售状态,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P860044
P860058,ENZYMUN TEST{R} CEA,"SYSTEM, TEST, CARCINOEMBRYONIC ANTIGEN",DHX,,1993-07-29,APPR,1,历史记录；未核实当前销售状态,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P860058
P870048,EBK,"Test, Hepatitis B (B Antigen, B Surface Antigen, Be Antigen)",LOM,In vitro diagnostic device intended for aid in the diagnosis of chronic or acute HBV infection. HBV surface antigen (HbsAg) is also used for screening of HBV infection in pregnant women to identify neonates who are at risk of acquiring hepatitis B during perinatal period.,1990-07-13,APWD,3,存在原始PMA撤回记录,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P870048
P870049,MICROSCAN RAPID PANELS,"SYSTEM, TEST, AUTOMATED, ANTIMICROBIAL SUSCEPTIBILITY, SHORT INCUBATION",LON,,1988-02-24,APRL,28,历史记录；未核实当前销售状态,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P870049
P870059,PERIOCHECK TM ENZYME ACTIVITY TEST KIT,"KIT, TEST, IN VITRO PERIODONTAL",MCL,,1990-08-14,APPR,2,历史记录；未核实当前销售状态,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P870059
P880009,VIRAPAP HUMAN PAPILLOMAVIRUS DNA DETECTION KIT,"KIT, DNA DETECTION, HUMAN PAPILLOMAVIRUS",MAQ,,1988-12-23,APWD,6,存在原始PMA撤回记录,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P880009
P880016,ONCOR B/T GENE REARRANGEMENT TEST,"DNA-probe, b and t lymphocyte",MAM,,1989-10-10,APPR,5,历史记录；未核实当前销售状态,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P880016
P880026,ABBOTT ER-ICA MONOCLONAL,"KIT, ASSAY, ESTROGEN RECEPTOR",LPJ,,1988-09-30,APWD,1,存在原始PMA撤回记录,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P880026
