den_no,product_name,product_code,classification_name,classification_def,specialty,decision_date,tier_note,fda_link
DEN190025,OraQuick Ebola Rapid Antigen Test,QID,Device To Detect Antigens Of Biothreat Microbial Agents In Human Clinical Specimens,A device to detect antigens of biothreat microbial agents in human clinical specimens is identified as an in vitro diagnostic device intended for the detection of antigens of microbial agents in specimens collected from patients with signs and symptoms of infection with biothreat microbial agents and who have been exposed to these agents or are suspected or at risk of exposure.  Devices to detect antigens of biothreat microbial agents in human clinical specimens may be used for cadaver testing if the cadaver constitutes a source of human-to-human transmission and if testing is performed to prevent human disease.,MI,2019-10-10,检测／分型／评分项目；需按IFU拆解marker,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN190025
DEN190028,MyCare Psychiatry Clozapine Assay Kit,QKT,Clozapine Test System,A clozapine test system is intended for the in vitro quantitative measurement of clozapine in human specimens.,TX,2020-04-16,检测／分型／评分项目；需按IFU拆解marker,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN190028
DEN190031,NP Screen,OJY,Device To Detect Or Measure Nucleic Acid From Viruses Associated With Head And Neck Cancers,A device to detect or measure nucleic acid from viruses associated with head and neck cancers is an in vitro diagnostic test for prescription use in the detection of viral nucleic acid in nasopharyngeal or oropharyngeal cellular specimens from patients with signs and symptoms of head and neck cancer. The test result is intended to be used in conjunction with other clinical information to aid in assessing the clinical status of virus-associated head and neck cancers and/or the likelihood that head and neck cancer is present.,MI,2020-05-11,检测／分型／评分项目；需按IFU拆解marker,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN190031
DEN190032,HemosIL Liquid Anti-Xa,QLU,"Anti-Factor Xa Activity Test System, Apixaban",A heparin and direct oral factor Xa inhibitor drug test system is intended for the detection of heparin and direct oral factor Xa inhibitors in human specimens collected from patients taking heparin or direct oral factor Xa inhibitors. This device is intended to aid in the management of therapy in conjunction with other clinical and laboratory findings.,HE,2020-09-17,检测／分型／评分项目；需按IFU拆解marker,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN190032
DEN190034,Control-IQ Technology,QJI,Interoperable Automated Glycemic Controller,"An interoperable automated glycemic controller is a device intended to automatically calculate drug doses based on inputs such as glucose and other relevant physiological parameters, and to command the delivery of such drug doses from a connected infusion pump. Interoperable automated glycemic controllers are designed to reliably and securely communicate with digitally connected devices to allow drug delivery commands to be sent, received, executed, and confirmed. Interoperable automated glycemic controllers are intended to be used in conjunction with digitally connected devices for the purpose of maintaining glycemic control.",CH,2019-12-13,配套器械／软件／质控：不计作独立marker,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN190034
DEN190035,Helix Laboratory Platform,QNC,Whole Exome Sequencing Constituent Device,A whole exome sequencing constituent device is for germline whole exome sequencing of genomic deoxyribonucleic acid (DNA) isolated from human specimens. The DNA sequence generated by this device is intended as input for clinical germline DNA assays that have FDA marketing authorization and are intended for use with this device.,MG,2020-12-23,检测／分型／评分项目；需按IFU拆解marker,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN190035
DEN190056,ADVIA Centaur Enhanced Liver Fibrosis (ELF),QQB,Prognostic Test For Assessment Of Liver Related Disease Progression,"prognostic test for assessment of liver related disease progression is intended to measure one or more analytes obtained from human samples as an aid in assessing progression of liver related disease. This device is not intended for diagnosis of any disease, for monitoring the effect of any therapeutic product, for assessing progression to hepatocellular carcinoma, or for assessing disease progression in individuals with viral hepatitis. It is also not intended for the detection of viruses, viral antigens, or antibodies to viruses.",CH,2021-08-20,检测／分型／评分项目；需按IFU拆解marker,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN190056
DEN200001,Cell-Free DNA BCT,QMA,Blood Collection Device For Cell-Free Nucleic Acid,"A blood collection device for cell-free nucleic acids is a device intended for medical purposes to collect, store, transport, and handle blood specimens and to stabilize and isolate cell-free nucleic acid components prior to further testing.",CH,2020-08-07,配套器械／软件／质控：不计作独立marker,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN200001
DEN200015,"cobas EBV, cobas EBV/BKV Control Kit, cobas Buffer Negative Control Kit",QLX,Nucleic Acid Amplification Test For The Quantitation Of Epstein-Barr Virus (Ebv) Dna,"A quantitative viral nucleic acid test for transplant patient management is identified as a device intended for prescription use in the detection of viral pathogens by measurement of viral deoxyribonucleic acid (DNA) or ribonucleic acid (RNA) using specified specimen processing, amplification, and detection instrumentation. The test is intended for use as an aid in the management of transplant patients with  active viral infection or at risk for developing viral infections. The test results are intended to be interpreted by qualified healthcare professionals in conjunction with other relevant clinical and laboratory findings.",MI,2020-07-30,检测／分型／评分项目；需按IFU拆解marker,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN200015
DEN200031,BioFire Respiratory Panel 2.1 (RP2.1),QOF,Multi-Target Respiratory Specimen Nucleic Acid Test Including Sars-Cov-2 And Other Microbial Agents,"A device to detect and identify nucleic acid targets in respiratory specimens from microbial agents that cause the SARS-CoV-2 respiratory infection and other microbial agents when in a multi-target test is an in vitro diagnostic device intended for the detection and identification of SARS-CoV-2 and other microbial agents when in a multi-target test in human clinical respiratory specimens from patients suspected of respiratory infection who are at risk for exposure or who may have been exposed to these agents. The device is intended to aid in the diagnosis of respiratory infection in conjunction with other clinical, epidemiologic, and laboratory data or other risk factors.",MI,2021-03-17,检测／分型／评分项目；需按IFU拆解marker,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN200031
DEN200040,OMNIgene GUT Dx,QPO,Device To Preserve And Stabilize Relative Abundances Of Microbial Nucleic Acids In Clinical Samples,"A device to preserve and stabilize relative abundances of microbial nucleic acids in clinical samples is a device that consists of a container and reagents intended to stabilize microbial nucleic acids for the subsequent assessment of the relative abundance of microbial nucleic acids (i.e., microbiome) in human specimens by an assay validated for use with the device. The device may also be indicated for sample collection. The device is not intended for preserving morphology or viability of microorganisms.",MI,2021-11-03,配套器械／软件／质控：不计作独立marker,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN200040
DEN200043,FilmArray Global Fever Panel,QMV,Device To Detect And Identify Selected Microbial Agents That Cause Acute Febrile Illness,"A device to detect and identify selected microbial agents that cause acute febrile illness is identified as a in vitro device intended for the detection and identification of microbial agents in human clinical specimens from patients with signs and symptoms of acute febrile illness who are at risk for exposure or who may have been exposed to these agents. It is intended to aid in the diagnosis of acute febrile illness in conjunction with other clinical, epidemiologic, and laboratory data, including patient travel, pathogen endemicity, or other risk factors.",MI,2020-11-20,检测／分型／评分项目；需按IFU拆解marker,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN200043
DEN200044,Eonis SCID-SMA Kit,QUE,Spinal Muscular Atrophy Newborn Screening Test System,A Spinal Muscular Atrophy (SMA) newborn screening test system is a prescription device intended to detect homozygous deletion of exon 7 or other similar mutations in the SMN1 (Survival Motor Neuron 1) gene of DNA obtained from dried blood spot specimens on filter paper using a polymerase chain reaction-based test as an aid in screening newborns for SMA. Presumptive positive results are intended to be followed up by diagnostic confirmatory testing.,MG,2022-11-09,检测／分型／评分项目；需按IFU拆解marker,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN200044
DEN200052,KidneyIntelX.dkd,QWZ,Prognostic Test For Assessment Of Chronic Kidney Disease Progression,"A prognostic test for assessment of chronic kidney disease progression is an in vitro diagnostic device intended to measure one or more analytes obtained from human samples as an aid in assessing the risk for progression of   chronic kidney disease. This device is not intended for diagnosis of any disease, for serial monitoring of kidney disease progression, or for monitoring the effect of any therapeutic product.",CH,2023-06-29,检测／分型／评分项目；需按IFU拆解marker,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN200052
DEN200059,POMC/PCSK1/LEPR CDx Panel,QRV,Setmelanotide Eligibility Gene Variant Detection System,A setmelanotide eligibility gene variant detection system is a qualitative in vitro diagnostic device intended to detect germline variants within genes isolated from human specimens for the purpose of identifying patients with obesity who may benefit from treatment with setmelanotide in accordance with the approved therapeutic product labeling.,CH,2022-01-21,检测／分型／评分项目；需按IFU拆解marker,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN200059
DEN200066,BioFire Joint Infection (JI) Panel,QSN,Orthopedic Infection Microbial Multiplex Nucleic Acid Detection System,A qualitative nucleic acid assay that detects and identifies microbial organisms and antimicrobial resistance markers in clinical specimens to aid in the diagnosis of orthopedic infections.,MI,2022-04-29,检测／分型／评分项目；需按IFU拆解marker,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN200066
DEN200067,INNOVANCE VWF Ac,QTY,Von Willebrand Factor Assay,A von Willebrand factor assay is a prescription device intended for the measurement of von Willebrand factor activity or von Willebrand factor size distribution in human plasma.,HE,2022-09-29,检测／分型／评分项目；需按IFU拆解marker,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN200067
DEN200070,Simple 2 Test,QYA,System For Detection Of Nucleic Acid From Non-Viral Microorganism(S) Causing Stis Using Specimens Collected At Home,This device is an in vitro diagnostic system intended for self-collecting specimens in home settings or similar environments and testing in a clinical laboratory for detection of nucleic acids from non-viral microorganism(s) causing sexually transmitted infections. The device is intended to aid in the diagnosis of sexually transmitted infections. The device is intended for prescription use or over-the-counter use.,MI,2023-11-15,检测／分型／评分项目；需按IFU拆解marker,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN200070
DEN200072,Lumipulse G ß-Amyloid Ratio (1-42/1-40),QSE,Alzheimer’S Disease Pathology Assessment Test,In vitro test to determine whether a patient presenting with cognitive impairment and being evaluated for AD and other causes of cognitive decline will test positive or negative for amyloid plaques or neurofibrillary tangles as measured by PET imaging agents.,IM,2022-05-04,检测／分型／评分项目；需按IFU拆解marker,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN200072
DEN200080,Paige Prostate,QPN,Software Algorithm Device To Assist Users In Digital Pathology,"A software algorithm device to assist users in digital pathology is an in vitro diagnostic device intended to evaluate acquired scanned pathology whole slide images. The device uses software algorithms to provide information to the user about presence, location, and characteristics of areas of the image with clinical implications. Information from this device is intended to assist the user in determining a pathology diagnosis.",PA,2021-09-21,检测／分型／评分项目；需按IFU拆解marker,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN200080
DEN210035,“Genius™ Digital Diagnostics System with the Genius™ Cervical AI algorithm”,QYV,Digital Cervical Cytology Slide Imaging System With Artificial Intelligence Algorithm,"The digital cervical cytology slide imaging system with artificial intelligence   (AI) algorithm is a prescription in vitro diagnostic device consisting of an automated digital slide creation, viewing, and management system intended to aid in the review of digital images of slides prepared from Pap test specimens and conventional Pap smears by selecting and presenting areas of interest to facilitate interpretation by the reader. The AI software algorithm uses machine learning techniques to provide information to the user about the presence, location, or characteristics of areas of the image with clinical implications. Information from this device is intended to assist the user in rendering a cytology diagnosis.",PA,2024-01-31,检测／分型／评分项目；需按IFU拆解marker,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN210035
DEN210038,"VITROS Immunodiagnostic Products Anti-SARS-CoV-2 IgG Reagent Pack, VITROS Immunodiagnostic Products Anti-SARS-CoV-2 IgG Calibrator",QVP,Sars-Cov-2 Serology Test,"A SARS-CoV-2 serology test is a prescription in vitro diagnostic device for the detection of specific binding antibodies to SARS-CoV-2 in clinical specimens. The detection of SARS-CoV-2 antibodies is intended to aid in identifying individuals with an adaptive immune response to SARS-CoV-2. The test is not intended for the diagnosis of acute SARS-CoV-2 infection, nor screening blood, plasma, cells, or tissue donors.",MI,2023-05-05,检测／分型／评分项目；需按IFU拆解marker,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN210038
DEN210040,"VITROS Immunodiagnostic Products Anti-SARS-CoV-2 Total Reagent Pack, VITROS Immunodiagnostic Products Anti-SARS-CoV-2 Total Calibrators",QVP,Sars-Cov-2 Serology Test,"A SARS-CoV-2 serology test is a prescription in vitro diagnostic device for the detection of specific binding antibodies to SARS-CoV-2 in clinical specimens. The detection of SARS-CoV-2 antibodies is intended to aid in identifying individuals with an adaptive immune response to SARS-CoV-2. The test is not intended for the diagnosis of acute SARS-CoV-2 infection, nor screening blood, plasma, cells, or tissue donors.",MI,2023-05-05,检测／分型／评分项目；需按IFU拆解marker,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN210040
DEN210056,Procise IFX,QXT,Infliximab Test System,An infliximab test system intended for the measurement of an infliximab as an aid in the management of patients with Crohn’s disease or ulcerative colitis.,TX,2023-09-29,检测／分型／评分项目；需按IFU拆解marker,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN210056
DEN220023,Procise ADL,QYD,Adalimumab Assay,"An in vitro diagnostic device intended for the measurement of adalimumab, an anti-tumor necrosis factor alpha monoclonal antibody",TX,2023-09-29,检测／分型／评分项目；需按IFU拆解marker,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN220023
DEN220027,B·R·A·H·M·S sFlt-1/ PlGF KRYPTOR Test System,QWH,Prognostic Test For Development Or Progression Of Preeclampsia,A prognostic test for development or progression of preeclampsia is an in vitro diagnostic device intended to measure one or more analytes obtained from human samples. A prognostic test for development or progression of preeclampsia is indicated as an aid in the risk assessment for the development or progression of preeclampsia. This device is not intended for diagnosis of any disease.,CH,2023-05-18,检测／分型／评分项目；需按IFU拆解marker,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN220027
DEN220028,Cue COVID-19 Molecular Test,QWB,Over-The-Counter Molecular Test To Detect Sars-Cov-2 From Clinical Specimens,An over-the-counter molecular test to detect SARS-CoV-2 is an in vitro diagnostic device for the detection of SARS-CoV-2 in clinical specimens to aid in the diagnosis of SARS-CoV-2 infection. The device is intended to be used by lay users and without health care provider (HCP) intervention in home settings or similar environments.,MI,2023-06-06,检测／分型／评分项目；需按IFU拆解marker,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN220028
DEN220039,"Sofia 2 SARS Antigen+ FIA, Sofia 2 SARS Antigen+ FIA Control Swab Set",QVF,Simple Point-Of-Care Device To Directly Detect Sars-Cov-2 Viral Targets From Clinical Specimens In Near-Patient Settings,"A simple point-of-care device to detect SARS-CoV-2 viral targets directly from clinical specimens in near-patient settings is an in vitro diagnostic device for the direct detection of SARS-CoV-2 in clinical specimens and is intended as an aid in the diagnosis of SARS-CoV-2 infections COVID-19). The device is simple to use and does not involve sample manipulation, transportation of the sample to another functional area (e.g., a central laboratory or other specialized area), or measurement of reagents or analytes that could be affected by conditions such as sample turbidity or cell lysis. The design and procedures of the device are appropriate for use by healthcare professionals in near-patient settings outside a centralized laboratory",MI,2023-03-08,检测／分型／评分项目；需按IFU拆解marker,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN220039
DEN220044,Active Anthrax DetectTM Plus Rapid Test,QUU,Simple In Vitro Diagnostic Device For The Detection Of Secreted Proteins From Bacillus Spp. In Human Clinical Samples,"A simple in vitro diagnostic device for the detection of secreted proteins from Bacillus species (spp.) is a prescription in vitro diagnostic device used to detect and presumptively identify B. anthracis and other Bacillus spp. in human clinical samples as an aid in the diagnosis of anthrax and other diseases caused by Bacillus spp. This device is simple to use and does not involve sample manipulation or measurement of an analyte that could be affected by conditions such as sample turbidity or cell lysis. This device may be used to aid in the presumptive diagnosis of anthrax in individuals who have signs and symptoms consistent with anthrax and a likelihood of exposure. Bacillus infections include anthrax (cutaneous, inhalational, or gastrointestinal) caused by B. anthracis, gastrointestinal disease, non-gastrointestinal infections, and an anthrax-like illness caused by B. cereus.",MI,2023-02-03,检测／分型／评分项目；需按IFU拆解marker,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN220044
DEN220058,BT-001,QXC,Diabetes Digital Therapeutic Device,"A diabetes digital behavioral therapeutic device is a prescription use software device that provides digital behavioral therapy to aid in the management of diabetes. This device is intended to provide limited secondary benefit to patients  with diabetes mellitus by assisting them in managing their condition. This device is not intended to replace any  primary treatment, such as diet/lifestyle changes or medication.",CH,2023-07-07,配套器械／软件／质控：不计作独立marker,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN220058
DEN220090,EasySep™ Human Bone Marrow CD138 Positive Selection Kit (100-0748),QYO,Hematopoietic Cell Enrichment Kit,A hematopoietic cell enrichment kit is an in vitro diagnostic device intended for the selection and enrichment of specific hematopoietic cells from human whole blood and/or bone marrow collected from patients with hematological malignancies using immunomagnetic bead-based selection.  It is intended for use with diagnostic assays as part of the pre-analytical workflow.,PA,2023-11-06,配套器械／软件／质控：不计作独立marker,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN220090
DEN230024,Technozym ADAMTS13 Activity,SAC,Adamts13 Activity Test System,An ADAMTS13 activity test system is a qualitative or quantitative in vitro diagnostic device intended to detect ADAMTS13 activity in human blood specimens collected from patients being evaluated for thrombotic microangiopathy. This device is indicated to aid in the diagnosis and management of patients being evaluated for thrombotic thrombocytopenic purpura in conjunction with other clinical and laboratory findings.,HE,2024-02-28,检测／分型／评分项目；需按IFU拆解marker,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN230024
DEN230034,X100 with Full Field Bone Marrow Aspirate (BMA) Application 2 X100HT with Full Field Bone Marrow Aspirate (BMA) Application,SAL,"Device, Automated Cell Locating, Bone Marrow",An automated cell-locating device for bone marrow aspirate is an in vitro diagnostic device intended for prescription use that automatically locates and presents images of hematopoietic cells on a bone marrow aspirate smear obtained from patients being evaluated for hematologic diseases. The device assists operators to identify and classify each cell according to type.,HE,2024-03-22,检测／分型／评分项目；需按IFU拆解marker,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN230034
DEN230046,PGDx elio plasma focus Dx,SBY,High Throughput Sequencing Based Tumor Profiling Test Of Circulating Cell-Free Nucleic Acids,A high throughput sequencing based tumor profiling test of circulating cell-free nucleic acids is a qualitative in vitro diagnostic test intended for next generation sequencing analysis of circulating cell-free nucleic acids from plasma samples collected from peripheral whole blood to detect mutations in a panel of targeted genes to aid in the management of previously diagnosed cancer patients by qualified health care professionals. The results of the test are not prescriptive or conclusive for use of any specific therapeutic product.,PA,2024-08-01,检测／分型／评分项目；需按IFU拆解marker,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN230046
DEN230052,Eversense AP CGM System,SBA,Integrated Continuous Glucose Monitoring System With Sensor Containing Dexamethasone Acetate,"An integrated continuous glucose monitoring system (iCGM) with sensor containing dexamethasone acetate is intended to automatically measure glucose in bodily fluids continuously or frequently for a specified period of time. iCGM systems are designed to reliably and securely transmit glucose measurement data to digitally connected devices, including automated insulin dosing systems, and are intended to be used alone or in conjunction with these digitally connected medical devices for the purpose of managing a disease or condition related to glycemic control.  The dexamethasone acetate coating is intended to reduce inflammation at the sensor insertion site.",CH,2024-04-29,检测／分型／评分项目；需按IFU拆解marker,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN230052
DEN230090,First To Know Syphilis Test,SBZ,Test For Detection Of Antibodies Associated With Syphilis Performed By Lay Users,"Test for detection of antibodies associated with syphilis performed by lay users is an in vitro diagnostic device used for detection of antibodies in clinical specimens for use in home settings, or similar environments. The device is intended to aid in diagnosis of syphilis and intended for prescription use or over-the-counter use.",MI,2024-08-16,检测／分型／评分项目；需按IFU拆解marker,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN230090
DEN230092,"Simplexa C. auris Direct, Simplexa C. auris Positive Control Pack, Simplexa C. auris Sample Prep Kit (MOL3950, MOL3960, MOL5390)",SBT,Device To Detect Microbial Colonization Directly From Clinical Specimens.,A device to detect microbial colonization directly from clinical specimens is a qualitative in vitro diagnostic device intended for the detection and identification of microbial-associated targets from patients who are suspected of being colonized with a microbial pathogen and may present a risk of transmission to other patients and health care workers. This device is intended to aid in the detection of microbial colonizers for the prevention and control of infection in healthcare settings when used in conjunction with clinical and laboratory findings.,MI,2024-07-15,检测／分型／评分项目；需按IFU拆解marker,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN230092
DEN240016,Xpert HCV; GeneXpert Xpress System,SBP,Simple Point-Of-Care Nucleic Acid-Based Hepatitis C Virus Ribonucleic Acid Test,"A simple point-of-care nucleic acid-based hepatitis C virus (HCV) ribonucleic acid (RNA) test is an in vitro diagnostic device that is intended for prescription use for the detection of HCV RNA in clinical specimens as an aid in the diagnosis of HCV infection or as an aid in the management of HCV-infected patients, including individuals without antibodies to HCV. This device is simple to use and does not involve sample manipulation, transportation of the sample to another functional area (e.g., a central laboratory or other specialized area), or measurement of reagents or analytes that could be affected by conditions such as sample turbidity or cell lysis. The test is not intended for use as a donor screening test for the presence of HCV RNA in blood, blood products, or tissue donors.",MI,2024-06-27,检测／分型／评分项目；需按IFU拆解marker,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN240016
DEN240020,Visby Medical Women's Sexual Health Test,SEA,Test For Detection Of Microorganism(S) Causing Sexually Transmitted Infections Performed By Lay Users,"This device is an in vitro diagnostic device for the detection and/or differentiation of nucleic acids from non-viral microorganism(s) causing sexually transmitted infections in clinical specimens for use in home settings, or similar environments. The test is intended for prescription or over-the-counter use.",MI,2025-03-28,检测／分型／评分项目；需按IFU拆解marker,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN240020
DEN240025,VENTANA Kappa and Lambda Dual ISH mRNA Probe Cocktail (08507023001),SDP,Kappa And Lambda Immunoglobulin Light Chain In Situ Hybridization Mrna Probe Detection Kit,"A kappa and lambda immunoglobulin light chain in situ hybridization (ISH) mRNA probe is intended as an aid in the identification of hematolymphoid neoplasms using in situ hybridization. A Kappa and Lambda ISH mRNA probe cocktail is indicated for use when a hematolymphoid biopsy (e.g., bone marrow, lymphoid tissue) yields inconclusive results. The assay is intended as an aid in the diagnosis of mature B-cell lymphomas and plasma cell neoplasms",PA,2024-12-05,检测／分型／评分项目；需按IFU拆解marker,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN240025
DEN240029,Healgen Rapid Check COVID-19/Flu A&B Antigen Test,SCA,Multi-Analyte Respiratory Virus Antigen Detection Test,"A multi-analyte respiratory virus antigen detection test is an in vitro diagnostic device intended for the detection and/or differentiation of respiratory viruses directly from respiratory clinical specimens. The device is intended to be performed at the site of sample collection, does not involve sample storage and/or transport.",MI,2024-10-07,检测／分型／评分项目；需按IFU拆解marker,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN240029
DEN240032,APO-Easy Genotyping kit,SFC,Neurologic Disease Risk Assessment Molecular Test,"A neurologic disease predisposition risk assessment system is a prescription in vitro diagnostic device intended to detect or measure DNA, RNA, or protein variants in human specimens. The measurements aid in the evaluation of the risk of developing a neurologic disease in patients presenting with symptoms and/or with disease-associated risk factors to aid in patient management, in conjunction with other laboratory and clinical information.",IM,2025-06-12,检测／分型／评分项目；需按IFU拆解marker,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN240032
DEN240035,ConcizuTrace™ ELISA,SES,Non-Factor Replacement Product Test System,"A non-factor replacement product test system is a prescription in vitro diagnostic device intended to measure non-factor replacement therapeutic products that are indicated for routine prophylaxis to prevent or reduce the frequency of bleeding episodes in patients with bleeding disorders, including hemophilia, in human blood specimens to ensure appropriate therapy in accordance with the approved non-factor replacement product labeling.",HE,2025-05-22,检测／分型／评分项目；需按IFU拆解marker,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN240035
DEN240045,Teal Wand,SEP,Device For Home Collection And Transport Of Vaginal Specimens By Lay Users For Use In An Approved Hpv Molecular Assay,A device for home collection and transport of vaginal specimens by lay users for HPV testing is a device intended for use by lay users in home settings or similar environments for the collection and transportation of vaginal specimens for testing using an approved HPV molecular assay with which the device has been validated.,MI,2025-05-09,配套器械／软件／质控：不计作独立marker,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN240045
DEN240067,KMT2A Breakapart FISH Probe Kit PDx (CDA-LPH013),SFS,Revumenib Eligibility Detection System,"A revumenib eligibility detection system is identified as a prescription in vitro diagnostic device intended for the qualitative detection of structural abnormalities of chromosome 11 in specimens from patients with acute leukemia for the purpose of identifying patients who may benefit from treatment with revumenib, in accordance with the approved therapeutic product labeling.",MG,2025-09-19,检测／分型／评分项目；需按IFU拆解marker,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN240067
DEN240068,ArteraAI Prostate,SFH,Pathology Software Algorithm Device Analyzing Digital Images For Prostate Cancer Prognosis,A pathology software algorithm device analyzing digital images for prostate cancer prognosis is a software intended to analyze digital images of acquired from medical imaging devices (for example but not limited to - whole slide imaging scanners). The device provides prognostic risk estimates which are intended to assist physicians with prognostic risk-based decisions along with other clinicopathological factors. The device is not intended to determine a clinical diagnosis.,PA,2025-07-31,检测／分型／评分项目；需按IFU拆解marker,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN240068
DEN240080,Biolinq Shine Autonomous Time-in-Range Microsensor,SFU,Glucose Range Monitoring System,"A glucose range monitoring system (GRM) is intended to automatically measure glucose in the body and provide qualitative or semi-quantitative information about glucose levels or trends continuously or frequently.  GRM systems are intended to support general user awareness of glucose ranges related to glycemic control.  Outputs from GRM systems do not represent quantitative glucose concentration values and GRM systems are not intended to be used for acute medical decision-making, such as insulin dosing or medication adjustment.",CH,2025-09-23,检测／分型／评分项目；需按IFU拆解marker,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN240080
DEN250032,LIAISON® XL MUREX Anti-HDV (318260); LIAISON® XL MUREX Control Anti-HDV (318261),SGW,Device To Detect Antibodies To Hepatitis D Virus,"The device to detect antibodies to hepatitis D Virus is an in vitro diagnostic device intended for prescription use for the detection of antibodies to the hepatitis D virus (anti-HDV) in human clinical specimens. The assay is intended as an aid in the diagnosis of HDV infection in individuals who are at risk for HDV infection. The assay is intended as an aid in diagnosis in conjunction with clinical findings and other diagnostic procedures. The assay is not intended for screening of blood, plasma, cells, or tissue donors.",MI,2025-12-23,检测／分型／评分项目；需按IFU拆解marker,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN250032
