product_code,device_name,regulation_number,device_class,medical_specialty,review_panel,n_510k_total,definition
NAL,"Test, Immunoassay, Biosensor, Hcg",862.1155,2,Clinical Chemistry,CH,2,
NAO,"Test, Carbohydrate Deficient Transferrin",862.1360,1,Clinical Chemistry,CH,3,
NAQ,"Lipoprotein, High Density, Hdl, Over The Counter",862.1175,1,Clinical Chemistry,CH,2,
NBC,"Test, Natriuretic Peptide",862.1117,2,Clinical Chemistry,CH,45,
NBK,"System, Test, (Ihc), Tumor Marker, Monitoring, Bladder Cancer",864.1860,2,Hematology,PA,1,
NBO,"Autoantibodies, Skin (Desmoglein 1 And Desmoglein 3)",866.5660,2,Immunology,IM,2,
NBS,"Autoantibodies, Lkm-1 (Liver/Kidney Microsome, Type 1)",866.5660,2,Immunology,IM,3,
NBT,"Antibodies, Saccharomyces Cerevisiae (S.Cerevisiae)",866.5785,2,Immunology,IM,8,
NBW,"System, Test, Blood Glucose, Over The Counter",862.1345,2,Clinical Chemistry,CH,510,
NCW,"System, Test, Her-2/Neu, Monitoring",866.6010,2,Immunology,IM,3,
NDW,"Assay, Porphyrin, Spectrophotometry, Lithium",862.3560,2,Clinical Toxicology,TX,7,
NDY,"Test, Cystatin C",862.1225,2,Clinical Chemistry,CH,22,
NDZ,"Assay, Nucleic Acid Amplification, Growth Identification, Mycobacterium Tuberculosis",866.3370,1,Microbiology,MI,1,
NEO,"System, Test, Osteocalcin",862.1050,2,Clinical Chemistry,CH,2,
NFX,"Test, Cholesterol, Total, Over The Counter",862.1175,1,Clinical Chemistry,TX,1,
NGA,"Test, Follicle Stimulating Hormone (Fsh), Over The Counter",862.1300,1,Clinical Chemistry,TX,2,
NGE,"Test, Luteinizing Hormone (Lh), Over The Counter",862.1485,1,Clinical Chemistry,TX,6,
NGJ,"Test, Nitrite, Urinary, Non-Quantitative, Over The Counter",862.1510,1,Clinical Chemistry,TX,1,
NGL,"Test, Opiates, Over The Counter",862.3650,2,Clinical Toxicology,TX,23,
NGT,"Saline, Vascular Access Flush",880.5200,2,General Hospital,HO,40,"Enhance the performance of intravascular catheters, to maintain patency of the vascular catheter when it is not in use."
NGZ,"Susceptibility Test Plate, Antifungal",866.1640,2,Microbiology,MI,21,The device is an in vitro diagnostic device intended for use in determining quantitative susceptibility of  Candida species to various antifungal agents diluted in varying concentration in a microtiter plate format.
NHG,"Enzyme Immunoassay, Cortisol, Salivary",862.1205,2,Clinical Chemistry,CH,7,The HS Salivary Cortisol Enzyme Immunoassay Kit is for the quantitative in vitro diagnostic measurement of salivary cortisol.  This kit may be used to measure adrenal cortical function and as a screen for Cushing's and Addison's Disease.  This kit is not intended for use with serum or plasma samples.  The device's intended use differs from the description in the classification regulation in that it is for use with saliva samples.
NHT,"Assay, Nucleic Acid Amplification, Bacillus Anthracis",866.3045,2,Microbiology,MI,6,An invitro diagnostic device used to presumptively detect the presence or absence of b. Anthracis directly in blood specimens or suspicious culture growth.
NHX,"Antibodies, Anti-Cyclic Citrullinated Peptide (Ccp)",866.5775,2,Immunology,IM,21,The device is used for the detection of anti-cyclic citrullinated peptide (CCP) antibodies in human serum or plasma as an aid in the diagnosis of rheumatoid arthritis.
NID,"Assay, Proliferation, In Vitro, T Lymphocyte",864.5220,2,Hematology,IM,2,A device measuring the constituents of dividing DNA or other pre-division cellular constituents to classify the ability of T lymphocytes (a type of normal white blood mononuclear cell) to divide or proliferate in response to specific or non-specific added stimulants. The T lymphocytes may be normal in number or abnormally low in number due to a natural or induced immunosuppressed state in the patient.
NIG,"System, Test, Carbohydrate Antigen (Ca19-9), For Monitoring And Management Of Pancreatic Cancer",866.6010,2,Immunology,IM,12,An in vitro diagnostic test for the quantitative measurement of the CA 19-9 tumor associated antigen in human serum or plasma.  The test is intended as an aid in the management of patients with confirmed pancreatic cancer and serial monitoring of their response to therapy and disease progression.  The test should only be used in patients with serum and plasma CA 19-9 values above the cut-off at the time of diagnosis and in conjunction with other clinical methods.
NIJ,"System, Test, Genotypic Detection, Resistant Markers, Enterococcus Species",866.1640,2,Microbiology,MI,6,The in vitro device is intended to detect the presence of the vanA and vanB genes in isolated colonies of Enterococcus spp.  as a marker for vancomycin resistance using DNA probe technology
NIY,"Autoantibodies, Anti-Soluble Liver Antigen (Sla), Autoimmune Hepatitis",866.5660,2,Immunology,IM,3,ELISA for the detection of anti-SLA (soluble liver antigen) antibody of the IgG class. Intended to aid in the diagnosis of conditions with elevated levels of anti-SLA antibody including autoimmune hepatitis
NJF,"Antibodies, Anti-Actin, Anti-Smooth Muscle",866.5120,2,Immunology,IM,1,"The device is used for the semi-quantitative detection of  IgG antibodies to the actin component of smooth muscle in human serum as an aid in the diagnosis of certain autoimmune liver diseases, e.g. autoimmune hepatitis."
NJR,"Nucleic Acid Amplification Assay System, Group B Streptococcus, Direct Specimen Test",866.3740,1,Microbiology,MI,18,"A nucleic acid amplification assay system (including probes, other reagents, and instrumentation) is an aid in the identification of group b streptococci from pre-partum and intra-partum women to establish colonization status."
NJV,"Test, Albumin Cobalt Binding",862.1215,2,Clinical Chemistry,CH,2,The Albumin Cobalt Binding Test is a quantitative in vitro diagnostic test used on human serum that detects Ischemia Modified Albumin by measuring the cobalt binding capacity of albumin in human serum. IMA is intended for use in conjunction with other tests such as ECG and cardiac troponin as an aid to the short term risk stratification of patients presenting with chest pain suggestive of cardiac origin.
NOE,"Test, System, Immunoassay, Lipoprotein-Associated Phospholipase A2",866.5600,2,Immunology,IM,8,"The Lipoprotein-associated Phospholipase A2, Immunoassay, System, Test, is intended to measure lipoprotein-associated phospholipase A2 in human plasma in conjunction with clinical evaluation and other patient risk factors including biochemical analyses as an aid in predicting risk for coronary heat disease. This device differs from the classification regulation in that it is a different analyte, thus a NEW marker for predicting risk of coronary heart disease. This device is measuring an enzyme that is produced by macrophages where as the regulation is for the measurement of a lipoprotein."
NOM,"Antigen, Galactomannan, Aspergillus Spp.",866.3040,1,Microbiology,MI,4,"The Platelia Aspergillus EIA is an immunoenzymatic sandwich microplate assay for the detection of Aspergillus galactomannan antigen in human serum.    It is a test which, when used in conjunction with other diagnostic procedures such as microbiological culture, histological examination of biopsy samples and radiographic evidence, can be used as an aid in the diagnosis of Invasive Aspergillosis."
NOP,"Elisa, Antibody, West Nile Virus",866.3940,2,Microbiology,MI,10,The West Nile Virus ELISA is intended for the detection of IgG and IgM antibodies to West Nile Virus. Specimens may be serum or cerebral spinal fluid from symptomatic patients.
NOZ,"Assay, 1,5-Anhydroglucitol (15ag)",864.7470,2,Hematology,HE,2,"The test provides quantitative measurement of 1,5-anhydroglucitol (15AG) in patient's blood. The test is for professional use, and is indicated for the monitoring of glycemic control in people with diabetes."
NPO,"Kit, Immunochromatographic, Bacillus Anthracis Differential Antibody",866.3045,2,Microbiology,MI,1,A serological reagent to distinguish b. Anthracis culture growth  from other bacillus spp. Growth
NPQ,"Test, Factor V Leiden Mutations, Genomic Dna Pcr",864.7280,2,Hematology,PA,6,"In vitro diagnostic test to detect the Factor V Leiden mutation in genomic DNA, as an aid to diagnosis in the evaluation of patients with suspected thrombophilia."
NPR,"Test, Factor Ii G20210a Mutations, Genomic Dna Pcr",864.7280,2,Hematology,PA,5,"In vitro diagnostic test to detect the Factor II G20210A mutation in genomic DNA, as an aid to diagnosis in the evaluation of patients with suspected thrombophilia."
NQD,"Cardiac C-Reactive Protein, Antigen, Antiserum, And Control",866.5270,2,Immunology,IM,19,In vitro diagnostic test to measure C-reactive protein for the purpose of making cardiac risk assessments.
NQI,"System, Immunomagnetic, Circulating Cancer Cell, Enumeration",866.6020,2,Immunology,PA,13,In vitro diagnostic device to aid in the enumeration of immunomagnetically selected and fluorescently identified circulating tumor cells of epithelial origin in whole blood for prediction of cancer progression and survival.
NQL,"System, Test, Amino Acids, Free Carnitines And Acylcarnitines Tandem Mass Spectrometry",862.1055,2,Clinical Chemistry,CH,5,"Amino acids, free carnitines and acylcarnitines test system is intended for the measurement and evaluation of amino acid, free carnitine and acylcarnitine concentrations from newborn whole blood filter paper samples. The quantitative analysis of the amino acids, free carnitines and acylcarnitines and their relationship with each other is intended to provide analyte concentration profiles that should aid in identifying elevated levels of these metabolites for screening newborns for one or more of several metabolic disorders."
NQM,Immunoassay For Detection Of Amniotic Fluid Protein(S).,862.1550,1,Clinical Chemistry,CH,2,"The test is for use by health care professionals to aid in the detection of fetal membrane rupture in pregnant women, when they report signs, symptoms or complaints suggestive of such rupture."
NQN,"Microscope, Automated, Image Analysis, Immunohistochemistry,Operator Intervention,Nuclear Intensity & Percent Positivity",864.1860,2,Hematology,PA,15,Automated microscopic immunohistochemistry image- analysis system to measure nuclear intensity and percent positivity with operator intervention.
NQX,"System, Nucleic Acid Amplification Test, Dna, Methicillin Resistant Staphylococcus Aureus, Direct Specimen",866.1640,2,Microbiology,MI,24,"A nucleic acid amplification assay system (including probes, other reagents, and instrumentation) is an aid in the identification of MRSA colonization status for the prevention and control of MRSA infections in healthcare settings."
NRI,"Autoantibodies, Nuclear Pore Glycoprotein Gp210",866.5090,2,Immunology,IM,2,"The device is used for the detection, in human serum or plasma, of autoantibodies to gp210 (nuclear pore glycoprotein gp210) as an aid in the diagnosis of primary biliary cirrhosis."
NRL,"Enzyme Linked Immunoabsorbent Assay, Antibody, B. Anthracis",866.3045,2,Microbiology,MI,1,The elisa assay for antibodies to b. Anthracis is used to detect an immunological response to proteins secreted by b. Anthracis; As an aid in the laboratory diagnosis of anthrax.
NRP,Sirolimus Test System,862.3840,2,Clinical Toxicology,TX,5,Sirolimus test systems are intended for the quantitative measurement of sirolimus in whole blood as an aid in management of transplant patients taking this sirolimus.
NSF,"Test, Alpha Fetoprotein L3 Subfraction (Afp-L3%), For Hepatocellular Carcinoma Risk Assessment",866.6030,2,Immunology,IM,2,In vitro diagnostic test intended as a risk assessment test for the development of hepatocellular carcinoma (hcc) in patients with chronic liver diseases (cld).  Elevated afpl3% values (= 10%) have been shown to be associated with a nine-fold increase in the risk of developing hcc in the next 6-12 months.  Patients with elevated serum afpl3% should be more intensely evaluated for evidence of hcc according to the existing hcc practice guidelines in oncology.
NST,"Autoantibodies, Acetylcholine Receptor, Acetylcholine Blocking And Non-Blocking",866.5660,2,Immunology,IM,4,"THE DEVICE IS AN IMMUNOASSAY INDICATED AS AN AID IN THE DIAGNOSIS OF MYASTHENIA GRAVIS, AN AUTOIMMUNE DISEASE CHARACTERIZED BY EXERCISE-INDUCED MUSCLE WEAKNESS TEMPORARILY RELIEVED BY CESSATION OF EXERCISE. AUTOANTIBODY, WHEN PRESENT IN SERUM, INTERFERES WITH THE BINDING OF ACETYLCHOLINE, A NEURAL TRANSMITTER AT THE JUNCTION OF NERVES WITH MUSCLES. AUTOANTIBODY CAN ALSO BIND TO OTHER PORTIONS OF THE ACETYLCHOLINE RECEPTOR WITHOUT INTERFERING WITH ACETYLCHOLINE BINDING. PRESENCE OF AUTOANTIBODY ALONG WITH CLINICAL SIGNS AND SYMPTOMS ARE USUALLY HIGHLY SUGGESTIVE OF MYASTHENIA GRAVIS. ACETYLCHOLINE RECEPTOR AUTOANTIBODY CAN ALSO OCCUR IN THE PRESENCE OF AUTOANTIBODIES TO OTHER BODY SUBSTANCES."
NSU,Instrumentation For Clinical Multiplex Test Systems,862.2570,2,Clinical Chemistry,CH,13,"Instrumentation for clinical multiplex test systems is a device that is intended to measure and sort multiple signals generated by an assay from a clinical sample.  The generated signals from multiple probes or other ligands may be measured by fluorescence, luminescence, or other physical or chemical properties.  The device may integrate scanning, reagent handling, hybridization, washing, dedicated instrument control, data acquisition software, raw data storage mechanisms and other essential hardware components along with the signal reader unit.  This instrumentation is used with specific assays to comprise an assay test system to measure multiple analytes of a similar chemical nature for de"
NTH,"System, Automated Scanning Microscope And Image Analysis For Fluorescence In Situ Hybridization (Fish) Assays",866.4700,2,Immunology,PA,8,
NTI,Drug Metabolizing Enzyme Genotyping Systems,862.3360,2,Clinical Toxicology,TX,11,Intended to identify the presence or absence of human genotypic markers encoding drug metaboizing enzymes using dna originating from clinical samples. This type of assay can be used as an aid determining treatment choice and individualizing treatment dose for therapeutics that are metabolized primarily by the specific enzyme tested by the system.
NTM,"Antigen, Inflammatory Response Marker, Sepsis",866.3210,2,Microbiology,MI,3,An immunoluminometric assay used to determine the concentration of procalcitonin (pct) in human serum and plasma.
NTR,"Immunohistochemical Reagent, Antibody (Monoclonal Or Polyclonal) To P63 Protein In Nucleus Of Prostatic Basal Cells",864.1860,1,Hematology,PA,1,"MONOCLONAL OR POLYCLONAL ANTIBODY THAT RECOGNIZES THE HUMAN P63 PROTEIN IN THE NUCLEUS OF PROSTATIC BASAL CELLS USING ROUTINE IMMUNOHISTOCHEMICAL TECHNIQUES, INCLUDING HEAT-INDUCED ANTIGEN EPITOPE RETRIEVAL. THIS TEST IS INTENDED FOR LABORATORY USE TO QUALITATIVELY IDENTIFY THE P63 ANTIGEN IN HISTOLOGICAL SECTIONS FROM FORMALIN-FIXED PARAFFIN-EMBEDDED SAMPLES OF NORMAL AND/OR PATHOLOGICAL PROSTATE TISSUE OBTAINED BY NEEDLE BIOPSY OR SURGICAL PROCEDURES. THE PRESENCE OR ABSENCE OF P63 STAINING AIDS THE PATHOLOGIST IN THE DIFFERENTIAL DIAGNOSIS OF PROSTATE CANCER IN CONJUNCTION WITH MORPHOLOGICAL FINDINGS SEEN WITH HEMATOXYLIN AND EOSIN STAINING COMPLEMENTED BY PROPER CONTROLS."
NTV,"Myeloperoxidase, Immunoassay, System, Test",866.5600,2,Immunology,TX,2,"MYELOPEROXIDASE, IMMUNOASSAY, SYSTEM, TEST IS INTENDED TO MEASURE MYELOPEROXIDASE IN HUMAN PLASMA, TO BE USED IN CONJUNCTION WITH CLINICAL HISTORY, ECG AND CARDIAC BIOMARKERS TO EVALUATE PATIENTS PRESENTING WITH CHEST PAIN THAT ARE AT RISK FOR MAJOR ADVERSE CARDIAC EVENTS, INCLUDING MYOCARDIAL INFARCTION, NEED FOR REVASCULARIZATION, OR DEATH."
NTY,"System, Test, Fibrin/Fibrinogen Degradation Products For Monitoring Of Colorectal Cancer",866.6010,2,Immunology,IM,1,MONITORING CANCER PATIENTS AFTER THERAPY FOR DISEASE PROGRESSION IN CONJUNCTION WITH OTHER DIAGNOSTIC MODALITIES.
NUA,"System, Cystic Fibrosis Transmembrane Conductance Regulator, Gene Mutation Detection",866.5900,2,Immunology,PA,12,"The cftr gene mutation detection system is a device used to simultaneously detect and identify a panel of mutations and variants in the cftr gene.  It is intended as an aid in confirmatory diagnostic testing of individuals with suspected cystic fibrosis (cf), carrier identification, and newborn screening.  This device is not intended for stand-alone diagnostic purposes, prenatal diagnostic, pre-implantation or population screening."
NUM,"Autoantibodies, Nuclear Body Protein, Sp100",866.5090,2,Immunology,IM,1,"THE DEVICE IS USED FOR THE DETECTION, IN HUMAN SERUM OR PLASMA, OF AUTOANTIBODIES TO SP100 (NUCLEAR BODY PROTEIN SP100) AS AN AID IN THE DIAGNOSIS OF PRIMARY BILIARY CIRRHOSIS."
NVI,"Diagnostic Software, K-Nearest Neighbor Algorithm, Autoimmune Disease",862.3100,2,Clinical Toxicology,IM,1,The device is intended to suggest a systemic autoimmune disease association as an aid for differential diagnosis to be evaluated in conjunction with clinical findings and other laboratory tests.
NWG,"Autoantibodies, Glutamic Acid Decarboxylase (Gad)",866.5660,2,Immunology,IM,2,The device is used for the semi-quantitative determination of glutamic acid decarboxylase (GAD) autoantibodies in human serum as an aid in the diagnosis of Type I diabetes mellitus (autoimmune mediated diabetes).
NWM,"Immunoassay, Anti-Seizure Drug",862.3350,2,Clinical Toxicology,TX,5,To aid in management of patients treated with anti-seizure drug.
NWZ,"Gas Chromatography, Bacillus Anthracis Membrane Fatty Acids",866.3045,2,Microbiology,MI,1,Aid in the identification of Bacillus Anthracis
NXD,"Nucleic Acid Amplification, Novel Influenza A Virus, A/H5 (Asian Lineage) Rna",866.3332,2,Microbiology,MI,3,"Novel influenza a virus reagents are used in nucleic acid amplification tests to directly detect and differentiate novel influenza a virus specific rna gene segments in human respiratory specimens or viral cultures. Detection and differentiation of specific rna gene segments aids in the diagnosis of influenza caused by novel influenza a viruses in patients with clinical and epidemiological risk of infection with these viruses. They also aid in the presumptive identification of specific novel influenza a viruses and provide epidemiological information on influenza. These reagents are primers and probes, along with a specific novel influenza virus control."
NXO,"Calprotectin, Fecal",866.5180,2,Immunology,IM,15,"The device is used for the measurement, in human stool, of fecal calprotectin, a neutrophilic protein that is a marker of mucosal inflammation.  The device can be used as an aid in the diagnosis of inflammatory bowel disease (ibd), crohn's disease and ulcerative colitis and to differentiate ibd from irritable bowel syndrome."
NXX,"Fish (Fluorescent In Situ Hybridization) Kit, Protein Nucleic Acid, Rna, Staphylococcus Aureus",866.3700,1,Microbiology,MI,4,The s. Aureus pna fish is a qualitative nucleic acid hybridization assay intended for presumptive identification of staphylococcus aureus from blood cultures with gram-positive cocci in clusters (gpcc).  This device is not exempt per 21 cfr part 866.9(c)(6).
NYI,"Classifier, Prognostic, Recurrence Risk Assessment, Rna Gene Expression, Breast Cancer",866.6040,2,Immunology,PA,10,"A device which uses a gene expression profile of a breast cancer tumor, from patients stage i or stage ii lymph node negative, with a tumor size of <5.0 cm, to provide a risk assessment for distant recurrence of breast cancer.  The result is indicated for use only as a prognostic marker by physicians along with a number of other factors to assess the risk of recurrence of breast cancer."
NYO,"Autoantibodies, Anti-Ribonucleic Acid Polymerase (Rnap) Iii Antibody",866.5100,2,Immunology,IM,4,The anti-rna polymerase iii test is a semi-quantitative elisa for the detection of anti-rna polymerase iii antibodies in human serum.  The test result is used as an aid in the diagnosis of systemic sclerosis (ssc) in conjunction with the clinical and other laboratory findings.  For in-vitro diagnostic use.
NZS,"Fish (Fluorescent In Situ Hybridization) Kit, Protein Nucleic Acid, Rna, Yeast",866.2660,1,Microbiology,MI,3,Indicated as a qualitative nucleic acid hybridization assay intended for identification of candida albicans from blood cultures with yeast.
OAH,"Fish (Fluorescent In Situ Hybridization) Kit, Protein Nucleic Acid, Enterococcus Faecalis",866.3740,1,Microbiology,MI,4,E. Faecalis pna fish is a qualitative nucleic acid hybridization assay intended for the identification of enterococcus faecalis and other enterococci (oe) from blood cultures showing Gram-positive cocci in pairs and chains.
OAI,"Assay, Enterovirus Nucleic Acid",866.3225,2,Microbiology,MI,2,"Consists of primers, probes, enzymes and controls for the amplification and detection of enterovirus RNA in cerebrospinal fluid (CSF) from individuals who have signs and symptoms consistent with meningitis or meningoencephalitis.  The detection of enterovirus RNA, in conjunction with other laboratory tests, aids in the clinical laboratory diagnosis of viral meningitis caused by enterovirus."
OAM,"Immunoassay, Insulin-Like Growth Factor Binding Protein-1",862.1550,1,Clinical Chemistry,CH,2,The device is a qualitative immunochromatographic test for the detection of amniotic fluid in cervicovaginal secretions.  The test is intended for professional use to help diagnose the rupture of fetal membranes in pregnant women.
OAU,"Des-Gamma-Carboxy-Prothrombin (Dcp), Risk Assessment, Hepatocellular Carcinoma",866.6030,2,Immunology,IM,1,"The test is intended to quantitatively measure dcp in human serum and use as an aid in the risk assessment of patients with chronic liver disease for progression to hepatocellular carcinoma (hcc) in conjunction with other laboratory findings, imaging studies and clinical assessment for risk assessment of patients with chronic liver disease for progression to hepatocellular carcinoma."
OAV,Mycophenolic Acid Test System,862.3840,2,Clinical Toxicology,TX,3,An in vitro diagnostic reagent system intended for use in the quantitative determination of total mycophenolic acid in human serum or plasma as an aid in the management of mycophenolic acid therapy in renal and cardiac transplant patients.
OBE,Anti-Ss-A 52 Autoantibodies,866.5100,2,Immunology,IM,3,"The device is used for the detection, in human serum or plasma, of autoantibodies to SS-A 52.  The detection of SS-A 52 autoantibodies may aid in the diagnosis of systemic lupus erythematosus, Sjogren's syndrome, systemic sclerosis, polymyositis and dermatomyositis."
OBW,"11-Dehydro Thromboxane B2 Kit, Urinary",864.5700,2,Hematology,HE,1,"The test kit is an enzyme-linked immunoassay (elisa) to determine levels of 11-dehydro thromboxane b2 (11dhtxb2) in human urine, which aids in the qualitative detection of aspirin effect in apparently healthy individuals post ingestion.  For professional use only."
OBZ,"Alpha-1-Antitrypsin Kit, Qualitative Phenotype",866.5130,2,Immunology,IM,2,The alpha-1-antitrypsin qualitative phenotype test result is used as an aid in the diagnosis of alpha-1-antitrypsin deficiency in conjunction with clinical and other laboratory findings. For in vitro diagnostic use only.
OCC,Respiratory Virus Panel Nucleic Acid Assay System,866.3980,2,Microbiology,MI,80,"A respiratory viral panel multiplex nucleic acid assay is a qualitative in vitro diagnostic device intended to simultaneously detect and identify multiple viral nucleic acids extracted from human respiratory specimens or viral culture.  The detection and identification of a specific viral nucleic acid from individuals exhibiting signs and symptoms of respiratory infection aids in the diagnosis of respiratory viral infection when used in conjunction with other clinical and laboratory findings.  The device is intended for detection and identification of a combination of the following viruses:  Influenza A and Influenza B, Influenza A subtype H1 and Influenza A subtype H3, Respiratory Syncytial Virus subtype A and Respiratory Syncytial Virus subtype B, Parainfluenza 1, Parainfluenza 2, and Parainfluenza 3 virus, Human Metapneumovirus, Rhinovirus, and Adenovirus."
OCN,Insulin Autoantibody Kit,866.5660,2,Immunology,IM,1,The device is used for the semi-quantitative determination of insulin autoantibodies in human serum as an aid in the diagnosis of Type 1 diabetes mellitus (autoimmune mediated diabetes) in patients who have not received insulin therapy.
ODV,Vitamin K Epoxide Reductase Complex Subunit One (Vkorc1) Genotyping System,864.7750,2,Hematology,HE,1,An in vitro diagnostic assay for use in genotyping vitamin k epoxide reductase complex subunit one (VKORC1) alleles to aid in the identification of patients at risk for altered warfarin sensitivity.
ODW,Cytochrome P450 2c9 (Cyp450 2c9) Drug Metabolizing Enzyme Genotyping System,862.3360,2,Clinical Toxicology,TX,6,An in vitro diagnostic assay for use in genotyping Cytochrome P450 2C9 (CYP450 2C9) alleles.  Information about the CYP2C9 genotype may be used as an aid to clinicians in determining therapeutic strategy for medications that are metabolized by the CYP2C9 gene product.
OEG,"Autoantibodies, Skin (Bullous Pemphigoid 180 And Bullous Pemphigoid 230",866.5660,2,Immunology,IM,3,The device is intended as an aid in the diagnosis of bullous pemphigoid.
OEH,Joint Biological Agent Identification And Diagnostic System (Jbaids) Tularemia Detection Kit,866.3280,2,Microbiology,MI,2,To aid in the diagnosis of individuals presenting with signs and symptoms of pneumonic or typhoidal tularemia with a qualitative in vitro diagnostic (ivd) detection of target dna sequences of francisella tularensis.
OEM,Human Metapneumovirus (Hmpv) Rna Assay System,866.3980,2,Microbiology,MI,6,A qualitative in vitro diagnostic assay intended to detect human metapneumovirus (hmpv) rna extracted from human respiratory specimens or viral cultures. Detection of hmpv rna aids in the diagnosis of respiratory hmpv infection in conjunction with other clinical and laboratory testing in patients exhibiting signs and symptoms of upper respiratory tract infections.
OEO,Automated Digital Image Manual Interpretation Microscope,864.1860,2,Hematology,PA,6,"The ihc her2 manual read of a digital slide application is intended for use as an aid to the pathologist in the detection and semi-quantitative measurement of her2/neu (c-erbb-2) in formalin-fixed, paraffin-embedded normal and neoplastic tissue immunohistochemically stained for her-2 receptors, using microscopy images displayed on a computer monitor.  Her-2 results are indicated for use as an aid in the management, prognosis and prediction of therapy outcomes in breast cancer."
OIF,Tyrosine Phosphatase (Ia-2) Autoantibody Assay,866.5660,2,Immunology,IM,3,The device is used for the semi-quantitative determination of autoantibodies against tyrosine phosphatase (IA-2) in human serum as an aid in the diagnosis of Type 1 diabetes mellitus (autoimmune mediated diabetes).
OIU,"Test, Epithelial Ovarian Tumor Associated Antigen (He4)",866.6010,2,Immunology,IM,5,An enzyme immunometric assay for the quantitative determination of HE4 in human serum.   The assay is to be used as an aid in monitoring recurrence or progressive disease in patients with epithelial ovarian cancer. Serial testing for patient HE4 assay values should be used in conjunction with other clinical methods used for monitoring ovarian cancer. It is not intended to estimate or assess the risk of disease outcomes of patients.
OIW,"Software, Similarity Score Algorithm, Tissue Of Origin For Malignant Tumor Types",862.3100,2,Clinical Toxicology,TX,4,This test is intended to measure the degree of similarity between the RNA expression pattern in a patient?s fresh-frozen tumor and the RNA expression patterns in a database of tumor samples for some common malignant tumor types that were diagnosed according to then current clinical and pathological practice. The test result is intended for use in the context of the patient?s clinical history and other diagnostic tests evaluated by a qualified clinician.  The test is not intended to establish the origin of tumors (e.g. carcinoma of unknown primary) that cannot be diagnosed according to current clinical and pathological practice.
OKM,"Antibodies, Outer-Membrane Proteins",866.5785,2,Immunology,IM,1,For the detection of anti-outer membrane protein (anti-OMP) antibodies in human serum.  To aid in the diagnosis of Crohn's Disease.
OMG,"Antisera, Fluorescent, Human Metapneumovirus",866.3980,2,Microbiology,MI,4,"It is intended for the qualitative detection and identification of human metapneumovirus (hMPV) in direct respiratory specimens or cell culture. The assay detects hMPV antigens by immunofluorescence using antibodies, from patients with signs and symptoms of acute respiratory infection. This assay detects but is not intended to differentiate the four recognized genetic sub-lineages of hMPV."
OMM,"Test 5, 10-Methylenetetrahydrofolate Reductase Mutations, Genomic Dna Pcr",864.7280,2,Hematology,HE,2,"In vitro diagnostic for the detection and genotyping of a single point mutation of the human 5, 10-methylenetetrahydrofolate reductase gene (MTHFR) in patients with suspected thrombophilia."
OMN,C. Difficile Nucleic Acid Amplification Test Assay,866.2660,1,Microbiology,MI,5,In vitro diagnostic test for the qualitative detection of toxigenic clostridium difficile nucleic acids isolated and purified from stool specimens obtained from symptomatic patients.
OMS,"Novel Influenza A Virus, A/H5 Ns1 Protein",866.3332,2,Microbiology,MI,1,Novel influenza A virus reagents are used to directly detect and differentiate novel influenza A virus specific nonstructural protein 1 (NS1) in human respiratory specimens or viral cultures.  Detection and differentiation of specific NS1 protein aids in the diagnosis of influenza caused by novel influenza A viruses in patients with clinical and epidemiological risk of infection with these viruses. They also aid in the presumptive identification of specific novel influenza A viruses and provide epidemiological information on influenza.
OND,Osmolality Of Tears,862.1540,1,Clinical Chemistry,CH,1,"To measure the osmolality of human tears to aid in the diagnosis of patients with signs or symptoms of dry eye disease, in conjunction with other methods of clinical evaluation."
ONX,Ovarian Adnexal Mass Assessment Score Test System,866.6050,2,Obstetrics/Gynecology,IM,6,"An ovarian/adnexal mass assessment test is a devicem that measures one or more proteins in serum.  It yields a single result for the likelihood that an adnexal pelvic mass in a woman, for whom surgery is planned, is malignant.  The test isn for adjunctive use, in teh context of a negative primary clinical and radiological evaluation, to augmrent the identification of patienets whose gynecologic surgery requires oncology expertise and resources."
OOU,Parainfluenza Multiplex Nucleic Acid Assay,866.3980,2,Microbiology,MI,5,"A parainfluenza multiplex nucleic acid assay is a multiplex in vitro diagnostic test for the simultaneous qualitative detection and discrimination of parainfluenza 1 virus, parainfluenza 2 virus, parainfluenza 3 virus and parainfluenza 4 virus nucleic acids isolated and purified from human respiratory specimens obtained from individuals exhibiting signs and symptoms of respiratory tract infections or viral culture. The detection and discrimination of human parainfluenza nucleic acids from symptomatic patients aid in the diagnosis of human respiratory tract parainfluenza infections if used in conjunction with other clinical and laboratory findings."
OOX,Automated Occult Blood Analyzer,864.6550,2,Hematology,HE,6,The automated test system is intended for the qualitative detection of fecal occult blood in feces by professional laboratories.  The automated test is used for the determination of gastrointestinal bleeding.
OPL,"Multiplex Immunoassay For Measles Virus, Mumps Virus, Rubella And Varicella Zoster Virus",866.3510,2,Microbiology,MI,3,"The test is a multiplex immunoassay intended for the qualitative detection of specific human IgG antibodies to measles virus, mumps virus, Rubella and varicella zoster virus (VZV) in human serum and/ or plasma. The results of this assay are intended to be used as an aid in the assessment of a patient¿s serological status to measles virus, mumps virus, Rubella and VZV. The test is not intended for use in screening blood or plasma donors."
