gene,depmap_mean_gene_effect,depmap_n_cell_lines
KRT39,0.047555577155802393,1100.0
KRT4,-0.09337251615350935,1100.0
KRT40,-0.022872066002613867,1100.0
KRT5,-0.09051614410949897,1100.0
KRT6A,-0.18516860380207809,1098.0
KRT6B,0.1557626255924666,1100.0
KRT6C,0.02417303020068726,975.0
KRT7,0.01561667605118597,1100.0
KRT71,-0.00974036791583884,1100.0
KRT72,-0.09718865333354511,1100.0
KRT73,0.026654660577031867,1100.0
KRT74,-0.07037331688472377,1100.0
KRT75,-0.07323777337887721,1100.0
KRT76,-0.028802770086654217,1100.0
KRT77,-0.0862774768398449,1100.0
KRT78,0.0035372585733332764,1100.0
KRT79,-0.11912967389810901,1100.0
KRT8,-0.6344264697245422,324.0
KRT80,-0.010592631790338421,1100.0
KRT81,-0.09424859385752314,975.0
KRT82,-0.08691708461887354,1100.0
KRT83,-0.20544281001412681,1100.0
KRT84,-0.0004287401750002248,1100.0
KRT85,-0.18394004217625168,1100.0
KRT86,-0.22032237030620613,975.0
KRT9,-0.10876670469395239,1100.0
KRTAP1-1,0.07212060842935869,1100.0
KRTAP1-3,-0.08496415508216676,15.0
KRTAP1-4,0.01916434409068368,1098.0
KRTAP1-5,0.25367333227736477,1099.0
KRTAP10-1,-0.30114480256465626,977.0
KRTAP10-10,0.09251408508186174,1100.0
KRTAP10-11,-0.02896217985017418,1100.0
KRTAP10-2,0.06792183350475021,977.0
KRTAP10-3,-0.19980524245614953,975.0
KRTAP10-5,0.1322178310060321,1100.0
KRTAP10-8,-0.011794994239204154,1100.0
KRTAP10-9,-0.34853083938662016,1100.0
KRTAP11-1,0.15669698588292508,1100.0
KRTAP12-1,0.04039649446979995,1100.0
KRTAP12-2,0.17698727901697728,1100.0
KRTAP12-3,0.11212621458035041,1100.0
KRTAP12-4,-0.12101098010798024,1100.0
KRTAP13-1,0.02182978811783599,1100.0
KRTAP13-2,0.028450167698603347,1100.0
KRTAP13-3,-0.06050430124446844,1100.0
KRTAP13-4,0.07748134831900465,1100.0
KRTAP15-1,0.011905561591899871,1100.0
KRTAP16-1,-0.04085463149308272,1100.0
KRTAP17-1,-0.187540930690978,1100.0
KRTAP19-1,0.014260919764285021,1100.0
KRTAP19-2,0.0652916062718129,1100.0
KRTAP19-3,-0.24321120485219805,975.0
KRTAP19-4,0.07827580918382972,1100.0
KRTAP19-5,0.07014863689431644,1100.0
KRTAP19-6,-0.04364927733389512,1100.0
KRTAP19-7,-0.18508760530043739,1100.0
KRTAP19-8,-0.03713313965222251,1100.0
KRTAP20-1,0.07272738035468974,1100.0
KRTAP20-2,0.0062768104832225825,1100.0
KRTAP20-3,0.0029353410374476727,977.0
KRTAP20-4,-0.058619639372442,15.0
KRTAP21-1,-0.4797685626010504,324.0
KRTAP21-2,-0.07592099388557003,1100.0
KRTAP21-3,0.058463682379301656,1100.0
KRTAP22-1,0.10551146985210044,1100.0
KRTAP22-2,0.02601545195761689,977.0
KRTAP23-1,-0.11371672312994148,1100.0
KRTAP24-1,0.05395421616672717,1100.0
KRTAP25-1,0.18886641670624202,1100.0
KRTAP26-1,0.17339331928018534,1100.0
KRTAP27-1,0.104226032490294,1100.0
KRTAP29-1,-0.10211664455301585,1100.0
KRTAP3-1,0.03027357173757693,1100.0
KRTAP3-2,0.00899163928197534,1100.0
KRTAP3-3,-0.006630882232018936,975.0
KRTAP4-1,0.23372078507265753,15.0
KRTAP4-11,-0.5515238184070169,1098.0
KRTAP4-2,-0.8243326358197595,1100.0
KRTAP4-3,-0.37179300685087396,977.0
KRTAP4-4,-0.15890576852112814,975.0
KRTAP4-5,-0.13142106608646825,1100.0
KRTAP4-6,-0.022720892460511257,977.0
KRTAP4-8,-0.24701881392794356,975.0
KRTAP4-9,-0.23522952560133104,1100.0
KRTAP5-1,-0.33157385462831734,1098.0
KRTAP5-10,-0.14749794903630786,975.0
KRTAP5-11,-0.30614853605066444,1100.0
KRTAP5-2,0.16114951383316395,1100.0
KRTAP5-3,-0.2437362601922536,1100.0
KRTAP5-5,-0.060668962429427625,1098.0
KRTAP5-6,0.10788902183978898,975.0
KRTAP5-7,-0.79714662828124,975.0
KRTAP5-8,0.09933441774676682,15.0
KRTAP5-9,-0.01038604879926944,1100.0
KRTAP6-1,0.10308295708421558,1100.0
KRTAP6-2,-0.02808289385925755,1100.0
KRTAP6-3,0.2734305105853555,15.0
KRTAP7-1,0.11836905171824293,15.0
KRTAP8-1,0.06314091099653274,1100.0
KRTAP9-1,0.12090141949556307,1100.0
KRTAP9-3,-0.11766422725477921,315.0
KRTAP9-6,-0.26234773760099767,1100.0
KRTAP9-8,-0.08723990117813764,975.0
KRTAP9-9,-0.24338369943538074,1098.0
KRTCAP2,-0.23264437672654847,1100.0
KRTCAP3,-0.026010978020939882,1100.0
KRTDAP,-0.11476627923843964,1100.0
KSR1,-0.02684422963359427,1100.0
KSR2,-0.00366604192688371,1100.0
KTI12,-0.7277830772919829,1100.0
KTN1,0.16690556421065295,1100.0
KXD1,-0.16091986383377274,1100.0
KY,-0.03339161178884863,1100.0
KYAT1,-0.09539689982919293,1100.0
KYAT3,0.05948302054861958,1100.0
KYNU,0.1423504046332612,1100.0
L1CAM,-0.04585407332151664,1100.0
L1TD1,0.054498866243224794,1100.0
L2HGDH,0.009925285767623674,1100.0
L3HYPDH,-0.12145140673869737,1100.0
L3MBTL1,0.05981223233966481,1100.0
L3MBTL2,-0.11685227496163617,1100.0
L3MBTL3,0.0525764951384854,1100.0
L3MBTL4,0.13863836235250548,1100.0
LACC1,0.06741491074773089,1100.0
LACRT,-0.005355885045668783,1100.0
LACTB,-0.22475174679405896,1100.0
LACTB2,0.02946680900888355,1100.0
LACTBL1,-0.022189511151811676,15.0
LAD1,0.013711584965477835,1100.0
LAG3,-0.012468777733666444,1100.0
LAGE3,-0.3962299744443975,1100.0
LAIR1,-0.1206346604568485,1100.0
LAIR2,-0.0098929811300511,1100.0
LALBA,0.015447148251410405,1100.0
LAMA1,0.05439619588226815,1100.0
LAMA2,-0.05848482213137939,1100.0
LAMA3,-0.051485974755238896,1100.0
LAMA4,-0.024917919251065523,1100.0
LAMA5,-0.039299129391751834,1100.0
LAMB1,-0.09936621486798082,1100.0
LAMB2,-0.11616834592835448,1100.0
LAMB3,-0.002237686230592543,1100.0
LAMB4,-0.19886045443768502,1100.0
LAMC1,0.08659543357116774,1100.0
LAMC2,-0.0920490394502722,1100.0
LAMC3,-0.19508297241764977,1100.0
LAMP1,0.09310946949170673,1100.0
LAMP2,0.14914136126400063,1100.0
LAMP3,-0.01985294788386921,1100.0
LAMP5,0.04216725029866767,1100.0
LAMTOR1,-0.2107434943690486,1100.0
LAMTOR2,-0.5873228740929544,1100.0
LAMTOR3,-0.5965055650154948,1100.0
LAMTOR4,-0.45621901875360066,1100.0
LAMTOR5,-0.2236180230902265,1100.0
LANCL1,0.038128002782356556,1100.0
LANCL2,0.04033568705203475,1100.0
LANCL3,-0.12916463213844137,1100.0
LAP3,-0.06157584543714315,1100.0
LAPTM4A,0.10410196618578939,1100.0
LAPTM4B,0.0017583168439686155,1100.0
LAPTM5,-0.036063098162201775,1100.0
LARGE1,0.15529980810245417,1100.0
LARGE2,-0.00999571334177879,1100.0
LARP1,-0.23203821759711588,1100.0
LARP1B,0.019849360212807546,1100.0
LARP4,-0.26830004222505877,1100.0
LARP4B,-0.12302184263595282,1100.0
LARP6,-0.23784157495044916,1100.0
LARP7,-0.09010132261171755,1100.0
LARS1,-1.5661159104482796,1100.0
LARS2,-0.4177669650418764,1100.0
LAS1L,-1.0516055217577867,1100.0
LASP1,-0.0988151665388038,1100.0
LAT,-0.02562645827924334,1100.0
LAT2,-0.08962459577353342,1100.0
LATS1,0.06663268525773469,1100.0
LATS2,-0.06081747345092181,1100.0
LAX1,-0.09293107543050075,1100.0
LAYN,-0.06430533282134374,1100.0
LBH,0.017928168790531843,1100.0
LBHD1,0.033359627018757214,1100.0
LBHD2,0.05352381027631399,15.0
LBP,0.07522320397468621,1100.0
LBR,0.018210248124739578,1100.0
LBX1,-0.015315540339144423,1100.0
LBX2,-0.06804260940159368,1100.0
LCA5,0.07662210169562551,1100.0
LCA5L,-0.04280037662287087,1100.0
LCAT,-0.07816139021768206,1100.0
LCE1B,-0.20845346604824888,1100.0
LCE1D,0.05416659179502883,977.0
LCE1F,-0.8375840011254417,324.0
LCE2A,-0.6126294099998547,1099.0
LCE2B,-0.1675178012580086,1098.0
LCE2C,-1.614326885805324,315.0
LCE2D,-0.10543291183371312,975.0
LCE3A,-0.277871347988524,1100.0
LCE3B,0.11399488562715995,1100.0
LCE3C,-0.09876584664212146,1100.0
LCE3D,-0.08256531238965598,975.0
LCE3E,-0.027454671587698397,975.0
LCE4A,-0.09298491667404372,1100.0
LCE5A,-0.5287818854117381,1100.0
LCE6A,-0.05874640859043108,1100.0
LCK,-0.0037715288652498923,1100.0
LCLAT1,0.10756651975253714,1100.0
LCMT1,-0.2880953095544184,1100.0
LCMT2,-0.2103650579685368,1100.0
LCN1,-0.1507258992450048,324.0
LCN10,-0.19791521348807206,1100.0
LCN12,0.12142871984456313,1100.0
LCN15,-0.21947045462945927,1100.0
LCN2,-0.07388333808684812,1100.0
LCN6,-0.2275397406069416,1100.0
LCN8,-0.19352519251580078,1100.0
LCN9,0.1081623364782203,1100.0
LCNL1,-0.07036199495330739,1100.0
LCOR,-0.053286616469393804,1100.0
LCORL,0.12022465362217591,1100.0
LCP1,0.017559520927391777,1100.0
LCP2,0.03649229621495624,1100.0
LCT,-0.10233562736218335,1100.0
LCTL,-0.0930629263702599,1100.0
LDAF1,0.05753270928443198,1100.0
LDAH,0.17527898299423184,1100.0
LDB1,-0.29086848779759744,1100.0
LDB2,0.09553605018288785,1100.0
LDB3,0.003609025653420863,1100.0
LDHA,-0.41369458016374877,1100.0
LDHAL6A,0.06987012128848481,1100.0
LDHAL6B,0.1387124996671021,1100.0
LDHB,-0.02779860005854607,1100.0
LDHC,0.27221554007745546,1100.0
LDHD,-0.07269836246688559,1100.0
LDLR,-0.18950496354758795,1100.0
LDLRAD1,-0.16298366246625987,1100.0
LDLRAD2,0.1948674795985125,1100.0
LDLRAD3,0.0495467814580731,1100.0
LDLRAD4,0.06746878041837744,1100.0
LDLRAP1,0.00220381463117238,1100.0
LDOC1,-0.017653853890865122,1100.0
LEAP2,0.0021936776988540963,1100.0
LECT2,0.06869321011725751,1100.0
LEF1,0.04505911885798272,1100.0
LEFTY1,-0.10713690069139135,1098.0
LEFTY2,0.08959075505615754,1100.0
LEKR1,0.1381624763495646,1100.0
LELP1,-0.22969577404233962,1100.0
LEMD1,0.04263442454892291,1100.0
LEMD2,-0.34935077304901097,1100.0
LEMD3,-0.3099498364771498,1100.0
LENEP,-0.06722901788778274,1100.0
LENG1,-0.3547970251746576,1100.0
LENG8,-0.43122097430417644,1100.0
LENG9,-0.07447239549299227,1100.0
LEO1,-0.2599354952960815,1100.0
LEP,-0.05766486003713244,1100.0
LEPR,-0.10998762974021571,1100.0
LEPROT,-0.015396322288361027,1100.0
LEPROTL1,0.11146201698986641,1100.0
LETM1,-0.8434695336783522,1100.0
LETM2,0.018024167569246366,1100.0
LETMD1,-0.045530809963857104,1100.0
LEUTX,-0.18206138865381602,15.0
LEXM,-0.20410109000170182,1100.0
LFNG,0.08702884072742949,1100.0
LGALS1,0.0889946459234663,1100.0
LGALS12,-0.008788204078464442,1100.0
LGALS13,-0.0680596508136758,1100.0
LGALS14,-0.11035661899866471,1100.0
LGALS16,-0.016066713899016077,1100.0
LGALS2,0.009722751174938085,1100.0
LGALS3,0.018552237230490543,1100.0
LGALS3BP,-0.14085787926561488,1100.0
LGALS4,-0.1046875667071066,1100.0
LGALS7,-0.0021724496569804166,975.0
LGALS7B,-0.22372617729358715,975.0
LGALS8,0.1485864976187868,1100.0
LGALS9,-0.30175201303586513,1100.0
LGALS9B,-0.3501889906990956,975.0
LGALS9C,-0.11615762109295255,975.0
LGALSL,-0.012561030760557791,1100.0
LGI1,-0.12054145553200155,1100.0
LGI2,0.0628194674420406,1100.0
LGI3,-0.037209904272215655,1100.0
LGI4,0.07565499532775079,1100.0
LGMN,0.03600549932944543,1100.0
LGR4,0.017747356967847867,1100.0
LGR5,-0.00892603417428209,1100.0
LGR6,-0.03385335707438358,1100.0
LGSN,-0.06173917293331234,1100.0
LHB,0.05022440867293298,1100.0
LHCGR,0.10212455377677739,1100.0
LHFPL1,-0.05694294389430635,1100.0
LHFPL2,0.07224451085618382,1100.0
LHFPL3,-0.15101300948590743,15.0
LHFPL4,-0.09271657315085,1100.0
LHFPL5,-0.0762083312387246,1100.0
LHFPL6,0.0751854906349647,1100.0
LHFPL7,0.08728101457495671,1100.0
LHPP,0.08904312065988983,1100.0
LHX1,-0.17068928213355195,1100.0
LHX2,0.12049992726157355,1100.0
LHX3,0.03625152507966825,1100.0
LHX4,-0.14245547577652706,1100.0
LHX5,-0.11856749291232202,1100.0
LHX6,-0.07609730390337822,1100.0
LHX8,0.07002036841064772,1100.0
LHX9,0.07473053392940872,1100.0
LIAS,-0.45073950373739835,1100.0
LIF,-0.0975349379430554,1100.0
LIFR,-0.08307223148251891,1100.0
LIG1,-0.2297417900531716,1100.0
LIG3,-0.3164414955550056,1100.0
LIG4,-0.07365607676462486,1100.0
LILRA1,0.058082494926181845,1100.0
LILRA2,0.1185944014438582,1100.0
LILRA4,-0.004896268931481626,1100.0
LILRA5,-0.06722306159066417,1100.0
LILRA6,0.22149728542454172,15.0
LILRB1,0.06497262969442186,1100.0
LILRB2,-0.053585978867660776,1100.0
LILRB3,0.11067738408325048,977.0
LILRB4,0.06778798240051698,1100.0
LILRB5,-0.008658544846603132,1100.0
LIM2,0.10562479228000879,1100.0
LIMA1,-0.04551499154292099,1100.0
LIMCH1,-0.050255883474753855,1100.0
LIMD1,0.0028188382775349925,1100.0
LIMD2,-0.26129341210744683,1100.0
LIME1,0.09711758887160565,1100.0
LIMK1,-0.07556797947056645,1100.0
LIMK2,0.0281141228438715,1100.0
LIMS1,0.0992977551150326,315.0
LIMS2,-0.06043785567130482,1100.0
LIN28A,-0.1771664257285566,1100.0
LIN28B,-0.059143073255355665,1100.0
LIN37,-0.15866539638516125,1100.0
LIN52,-0.6038542415310065,1100.0
LIN54,-0.27303432687026713,1100.0
LIN7A,-0.11344993136283876,1100.0
LIN7B,0.006019101218185901,1100.0
LIN7C,-0.2564017453457197,1100.0
LIN9,-0.5237197411391877,1100.0
LINGO1,-0.10778671874075925,1100.0
LINGO2,0.04117251861461689,1100.0
LINGO3,-0.07882632126082753,1100.0
LINGO4,0.0029230888551734714,1100.0
LINS1,0.004799723359374296,1100.0
LIPA,-0.017550173302456056,1100.0
LIPC,-0.0074043422569860665,1100.0
LIPE,-0.09795100671997041,1100.0
LIPF,0.02955615145453551,1100.0
LIPG,-0.013254243309101313,1100.0
LIPH,-0.01544619241108569,1100.0
LIPI,-0.034519602023492336,1100.0
LIPJ,0.05358406161705716,1100.0
LIPK,-0.01579550081194847,1100.0
LIPM,-0.08666356603556814,1100.0
LIPN,0.06543799388149334,1100.0
LIPT1,-0.1661915453017434,1100.0
LIPT2,-0.08124902728879846,1100.0
LITAF,0.07317956027591553,1100.0
LIX1,-0.04627546815962713,1100.0
LIX1L,-0.11794304508238815,1100.0
LKAAEAR1,-0.011586123934811836,1100.0
LLCFC1,-0.044042958118827094,1100.0
LLGL1,-0.0739924578937412,1100.0
LLGL2,-0.0761999639979957,1100.0
LLPH,-0.442564152606086,1100.0
LMAN1,0.032999899567453646,1100.0
LMAN1L,0.08547986676811739,1100.0
LMAN2,-0.029545963671309246,1100.0
LMAN2L,-0.04126511698316487,1100.0
LMBR1,0.05640511476144198,1100.0
LMBR1L,-0.23880946316176382,1100.0
LMBRD1,0.016716271458355095,1100.0
LMBRD2,0.1307985562016516,1100.0
LMCD1,0.15327013733360928,1100.0
LMF1,0.03307056523065463,1100.0
LMF2,-0.0257836840823549,1100.0
LMNA,-0.401104121666419,1100.0
LMNB1,-0.2160769500181878,1100.0
LMNB2,0.03693431351017557,1100.0
LMNTD1,0.000662458126386107,1100.0
LMNTD2,0.03323664450472577,1100.0
LMO1,0.02998971771160577,1100.0
LMO2,0.03389676663261205,1100.0
LMO3,0.05159908481111273,1100.0
LMO4,-0.06301394063065348,1100.0
LMO7,0.1623952703208406,1100.0
LMOD1,-0.11977628516102687,1100.0
LMOD2,0.09649357209348007,1100.0
LMOD3,-0.173607471099326,1100.0
LMTK2,-0.15211444474419752,1100.0
LMTK3,0.0010935138053059911,1100.0
LMX1A,0.04605751754445099,1100.0
LMX1B,-0.015600591078601353,1100.0
LNP1,0.003443991499329583,1100.0
LNPEP,-0.02537339820851854,1100.0
LNPK,-0.014650968886899821,1100.0
LNX1,0.023178919522659852,1100.0
LNX2,0.03952416704536904,1100.0
LOC101059915,-0.0356451880211751,15.0
LOC102723971,0.053228120065363434,15.0
LOC112267897,-0.09432708927829214,15.0
LOC112694756,0.865760847939937,15.0
LOC114841035,-0.18840931490504967,15.0
LOC118142757,-0.020117810031472252,324.0
LOC389895,-0.22297487125110296,15.0
LOC400499,0.16914643229285678,15.0
LOC728392,-0.04230011539048901,15.0
LOC730098,-0.15548006073677406,15.0
LONP1,-1.369407068969858,1100.0
LONP2,0.027522574031569456,1100.0
LONRF1,0.13401660366979487,1100.0
LONRF2,-0.029662725278930678,1100.0
LONRF3,-0.017659457748868308,1100.0
LORICRIN,0.004885880405923678,1100.0
LOX,0.005656243398731799,1100.0
LOXHD1,0.06258527398605473,1100.0
LOXL1,-0.12522365292639467,1100.0
LOXL2,0.05354015982904828,1100.0
LOXL3,-0.187750954243718,1100.0
LOXL4,-0.030276522633551805,1100.0
LPA,-0.22728482712665066,1098.0
LPAR1,-0.04170992843029881,1100.0
LPAR3,-0.0444142480779722,1100.0
LPAR4,0.08909072260857162,1100.0
LPAR5,-0.019645995922232987,1100.0
LPAR6,0.13611849717759744,1100.0
LPCAT1,0.07308171203214052,1100.0
LPCAT2,0.032671295947006074,1100.0
LPCAT3,-0.14531148778268083,1100.0
LPCAT4,-0.12522588511126292,1100.0
LPGAT1,-0.12521323081161825,1100.0
LPIN1,0.054744103394758575,1100.0
LPIN2,0.09449215198595001,1100.0
LPIN3,0.008928808980723036,1100.0
LPL,0.08903570673878085,1100.0
LPO,-0.11464803225886819,1100.0
LPP,0.04143605770023722,1100.0
LPXN,0.07965565720305984,1100.0
LRAT,0.029539018780328344,1100.0
LRATD1,0.04086358057936026,1100.0
LRATD2,-0.04477164263589022,1100.0
LRBA,0.00864343475596152,1100.0
LRCH1,0.09059068960568907,1100.0
LRCH2,-0.03567115935189329,1100.0
LRCH3,-0.14642683462105818,1100.0
LRCH4,-0.08889073459379356,1100.0
LRCOL1,0.07903108129286007,15.0
LRFN1,-0.060698858404188094,1100.0
LRFN2,0.15549440014669993,1100.0
LRFN3,-0.03165915546737574,1100.0
LRFN4,-0.08149898020029062,1100.0
LRFN5,0.11220847847020976,1100.0
LRG1,-0.02324009283433796,1100.0
LRGUK,0.0075662689812249695,1100.0
LRIF1,-0.17564443885897174,1100.0
LRIG1,0.07926359072819905,1100.0
LRIG2,-0.14911813820546196,1100.0
LRIG3,-0.04226472621335286,1100.0
LRIT1,-0.030325623148256108,1100.0
LRIT2,0.0823828537083953,1100.0
LRIT3,0.10254735824991759,1100.0
LRMDA,0.008534384465322198,1100.0
LRP1,-0.13682762972825055,1100.0
LRP10,0.002247992009365164,1100.0
LRP11,0.09313821259109184,1100.0
LRP12,0.005786838173740261,1100.0
LRP1B,-0.16873356507666937,1100.0
LRP2,-0.1370536356895272,1100.0
LRP2BP,0.051538721030296775,1100.0
LRP3,0.0685990957009948,1100.0
LRP4,-0.12433344756986026,1100.0
LRP5,-0.1749029835969949,1100.0
LRP6,0.012129327436574223,1100.0
LRP8,-0.10713162625773164,1100.0
LRPAP1,-0.013833118726514954,1100.0
LRPPRC,-0.6192423958735292,1100.0
LRR1,-2.3103969358824195,1100.0
LRRC1,-0.1267250020712365,1100.0
LRRC10,-0.02852019582587343,1100.0
LRRC10B,-0.1592676477321393,1100.0
LRRC14,-0.012325980354405377,1100.0
LRRC14B,0.08626796790760922,1100.0
LRRC15,-0.07817332068434472,1100.0
LRRC17,-0.0048330537517941845,1100.0
LRRC18,0.0780270925912989,1100.0
LRRC19,0.14322234884552248,1100.0
LRRC2,0.08229068179306581,1100.0
LRRC20,0.0043510886284072944,1100.0
LRRC23,0.045464132097535186,1100.0
LRRC24,0.0016171146516180445,1100.0
LRRC25,0.08538626290306556,1100.0
LRRC26,0.08793112022189009,1100.0
LRRC27,0.08627215757096626,1100.0
LRRC28,-0.11565447605132047,1100.0
LRRC3,0.0715652650251876,1100.0
LRRC30,-0.02383961008632142,1100.0
LRRC31,0.05035034459377031,1100.0
LRRC32,-0.025017145129716947,1100.0
LRRC34,-0.043977851825458554,1100.0
LRRC36,-0.017137275235714428,1100.0
LRRC37A2,-0.4197465414821464,975.0
LRRC37A3,-0.40615905984868506,975.0
LRRC37B,-0.32717251637201783,1100.0
LRRC38,0.2783137230157697,1100.0
LRRC39,-0.08409455595719989,1100.0
LRRC3B,0.0057247615431137225,1100.0
LRRC3C,-0.14692808935548915,1100.0
LRRC4,0.06009856628486567,1100.0
LRRC40,-0.03854459906962723,1100.0
LRRC41,-0.037958872047751585,1100.0
LRRC42,-0.039844640326480066,1100.0
LRRC43,-0.13210158391817103,1100.0
LRRC45,-0.16007068723823759,1100.0
LRRC46,-0.10352592509403864,1100.0
LRRC47,0.09117094777837609,1100.0
LRRC49,-0.08871592558461865,1100.0
LRRC4B,-0.008279863752125699,1100.0
LRRC4C,0.013011439973728178,1100.0
LRRC51,0.06917149131369069,1100.0
LRRC52,0.11009665867611096,1100.0
LRRC53,0.1312877589892139,15.0
LRRC55,-0.012929018033301563,1100.0
LRRC56,-0.04808441980279078,1100.0
LRRC57,-0.12142980101479847,1100.0
LRRC58,-0.06429612938465536,1100.0
LRRC59,-0.1031933432766587,1100.0
LRRC61,0.16874281838292277,1100.0
LRRC63,0.04690566113599882,1100.0
LRRC66,0.01936276980537562,1100.0
LRRC7,-0.025061277297762995,1100.0
LRRC70,0.12377776742608959,1100.0
LRRC71,-0.24024841868781177,1100.0
LRRC72,0.18840256989532356,1100.0
LRRC73,-0.2212818589644543,1100.0
LRRC74A,-0.04360426787280505,1100.0
LRRC74B,-0.2494545342901948,15.0
LRRC75A,-0.028282528475482547,1100.0
LRRC75B,-0.12744356361511017,1100.0
LRRC8A,-0.02800105623567027,1100.0
LRRC8B,-0.12696430835930672,1100.0
LRRC8C,-0.06134019140214477,1100.0
LRRC8D,0.21194785932606297,1100.0
LRRC8E,-0.15750173485452634,1100.0
LRRC9,-0.25062953240110525,15.0
LRRCC1,0.1066554439619626,1100.0
LRRD1,0.03831599348666877,1100.0
LRRFIP1,-0.09260244850611991,1100.0
LRRFIP2,0.10528931248057145,1100.0
LRRIQ1,0.02046581766097547,1100.0
LRRIQ3,0.0393259924550945,1100.0
LRRIQ4,0.014806738017281069,1100.0
LRRK1,-0.014750637005028534,1100.0
LRRK2,-0.1755222603623754,1100.0
LRRN1,0.10496668388496266,1100.0
LRRN2,-0.05903016635557706,1100.0
LRRN3,-0.004853396958065031,1100.0
LRRN4,0.07764720916897928,1100.0
LRRN4CL,-0.11598242446539078,1100.0
LRRTM1,-0.018315936201546333,1100.0
LRRTM2,0.051330766231858026,1100.0
LRRTM3,0.005276631784633636,1100.0
LRRTM4,0.006033927331414141,1100.0
LRSAM1,-0.021576482803243403,1100.0
LRTM1,-0.07315399277352412,1100.0
LRTM2,0.10447970603844897,1100.0
LRWD1,-0.06606778101791749,1100.0
LSAMP,0.0866729131684678,1100.0
LSG1,-1.0227568779034995,1100.0
LSM1,-0.007339379288292424,1100.0
LSM10,-0.5670438813164826,1100.0
LSM11,-0.8246229719897734,1100.0
LSM12,-0.5368923620518512,1100.0
LSM14A,-0.3322332124785752,1100.0
LSM14B,0.09388577527749345,1100.0
LSM2,-2.2950789854965303,1100.0
LSM3,-1.8126527195623368,1100.0
LSM4,-1.790414860464575,1100.0
LSM5,-1.4502785294062146,1100.0
LSM6,-0.931502221354147,1100.0
LSM7,-1.8688402028693583,1100.0
LSM8,-1.748518233754428,1100.0
LSMEM1,0.11413932492858653,1100.0
LSMEM2,-4.5643165935778915e-05,1100.0
LSP1,0.010345921008484008,1100.0
LSR,0.07337738835032766,1100.0
LSS,-0.0731981244924456,1100.0
LST1,-0.38042295587167907,1100.0
LTA,-0.011117812846322255,1100.0
LTA4H,-0.05893085857267265,1100.0
LTB,-0.030919479660658396,1100.0
LTB4R,-0.34802403777849117,1100.0
LTB4R2,-0.15311224093861872,1100.0
LTBP1,0.08433190897873942,1100.0
LTBP2,-0.09525353422822026,1100.0
LTBP3,-0.24470034319901557,1100.0
LTBP4,-0.18302842378679773,15.0
LTBR,0.00547596668166734,1100.0
LTC4S,-0.0014507641493463105,1100.0
LTF,-0.28427040521492325,1100.0
LTK,-0.04104722888832854,1100.0
LTN1,-0.1986576470391449,1100.0
LTO1,-1.7189556728895834,1100.0
LTV1,-0.8915482070592327,1100.0
LUC7L,-0.007052969990096738,1100.0
LUC7L2,-0.2955570501422668,1100.0
LUC7L3,-1.7796786966052747,1100.0
LUM,0.04930830674228304,1100.0
LURAP1,-0.0431436565540615,1100.0
LURAP1L,0.12173079891901213,1100.0
LUZP1,-0.005200662950099555,1100.0
LUZP2,-0.03851724722674065,1100.0
LUZP4,0.10383106310366205,1100.0
LVRN,-0.013656534469101311,1100.0
LXN,0.10046274766270792,1100.0
LY6D,0.08611361060191192,1100.0
LY6E,0.06689148135288533,1100.0
LY6G5B,-0.06495402558501605,1100.0
LY6G5C,0.03041356446586018,1100.0
LY6G6C,0.07548200898915292,1100.0
LY6H,0.10392462097042116,1100.0
LY6K,-0.0675597914063516,1100.0
LY6L,-0.3138029795392031,15.0
LY75,-0.06226291908607555,1100.0
LY86,0.020903525795549164,1100.0
LY9,-0.060893932447058215,1100.0
LY96,-0.06757265589354447,1100.0
LYAR,0.16738954730519878,1100.0
LYG1,0.14924107902725436,1100.0
LYG2,-0.19161648184278163,1100.0
LYL1,-0.1566999416936954,1100.0
LYN,0.03101030325411026,1100.0
LYNX1,0.25173048601039055,324.0
LYPD1,-0.0418446027297173,1100.0
LYPD2,-0.07734441876331771,1100.0
LYPD3,-0.04619639645358919,1100.0
LYPD4,-0.119691030197169,1100.0
LYPD5,-0.007808273076985863,1100.0
LYPD6,-0.08387370345648985,1100.0
LYPD6B,-0.10088053988597565,1100.0
LYPD8,-0.10643326768011824,15.0
LYPLA1,-0.13813529872628064,1100.0
LYPLA2,-0.16102772759007644,1100.0
LYPLAL1,0.027674100845276967,1100.0
LYRM1,0.10181390136883932,1100.0
LYRM2,-0.2057475984144057,1100.0
LYRM4,-1.2318110446528279,1100.0
LYRM7,-0.017507062660966938,1100.0
LYRM9,-0.07582817009553511,1100.0
LYSET,-0.1496149470422456,1100.0
LYSMD1,-0.29733709153560467,1100.0
LYSMD2,0.06404635065501488,1100.0
LYSMD3,0.10654290417815049,1100.0
LYSMD4,0.19158776046681747,1100.0
LYST,-0.047457758962510775,1100.0
LYVE1,0.06176740758409776,1100.0
LYZ,-0.08541385656513976,1100.0
LYZL4,0.043810386851285,1100.0
LYZL6,-0.05109818732517816,1100.0
LZIC,-0.11438306845573629,1100.0
LZTFL1,0.026922958630776855,1100.0
LZTR1,0.15074545217513077,1100.0
LZTS1,0.16656807547358066,1100.0
LZTS2,0.010512006477613448,1100.0
LZTS3,0.04820316743134486,1100.0
M1AP,-0.12956661591449803,1100.0
M6PR,0.03960800300200842,1100.0
