gene,uniprot,protein_name,ensembl_gene,surface_evidence,cspa_confirmed,topology,topology_class,n_tm,ecd_length,max_ecd_segment,cyto_length,has_signal_peptide,accessible_sites,almen_class,uniprot_subcellular,ml_score
NLGN4Y,Q8NFZ3,"Neuroligin-4, Y-linked",ENSG00000165246;ENSG00000279292,machine_learning,False,SP:1-33;NC:34-676;TM:677-698;CY:699-816,type I,1,643,643,118,True,3.0,Miscellaneous,"Cell junction, synapse, postsynaptic cell membrane, postsynaptic density;Cell membrane (Single-pass type I membrane protein)",0.8782
NMBR,P28336,Neuromedin-B receptor,ENSG00000135577,machine_learning,False,NC:1-47;TM:48-69;CY:70-80;TM:81-101;NC:102-118;TM:119-139;CY:140-157;TM:158-178;NC:179-211;TM:212-233;CY:234-263;TM:264-287;NC:288-302;TM:303-327;CY:328-390,multi-pass (7 TM),7,112,47,122,False,8.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9242
NMUR1,Q9HB89,Neuromedin-U receptor 1,ENSG00000171596,experimental,True,NC:1-59;TM:60-86;CY:87-96;TM:97-116;NC:117-135;TM:136-157;CY:158-177;TM:178-198;NC:199-231;TM:232-256;CY:257-294;TM:295-313;NC:314-332;TM:333-356;CY:357-426,multi-pass (7 TM),7,130,59,138,False,6.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9471
NMUR2,Q9GZQ4,Neuromedin-U receptor 2,ENSG00000132911,experimental,False,NC:1-48;TM:49-71;CY:72-81;TM:82-101;NC:102-122;TM:123-142;CY:143-162;TM:163-183;NC:184-214;TM:215-238;CY:239-268;TM:269-286;NC:287-302;TM:303-326;CY:327-415,multi-pass (7 TM),7,116,48,149,False,8.0,Receptors,Cell membrane (Multi-pass membrane protein),0.8629
NOTCH1,P46531,Neurogenic locus notch homolog protein 1,ENSG00000148400,experimental,True,SP:1-18;NC:19-1735;TM:1736-1756;CY:1757-2555,type I,1,1717,1717,799,True,47.0,Receptors,Cell membrane (Single-pass type I membrane protein);Nucleus,0.8447
NOTCH2,Q04721,Neurogenic locus notch homolog protein 2,ENSG00000134250,experimental,True,SP:1-25;NC:26-1677;TM:1678-1699;CY:1700-2471,type I,1,1652,1652,772,True,29.0,Receptors,Cell membrane (Single-pass type I membrane protein);Nucleus,0.8817
NOTCH3,Q9UM47,Neurogenic locus notch homolog protein 3,ENSG00000074181,machine_learning,False,SP:1-39;NC:40-1642;TM:1643-1665;CY:1666-2321,type I,1,1603,1603,656,True,31.0,Receptors,Cell membrane (Single-pass type I membrane protein);Nucleus,0.7605
NOTCH4,Q99466,Neurogenic locus notch homolog protein 4,ENSG00000204301;ENSG00000238196;ENSG00000223355;ENSG00000234876,machine_learning,False,SP:1-23;NC:24-1446;TM:1447-1468;CY:1469-2003,type I,1,1423,1423,535,True,14.0,Receptors,Cell membrane (Single-pass type I membrane protein);Nucleus,0.8004
NOX4,Q9NPH5,NADPH oxidase 4,ENSG00000086991,machine_learning,False,CY:1-15;TM:16-37;NC:38-59;TM:60-83;CY:84-103;TM:104-125;NC:126-154;TM:155-177;CY:178-188;TM:189-210;NC:211-422;TM:423-446;CY:447-578,multi-pass (6 TM),6,263,212,178,False,9.0,Enzymes,"Cell junction, focal adhesion;Cell membrane (Multi-pass membrane protein);Endoplasmic reticulum membrane (Multi-pass membrane protein);Nucleus;Nucleus, nucleolus",0.6667
NPBWR1,P48145,Neuropeptides B/W receptor type 1,ENSG00000183729,experimental,False,NC:1-37;TM:38-63;CY:64-74;TM:75-97;NC:98-117;TM:118-137;CY:138-156;TM:157-177;NC:178-204;TM:205-228;CY:229-248;TM:249-268;NC:269-280;TM:281-299;CY:300-328,multi-pass (7 TM),7,96,37,79,False,2.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9438
NPBWR2,P48146,Neuropeptides B/W receptor type 2,ENSG00000125522;ENSG00000277339,experimental,False,NC:1-44;TM:45-71;CY:72-82;TM:83-103;NC:104-125;TM:126-145;CY:146-164;TM:165-187;NC:188-213;TM:214-236;CY:237-257;TM:258-278;NC:279-289;TM:290-308;CY:309-333,multi-pass (7 TM),7,103,44,76,False,0.0,Receptors,Cell membrane (Multi-pass membrane protein),0.8842
NPC1,O15118,Niemann-Pick C1 protein,ENSG00000141458,machine_learning,True,SP:1-22;NC:23-268;TM:269-292;CY:293-350;TM:351-371;NC:372-620;TM:621-642;CY:643-653;TM:654-675;NC:676-680;TM:681-704;CY:705-734;TM:735-754;NC:755-759;TM:760-785;CY:786-833;TM:834-854;NC:855-1098;TM:1099-1117;CY:1118-1123;TM:1124-1145;NC:1146-1150;TM:1151-1170;CY:1171-1190;TM:1191-1216;NC:1217-1227;TM:1228-1250;CY:1251-1278,multi-pass (13 TM),13,765,249,201,True,30.0,Unclassified,Late endosome membrane (Multi-pass membrane protein);Lysosome membrane (Multi-pass membrane protein),0.9481
NPC1L1,Q9UHC9,Niemann-Pick C1-like protein 1,ENSG00000015520,machine_learning,False,SP:1-21;NC:22-283;TM:284-306;CY:307-349;TM:350-372;NC:373-634;TM:635-654;CY:655-665;TM:666-690;NC:691-695;TM:696-719;CY:720-739;TM:740-763;NC:764-773;TM:774-797;CY:798-846;TM:847-869;NC:870-885;TM:886-907;CY:908-1139;TM:1140-1160;NC:1161-1165;TM:1166-1187;CY:1188-1194;TM:1195-1213;NC:1214-1232;TM:1233-1257;CY:1258-1359,multi-pass (13 TM),13,579,262,464,True,20.0,Unclassified,Apical cell membrane (Multi-pass membrane protein);Cell membrane (Multi- pass membrane protein);Cytoplasmic vesicle membrane (Multi-pass membrane protein),0.9261
NPFFR1,Q9GZQ6,Neuropeptide FF receptor 1,ENSG00000148734,experimental,False,NC:1-42;TM:43-69;CY:70-80;TM:81-101;NC:102-120;TM:121-139;CY:140-158;TM:159-181;NC:182-214;TM:215-237;CY:238-268;TM:269-293;NC:294-312;TM:313-332;CY:333-430,multi-pass (7 TM),7,113,42,159,False,2.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9385
NPFFR2,Q9Y5X5,Neuropeptide FF receptor 2,ENSG00000056291,experimental,False,NC:1-146;TM:147-172;CY:173-183;TM:184-205;NC:206-224;TM:225-243;CY:244-262;TM:263-284;NC:285-319;TM:320-341;CY:342-376;TM:377-396;NC:397-414;TM:415-438;CY:439-522,multi-pass (7 TM),7,218,146,149,False,9.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9218
NPHS1,O60500,Nephrin,ENSG00000161270,machine_learning,False,SP:1-27;NC:28-1060;TM:1061-1082;CY:1083-1241,type I,1,1033,1033,159,True,24.0,Unclassified,Cell membrane (Single-pass type I membrane protein),0.9301
NPR1,P16066,Atrial natriuretic peptide receptor 1,ENSG00000169418,machine_learning,True,SP:1-32;NC:33-473;TM:474-494;CY:495-1061,type I,1,441,441,567,True,21.0,Receptors,Membrane (Single-pass type I membrane protein),0.8962
NPR2,P20594,Atrial natriuretic peptide receptor 2,ENSG00000159899,machine_learning,True,SP:1-24;NC:25-454;TM:455-478;CY:479-1047,type I,1,430,430,569,True,24.0,Receptors,Membrane (Single-pass type I membrane protein),0.8643
NPR3,P17342,Atrial natriuretic peptide receptor 3,ENSG00000113389,machine_learning,True,SP:1-21;NC:22-483;TM:484-504;CY:505-541,type I,1,462,462,37,True,22.0,Receptors,Membrane (Single-pass type I membrane protein),0.8802
NPSR1,Q6W5P4,Neuropeptide S receptor,ENSG00000187258,machine_learning,False,NC:1-53;TM:54-73;CY:74-83;TM:84-103;NC:104-122;TM:123-144;CY:145-164;TM:165-185;NC:186-209;TM:210-233;CY:234-271;TM:272-293;NC:294-312;TM:313-333;CY:334-371,multi-pass (7 TM),7,115,53,106,False,5.0,Receptors,Cell membrane (Multi- pass membrane protein);Cytoplasm;Cell membrane (Multi-pass membrane protein);Cell membrane (Multi-pass membrane protein);Cytoplasm;Cytoplasm;Cytoplasm;Cytoplasm,0.9281
NPTN,Q9Y639,Neuroplastin,ENSG00000156642,experimental,True,SP:1-28;NC:29-339;TM:340-360;CY:361-398,type I,1,311,311,38,True,19.0,Unclassified,Cell membrane (Single-pass type I membrane protein),0.7882
NPY1R,P25929,Neuropeptide Y receptor type 1,ENSG00000164128,experimental,True,NC:1-42;TM:43-66;CY:67-77;TM:78-103;NC:104-114;TM:115-136;CY:137-155;TM:156-177;NC:178-212;TM:213-236;CY:237-260;TM:261-281;NC:282-299;TM:300-323;CY:324-384,multi-pass (7 TM),7,106,42,115,False,5.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9482
NPY2R,P49146,Neuropeptide Y receptor type 2,ENSG00000185149,experimental,False,NC:1-50;TM:51-76;CY:77-87;TM:88-110;NC:111-126;TM:127-146;CY:147-165;TM:166-186;NC:187-216;TM:217-239;CY:240-268;TM:269-291;NC:292-304;TM:305-326;CY:327-381,multi-pass (7 TM),7,109,50,114,False,6.0,Receptors,Cell membrane (Multi-pass membrane protein),0.8641
NPY4R,P50391,Neuropeptide Y receptor type 4,ENSG00000204174,experimental,False,NC:1-39;TM:40-63;CY:64-83;TM:84-104;NC:105-115;TM:116-137;CY:138-156;TM:157-176;NC:177-212;TM:213-237;CY:238-262;TM:263-282;NC:283-301;TM:302-325;CY:326-375,multi-pass (7 TM),7,105,39,114,False,3.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9643
NPY5R,Q15761,Neuropeptide Y receptor type 5,ENSG00000164129,machine_learning,False,NC:1-41;TM:42-66;CY:67-77;TM:78-104;NC:105-115;TM:116-137;CY:138-156;TM:157-177;NC:178-208;TM:209-229;CY:230-365;TM:366-384;NC:385-403;TM:404-427;CY:428-445,multi-pass (7 TM),7,102,41,184,False,8.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9321
NPY6R,Q99463,Putative neuropeptide Y receptor type 6,,machine_learning,False,NC:1-33;TM:34-60;CY:61-80;TM:81-99;NC:100-110;TM:111-132;CY:133-151;TM:152-174;NC:175-207;TM:208-230;CY:231-259;TM:260-279;NC:280-290,multi-pass (6 TM),6,88,33,68,False,4.0,Receptors,Membrane (Multi-pass membrane protein),0.9102
NRCAM,Q92823,Neuronal cell adhesion molecule,ENSG00000091129,experimental,True,SP:1-29;NC:30-1168;TM:1169-1190;CY:1191-1304,type I,1,1139,1139,114,True,55.0,Miscellaneous,Cell membrane (Single-pass type I membrane protein),0.9563
NRG1,Q02297,"Pro-neuregulin-1, membrane-bound isoform",ENSG00000157168,machine_learning,False,NC:1-242;TM:243-265;CY:266-640,type I,1,242,242,375,False,5.0,Unclassified,Membrane (Single-pass type I membrane protein);Nucleus;Secreted;Secreted;Cell membrane (Single-pass type I membrane protein),0.7824
NRG2,O14511,"Pro-neuregulin-2, membrane-bound isoform",ENSG00000158458,machine_learning,False,NC:1-405;TM:406-428;CY:429-850,type I,1,405,405,422,False,13.0,Unclassified,Secreted;Cell membrane (Single-pass type I membrane protein),0.7725
NRG4,Q8WWG1,"Pro-neuregulin-4, membrane-bound isoform",ENSG00000169752,machine_learning,False,NC:1-61;TM:62-83;CY:84-115,type I,1,61,61,32,False,3.0,Unclassified,Secreted;Cell membrane (Single-pass type I membrane protein),0.7904
NRN1,Q9NPD7,Neuritin,ENSG00000124785,experimental,False,SP:1-27;NC:28-142,no TM (GPI/peripheral),0,115,115,0,True,3.0,,"Cell junction, synapse;Cell membrane (Lipid-anchor, GPI-anchor)",0.3333
NRN1L,Q496H8,Neuritin-like protein,ENSG00000188038,experimental,False,SP:1-35;NC:36-165,no TM (GPI/peripheral),0,130,130,0,True,3.0,,"Cell membrane (Lipid-anchor, GPI-anchor)",0.4311
NRP1,O14786,Neuropilin-1,ENSG00000099250,experimental,True,SP:1-23;NC:24-856;TM:857-882;CY:883-923,type I,1,833,833,41,True,38.0,Receptors,Cell membrane (Single-pass type I membrane protein);Secreted,0.9595
NRP2,O60462,Neuropilin-2,ENSG00000118257,machine_learning,True,SP:1-22;NC:23-864;TM:865-890;CY:891-931,type I,1,842,842,41,True,42.0,Receptors,Membrane (Single-pass type I membrane protein);Secreted,0.9261
NRROS,Q86YC3,Negative regulator of reactive oxygen species,ENSG00000174004,machine_learning,False,SP:1-18;NC:19-649;TM:650-674;CY:675-692,type I,1,631,631,18,True,18.0,Miscellaneous,Cell membrane (Single-pass type I membrane protein);Endoplasmic reticulum membrane (Single-pass type I membrane protein),0.7485
NRXN1,Q9ULB1,Neurexin-1,ENSG00000179915,machine_learning,False,SP:1-25;NC:26-1401;TM:1402-1423;CY:1424-1477,type I,1,1376,1376,54,True,26.0,Receptors,"Cell junction, synapse;Cell membrane (Single-pass type I membrane protein)",0.8164
NRXN2,Q9P2S2,Neurexin-2,ENSG00000110076,machine_learning,False,SP:1-28;NC:29-1636;TM:1637-1658;CY:1659-1712,type I,1,1608,1608,54,True,24.0,Receptors,Membrane (Single-pass type I membrane protein),0.6427
NRXN3,Q9Y4C0,Neurexin-3,ENSG00000021645,machine_learning,False,SP:1-27;NC:28-1568;TM:1569-1590;CY:1591-1643,type I,1,1541,1541,53,True,29.0,Receptors,Membrane (Single-pass type I membrane protein),0.8024
NT5E,P21589,5'-nucleotidase,ENSG00000135318,experimental,True,SP:1-26;NC:27-574,no TM (GPI/peripheral),0,548,548,0,True,24.0,Enzymes,"Cell membrane (Lipid-anchor, GPI-anchor)",0.6607
NTM,Q9P121,Neurotrimin,ENSG00000182667,experimental,False,SP:1-33;NC:34-344,no TM (GPI/peripheral),0,311,311,0,True,13.0,Unclassified,"Cell membrane (Lipid-anchor, GPI-anchor)",0.7784
NTNG1,Q9Y2I2,Netrin-G1,ENSG00000162631,experimental,True,SP:1-18;NC:19-539,no TM (GPI/peripheral),0,521,521,0,True,26.0,,"Cell membrane (Lipid-anchor, GPI-anchor|Extracellular side",0.5848
NTNG2,Q96CW9,Netrin-G2,,experimental,False,SP:1-17;NC:18-530,no TM (GPI/peripheral),0,513,513,0,True,25.0,,"Cell membrane (Lipid-anchor, GPI-anchor|Extracellular side",0.6028
NTRK1,P04629,High affinity nerve growth factor receptor,ENSG00000198400,experimental,True,SP:1-33;NC:34-418;TM:419-439;CY:440-796,type I,1,385,385,357,True,14.0,Receptors,Cell membrane (Single-pass type I membrane protein);Early endosome membrane (Single-pass type I membrane protein);Late endosome membrane (Single-pass type I membrane protein),0.9368
NTRK2,Q16620,BDNF/NT-3 growth factors receptor,ENSG00000148053,experimental,True,SP:1-31;NC:32-431;TM:432-454;CY:455-822,type I,1,400,400,368,True,18.0,Receptors,Cell membrane (Single-pass type I membrane protein);Endosome membrane (Single-pass type I membrane protein),0.9684
NTRK3,Q16288,NT-3 growth factor receptor,ENSG00000140538,machine_learning,True,SP:1-31;NC:32-430;TM:431-453;CY:454-839,type I,1,399,399,386,True,15.0,Receptors,Membrane (Single-pass type I membrane protein),0.9681
NTSR1,P30989,Neurotensin receptor type 1,ENSG00000101188,experimental,True,NC:1-66;TM:67-89;CY:90-100;TM:101-122;NC:123-144;TM:145-168;CY:169-187;TM:188-207;NC:208-239;TM:240-259;CY:260-303;TM:304-321;NC:322-340;TM:341-364;CY:365-418,multi-pass (7 TM),7,139,66,128,False,5.0,Receptors,Cell membrane (Multi-pass membrane protein);Membrane raft,0.7184
NTSR2,O95665,Neurotensin receptor type 2,ENSG00000169006,experimental,False,NC:1-31;TM:32-53;CY:54-70;TM:71-91;NC:92-110;TM:111-131;CY:132-151;TM:152-174;NC:175-213;TM:214-236;CY:237-296;TM:297-315;NC:316-334;TM:335-358;CY:359-410,multi-pass (7 TM),7,108,39,149,False,2.0,Receptors,Cell membrane (Multi-pass membrane protein),0.593
NUP210,Q8TEM1,Nuclear pore membrane glycoprotein 210,ENSG00000132182,machine_learning,True,SP:1-25;NC:26-1807;TM:1808-1828;CY:1829-1887,type I,1,1782,1782,59,True,46.0,Unclassified,"Endoplasmic reticulum membrane (Single-pass type I membrane protein);Nucleus membrane (Single-pass type I membrane protein);Nucleus, nuclear pore complex",0.6108
NUP210L,Q5VU65,Nuclear pore membrane glycoprotein 210-like,ENSG00000143552,machine_learning,False,SP:1-36;NC:37-1810;TM:1811-1832;CY:1833-1888,type I,1,1774,1774,56,True,69.0,Unclassified,Membrane (Single-pass membrane protein),0.6946
OLR1,P78380,Oxidized low-density lipoprotein receptor 1,ENSG00000173391,experimental,True,CY:1-33;TM:34-57;NC:58-273,type II,1,216,216,33,False,10.0,Receptors,Cell membrane (Lipid-anchor);Cell membrane (Single-pass type II membrane protein);Membrane raft;Secreted,0.7322
OMG,P23515,Oligodendrocyte-myelin glycoprotein,ENSG00000126861,experimental,False,SP:1-24;NC:25-440,no TM (GPI/peripheral),0,416,416,0,True,21.0,,"Cell membrane (Lipid-anchor, GPI-anchor)",0.7425
OPALIN,Q96PE5,Opalin,ENSG00000197430,machine_learning,False,NC:1-30;TM:31-53;CY:54-141,type I,1,30,30,88,False,1.0,Unclassified,Cell membrane (Single-pass type I membrane protein),0.6148
OPCML,Q14982,Opioid-binding protein/cell adhesion molecule,ENSG00000183715,experimental,True,SP:1-30;NC:31-345,no TM (GPI/peripheral),0,315,315,0,True,11.0,Unclassified,"Cell membrane (Lipid-anchor, GPI-anchor)",0.7804
OPN1LW,P04000,Long-wave-sensitive opsin 1,ENSG00000102076,machine_learning,False,NC:1-55;TM:56-78;CY:79-89;TM:90-111;NC:112-130;TM:131-149;CY:150-167;TM:168-189;NC:190-218;TM:219-246;CY:247-268;TM:269-293;NC:294-302;TM:303-324;CY:325-364,multi-pass (7 TM),7,112,55,91,False,3.0,Receptors,Membrane (Multi-pass membrane protein),0.8383
OPN1MW,P04001,Medium-wave-sensitive opsin 1,ENSG00000166160;ENSG00000268221;ENSG00000269433,machine_learning,False,NC:1-55;TM:56-78;CY:79-89;TM:90-112;NC:113-129;TM:130-148;CY:149-167;TM:168-189;NC:190-218;TM:219-246;CY:247-268;TM:269-293;NC:294-299;TM:300-324;CY:325-364,multi-pass (7 TM),7,107,55,92,False,3.0,Receptors,Membrane (Multi-pass membrane protein),0.8603
OPN1SW,P03999,Short-wave-sensitive opsin 1,ENSG00000128617,machine_learning,False,NC:1-32;TM:33-59;CY:60-70;TM:71-93;NC:94-111;TM:112-130;CY:131-149;TM:150-170;NC:171-199;TM:200-220;CY:221-250;TM:251-273;NC:274-284;TM:285-306;CY:307-348,multi-pass (7 TM),7,90,32,102,False,5.0,Receptors,Membrane (Multi-pass membrane protein),0.9162
OPN3,Q9H1Y3,Opsin-3,ENSG00000054277,machine_learning,False,NC:1-43;TM:44-67;CY:68-78;TM:79-100;NC:101-118;TM:119-137;CY:138-156;TM:157-176;NC:177-201;TM:202-223;CY:224-256;TM:257-279;NC:280-290;TM:291-312;CY:313-402,multi-pass (7 TM),7,97,43,153,False,8.0,Receptors,Membrane (Multi-pass membrane protein),0.9421
OPN4,Q9UHM6,Melanopsin,ENSG00000122375,machine_learning,False,NC:1-70;TM:71-96;CY:97-107;TM:108-133;NC:134-144;TM:145-166;CY:167-186;TM:187-208;NC:209-233;TM:234-258;CY:259-296;TM:297-321;NC:322-331;TM:332-352;CY:353-478,multi-pass (7 TM),7,116,70,195,False,2.0,Receptors,Cell membrane (Multi-pass membrane protein),0.7066
OPN5,Q6U736,Opsin-5,ENSG00000124818,machine_learning,False,NC:1-35;TM:36-56;CY:57-75;TM:76-100;NC:101-107;TM:108-129;CY:130-148;TM:149-170;NC:171-197;TM:198-220;CY:221-252;TM:253-277;NC:278-282;TM:283-303;CY:304-354,multi-pass (7 TM),7,74,35,121,False,3.0,Receptors,Membrane (Multi-pass membrane protein),0.8064
OPRD1,P41143,Delta-type opioid receptor,ENSG00000116329,machine_learning,False,NC:1-45;TM:46-74;CY:75-85;TM:86-106;NC:107-128;TM:129-148;CY:149-167;TM:168-188;NC:189-211;TM:212-238;CY:239-258;TM:259-286;NC:287-297;TM:298-321;CY:322-372,multi-pass (7 TM),7,101,45,101,False,4.0,Receptors,Cell membrane (Multi- pass membrane protein),0.978
OPRK1,P41145,Kappa-type opioid receptor,ENSG00000082556,machine_learning,False,NC:1-57;TM:58-85;CY:86-96;TM:97-119;NC:120-138;TM:139-157;CY:158-177;TM:178-197;NC:198-223;TM:224-251;CY:252-271;TM:272-296;NC:297-310;TM:311-333;CY:334-380,multi-pass (7 TM),7,116,57,98,False,2.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9581
OPRL1,P41146,Nociceptin receptor,ENSG00000125510,experimental,False,NC:1-54;TM:55-77;CY:78-88;TM:89-107;NC:108-128;TM:129-150;CY:151-170;TM:171-191;NC:192-210;TM:211-238;CY:239-260;TM:261-285;NC:286-298;TM:299-322;CY:323-370,multi-pass (7 TM),7,107,54,101,False,0.0,Receptors,Cell membrane (Multi-pass membrane protein);Cytoplasmic vesicle,0.9006
OPRM1,P35372,Mu-type opioid receptor,ENSG00000112038,machine_learning,False,NC:1-68;TM:69-96;CY:97-106;TM:107-128;NC:129-149;TM:150-169;CY:170-189;TM:190-208;NC:209-232;TM:233-259;CY:260-279;TM:280-304;NC:305-317;TM:318-341;CY:342-400,multi-pass (7 TM),7,126,68,109,False,2.0,Receptors,Cell membrane (Multi-pass membrane protein);Cytoplasm,0.992
OR10A2,Q9H208,Olfactory receptor 10A2,ENSG00000170790,experimental,False,NC:1-11;TM:12-35;CY:36-46;TM:47-66;NC:67-87;TM:88-108;CY:109-130;TM:131-151;NC:152-183;TM:184-204;CY:205-223;TM:224-247;NC:248-259;TM:260-279;CY:280-303,multi-pass (7 TM),7,76,32,76,False,1.0,Receptors,Cell membrane (Multi-pass membrane protein),1.0
OR10A3,P58181,Olfactory receptor 10A3,ENSG00000170683;ENSG00000273953,experimental,False,NC:1-25;TM:26-48;CY:49-59;TM:60-78;NC:79-98;TM:99-120;CY:121-139;TM:140-162;NC:163-196;TM:197-218;CY:219-236;TM:237-255;NC:256-272;TM:273-292;CY:293-314,multi-pass (7 TM),7,96,34,70,False,2.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9389
OR10A4,Q9H209,Olfactory receptor 10A4,ENSG00000170782,experimental,False,NC:1-25;TM:26-49;CY:50-60;TM:61-80;NC:81-101;TM:102-121;CY:122-141;TM:142-165;NC:166-200;TM:201-222;CY:223-242;TM:243-262;NC:263-273;TM:274-292;CY:293-315,multi-pass (7 TM),7,92,35,74,False,0.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9372
OR10A5,Q9H207,Olfactory receptor 10A5,ENSG00000166363,experimental,False,NC:1-25;TM:26-49;CY:50-60;TM:61-80;NC:81-101;TM:102-122;CY:123-144;TM:145-165;NC:166-197;TM:198-218;CY:219-238;TM:239-262;NC:263-273;TM:274-293;CY:294-317,multi-pass (7 TM),7,89,32,77,False,1.0,Receptors,Cell membrane (Multi-pass membrane protein),0.998
OR10A6,Q8NH74,Olfactory receptor 10A6,ENSG00000175393;ENSG00000276451;ENSG00000279000,experimental,False,NC:1-26;TM:27-48;CY:49-59;TM:60-78;NC:79-98;TM:99-120;CY:121-139;TM:140-160;NC:161-196;TM:197-219;CY:220-236;TM:237-260;NC:261-273;TM:274-292;CY:293-314,multi-pass (7 TM),7,95,36,69,False,0.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9852
OR10A7,Q8NGE5,Olfactory receptor 10A7,ENSG00000179919,experimental,False,NC:1-24;TM:25-48;CY:49-59;TM:60-79;NC:80-100;TM:101-120;CY:121-139;TM:140-162;NC:163-198;TM:199-219;CY:220-237;TM:238-260;NC:261-272;TM:273-292;CY:293-316,multi-pass (7 TM),7,93,36,72,False,3.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9894
OR10AC1P,Q8NH08,Putative olfactory receptor 10AC1,,machine_learning,False,NC:1-26;TM:27-50;CY:51-59;TM:60-79;NC:80-101;TM:102-124;CY:125-143;TM:144-168;NC:169-173;TM:174-193;CY:194-202;TM:203-225;NC:226-244;TM:245-264;CY:265-325,multi-pass (7 TM),7,72,26,98,False,0.0,,Cell membrane (Multi-pass membrane protein),0.8124
OR10AD1,Q8NGE0,Olfactory receptor 10AD1,ENSG00000172640,experimental,False,NC:1-24;TM:25-48;CY:49-59;TM:60-81;NC:82-101;TM:102-121;CY:122-140;TM:141-163;NC:164-196;TM:197-222;CY:223-241;TM:242-261;NC:262-274;TM:275-293;CY:294-317,multi-pass (7 TM),7,90,33,73,False,1.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9831
OR10AG1,Q8NH19,Olfactory receptor 10AG1,ENSG00000174970,experimental,False,NC:1-15;TM:16-39;CY:40-50;TM:51-69;NC:70-88;TM:89-111;CY:112-130;TM:131-149;NC:150-187;TM:188-209;CY:210-228;TM:229-252;NC:253-263;TM:264-283;CY:284-301,multi-pass (7 TM),7,83,38,67,False,2.0,Receptors,Cell membrane (Multi-pass membrane protein),0.8757
OR10C1,Q96KK4,Olfactory receptor 10C1,ENSG00000229412;ENSG00000204689;ENSG00000224234;ENSG00000206474;ENSG00000230505;ENSG00000232397;ENSG00000279941,experimental,False,NC:1-24;TM:25-48;CY:49-59;TM:60-80;NC:81-99;TM:100-119;CY:120-138;TM:139-161;NC:162-196;TM:197-218;CY:219-238;TM:239-259;NC:260-271;TM:272-291;CY:292-312,multi-pass (7 TM),7,90,35,71,False,1.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9906
OR10D3,Q8NH80,Putative olfactory receptor 10D3,ENSG00000197309,machine_learning,False,NC:1-26;TM:27-49;CY:50-59;TM:60-82;NC:83-101;TM:102-120;CY:121-139;TM:140-162;NC:163-199;TM:200-219;CY:220-238;TM:239-260;NC:261-266;TM:267-290;CY:291-312,multi-pass (7 TM),7,88,37,70,False,1.0,Receptors,Cell membrane (Multi-pass membrane protein),0.8164
OR10D4P,Q8NGN7,Putative olfactory receptor 10D4,,machine_learning,False,NC:1-23;TM:24-46;CY:47-56;TM:57-76;NC:77-98;TM:99-118;CY:119-137;TM:138-159;NC:160-198;TM:199-219;CY:220-238;TM:239-258;NC:259-263;TM:264-286;CY:287-298,multi-pass (7 TM),7,89,39,60,False,2.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9661
OR10G2,Q8NGC3,Olfactory receptor 10G2,ENSG00000255582,machine_learning,False,NC:1-29;TM:30-52;CY:53-63;TM:64-83;NC:84-104;TM:105-125;CY:126-144;TM:145-163;NC:164-207;TM:208-226;CY:227-246;TM:247-265;NC:266-276;TM:277-295;CY:296-310,multi-pass (7 TM),7,105,44,65,False,2.0,Receptors,Cell membrane (Multi-pass membrane protein),0.6447
OR10G3,Q8NGC4,Olfactory receptor 10G3,ENSG00000169208,experimental,False,NC:1-25;TM:26-49;CY:50-60;TM:61-82;NC:83-101;TM:102-121;CY:122-140;TM:141-163;NC:164-198;TM:199-220;CY:221-240;TM:241-261;NC:262-271;TM:272-291;CY:292-313,multi-pass (7 TM),7,89,35,72,False,3.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9348
OR10G4,Q8NGN3,Olfactory receptor 10G4,ENSG00000254737,experimental,False,NC:1-22;TM:23-46;CY:47-57;TM:58-77;NC:78-98;TM:99-119;CY:120-139;TM:140-161;NC:162-194;TM:195-219;CY:220-239;TM:240-259;NC:260-270;TM:271-289;CY:290-311,multi-pass (7 TM),7,87,33,73,False,0.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9702
OR10G6,Q8NH81,Olfactory receptor 10G6,ENSG00000198674,machine_learning,False,NC:1-46;TM:47-68;CY:69-79;TM:80-100;NC:101-119;TM:120-141;CY:142-160;TM:161-179;NC:180-223;TM:224-243;CY:244-261;TM:262-281;NC:282-292;TM:293-312;CY:313-332,multi-pass (7 TM),7,120,46,68,False,1.0,Receptors,Cell membrane (Multi-pass membrane protein),0.7345
