ensembl_gene,ot_symbol,ab_tractability_bucket,ab_druggability,ot_surface_localisation,ot_locations,ot_is_essential,ot_n_drugs,ot_drugs,ot_max_clinical_stage
ENSG00000158458,NRG2,GO CC high conf,0.65,True,uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Secreted; HPA_main:Nucleoplasm; HPA_additional:Nucleoli; HPA_extracellular_location:Predicted to be secreted,False,0,,
ENSG00000158473,CD1D,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Basolateral cell membrane ; Single-pass type I membrane protein; uniprot:Endosome membrane ; Single-pass type I membrane protein; uniprot:Lysosome membrane ; Single-pass type I membrane protein; uniprot:Endoplasmic reticulum membrane ; Single-pass type I membrane protein; HPA_main:Endoplasmic reticulum,False,0,,
ENSG00000158477,CD1A,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Membrane raft ; Single-pass type I membrane protein; uniprot:Endosome membrane ; Single- pass type I membrane protein,False,0,,
ENSG00000158481,CD1C,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Endosome membrane ; Single-pass type I membrane protein; uniprot:Lysosome; HPA_main:Golgi apparatus; HPA_main:Vesicles; HPA_additional:Endoplasmic reticulum,False,0,,
ENSG00000158485,CD1B,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Endosome membrane ; Single-pass type I membrane protein; uniprot:Lysosome membrane ; Single-pass type I membrane protein; HPA_main:Golgi apparatus; HPA_main:Vesicles; HPA_additional:Cytosol,False,0,,
ENSG00000158683,PKD1L1,UniProt SigP or TMHMM,0.45,False,"uniprot:Cell projection, cilium membrane ; Multi-pass membrane protein",False,0,,
ENSG00000158714,SLAMF8,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane; Single-pass type I membrane protein,False,0,,
ENSG00000158748,HTR6,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein,False,10,AMISULPRIDE; ZIMELDINE HYDROCHLORIDE; MASUPIRDINE; INTEPIRDINE; DEXFENFLURAMINE; CERLAPIRDINE,PHASE_3
ENSG00000158769,F11R,UniProt loc high conf,0.7,True,"uniprot:Cell junction, tight junction; uniprot:Cell membrane ; Single-pass type I membrane protein; HPA_main:Microtubules; HPA_additional:Cell Junctions",False,0,,
ENSG00000158813,EDA,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type II membrane protein; uniprot:Secreted; HPA_main:Vesicles; HPA_additional:Lipid droplets; HPA_extracellular_location:Predicted to be secreted,False,0,,
ENSG00000158865,SLC5A11,GO CC high conf,0.65,True,uniprot:Membrane ; Multi- pass membrane protein; uniprot:Apical cell membrane ; Multi-pass membrane protein; HPA_main:Nucleoplasm; HPA_additional:Cytosol,False,0,,
ENSG00000158887,MPZ,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Myelin membrane ; Single-pass type I membrane protein,False,0,,
ENSG00000158966,CACHD1,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane ; Single-pass type I membrane protein; HPA_main:Nucleoli; HPA_main:Nucleoplasm,False,0,,
ENSG00000159248,GJD2,GO CC high conf,0.65,True,"uniprot:Cell membrane; Multi-pass membrane protein; uniprot:Cell junction, gap junction",False,0,,
ENSG00000159618,ADGRG5,UniProt loc med conf,0.55,True,uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Nuclear membrane; HPA_main:Vesicles; HPA_additional:Nucleoplasm,False,0,,
ENSG00000159640,ACE,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Cytoplasm; uniprot:Secreted; uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Secreted; HPA_main:Vesicles,False,24,CILAZAPRIL; ENALAPRIL MALEATE; PERINDOPRIL ARGININE; ENALAPRILAT; CAPTOPRIL; DELAPRIL,PHASE_2_3
ENSG00000159871,LYPD5,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Lipid-anchor, GPI- anchor; HPA_main:Cytosol; HPA_main:Nucleoplasm",False,0,,
ENSG00000159899,NPR2,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein,False,2,CARPERITIDE; VOSORITIDE,APPROVAL
ENSG00000159961,OR3A3,no antibody tractability bucket,0.0,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000160013,PTGIR,GO CC high conf,0.65,True,uniprot:Cell membrane; Multi-pass membrane protein,False,10,ESUBERAPROST; TREPROSTINIL; RALINEPAG; ILOPROST; EPOPROSTENOL; EPOPROSTENOL SODIUM,PHASE_3
ENSG00000160097,FNDC5,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass membrane protein; uniprot:Peroxisome membrane ; Single-pass membrane protein; uniprot:Secreted,False,0,,
ENSG00000160190,SLC37A1,UniProt SigP or TMHMM,0.45,False,uniprot:Endoplasmic reticulum membrane ; Multi-pass membrane protein,False,0,,
ENSG00000160255,ITGB2,Advanced Clinical,0.9,True,uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Membrane raft ; Single-pass type I membrane protein; HPA_main:Plasma membrane; HPA_additional:Rods & Rings,False,3,ROVELIZUMAB; EFALIZUMAB; LIFITEGRAST,UNKNOWN
ENSG00000160326,SLC2A6,GO CC high conf,0.65,False,uniprot:Lysosome membrane ; Multi-pass membrane protein,False,0,,
ENSG00000160588,MPZL3,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane ; Single-pass type I membrane protein; HPA_main:Golgi apparatus,False,0,,
ENSG00000160593,JAML,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Cell junction; HPA_main:Plasma membrane; HPA_additional:Nucleoplasm,False,0,,
ENSG00000160654,CD3G,Approved Drug,1.0,True,uniprot:Cell membrane ; Single-pass type I membrane protein; HPA_main:Cytosol; HPA_main:Plasma membrane,False,16,ELRANATAMAB; IMC-GP100; TALQUETAMAB; GLOFITAMAB; FLOTETUZUMAB; BLINATUMOMAB,PHASE_2
ENSG00000160683,CXCR5,GO CC high conf,0.65,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000160712,IL6R,Approved Drug,1.0,True,uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Secreted; uniprot:Secreted,False,5,SATRALIZUMAB; TOCILIZUMAB; LEVILIMAB; SARILUMAB; VOBARILIZUMAB,PHASE_2
ENSG00000160716,CHRNB2,UniProt loc high conf,0.7,True,uniprot:Synaptic cell membrane ; Multi-pass membrane protein; uniprot:Cell membrane ; Multi-pass membrane protein,False,16,ALTINICLINE; CYTISINICLINE; SIMPINICLINE; VARENICLINE; TC-2216; DIANICLINE,UNKNOWN
ENSG00000160791,CCR5,Advanced Clinical,0.9,True,uniprot:Cell membrane ; Multi-pass membrane protein,False,13,MARAVIROC; PF-232798; BMS-813160; HGS-1025; AZD5672; PF-04634817,PHASE_3
ENSG00000160801,PTH1R,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Cytosol; HPA_main:Plasma membrane; HPA_additional:Nucleoli,False,6,PARATHYROID HORMONE; PALOPEGTERIPARATIDE; TERIPARATIDE ACETATE; TERIPARATIDE; OSTABOLIN-C; ABALOPARATIDE,PHASE_2
ENSG00000160856,FCRL3,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Cell projection, microvillus membrane",False,0,,
ENSG00000160867,FGFR4,GO CC high conf,0.65,True,uniprot:Cell membrane; Single-pass type I membrane protein; uniprot:Endosome; uniprot:Endoplasmic reticulum; uniprot:Secreted,False,17,ORANTINIB; ERDAFITINIB; NINTEDANIB ESYLATE; FEXAGRATINIB; DERAZANTINIB; INFIGRATINIB,PHASE_3
ENSG00000160886,LY6K,UniProt loc high conf,0.7,True,"uniprot:Secreted; uniprot:Cytoplasm; uniprot:Cell membrane ; Lipid-anchor, GPI-anchor; uniprot:Cytoplasmic vesicle, secretory vesicle, acrosome; uniprot:Membrane raft; HPA_main:Acrosome",False,0,,
ENSG00000160951,PTGER1,GO CC high conf,0.65,True,uniprot:Cell membrane; Multi-pass membrane protein,False,3,DINOPROSTONE; ALPROSTADIL; ONO-8539,PHASE_2
ENSG00000161091,MFSD12,UniProt SigP or TMHMM,0.45,False,uniprot:Melanosome membrane ; Multi-pass membrane protein; uniprot:Lysosome membrane ; Multi-pass membrane protein,False,0,,
ENSG00000161270,NPHS1,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein,False,0,,
ENSG00000161381,PLXDC1,UniProt loc high conf,0.7,True,"uniprot:Secreted; uniprot:Cell membrane; Single-pass type I membrane protein; uniprot:Cell junction, tight junction; uniprot:Secreted; uniprot:Secreted; uniprot:Cytoplasm",False,0,,
ENSG00000161509,GRIN2C,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Postsynaptic cell membrane; Multi-pass membrane protein,False,27,RALFINAMIDE; CNS-5161; PERZINFOTEL; ACAMPROSATE; AMANTADINE HYDROCHLORIDE; AV-101,PHASE_3
ENSG00000161638,ITGA5,Advanced Clinical,0.9,True,"uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Cell junction, focal adhesion",False,3,VOLOCIXIMAB; ATN-161; PF-04605412,PHASE_2
ENSG00000161640,SIGLEC11,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane; Single-pass type I membrane protein; HPA_main:Golgi apparatus; HPA_additional:Nucleoplasm,False,0,,
ENSG00000161649,CD300LG,GO CC high conf,0.65,True,"uniprot:Apical cell membrane ; Single-pass type I membrane protein; uniprot:Basolateral cell membrane ; Single-pass type I membrane protein; uniprot:Endosome, multivesicular body membrane ; Single-pass type I membrane protein; HPA_main:Calyx",False,0,,
ENSG00000161682,FAM171A2,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane ; Single-pass type I membrane protein,False,0,,
ENSG00000161807,OR7G1,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000161921,CXCL16,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Secreted; HPA_main:Golgi apparatus; HPA_main:Vesicles; HPA_extracellular_location:Predicted to be secreted,False,0,,
ENSG00000161944,ASGR2,GO CC high conf,0.65,True,uniprot:Membrane; Single-pass type II membrane protein; HPA_main:Endoplasmic reticulum; HPA_main:Plasma membrane,False,0,,
ENSG00000162006,MSLNL,no antibody tractability bucket,0.0,False,uniprot:Membrane ; Single-pass type I membrane protein,,0,,
ENSG00000162009,SSTR5,GO CC high conf,0.65,True,uniprot:Cell membrane; Multi-pass membrane protein; HPA_main:Plasma membrane,False,13,VAPREOTIDE; ONZIGOLIDE; PASIREOTIDE; OCTREOTIDE; SOMATOSTATIN; OCTREOTIDE ACETATE,PHASE_3
ENSG00000162104,ADCY9,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Cytosol; HPA_main:Plasma membrane; HPA_additional:Basal body; HPA_additional:Primary cilium,False,0,,
ENSG00000162383,SLC1A7,GO CC high conf,0.65,True,uniprot:Photoreceptor inner segment membrane ; Multi-pass membrane protein; uniprot:Synaptic cell membrane ; Multi-pass membrane protein,False,0,,
ENSG00000162407,PLPP3,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Basolateral cell membrane ; Multi-pass membrane protein; uniprot:Endoplasmic reticulum membrane ; Multi-pass membrane protein; uniprot:Endoplasmic reticulum-Golgi intermediate compartment membrane ; Multi- pass membrane protein; uniprot:Golgi apparatus membrane ; Multi-pass membrane protein; uniprot:Golgi apparatus, trans-Golgi network membrane ; Multi-pass membrane protein",False,0,,
ENSG00000162494,LRRC38,UniProt loc med conf,0.55,True,uniprot:Cell membrane ; Single-pass type I membrane protein,False,0,,
ENSG00000162551,ALPL,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Lipid-anchor, GPI-anchor; uniprot:Extracellular vesicle membrane ; Lipid- anchor, GPI-anchor; uniprot:Mitochondrion membrane ; Lipid-anchor, GPI-anchor; uniprot:Mitochondrion intermembrane space; HPA_main:Cytosol",False,0,,
ENSG00000162572,SCNN1D,UniProt loc high conf,0.7,True,uniprot:Apical cell membrane ; Multi-pass membrane protein; HPA_main:Actin filaments; HPA_main:Plasma membrane,False,0,,
ENSG00000162576,MXRA8,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Cell junction, tight junction; uniprot:Cytoplasm; uniprot:Cell projection, cilium membrane; uniprot:Nucleus; HPA_main:Nucleoli",False,0,,
ENSG00000162594,IL23R,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein,False,0,,
ENSG00000162618,ADGRL4,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein,False,0,,
ENSG00000162631,NTNG1,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Lipid-anchor, GPI-anchor ; Extracellular side; HPA_main:Plasma membrane",False,0,,
ENSG00000162692,VCAM1,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Secreted; HPA_main:Cell Junctions; HPA_extracellular_location:Predicted to be secreted,False,0,,
ENSG00000162706,CADM3,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Cell junction,False,0,,
ENSG00000162723,SLAMF9,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane; Single-pass type I membrane protein,False,0,,
ENSG00000162727,OR2M5,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000162729,IGSF8,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass membrane protein; HPA_main:Vesicles,False,0,,
ENSG00000162733,DDR2,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein; HPA_main:Actin filaments; HPA_main:Plasma membrane,False,1,REGORAFENIB,APPROVAL
ENSG00000162739,SLAMF6,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein; HPA_main:Cytosol; HPA_main:Plasma membrane,False,0,,
ENSG00000162747,FCGR3B,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Lipid-anchor, GPI-anchor; uniprot:Secreted",False,0,,
ENSG00000162763,LRRC52,UniProt loc med conf,0.55,True,uniprot:Cell membrane ; Single-pass membrane protein,False,0,,
ENSG00000162881,OXER1,GO CC high conf,0.65,False,uniprot:Membrane ; Multi-pass membrane protein,False,0,,
ENSG00000162896,PIGR,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Secreted,False,0,,
ENSG00000162897,FCAMR,GO CC high conf,0.65,True,uniprot:Cell membrane ; Single-pass type I membrane protein,False,0,,
ENSG00000163069,SGCB,GO CC high conf,0.65,True,"uniprot:Cell membrane, sarcolemma ; Single- pass type II membrane protein; uniprot:Cytoplasm, cytoskeleton; HPA_main:Cytosol",False,0,,
ENSG00000163162,RNF149,UniProt SigP or TMHMM,0.45,True,uniprot:Membrane ; Single-pass membrane protein; HPA_main:Plasma membrane; HPA_main:Vesicles,False,0,,
ENSG00000163235,TGFA,Advanced Clinical,0.9,True,"uniprot:Secreted, extracellular space; uniprot:Cell membrane; Single-pass type I membrane protein; HPA_main:Vesicles; HPA_extracellular_location:Predicted to be secreted",False,1,FEPIXNEBART,PHASE_2
ENSG00000163251,FZD5,Advanced Clinical,0.9,True,"uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Golgi apparatus membrane ; Multi-pass membrane protein; uniprot:Synapse; uniprot:Perikaryon; uniprot:Cell projection, dendrite; uniprot:Cell projection, axon",False,1,VANTICTUMAB,PHASE_1
ENSG00000163283,ALPP,GO CC high conf,0.65,True,"uniprot:Cell membrane; Lipid-anchor, GPI-anchor; HPA_main:Plasma membrane",False,0,,
ENSG00000163285,GABRG1,GO CC high conf,0.65,True,uniprot:Postsynaptic cell membrane; Multi-pass membrane protein; uniprot:Cell membrane; Multi-pass membrane protein; HPA_main:Plasma membrane; HPA_additional:Vesicles,False,71,ALPRAZOLAM; ISOFLURANE; METHOHEXITAL; ENFLURANE; TOPIRAMATE; PAGOCLONE,PHASE_3
ENSG00000163286,ALPG,GO CC high conf,0.65,True,"uniprot:Cell membrane; Lipid-anchor, GPI-anchor; HPA_main:Plasma membrane",False,0,,
ENSG00000163288,GABRB1,UniProt loc high conf,0.7,True,uniprot:Postsynaptic cell membrane ; Multi-pass membrane protein; uniprot:Cell membrane ; Multi-pass membrane protein,False,75,REMIMAZOLAM; SEVOFLURANE; CIPEPOFOL; CLORAZEPIC ACID; ENFLURANE; FLURAZEPAM,PHASE_3
ENSG00000163293,NIPAL1,UniProt SigP or TMHMM,0.45,False,uniprot:Golgi apparatus membrane ; Multi-pass membrane protein; HPA_main:Golgi apparatus,False,0,,
ENSG00000163295,ALPI,GO CC high conf,0.65,True,"uniprot:Cell membrane ; Lipid-anchor, GPI-anchor; HPA_main:Plasma membrane",False,0,,
ENSG00000163297,ANTXR2,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Endoplasmic reticulum membrane ; Single-pass type I membrane protein; uniprot:Secreted,False,0,,
ENSG00000163328,GPR155,UniProt SigP or TMHMM,0.45,False,uniprot:Lysosome membrane ; Multi-pass membrane protein,False,0,,
ENSG00000163347,CLDN1,UniProt loc high conf,0.7,True,"uniprot:Cell junction, tight junction; uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Basolateral cell membrane",False,0,,
ENSG00000163393,SLC22A15,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein,False,0,,
ENSG00000163394,CCKAR,GO CC high conf,0.65,True,uniprot:Cell membrane; Multi-pass membrane protein; HPA_main:Cytosol; HPA_main:Plasma membrane; HPA_additional:Nucleoplasm,False,5,CERULETIDE; SINCALIDE; PROGLUMIDE; DEXLOXIGLUMIDE; CE-326597,PHASE_3
ENSG00000163399,ATP1A1,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Basolateral cell membrane ; Multi-pass membrane protein; uniprot:Cell membrane, sarcolemma ; Multi-pass membrane protein; uniprot:Cell projection, axon; uniprot:Melanosome; HPA_main:Plasma membrane",True,6,DIGOXIN; DIGITOXIN; LANATOSIDE C; DESLANOSIDE; ACETYLDIGITOXIN; ISTAROXIME,PHASE_2_3
ENSG00000163406,SLC15A2,UniProt loc high conf,0.7,True,"uniprot:Apical cell membrane ; Multi-pass membrane protein; uniprot:Cytoplasmic vesicle, phagosome membrane ; Multi-pass membrane protein; uniprot:Cell membrane ; Multi-pass membrane protein",False,0,,
ENSG00000163464,CXCR1,GO CC high conf,0.65,True,uniprot:Cell membrane; Multi-pass membrane protein,False,5,SX-682; LADARIXIN; NAVARIXIN; REPARIXIN; NAVARIXIN ANHYDROUS,PHASE_3
ENSG00000163485,ADORA1,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Plasma membrane; HPA_additional:Primary cilium,False,22,T-62; ADENOSINE; CAFFEINE; GW493838; CAPADENOSON; ROLOFYLLINE,PHASE_3
ENSG00000163513,TGFBR2,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Membrane raft; uniprot:Secreted; HPA_main:Plasma membrane; HPA_extracellular_location:Predicted to be secreted,False,0,,
ENSG00000163518,FCRL4,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein,False,0,,
ENSG00000163531,NFASC,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Cell junction, paranodal septate junction",False,0,,
ENSG00000163534,FCRL1,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein,False,0,,
ENSG00000163581,SLC2A2,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Mid piece; HPA_main:Plasma membrane; HPA_main:Principal piece,False,0,,
ENSG00000163599,CTLA4,Approved Drug,1.0,True,uniprot:Cell membrane ; Single-pass type I membrane protein,False,6,QUAVONLIMAB; ZALIFRELIMAB; CADONILIMAB; ERFONRILIMAB; IPILIMUMAB; TREMELIMUMAB,PHASE_3
ENSG00000163600,ICOS,Advanced Clinical,0.9,True,uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Secreted; HPA_main:Plasma membrane; HPA_additional:Actin filaments,False,4,FELADILIMAB; MEDI-570; ROZIBAFUSP ALFA; VOPRATELIMAB,PHASE_3
ENSG00000163606,CD200R1,GO CC high conf,0.65,True,uniprot:Cell membrane; Single-pass type I membrane protein; uniprot:Cell membrane; Single-pass type I membrane protein; uniprot:Secreted; uniprot:Secreted; HPA_main:Plasma membrane,False,0,,
ENSG00000163646,CLRN1,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Centrosome; HPA_additional:Basal body; HPA_additional:Vesicles,False,0,,
ENSG00000163701,IL17RE,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single- pass type I membrane protein; uniprot:Cytoplasm; uniprot:Secreted; uniprot:Cytoplasm; uniprot:Secreted,False,0,,
ENSG00000163702,IL17RC,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein,False,0,,
ENSG00000163704,PRRT3,UniProt SigP or TMHMM,0.45,True,uniprot:Membrane ; Multi-pass membrane protein; HPA_main:Plasma membrane; HPA_additional:Nucleoplasm,False,0,,
ENSG00000163762,TM4SF18,UniProt SigP or TMHMM,0.45,True,uniprot:Membrane ; Multi-pass membrane protein; HPA_main:Plasma membrane,False,0,,
ENSG00000163803,PLB1,GO CC high conf,0.65,True,uniprot:Apical cell membrane ; Single-pass type I membrane protein,False,0,,
ENSG00000163814,CDCP1,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single- pass membrane protein; uniprot:Secreted; HPA_main:Nucleoplasm; HPA_main:Vesicles; HPA_additional:Nuclear bodies,False,0,,
ENSG00000163817,SLC6A20,GO CC high conf,0.65,True,uniprot:Apical cell membrane ; Multi-pass membrane protein,False,0,,
ENSG00000163823,CCR1,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein,False,3,AZD4818; BMS-817399; CCX354,PHASE_2
ENSG00000163870,TPRA1,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane; Multi-pass membrane protein; HPA_main:Vesicles,False,0,,
ENSG00000163873,GRIK3,GO CC high conf,0.65,True,uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Postsynaptic cell membrane ; Multi-pass membrane protein,False,4,TEZAMPANEL ANHYDROUS; SELURAMPANEL; TOPIRAMATE; TEZAMPANEL,PHASE_2
ENSG00000163914,RHO,GO CC high conf,0.65,False,uniprot:Photoreceptor outer segment membrane ; Multi-pass membrane protein; uniprot:Membrane ; Multi-pass membrane protein,False,0,,
ENSG00000163959,SLC51A,UniProt loc high conf,0.7,True,uniprot:Basolateral cell membrane ; Multi-pass membrane protein,False,0,,
ENSG00000163975,MELTF,GO CC high conf,0.65,True,"uniprot:Cell membrane; Lipid-anchor, GPI- anchor",False,0,,
ENSG00000164007,CLDN19,UniProt loc high conf,0.7,True,"uniprot:Cell junction, tight junction; uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Plasma membrane",False,0,,
ENSG00000164010,ERMAP,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Cytoplasm; HPA_main:Golgi apparatus; HPA_additional:Cytosol,False,0,,
ENSG00000164035,EMCN,UniProt loc high conf,0.7,True,uniprot:Cell membrane; Single-pass type I membrane protein; uniprot:Membrane; Single-pass type I membrane protein; uniprot:Secreted,False,0,,
ENSG00000164050,PLXNB1,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Secreted; uniprot:Secreted,False,0,,
ENSG00000164078,MST1R,Advanced Clinical,0.9,False,uniprot:Membrane; Single-pass type I membrane protein; HPA_main:Cytosol,False,4,NARNATUMAB; CRIZOTINIB; GLESATINIB; MK-8033,PHASE_2
ENSG00000164082,GRM2,GO CC high conf,0.65,True,"uniprot:Cell membrane; Multi-pass membrane protein; uniprot:Synapse; uniprot:Cell projection, dendrite",False,5,JNJ-40411813; DECOGLURANT; LY2979165; LY404039; POMAGLUMETAD METHIONIL ANHYDROUS,PHASE_3
ENSG00000164128,NPY1R,GO CC high conf,0.65,True,uniprot:Cell membrane ; Multi-pass membrane protein,False,0,,
ENSG00000164129,NPY5R,GO CC high conf,0.65,True,uniprot:Cell membrane; Multi-pass membrane protein,False,2,VELNEPERIT; MK-0557,PHASE_3
ENSG00000164171,ITGA2,Advanced Clinical,0.9,False,uniprot:Membrane; Single-pass type I membrane protein,False,1,VATELIZUMAB,PHASE_2
ENSG00000164187,LMBRD2,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Cytosol; HPA_main:Nucleoplasm,False,0,,
ENSG00000164199,ADGRV1,UniProt loc med conf,0.55,True,"uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Cell projection, stereocilium membrane; uniprot:Photoreceptor inner segment; HPA_main:Vesicles; HPA_additional:Basal body",False,0,,
ENSG00000164220,F2RL2,GO CC high conf,0.65,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000164251,F2RL1,GO CC high conf,0.65,True,uniprot:Cell membrane; Multi-pass membrane protein; HPA_main:Plasma membrane,False,0,,
ENSG00000164270,HTR4,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Endosome membrane ; Multi-pass membrane protein,False,25,CAPESEROD; PIBOSEROD; PRUCALOPRIDE SUCCINATE; AMISULPRIDE; ZIMELDINE HYDROCHLORIDE; RELENOPRIDE,PHASE_3
ENSG00000164303,ENPP6,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Lipid-anchor, GPI-anchor; HPA_main:Golgi apparatus",False,0,,
ENSG00000164363,SLC6A18,GO CC high conf,0.65,False,uniprot:Membrane ; Multi-pass membrane protein,False,0,,
ENSG00000164393,ADGRF2P,no antibody tractability bucket,0.0,False,uniprot:Membrane ; Multi-pass membrane protein,,0,,
ENSG00000164411,GJB7,UniProt loc med conf,0.55,True,"uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Cell junction, gap junction; HPA_main:Cytosol; HPA_main:Plasma membrane",False,0,,
ENSG00000164418,GRIK2,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Postsynaptic cell membrane ; Multi-pass membrane protein,False,4,SELURAMPANEL; TOPIRAMATE; TEZAMPANEL; TEZAMPANEL ANHYDROUS,PHASE_2
ENSG00000164465,DCBLD1,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane ; Single-pass type I membrane protein; HPA_main:Cytosol,False,0,,
ENSG00000164509,IL31RA,Advanced Clinical,0.9,True,"uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Presynaptic cell membrane; uniprot:Cell projection, axon; HPA_main:Cytosol; HPA_main:Plasma membrane",False,1,NEMOLIZUMAB,APPROVAL
ENSG00000164530,PI16,UniProt loc high conf,0.7,False,uniprot:Secreted,False,0,,
ENSG00000164604,GPR85,GO CC high conf,0.65,True,uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Endoplasmic reticulum,False,0,,
