gene,uniprot,protein_name,ensembl_gene,surface_evidence,cspa_confirmed,topology,topology_class,n_tm,ecd_length,max_ecd_segment,cyto_length,has_signal_peptide,accessible_sites,almen_class,uniprot_subcellular,ml_score,loc_pass,loc_reason,ecd_pass,ecd_reason,antibody_accessible,exclusion_reason,accessibility_score,surface_confirmation,ot_symbol,ab_tractability_bucket,ab_druggability,ot_surface_localisation,ot_locations,ot_is_essential,ot_n_drugs,ot_drugs,ot_max_clinical_stage,depmap_mean_gene_effect,rna_risk,rna_max_ntpm,rna_worst_tissue,safety_rna,protein_risk,protein_worst_tissue,level_score,safety_protein,n_normal_tissues_medium_high,safety_source,safety_score,safety_is_default,epi_mean,epi_detection,caf_mean,immune_mean,endothelial_mean,tme_max_mean,log2fc_mean,log2fc_sd,n_datasets,n_datasets_reproducible,consensus_fraction
AMHR2,Q16671,Anti-Muellerian hormone type-2 receptor,ENSG00000135409,machine_learning,False,SP:1-16;NC:17-144;TM:145-170;CY:171-573,type I,1,128,128,403,True,2.0,Receptors,Membrane (Single-pass type I membrane protein),0.9062,True,,True,,True,,0.42666666666666664,unconfirmed (ML prediction only),AMHR2,GO CC high conf,0.65,False,uniprot:Membrane; Single-pass type I membrane protein; HPA_main:Vesicles; HPA_additional:Cytosol; HPA_additional:Nucleoplasm,False,0.0,,,0.01815835857643564,0.5990704322525843,38.9,adrenal gland,0.4009295677474157,,,,,,RNA only,0.4009295677474157,False,0.0026480799,0.0022006301982836,0.0,0.00759042152,0.00064899394,0.00759042152,-0.1260028902118258,0.1244951566793773,5,0,0.0
UPK1A,O00322,Uroplakin-1a,ENSG00000105668,machine_learning,False,CY:1-14;TM:15-40;NC:41-60;TM:61-86;CY:87-92;TM:93-116;NC:117-232;TM:233-254;CY:255-258,multi-pass (4 TM),4,136,116,24,False,8.0,Miscellaneous,Membrane (Multi-pass membrane protein),0.6447,True,,True,,True,,0.3416666666666667,unconfirmed (ML prediction only),UPK1A,GO CC high conf,0.65,False,uniprot:Membrane; Multi-pass membrane protein,False,0.0,,,-0.10101872867071934,0.6,122.1,urinary bladder,0.4,0.6,Urinary bladder,1.0,0.4,1.0,protein+RNA (min),0.4,False,0.0028206367599999,0.0021978225108608,0.0,0.000447505588,2.3908662e-06,0.000447505588,0.0632311790680391,0.0998406889471601,5,0,0.0
SLC10A6,Q3KNW5,Solute carrier family 10 member 6,ENSG00000145283,machine_learning,False,NC:1-31;TM:32-53;CY:54-65;TM:66-90;NC:91-96;TM:97-119;CY:120-130;TM:131-150;NC:151-161;TM:162-184;CY:185-193;TM:194-216;NC:217-225;TM:226-247;CY:248-266;TM:267-285;NC:286-290;TM:291-311;CY:312-377,multi-pass (9 TM),9,62,31,117,False,1.0,Transporters,Membrane (Multi-pass membrane protein),0.8423,True,,True,,True,,0.20083333333333334,unconfirmed (ML prediction only),SLC10A6,GO CC high conf,0.65,False,uniprot:Membrane ; Multi- pass membrane protein,False,0.0,,,0.07517551579318979,0.33642857547722615,12.3,skin,0.6635714245227738,0.46199999999999997,Stomach,0.66,0.538,11.0,protein+RNA (min),0.538,False,0.00259880758,0.002193823728473,0.00030398149,0.001429049104,0.07494942184,0.07494942184,-0.803616127774406,0.9993266486948784,5,0,0.0
CD19,P15391,B-lymphocyte antigen CD19,ENSG00000177455,experimental,True,SP:1-20;NC:21-292;TM:293-315;CY:316-556,type I,1,272,272,241,True,13.0,Unclassified,Membrane (Single-pass type I membrane protein),0.8621,True,,True,,True,,0.6566666666666667,experimental (CSPA/GPI),CD19,Approved Drug,1.0,True,uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Membrane raft ; Single-pass type I membrane protein,False,14.0,TISAGENLECLEUCEL; INEBILIZUMAB; OBECABTAGENE AUTOLEUCEL; MDX-1342; AXICABTAGENE CILOLEUCEL; BLINATUMOMAB,PHASE_3,-0.09958195595873222,0.5266117120704539,70.8,small intestine,0.4733882879295461,0.5940000000000001,Bone marrow,0.66,0.4059999999999999,7.0,protein+RNA (min),0.4059999999999999,False,0.0057271463159999,0.0021600772978841,0.0198962418,0.261531604,0.005892618,0.261531604,-2.326896767513919,0.7477998513520548,5,0,0.0
GFRA1,P56159,GDNF family receptor alpha-1,ENSG00000151892,experimental,True,SP:1-18;NC:19-465,no TM (GPI/peripheral),0,447,447,0,True,12.0,,"Cell membrane (Lipid-anchor, GPI-anchor)",0.7605,True,,True,,True,,0.7475,experimental (CSPA/GPI),GFRA1,GO CC high conf,0.65,True,"uniprot:Cell membrane ; Lipid-anchor, GPI-anchor; uniprot:Golgi apparatus, trans-Golgi network; uniprot:Endosome; uniprot:Endosome, multivesicular body; HPA_main:Golgi apparatus; HPA_additional:Nucleoplasm",False,1.0,LIATERMIN,PHASE_1_2,0.08246304518427111,0.5915092352711123,22.5,liver,0.4084907647288877,,,,,,RNA only,0.4084907647288877,False,0.00607765839,0.0021484991740225,0.159558822,0.0006592010834,0.00204652568,0.159558822,-1.6946782534903817,1.0903971837966833,5,0,0.0
CCR4,P51679,C-C chemokine receptor type 4,ENSG00000183813,experimental,True,NC:1-44;TM:45-65;CY:66-76;TM:77-99;NC:100-111;TM:112-133;CY:134-150;TM:151-174;NC:175-205;TM:206-225;CY:226-242;TM:243-264;NC:265-283;TM:284-307;CY:308-360,multi-pass (7 TM),7,106,44,98,False,9.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9798,True,,True,,True,,0.2916666666666667,experimental (CSPA/GPI),CCR4,Approved Drug,1.0,True,uniprot:Cell membrane; Multi-pass membrane protein; HPA_main:Plasma membrane,False,1.0,MOGAMULIZUMAB,APPROVAL,-0.049610776718106056,0.27871560675601664,12.1,thymus,0.7212843932439834,0.33,Thymus,0.66,0.6699999999999999,3.0,protein+RNA (min),0.6699999999999999,False,0.01075280406,0.0021354418304447,0.0046992318,0.309455288,0.02076242608,0.309455288,-1.966617042953898,1.056442518980897,5,0,0.0
SLC22A1,O15245,Solute carrier family 22 member 1,ENSG00000175003,experimental,False,CY:1-20;TM:21-44;NC:45-149;TM:150-170;CY:171-176;TM:177-197;NC:198-205;TM:206-224;CY:225-235;TM:236-257;NC:258-262;TM:263-282;CY:283-347;TM:348-369;NC:370-375;TM:376-396;CY:397-403;TM:404-423;NC:424-428;TM:429-452;CY:453-463;TM:464-485;NC:486-490;TM:491-513;CY:514-554,multi-pass (12 TM),12,134,105,161,False,10.0,Transporters,Basolateral cell membrane (Multi-pass membrane protein),0.9399,True,,True,,True,,0.35250000000000004,experimental (CSPA/GPI),SLC22A1,UniProt loc high conf,0.7,True,uniprot:Basolateral cell membrane ; Multi-pass membrane protein; uniprot:Apical cell membrane ; Multi-pass membrane protein; uniprot:Lateral cell membrane ; Multi-pass membrane protein; uniprot:Basal cell membrane ; Multi-pass membrane protein; uniprot:Cell membrane ; Multi-pass membrane protein,False,0.0,,,0.06853726370533243,0.95,595.7,liver,0.050000000000000044,0.627,Heart muscle,0.66,0.373,17.0,protein+RNA (min),0.050000000000000044,False,0.0017281934,0.0021312236025953,0.0002215751099999,0.007671823688,0.044914786,0.045932554088,-0.4844836229402588,1.0435158866050032,5,0,0.0
SLCO6A1,Q86UG4,Solute carrier organic anion transporter family member 6A1,ENSG00000205359,experimental,False,CY:1-108;TM:109-130;NC:131-149;TM:150-166;CY:167-171;TM:172-193;NC:194-228;TM:229-251;CY:252-271;TM:272-291;NC:292-311;TM:312-335;CY:336-382;TM:383-403;NC:404-420;TM:421-444;CY:445-454;TM:455-475;NC:476-579;TM:580-602;CY:603-612;TM:613-632;NC:633-667;TM:668-691;CY:692-719,multi-pass (12 TM),12,230,104,228,False,9.0,Transporters,Cell membrane (Multi-pass membrane protein),0.9362,True,,True,,True,,0.3416666666666667,experimental (CSPA/GPI),SLCO6A1,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0.0,,,-0.03595660522697008,0.2927410024243314,28.3,testis,0.7072589975756687,0.4,Testis,1.0,0.6,1.0,protein+RNA (min),0.6,False,0.0068160433999999,0.0021289211179634,0.0,0.0,0.0,0.0,0.1694957629200495,0.2293345250508172,5,0,0.0
GPR174,Q9BXC1,Probable G-protein coupled receptor 174,ENSG00000147138,experimental,True,NC:1-22;TM:23-46;CY:47-54;TM:55-79;NC:80-89;TM:90-114;CY:115-134;TM:135-155;NC:156-182;TM:183-206;CY:207-227;TM:228-249;NC:250-268;TM:269-294;CY:295-333,multi-pass (7 TM),7,78,27,88,False,5.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9362,True,,True,,True,,0.23750000000000002,experimental (CSPA/GPI),GPR174,GO CC high conf,0.65,True,uniprot:Cell membrane; Multi-pass membrane protein; HPA_main:Plasma membrane; HPA_additional:Centriolar satellite; HPA_additional:Vesicles,False,0.0,,,0.07091631767714071,0.3050200649310094,15.7,thymus,0.6949799350689906,0.5940000000000001,Bone marrow,0.66,0.4059999999999999,4.0,protein+RNA (min),0.4059999999999999,False,0.004443375413,0.0021257593526365,0.0092099911,0.3309045136,0.000602369,0.3309045136,-1.537913573608951,1.707905332336925,5,0,0.0
ITGA11,Q9UKX5,Integrin alpha-11,ENSG00000137809,machine_learning,True,SP:1-20;NC:21-1141;TM:1142-1166;CY:1167-1188,type I,1,1121,1121,22,True,45.0,Receptors,Membrane (Single-pass type I membrane protein),0.7685,True,,True,,True,,1.0,unconfirmed (ML prediction only),ITGA11,GO CC high conf,0.65,False,uniprot:Membrane; Single-pass type I membrane protein,False,0.0,,,-0.18162875414724688,0.44292973187525525,74.1,heart muscle,0.5570702681247448,,,,,,RNA only,0.5570702681247448,False,0.004050120876,0.0021216348911208,1.54014288,0.01585530182,0.0158804905999999,1.54014288,-4.210674470930019,1.4777440678081222,5,0,0.0
SLC14A1,Q13336,Urea transporter 1,ENSG00000141469,experimental,True,NC:1-51;IM:52-69;NC:70-72;IM:73-88;NC:89-90;TM:91-110;CY:111-114;TM:115-137;NC:138-143;TM:144-168;CY:169-172;TM:173-193;NC:194-219;IM:220-234;NC:235-238;IM:239-250;NC:251-254;TM:255-274;CY:275-283;TM:284-304;NC:305-308;TM:309-330;CY:331-332;TM:333-353;NC:354-389,multi-pass (8 TM),8,136,51,19,False,8.0,Transporters,Basolateral cell membrane (Multi-pass membrane protein);Cell membrane (Multi-pass membrane protein),0.4221,True,,True,,True,,0.28750000000000003,experimental (CSPA/GPI),SLC14A1,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Basolateral cell membrane ; Multi-pass membrane protein; HPA_main:Plasma membrane,False,0.0,,,0.05565664954270252,0.8160967127566559,84.8,midbrain,0.18390328724334415,0.95,Cerebellum,1.0,0.050000000000000044,8.0,protein+RNA (min),0.050000000000000044,False,0.0070625156359999,0.0021036298211116,0.0076049004,0.0572305529999999,0.392540417,0.392540417,-2.522030108464551,1.1336237524922266,5,0,0.0
LILRB5,O75023,Leukocyte immunoglobulin-like receptor subfamily B member 5,ENSG00000105609;ENSG00000277414;ENSG00000278437;ENSG00000274311;ENSG00000273991,machine_learning,False,SP:1-23;NC:24-456;TM:457-479;CY:480-590,type I,1,433,433,111,True,18.0,Receptors,Membrane (Single-pass type I membrane protein),0.9242,True,,True,,True,,0.8408333333333333,unconfirmed (ML prediction only),,not in Open Targets,0.3,,,,,,,-0.008658544846603132,0.457304353131437,45.4,spleen,0.542695646868563,0.5940000000000001,Bone marrow,0.66,0.4059999999999999,2.0,protein+RNA (min),0.4059999999999999,False,0.00551514446,0.0021016777341006,0.012271012642,0.1370570542,0.0143094768274,0.1370570542,-1.0443268268064705,1.3191456162094546,5,0,0.0
TMPRSS11D,O60235,Transmembrane protease serine 11D,ENSG00000153802,experimental,False,CY:1-17;TM:18-42;NC:43-418,type II,1,376,376,17,False,11.0,Enzymes,Cell membrane (Single-pass type II membrane protein);Secreted,0.546,True,,True,,True,,0.7233333333333334,experimental (CSPA/GPI),TMPRSS11D,GO CC high conf,0.65,True,uniprot:Cell membrane; Single-pass type II membrane protein; uniprot:Secreted,False,0.0,,,0.001962811567816343,0.6027222950481151,77.9,esophagus,0.39727770495188486,0.42900000000000005,Esophagus,0.66,0.571,5.0,protein+RNA (min),0.39727770495188486,False,0.003054436534,0.0020727579793947,0.0,3.85788214e-05,4.8070828e-06,3.85788214e-05,0.0798377111114948,0.1265904397871101,5,0,0.0
CRB1,P82279,Protein crumbs homolog 1,ENSG00000134376,experimental,False,SP:1-27;NC:28-1343;TM:1344-1368;CY:1369-1406,type I,1,1316,1316,38,True,34.0,Miscellaneous,Apical cell membrane (Single-pass type I membrane protein);Secreted,0.918,True,,True,,True,,1.0,experimental (CSPA/GPI),CRB1,UniProt loc high conf,0.7,True,"uniprot:Apical cell membrane ; Single-pass type I membrane protein; uniprot:Secreted; uniprot:Cell projection, cilium, photoreceptor outer segment; uniprot:Photoreceptor inner segment; uniprot:Secreted; HPA_main:Vesicles",False,0.0,,,0.030436945288138163,0.5279822879373514,69.2,amygdala,0.47201771206264864,0.264,Retina,0.66,0.736,1.0,protein+RNA (min),0.47201771206264864,False,0.0022294915899999,0.0020715488781724,0.00344429898,0.000859670848,0.0,0.00378201648,-0.0359488371215106,0.1911092616722845,5,0,0.0
ABCC11,Q96J66,ATP-binding cassette sub-family C member 11,ENSG00000121270,machine_learning,False,CY:1-162;TM:163-184;NC:185-196;TM:197-216;CY:217-269;TM:270-290;NC:291-295;TM:296-319;CY:320-378;TM:379-404;NC:405-415;TM:416-441;CY:442-802;TM:803-827;NC:828-863;TM:864-884;CY:885-936;TM:937-957;NC:958-1046;TM:1047-1069;CY:1070-1382,multi-pass (10 TM),10,153,89,1000,False,5.0,Transporters,Membrane (Multi-pass membrane protein),0.6727,True,,True,,True,,0.2891666666666667,Open Targets confirmed,ABCC11,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Vacuole membrane; uniprot:Cytoplasmic vesicle membrane; uniprot:Apical cell membrane ; Multi-pass membrane protein,False,0.0,,,-0.031738092023634104,0.3293498826522823,43.7,breast,0.6706501173477177,,,,,,RNA only,0.6706501173477177,False,0.001147814426,0.002060969186499,0.0,0.000503189375,6.743684200000001e-06,0.000503189375,0.0179749696554738,0.0397417049114202,5,0,0.0
NCR1,O76036,Natural cytotoxicity triggering receptor 1,ENSG00000189430;ENSG00000273535;ENSG00000275156;ENSG00000278362;ENSG00000274053;ENSG00000273506;ENSG00000277629;ENSG00000273916;ENSG00000277824;ENSG00000275822,machine_learning,False,SP:1-21;NC:22-255;TM:256-274;CY:275-304,type I,1,234,234,30,True,13.0,Receptors,Cell membrane (Single-pass type I membrane protein),0.6008,True,,True,,True,,0.625,unconfirmed (ML prediction only),,not in Open Targets,0.3,,,,,,,0.026600366962770072,0.17382823689159313,3.3,spleen,0.8261717631084069,,,,,,RNA only,0.8261717631084069,False,0.0041348047799999,0.0020568371152306,0.0258668877,0.1759281646,0.0021671579999999,0.1759281646,-1.6555895107004155,0.9128847874092932,5,0,0.0
ADRA1D,P25100,Alpha-1D adrenergic receptor,ENSG00000171873,experimental,False,NC:1-98;TM:99-122;CY:123-132;TM:133-152;NC:153-171;TM:172-192;CY:193-212;TM:213-234;NC:235-253;TM:254-278;CY:279-348;TM:349-370;NC:371-385;TM:386-404;CY:405-572,multi-pass (7 TM),7,151,98,268,False,1.0,Receptors,Cell membrane (Multi-pass membrane protein),0.8571,True,,True,,True,,0.2566666666666667,experimental (CSPA/GPI),ADRA1D,GO CC high conf,0.65,True,uniprot:Cell membrane; Multi-pass membrane protein,False,59.0,EPHEDRINE; LABETALOL; NAFTOPIDIL; XYLOMETAZOLINE; OXYMETAZOLINE; AVIPTADIL,PHASE_3,0.0287252716116954,0.4034759304875925,6.6,hippocampal formation,0.5965240695124074,,,,,,RNA only,0.5965240695124074,False,0.004909090632,0.0020397091619227,0.0165269686,0.00015962394,0.044087431894,0.05854169854,-0.6956772340771628,0.8399154467624018,5,0,0.0
SORCS3,Q9UPU3,VPS10 domain-containing receptor SorCS3,ENSG00000156395,machine_learning,False,SP:1-33;NC:34-1124;TM:1125-1144;CY:1145-1222,type I,1,1091,1091,78,True,44.0,Receptors,Membrane (Single-pass type I membrane protein),0.7725,True,,True,,True,,1.0,Open Targets confirmed,SORCS3,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Synaptic cell membrane ; Single-pass type I membrane protein; uniprot:Postsynaptic density; HPA_main:Plasma membrane,False,0.0,,,0.055410844051998205,0.44052215925944055,7.5,basal ganglia,0.5594778407405594,,,,,,RNA only,0.5594778407405594,False,0.00343188782,0.0020305875805185,0.00023466256,0.0003986688159999,0.0,0.00055353688,0.0762986703519983,0.1117346531868566,5,0,0.0
GABRD,O14764,Gamma-aminobutyric acid receptor subunit delta,ENSG00000187730,experimental,False,SP:1-21;NC:22-248;TM:249-271;CY:272-279;TM:280-300;NC:301-311;TM:312-333;CY:334-428;TM:429-449;NC:450-452,multi-pass (4 TM),4,241,227,103,True,11.0,Transporters,"Cell junction, synapse, postsynaptic cell membrane (Multi-pass membrane protein);Cell membrane (Multi-pass membrane protein)",0.8579,True,,True,,True,,0.4641666666666667,experimental (CSPA/GPI),GABRD,GO CC high conf,0.65,True,uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Golgi apparatus; HPA_main:Vesicles,False,72.0,ESZOPICLONE; FLUMAZENIL; SECOBARBITAL SODIUM; PAGOCLONE; THIOPENTAL SODIUM; METHAQUALONE HYDROCHLORIDE,PHASE_3,-0.02882150933545815,0.95,274.2,cerebellum,0.050000000000000044,0.95,Cerebellum,1.0,0.050000000000000044,6.0,protein+RNA (min),0.050000000000000044,False,0.004232931702,0.0020048927816048,0.009416235472,0.002766866486,0.3519093795999999,0.3519093795999999,-1.861895342494699,1.7571286080151365,5,0,0.0
LINGO2,Q7L985,Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 2,ENSG00000174482,machine_learning,False,SP:1-32;NC:33-540;TM:541-566;CY:567-606,type I,1,508,508,40,True,18.0,Miscellaneous,Membrane (Single-pass type I membrane protein),0.8882,True,,True,,True,,0.9033333333333333,unconfirmed (ML prediction only),LINGO2,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane ; Single-pass type I membrane protein; HPA_main:Cytoplasmic bodies; HPA_additional:Nucleoplasm,False,0.0,,,0.04117251861461689,0.2578751336455153,8.2,cerebral cortex,0.7421248663544847,0.627,Cerebellum,0.66,0.373,6.0,protein+RNA (min),0.373,False,0.0070734023892,0.0019874783236229,0.0,0.00305515762,0.0,0.00305515762,0.0974135245391363,0.1995331264589989,5,0,0.0
MMP16,P51512,Matrix metalloproteinase-16,ENSG00000156103,machine_learning,False,SP:1-36;NC:37-563;TM:564-585;CY:586-607,type I,1,527,527,22,True,22.0,Enzymes,"Cell membrane (Single-pass type I membrane protein|Extracellular side;Cell surface;Secreted, extracellular space, extracellular matrix",0.7804,True,,True,,True,,0.9391666666666667,Open Targets confirmed,MMP16,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Single-pass type I membrane protein ; Extracellular side; uniprot:Secreted, extracellular space, extracellular matrix; uniprot:Cell surface; HPA_main:Cytosol; HPA_additional:Vesicles; HPA_extracellular_location:Predicted to be secreted",False,0.0,,,-0.060804532357036915,0.37886814555481174,5.3,cerebral cortex,0.6211318544451883,,,,,,RNA only,0.6211318544451883,False,0.0063287331,0.0019824925693338,0.3644727022,0.0009262103479999,0.10841515606,0.3793964646,-2.179153957934979,1.5004412250460943,5,0,0.0
SLC6A7,Q99884,Sodium-dependent proline transporter,ENSG00000011083,machine_learning,False,CY:1-44;TM:45-63;NC:64-74;TM:75-97;CY:98-117;TM:118-142;NC:143-212;TM:213-233;CY:234-241;TM:242-262;NC:263-291;TM:292-312;CY:313-323;TM:324-347;NC:348-381;TM:382-403;CY:404-423;TM:424-443;NC:444-456;TM:457-477;CY:478-496;TM:497-518;NC:519-537;TM:538-559;CY:560-636,multi-pass (12 TM),12,176,70,199,False,9.0,Transporters,Membrane (Multi-pass membrane protein),0.7804,True,,True,,True,,0.31333333333333335,Open Targets confirmed,SLC6A7,UniProt loc high conf,0.7,True,uniprot:Synaptic cell membrane ; Multi-pass membrane protein; HPA_main:Cytosol; HPA_main:Plasma membrane,False,0.0,,,-0.033171601904679916,0.8706731979378773,67.7,cerebellum,0.12932680206212266,,,,,,RNA only,0.12932680206212266,False,0.002006933468,0.0019722395766622,0.00165421716,0.002451259122,4.48471e-06,0.003788424504,-0.0491661458411589,0.0448268768020155,5,0,0.0
GRIA2,P42262,Glutamate receptor 2,ENSG00000120251,machine_learning,False,SP:1-24;NC:25-543;TM:544-564;CY:565-591;IM:592-607;IM:608-610;CY:611-616;TM:617-637;NC:638-812;TM:813-833;CY:834-883,multi-pass (3 TM),3,694,519,83,True,20.0,Transporters,"Cell junction, synapse, postsynaptic cell membrane (Multi-pass membrane protein);Cell membrane (Multi-pass membrane protein);Endoplasmic reticulum membrane (Multi-pass membrane protein)",0.7465,True,,True,,True,,0.7975000000000001,Open Targets confirmed,GRIA2,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Postsynaptic cell membrane ; Multi-pass membrane protein; uniprot:Postsynaptic density membrane ; Multi-pass membrane protein,False,14.0,PESAMPATOR; FARAMPATOR; BECAMPANEL; ZONAMPANEL; MIBAMPATOR; TOPIRAMATE,PHASE_2,0.10932238345066372,0.9015035065824436,78.8,cerebral cortex,0.0984964934175564,0.95,Cerebral cortex,1.0,0.050000000000000044,4.0,protein+RNA (min),0.050000000000000044,False,0.0017385028,0.0019494061467059,0.0,4.6198994e-05,0.0,4.6198994e-05,0.047243990925837,0.0508776073053922,5,0,0.0
CEACAM21,Q3KPI0,Carcinoembryonic antigen-related cell adhesion molecule 21,ENSG00000007129;ENSG00000278565,machine_learning,False,SP:1-36;NC:37-238;TM:239-261;CY:262-293,type I,1,202,202,32,True,10.0,Miscellaneous,Membrane (Single-pass type I membrane protein),0.9301,True,,True,,True,,0.5683333333333334,unconfirmed (ML prediction only),,not in Open Targets,0.3,,,,,,,0.07083202737375444,0.5581611105140993,16.5,bone marrow,0.44183888948590067,,,,,,RNA only,0.44183888948590067,False,0.0061771043999999,0.001940380763044,0.0024157827199999,0.095651908,0.0365357419999999,0.095651908,-1.3648564481832015,0.3260207582636251,5,0,0.0
NLGN4X,Q8N0W4,"Neuroligin-4, X-linked",ENSG00000146938,experimental,True,SP:1-33;NC:34-676;TM:677-698;CY:699-816,type I,1,643,643,118,True,3.0,Miscellaneous,"Cell junction, synapse, postsynaptic cell membrane, postsynaptic density;Cell membrane (Single-pass type I membrane protein)",0.8802,True,,True,,True,,0.8300000000000001,experimental (CSPA/GPI),NLGN4X,GO CC high conf,0.65,True,"uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Postsynaptic density membrane ; Single-pass type I membrane protein; uniprot:Cell projection, dendritic spine; uniprot:Cell projection, dendrite; uniprot:Synapse",False,0.0,,,0.15668575638285104,0.5247908269223207,13.8,cerebral cortex,0.4752091730776793,0.627,Cerebral cortex,0.66,0.373,1.0,protein+RNA (min),0.373,False,0.00271678021,0.0019201161621537,0.0209238649474,0.00143650458,0.1748780846,0.176922962,-1.7721346045222028,1.042130327538056,5,0,0.0
SEMA5B,Q9P283,Semaphorin-5B,ENSG00000082684,machine_learning,False,NC:1-1033;TM:1034-1057;CY:1058-1151,type I,1,1033,1033,94,False,32.0,Miscellaneous,Membrane (Single-pass type III membrane protein),0.7465,True,,True,,True,,1.0,unconfirmed (ML prediction only),SEMA5B,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane ; Single-pass type III membrane protein; HPA_main:Cytosol,False,0.0,,,-0.058505094466278676,0.5588066437742691,14.1,hippocampal formation,0.44119335622573086,0.627,Cerebellum,0.66,0.373,3.0,protein+RNA (min),0.373,False,0.00245517508,0.0019154629694792,0.0208562951999999,0.000637270076,0.00099561708,0.0213806449999999,-0.3354336712172839,0.6308924401583835,5,0,0.0
LRRN4CL,Q8ND94,LRRN4 C-terminal-like protein,ENSG00000177363,machine_learning,True,SP:1-22;NC:23-194;TM:195-219;CY:220-238,type I,1,172,172,19,True,6.0,Unclassified,Membrane (Single-pass type I membrane protein),0.6826,True,,True,,True,,0.5033333333333333,unconfirmed (ML prediction only),LRRN4CL,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane ; Single-pass type I membrane protein; HPA_main:Nucleoplasm; HPA_additional:Nuclear bodies,False,0.0,,,-0.11598242446539078,0.46123913710255504,31.7,heart muscle,0.538760862897445,0.627,Cerebellum,0.66,0.373,31.0,protein+RNA (min),0.373,False,0.004826499124,0.0019072064366952,0.1356761114,0.01133135907,0.0291487704,0.1356761114,-1.6302180794201302,0.6327148043808023,5,0,0.0
SLC4A1,P02730,Band 3 anion transport protein,ENSG00000004939,experimental,False,CY:1-404;TM:405-427;NC:428-433;TM:434-454;CY:455-458;TM:459-478;NC:479-490;TM:491-512;CY:513-522;TM:523-544;NC:545-566;TM:567-588;CY:589-604;TM:605-624;NC:625-660;TM:661-680;CY:681-700;TM:701-723;NC:724-760;TM:761-780;CY:781-784;TM:785-806;NC:807-838;TM:839-866;CY:867-911,multi-pass (12 TM),12,145,37,503,False,5.0,Transporters,Basolateral cell membrane (Multi-pass membrane protein);Cell membrane (Multi-pass membrane protein),0.5736,True,,True,,True,,0.24583333333333335,experimental (CSPA/GPI),SLC4A1,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Basolateral cell membrane ; Multi-pass membrane protein,False,0.0,,,-0.17676873137475332,0.9,379.7,bone marrow,0.09999999999999998,0.627,Kidney,0.66,0.373,1.0,protein+RNA (min),0.09999999999999998,False,0.00304596205,0.0019054262435159,0.0003064081999999,0.01028285672,0.0043195438,0.0123824292,-0.2221832579002007,0.2703892189632078,5,0,0.0
CD300C,Q08708,CMRF35-like molecule 6,ENSG00000167850,machine_learning,False,SP:1-21;NC:22-183;TM:184-205;CY:206-224,type I,1,162,162,19,True,3.0,Receptors,Cell membrane (Single-pass type I membrane protein),0.8483,True,,True,,True,,0.46499999999999997,Open Targets confirmed,CD300C,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein; HPA_main:Golgi apparatus; HPA_additional:Mitochondria; HPA_additional:Vesicles,False,0.0,,,-0.11778948660540232,0.45289152052128195,9.2,bone marrow,0.547108479478718,0.627,Cerebral cortex,0.66,0.373,7.0,protein+RNA (min),0.373,False,0.0033100702906,0.0019016912039025,0.0031607776,0.0660903656,0.00593646306,0.0660903656,-1.1016514615813295,0.3254387914605554,5,0,0.0
ALK,Q9UM73,ALK tyrosine kinase receptor,ENSG00000171094,experimental,False,SP:1-20;NC:21-1034;TM:1035-1059;CY:1060-1620,type I,1,1014,1014,561,True,38.0,Unclassified,Cell membrane (Single-pass type I membrane protein),0.9804,True,,True,,True,,1.0,experimental (CSPA/GPI),ALK,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein; HPA_main:Plasma membrane,False,12.0,LORLATINIB; PLB1003; ALECTINIB HYDROCHLORIDE; BRIGATINIB; CRIZOTINIB; ENSARTINIB,PHASE_1_2,-0.03568121015949172,0.2191655009770132,2.4,hypothalamus,0.7808344990229867,0.95,Cerebellum,1.0,0.050000000000000044,5.0,protein+RNA (min),0.050000000000000044,False,0.0026716539,0.001898538637705,0.000151517668,0.0013197383899999,0.0,0.0013197383899999,0.0340292109574883,0.1060595873559956,5,0,0.0
