ensembl_id,symbol,baseline_K562,baseline_RPE1,baseline_HepG2,baseline_Jurkat,response_sd_K562,response_sd_RPE1,response_sd_HepG2,response_sd_Jurkat,shared_response_fraction
ENSG00000143702,CEP170,0.5353,1.2462,0.2320,0.4232,0.0585,0.1476,0.0600,0.0832,0.2194
ENSG00000143727,ACP1,1.0886,0.9284,1.4585,1.4621,0.0901,0.0935,0.1193,0.1116,0.5062
ENSG00000143740,SNAP47,0.2258,0.1966,0.1501,0.2011,0.0427,0.0538,0.0448,0.0548,0.3125
ENSG00000143742,SRP9,1.6401,1.3376,1.2222,1.6514,0.0948,0.1349,0.0960,0.1041,0.3947
ENSG00000143748,NVL,0.3113,0.1400,0.0934,0.2332,0.0515,0.0475,0.0365,0.0633,0.3211
ENSG00000143751,SDE2,0.3834,0.1169,0.1462,0.3326,0.0581,0.0521,0.0465,0.0810,0.2916
ENSG00000143753,DEGS1,0.4543,0.6491,0.1908,0.2994,0.0511,0.0854,0.0524,0.0591,0.2897
ENSG00000143756,FBXO28,0.2751,0.1557,0.1032,0.1563,0.0488,0.0549,0.0446,0.0555,0.3572
ENSG00000143761,ARF1,1.3666,1.4049,1.3298,1.1034,0.0705,0.0965,0.0781,0.0900,0.4444
ENSG00000143771,CNIH4,0.4986,0.8076,0.5086,0.6288,0.0818,0.1035,0.0855,0.0904,0.3183
ENSG00000143774,GUK1,1.3796,1.6876,1.1295,1.9710,0.0859,0.1349,0.1195,0.1017,0.4851
ENSG00000143776,CDC42BPA,0.4484,0.4446,0.1515,0.2638,0.0580,0.0897,0.0575,0.0720,0.3527
ENSG00000143793,C1orf35,0.5317,0.3259,0.3254,0.7136,0.0946,0.0733,0.0700,0.0875,0.2862
ENSG00000143799,PARP1,1.7031,0.8436,1.0559,1.4837,0.0806,0.1877,0.1211,0.0954,0.3499
ENSG00000143811,PYCR2,0.5563,0.2845,0.3802,0.5780,0.0623,0.0606,0.0722,0.0774,0.3137
ENSG00000143815,LBR,1.0853,0.6710,0.7373,1.1299,0.0840,0.1746,0.1530,0.0958,0.3619
ENSG00000143819,EPHX1,0.1378,0.2171,0.3017,0.1213,0.0383,0.0813,0.1057,0.0506,0.3175
ENSG00000143862,ARL8A,0.1541,0.2051,0.1145,0.2255,0.0440,0.0713,0.0577,0.0616,0.3917
ENSG00000143870,PDIA6,1.5410,1.6586,2.1612,1.2533,0.0873,0.1767,0.1462,0.1210,0.5272
ENSG00000143889,HNRNPLL,0.3790,0.2144,0.3275,0.1823,0.0491,0.0522,0.0647,0.0559,0.2841
ENSG00000143924,EML4,0.3240,0.3072,1.3299,0.1607,0.0520,0.0716,0.1313,0.0510,0.2740
ENSG00000143933,CALM2,1.8815,2.3944,2.2152,1.3993,0.0783,0.1183,0.1104,0.0870,0.3921
ENSG00000143942,CHAC2,0.1573,0.1467,0.0913,0.2978,0.0371,0.0509,0.0369,0.0637,0.3027
ENSG00000143947,RPS27A,3.8038,3.6136,3.8221,3.4220,0.0763,0.1167,0.1047,0.1074,0.6406
ENSG00000143952,VPS54,0.1079,0.0961,0.4137,0.1071,0.0306,0.0370,0.0739,0.0408,0.2717
ENSG00000143970,ASXL2,0.3300,0.2463,0.3671,0.2585,0.0494,0.0593,0.0716,0.0663,0.3216
ENSG00000143971,ETAA1,0.1111,0.1737,0.1499,0.2307,0.0294,0.0503,0.0466,0.0561,0.2844
ENSG00000143977,SNRPG,1.8031,1.3592,1.5436,1.5872,0.0813,0.1578,0.1227,0.1046,0.4453
ENSG00000144021,CIAO1,0.5860,0.5205,0.8066,0.7517,0.0611,0.0710,0.0744,0.0773,0.3535
ENSG00000144028,SNRNP200,1.0084,0.5869,0.8486,1.1037,0.0632,0.0987,0.1000,0.0952,0.3596
ENSG00000144029,MRPS5,0.7472,0.4579,0.6321,0.8188,0.0701,0.0772,0.0841,0.0979,0.4054
ENSG00000144034,TPRKB,0.7473,0.5795,0.4274,1.0042,0.0739,0.1014,0.0754,0.0966,0.3016
ENSG00000144040,SFXN5,0.1493,0.0974,0.2524,0.0980,0.0398,0.0425,0.0697,0.0433,0.3297
ENSG00000144043,TEX261,0.2317,0.2384,0.2318,0.2389,0.0467,0.0562,0.0563,0.0592,0.3265
ENSG00000144048,DUSP11,0.2110,0.1929,0.2187,0.2671,0.0455,0.0616,0.0593,0.0656,0.3496
ENSG00000144118,RALB,0.2060,0.3790,0.2717,0.1087,0.0522,0.0721,0.0819,0.0458,0.2653
ENSG00000144120,TMEM177,0.2081,0.1234,0.3132,0.2371,0.0404,0.0404,0.0642,0.0600,0.3164
ENSG00000144136,SLC20A1,0.6582,1.4487,0.4878,0.4728,0.1179,0.1893,0.0930,0.0868,0.2488
ENSG00000144161,ZC3H8,0.3689,0.1218,0.1591,0.3620,0.0802,0.0497,0.0726,0.0889,0.4943
ENSG00000144224,UBXN4,0.7891,0.9263,1.1208,1.1921,0.0787,0.1229,0.1191,0.0901,0.5231
ENSG00000144231,POLR2D,0.4846,0.2702,0.4390,0.5608,0.0531,0.0630,0.0768,0.0712,0.2967
ENSG00000144233,AMMECR1L,0.0960,0.0658,0.0865,0.0970,0.0282,0.0382,0.0410,0.0411,0.2942
ENSG00000144283,PKP4,0.2981,0.3142,0.4536,0.2129,0.0523,0.0694,0.0755,0.0563,0.3376
ENSG00000144320,LNPK,0.2735,0.3784,0.1758,0.2570,0.0481,0.0784,0.0574,0.0629,0.3177
ENSG00000144354,CDCA7,0.6230,0.1863,0.4101,0.9686,0.0756,0.0711,0.1250,0.0958,0.3041
ENSG00000144357,UBR3,0.3810,0.2141,0.2009,0.2165,0.0527,0.0676,0.0586,0.0570,0.3634
ENSG00000144381,HSPD1,3.0130,2.3317,3.3049,3.0174,0.1107,0.2400,0.1319,0.1638,0.4992
ENSG00000144401,METTL21A,0.4647,0.1645,0.3905,0.4995,0.0608,0.0489,0.0678,0.0741,0.3499
ENSG00000144426,NBEAL1,0.2208,0.3140,0.3769,0.1463,0.0398,0.0674,0.0671,0.0462,0.2827
ENSG00000144524,COPS7B,0.3217,0.1716,0.2550,0.3588,0.0463,0.0500,0.0585,0.0659,0.3224
ENSG00000144535,DIS3L2,0.0925,0.1260,0.1606,0.1359,0.0284,0.0431,0.0460,0.0443,0.2835
ENSG00000144554,FANCD2,0.4383,0.1650,0.1668,0.5099,0.0560,0.0617,0.0562,0.0811,0.2945
ENSG00000144559,TAMM41,0.2244,0.0880,0.1021,0.2361,0.0475,0.0343,0.0401,0.0583,0.3241
ENSG00000144560,VGLL4,0.2268,0.4231,0.3608,0.3984,0.0536,0.0927,0.0821,0.0784,0.3539
ENSG00000144566,RAB5A,0.5269,0.4238,0.2543,0.3170,0.0738,0.0816,0.0719,0.0745,0.4424
ENSG00000144567,RETREG2,0.1900,0.2584,0.3216,0.2192,0.0399,0.0650,0.0658,0.0602,0.3095
ENSG00000144579,CTDSP1,0.2849,0.1915,0.3371,0.1957,0.0508,0.0547,0.0727,0.0552,0.3045
ENSG00000144580,CNOT9,0.3265,0.2905,0.3590,0.4791,0.0446,0.0718,0.0701,0.0699,0.2620
ENSG00000144591,GMPPA,0.5909,0.2312,0.3657,0.2188,0.0953,0.0646,0.0767,0.0541,0.2905
ENSG00000144597,EAF1,0.1963,0.0730,0.1063,0.1560,0.0433,0.0448,0.0438,0.0549,0.3483
ENSG00000144635,DYNC1LI1,1.2150,0.5228,0.3767,0.4840,0.0861,0.0856,0.0742,0.0745,0.3433
ENSG00000144659,SLC25A38,0.2044,0.1427,0.2207,0.3116,0.0525,0.0587,0.0595,0.0708,0.3505
ENSG00000144674,GOLGA4,0.7877,1.3428,1.0693,1.0131,0.0778,0.1145,0.0864,0.1228,0.4047
ENSG00000144713,RPL32,3.7438,3.3923,3.0598,3.3320,0.0856,0.1243,0.0947,0.0975,0.5561
ENSG00000144736,SHQ1,0.1485,0.0993,0.0950,0.5157,0.0339,0.0364,0.0349,0.0807,0.2838
ENSG00000144741,SLC25A26,0.2711,0.1640,0.3115,0.3214,0.0448,0.0564,0.0707,0.0651,0.3378
ENSG00000144744,UBA3,0.2582,0.3098,0.1782,0.3051,0.0471,0.0644,0.0510,0.0653,0.3380
ENSG00000144746,ARL6IP5,0.3682,0.9584,0.3178,0.6688,0.0747,0.1127,0.0821,0.0857,0.3873
ENSG00000144747,TMF1,0.3432,0.6143,0.4921,0.5145,0.0556,0.1079,0.0812,0.0795,0.3633
ENSG00000144791,LIMD1,0.0882,0.0836,0.0819,0.1928,0.0282,0.0349,0.0354,0.0518,0.2619
ENSG00000144827,ABHD10,0.1439,0.1748,0.1404,0.2371,0.0337,0.0498,0.0443,0.0562,0.2537
ENSG00000144840,RABL3,0.1417,0.1704,0.1387,0.1674,0.0346,0.0480,0.0450,0.0501,0.2837
ENSG00000144848,ATG3,0.6129,0.6323,0.3795,0.7995,0.0763,0.0966,0.0747,0.1152,0.3647
ENSG00000144867,SRPRB,0.5056,0.3215,0.4289,0.4473,0.0654,0.0877,0.0810,0.0775,0.3363
ENSG00000144895,EIF2A,0.8061,0.6449,0.5840,0.7360,0.0648,0.0993,0.0950,0.0867,0.4201
ENSG00000144909,OSBPL11,0.2481,0.1773,0.1825,0.3067,0.0441,0.0478,0.0523,0.0640,0.2672
ENSG00000145022,TCTA,0.0748,0.2458,0.0837,0.1322,0.0317,0.0852,0.0502,0.0522,0.3647
ENSG00000145041,DCAF1,0.2759,0.1534,0.1286,0.2077,0.0434,0.0447,0.0418,0.0560,0.2919
ENSG00000145050,MANF,0.4218,0.8693,0.8311,1.0269,0.0796,0.1815,0.1440,0.1416,0.5448
ENSG00000145191,EIF2B5,0.4397,0.2424,0.3236,0.4121,0.0556,0.0639,0.0662,0.0710,0.3197
ENSG00000145216,FIP1L1,0.5908,0.4834,0.3741,0.7197,0.0829,0.0806,0.0759,0.1078,0.3791
ENSG00000145220,LYAR,0.9203,0.4031,0.6971,1.1333,0.1079,0.1013,0.1113,0.1327,0.3817
ENSG00000145241,CENPC,0.3728,0.2299,0.1351,0.3088,0.0509,0.0620,0.0502,0.0682,0.2965
ENSG00000145293,ENOPH1,0.4440,0.3975,0.4127,0.5537,0.0572,0.0810,0.0730,0.0747,0.3293
ENSG00000145332,KLHL8,0.3117,0.1051,0.1324,0.2415,0.0460,0.0400,0.0444,0.0590,0.2608
ENSG00000145337,PYURF,0.9009,0.7349,0.6154,0.3716,0.0835,0.0992,0.0903,0.0722,0.4366
ENSG00000145348,TBCK,0.1007,0.0846,0.1656,0.1225,0.0297,0.0379,0.0513,0.0449,0.2982
ENSG00000145354,CISD2,0.9005,0.6165,0.6108,0.6285,0.0684,0.0970,0.0839,0.0817,0.3136
ENSG00000145386,CCNA2,1.0454,0.8186,0.7285,0.9099,0.0824,0.2667,0.2048,0.1264,0.2996
ENSG00000145388,METTL14,0.1961,0.1564,0.1443,0.2270,0.0399,0.0458,0.0454,0.0606,0.2767
ENSG00000145414,NAF1,0.3421,0.2377,0.1704,0.3194,0.0504,0.0617,0.0507,0.0659,0.2876
ENSG00000145425,RPS3A,3.7306,3.5367,3.4383,3.7923,0.0959,0.1341,0.1162,0.1153,0.6960
ENSG00000145439,CBR4,0.2144,0.1626,0.1793,0.3203,0.0450,0.0518,0.0512,0.0645,0.3259
ENSG00000145494,NDUFS6,1.8539,1.3163,1.3979,1.7470,0.0815,0.1012,0.1137,0.0957,0.5040
ENSG00000145495,MARCH6,0.7024,0.3372,0.3739,0.5162,0.0586,0.0698,0.0666,0.0796,0.3129
ENSG00000145545,SRD5A1,0.1203,0.1055,0.0777,0.1447,0.0328,0.0386,0.0330,0.0489,0.2813
ENSG00000145592,RPL37,3.3572,2.9370,2.9233,2.9192,0.1031,0.1436,0.1262,0.1460,0.6314
ENSG00000145604,SKP2,0.4310,0.1133,0.2637,0.4978,0.0583,0.0437,0.0775,0.0859,0.3670
ENSG00000145675,PIK3R1,0.1813,0.1059,0.2546,0.7942,0.0462,0.0463,0.0661,0.1048,0.2936
ENSG00000145715,RASA1,0.0826,0.3010,0.1271,0.1596,0.0300,0.0709,0.0435,0.0509,0.2843
ENSG00000145725,PPIP5K2,0.6684,0.3427,0.2449,0.4597,0.0766,0.0696,0.0585,0.0744,0.2960
ENSG00000145734,BDP1,0.7199,0.6410,0.5822,0.8923,0.0622,0.0872,0.0785,0.0878,0.3220
ENSG00000145736,GTF2H2,0.3785,0.1800,0.1587,0.2007,0.0617,0.0533,0.0541,0.0525,0.3314
ENSG00000145740,SLC30A5,0.4496,0.2629,0.2254,0.3154,0.0519,0.0656,0.0542,0.0640,0.3155
ENSG00000145741,BTF3,2.6328,2.4970,2.5173,2.6339,0.0662,0.0945,0.0881,0.0848,0.6086
ENSG00000145779,TNFAIP8,0.3225,0.1931,0.1608,0.6374,0.0550,0.0646,0.0609,0.0998,0.2635
ENSG00000145781,COMMD10,0.1543,0.2310,0.1541,0.3347,0.0432,0.0609,0.0558,0.0693,0.3817
ENSG00000145782,ATG12,0.4303,0.3961,0.3243,0.4308,0.0577,0.0759,0.0688,0.0763,0.3705
ENSG00000145817,YIPF5,0.2931,0.6295,0.3882,0.2591,0.0484,0.1214,0.0773,0.0623,0.3177
ENSG00000145833,DDX46,1.3532,1.0354,0.9708,1.4673,0.0760,0.1383,0.1052,0.0943,0.3806
ENSG00000145860,RNF145,0.4097,0.4265,0.2787,0.3068,0.0660,0.0830,0.0848,0.0736,0.3733
ENSG00000145868,FBXO38,0.1222,0.1128,0.0925,0.1970,0.0330,0.0474,0.0411,0.0547,0.2928
ENSG00000145901,TNIP1,0.2116,0.4651,0.3474,0.2222,0.0438,0.0867,0.0756,0.0568,0.2878
ENSG00000145907,G3BP1,1.0966,0.8993,0.8851,1.2414,0.0705,0.1397,0.1076,0.0888,0.4242
ENSG00000145912,NHP2,1.1466,1.2720,1.0779,1.5314,0.0734,0.1161,0.1084,0.1038,0.4487
ENSG00000145916,RMND5B,0.1638,0.1235,0.1468,0.1568,0.0380,0.0426,0.0491,0.0521,0.2804
ENSG00000145919,BOD1,0.2490,0.4289,0.6637,0.2705,0.0459,0.0836,0.0805,0.0601,0.3461
ENSG00000145979,TBC1D7,0.2626,0.1808,0.1998,0.6226,0.0492,0.0556,0.0549,0.0782,0.2994
ENSG00000145982,FARS2,0.1987,0.1474,0.1192,0.2213,0.0417,0.0463,0.0397,0.0540,0.2787
ENSG00000145996,CDKAL1,0.2966,0.1090,0.1380,0.2130,0.0518,0.0402,0.0434,0.0576,0.2819
ENSG00000146007,ZMAT2,0.6235,0.5058,0.4932,0.6503,0.0570,0.0748,0.0675,0.0807,0.3277
ENSG00000146063,TRIM41,0.1405,0.0804,0.0775,0.2533,0.0361,0.0370,0.0370,0.0635,0.3090
ENSG00000146066,HIGD2A,1.0684,0.7778,0.8872,0.9221,0.0686,0.0912,0.0826,0.0922,0.4460
ENSG00000146085,MMUT,0.1432,0.1381,0.1759,0.2211,0.0346,0.0512,0.0499,0.0584,0.2808
ENSG00000146109,ABT1,0.6724,0.2398,0.5544,0.5135,0.0628,0.0583,0.0721,0.0716,0.3338
ENSG00000146112,PPP1R18,0.5228,0.4234,0.0916,0.5047,0.0907,0.0734,0.0414,0.1374,0.2698
ENSG00000146143,PRIM2,0.2775,0.2393,0.2699,0.3686,0.0436,0.0720,0.0701,0.0662,0.2619
ENSG00000146223,RPL7L1,1.2006,1.0382,1.1563,1.0329,0.0842,0.1016,0.1082,0.0994,0.4623
ENSG00000146247,PHIP,0.6785,0.4954,0.5156,0.9833,0.0673,0.0908,0.0791,0.0922,0.2716
ENSG00000146263,MMS22L,0.3585,0.2158,0.1533,0.5132,0.0532,0.0729,0.0567,0.0794,0.2894
ENSG00000146278,PNRC1,0.1351,0.2851,0.6270,0.2712,0.0707,0.1830,0.1829,0.1005,0.4143
ENSG00000146282,RARS2,0.3902,0.3576,0.4169,0.3222,0.0498,0.0760,0.0728,0.0633,0.3280
ENSG00000146386,ABRACL,0.6449,0.8121,0.3133,1.4346,0.0671,0.1126,0.0806,0.1120,0.3634
ENSG00000146410,MTFR2,0.2122,0.1002,0.1172,0.2802,0.0434,0.0416,0.0463,0.0615,0.2539
ENSG00000146414,SHPRH,0.4261,0.1944,0.2477,0.4595,0.0491,0.0525,0.0566,0.0764,0.2809
ENSG00000146425,DYNLT1,0.6879,1.1176,0.8698,0.4675,0.0743,0.1193,0.1136,0.0815,0.3619
ENSG00000146433,TMEM181,0.3204,0.2620,0.4345,0.2220,0.0476,0.0601,0.0788,0.0545,0.2851
ENSG00000146457,WTAP,0.5918,0.5153,0.6792,0.6656,0.0721,0.0868,0.0856,0.0831,0.3596
ENSG00000146463,ZMYM4,0.7539,0.4841,0.3006,0.5468,0.0696,0.0762,0.0658,0.0774,0.3514
ENSG00000146476,ARMT1,0.2345,0.2744,0.3635,0.2709,0.0431,0.0626,0.0667,0.0617,0.2761
ENSG00000146535,GNA12,0.0823,0.2138,0.2257,0.1039,0.0270,0.0528,0.0569,0.0401,0.2966
ENSG00000146540,C7orf50,0.4452,0.8109,0.6625,0.4382,0.0672,0.1063,0.0941,0.0725,0.3589
ENSG00000146576,C7orf26,0.1106,0.0880,0.1307,0.2466,0.0340,0.0336,0.0464,0.0596,0.3202
ENSG00000146587,RBAK,0.1747,0.0907,0.0907,0.1762,0.0417,0.0410,0.0414,0.0620,0.3255
ENSG00000146670,CDCA5,0.4310,0.2466,0.2748,0.6608,0.0688,0.0919,0.0932,0.0948,0.2754
ENSG00000146676,PURB,0.3376,0.3604,0.1456,0.4251,0.0521,0.0717,0.0498,0.0864,0.3202
ENSG00000146701,MDH2,1.6911,1.2361,1.2608,1.3899,0.0672,0.0825,0.0822,0.0849,0.3496
ENSG00000146729,NIPSNAP2,0.6113,0.5104,0.3509,0.6282,0.0680,0.0930,0.0693,0.0793,0.4072
ENSG00000146731,CCT6A,1.9806,1.8343,1.7017,1.9864,0.0930,0.1384,0.1023,0.0956,0.4509
ENSG00000146733,PSPH,0.2818,0.1959,0.7475,0.2420,0.0720,0.0712,0.1030,0.0670,0.3773
ENSG00000146757,ZNF92,0.2376,0.1094,0.0951,0.3673,0.0476,0.0433,0.0426,0.0717,0.2681
ENSG00000146830,GIGYF1,0.1490,0.0867,0.0796,0.1728,0.0357,0.0395,0.0351,0.0579,0.3216
ENSG00000146833,TRIM4,0.1882,0.1464,0.1396,0.1711,0.0424,0.0585,0.0529,0.0590,0.3515
ENSG00000146834,MEPCE,0.3115,0.2039,0.1581,0.3208,0.0472,0.0541,0.0477,0.0686,0.3089
ENSG00000146872,TLK2,0.3546,0.3369,0.3864,0.3707,0.0645,0.0690,0.0751,0.0762,0.3382
ENSG00000146909,NOM1,0.5287,0.2527,0.2738,0.5029,0.0566,0.0666,0.0623,0.0770,0.3666
ENSG00000146918,NCAPG2,0.3746,0.4142,0.1972,0.5024,0.0572,0.1309,0.0667,0.0885,0.2839
ENSG00000146963,LUC7L2,1.1894,0.6985,0.5893,1.0773,0.0703,0.1048,0.0817,0.1023,0.2941
ENSG00000147010,SH3KBP1,0.0802,0.6110,0.2668,0.7480,0.0319,0.0945,0.0745,0.1161,0.2919
ENSG00000147050,KDM6A,0.2036,0.1061,0.1265,0.1177,0.0404,0.0457,0.0482,0.0449,0.2988
ENSG00000147099,HDAC8,0.2599,0.2228,0.1727,0.2663,0.0438,0.0556,0.0474,0.0648,0.2670
ENSG00000147123,NDUFB11,1.1603,1.0910,1.2011,1.4994,0.0593,0.0915,0.0801,0.0785,0.3941
ENSG00000147130,ZMYM3,0.1629,0.1006,0.1390,0.1736,0.0364,0.0373,0.0442,0.0519,0.2854
ENSG00000147133,TAF1,0.1935,0.1619,0.1560,0.3173,0.0408,0.0485,0.0478,0.0667,0.2585
ENSG00000147140,NONO,1.1837,1.1615,1.0472,1.3057,0.0648,0.1289,0.0839,0.0830,0.2612
ENSG00000147155,EBP,0.5897,0.5077,1.0543,0.8926,0.0665,0.1271,0.1619,0.1219,0.4721
ENSG00000147162,OGT,0.3010,0.1605,0.1325,0.3636,0.0527,0.0597,0.0474,0.0712,0.3378
ENSG00000147224,PRPS1,0.4403,0.4325,0.2743,0.3810,0.0533,0.1223,0.0613,0.0674,0.2619
ENSG00000147274,RBMX,1.2509,0.8791,0.9573,1.3799,0.0642,0.1616,0.1296,0.0866,0.3630
ENSG00000147316,MCPH1,0.2802,0.1931,0.1619,0.3428,0.0449,0.0503,0.0531,0.0694,0.2712
ENSG00000147324,MFHAS1,0.2289,0.0968,0.2368,0.3822,0.0512,0.0398,0.0610,0.0732,0.2684
ENSG00000147364,FBXO25,0.1014,0.0997,0.1995,0.4066,0.0322,0.0461,0.0660,0.0674,0.3008
ENSG00000147383,NSDHL,0.2414,0.1447,0.2588,0.2201,0.0441,0.0472,0.0684,0.0603,0.3576
ENSG00000147400,CETN2,0.2035,0.4640,0.4063,0.2977,0.0394,0.0782,0.0827,0.0623,0.2514
ENSG00000147403,RPL10,3.6503,3.8686,3.7077,3.9337,0.1269,0.1577,0.1299,0.1373,0.7204
ENSG00000147416,ATP6V1B2,0.2310,0.3814,0.2688,0.3460,0.0492,0.0960,0.0620,0.0692,0.3498
ENSG00000147419,CCDC25,0.4942,0.6153,0.4385,0.6239,0.0683,0.0791,0.0690,0.0851,0.3531
ENSG00000147421,HMBOX1,0.3350,0.0763,0.0846,0.1913,0.0504,0.0369,0.0376,0.0570,0.2846
ENSG00000147439,BIN3,0.1445,0.1279,0.1194,0.1478,0.0367,0.0425,0.0407,0.0499,0.2957
ENSG00000147454,SLC25A37,0.7573,0.5561,0.2216,0.4382,0.1436,0.0917,0.0574,0.0758,0.2479
ENSG00000147457,CHMP7,0.1776,0.1839,0.1401,0.2829,0.0352,0.0501,0.0419,0.0636,0.2685
ENSG00000147471,PLPBP,0.2739,0.1907,0.2996,0.3713,0.0514,0.0541,0.0608,0.0750,0.3525
ENSG00000147475,ERLIN2,0.2048,0.2604,0.1766,0.1247,0.0409,0.0628,0.0506,0.0465,0.2704
ENSG00000147526,TACC1,0.2775,0.8068,0.5923,0.8474,0.0531,0.1165,0.1075,0.0906,0.2438
ENSG00000147533,GOLGA7,0.3681,0.2731,0.2959,0.3880,0.0619,0.0663,0.0640,0.0724,0.4040
ENSG00000147536,GINS4,0.2233,0.1971,0.1318,0.3322,0.0428,0.0686,0.0513,0.0680,0.2841
ENSG00000147548,NSD3,0.6370,0.7061,0.4272,0.8857,0.0695,0.0823,0.0729,0.0853,0.2747
ENSG00000147586,MRPS28,0.4788,0.4363,0.3465,0.6063,0.0567,0.0800,0.0631,0.0846,0.3873
ENSG00000147592,LACTB2,0.1905,0.2051,0.1646,0.1346,0.0452,0.0600,0.0733,0.0452,0.3329
ENSG00000147601,TERF1,0.3868,0.3420,0.3393,0.6511,0.0566,0.0700,0.0703,0.0914,0.2833
ENSG00000147604,RPL7,3.2729,3.0238,2.9354,3.2115,0.1063,0.1367,0.1299,0.1056,0.6782
ENSG00000147649,MTDH,1.5929,1.5048,1.3864,1.5700,0.0836,0.0998,0.1096,0.0925,0.4156
ENSG00000147654,EBAG9,0.4209,0.2146,0.3326,0.4290,0.0549,0.0548,0.0651,0.0857,0.3514
ENSG00000147669,POLR2K,0.7944,0.7081,0.6377,1.0053,0.0767,0.1008,0.0974,0.0867,0.5007
ENSG00000147677,EIF3H,1.4681,1.2152,1.3373,1.5907,0.0729,0.1044,0.1012,0.0950,0.5354
ENSG00000147679,UTP23,0.2746,0.1928,0.1702,0.4303,0.0464,0.0547,0.0520,0.0756,0.3083
ENSG00000147684,NDUFB9,1.5770,1.0456,1.1125,1.2399,0.0921,0.0877,0.1161,0.0931,0.4704
ENSG00000147687,TATDN1,0.3773,0.4453,0.3839,0.4459,0.0714,0.0995,0.0962,0.0820,0.4612
ENSG00000147789,ZNF7,0.1949,0.1415,0.1087,0.1960,0.0393,0.0472,0.0395,0.0523,0.2855
ENSG00000147804,SLC39A4,0.6033,0.1121,0.6406,0.3200,0.0787,0.0435,0.1206,0.0679,0.3273
ENSG00000147854,UHRF2,0.0894,0.3173,0.1584,0.3703,0.0272,0.0729,0.0473,0.0712,0.2623
ENSG00000147874,HAUS6,0.3857,0.4727,0.4160,0.6796,0.0531,0.1125,0.0891,0.0835,0.2550
ENSG00000147905,ZCCHC7,0.3454,0.2009,0.2138,0.3704,0.0675,0.0744,0.0641,0.0735,0.3893
ENSG00000147996,CBWD5,0.1248,0.1378,0.4362,0.1545,0.0317,0.0450,0.0872,0.0484,0.2980
ENSG00000148019,CEP78,0.2641,0.4085,0.2319,0.8190,0.0455,0.1170,0.0687,0.1051,0.2680
ENSG00000148110,MFSD14B,0.3209,0.2824,0.1967,0.3416,0.0442,0.0617,0.0515,0.0652,0.2587
ENSG00000148153,INIP,0.2510,0.1855,0.1961,0.2969,0.0442,0.0506,0.0498,0.0610,0.2486
ENSG00000148154,UGCG,0.3305,0.9602,0.1377,0.1764,0.0493,0.1520,0.0524,0.0516,0.2158
ENSG00000148187,MRRF,0.3848,0.2228,0.1907,0.2212,0.0542,0.0628,0.0552,0.0558,0.3549
ENSG00000148229,POLE3,0.7526,0.5174,0.4140,0.7524,0.0632,0.1075,0.0847,0.0796,0.2799
ENSG00000148248,SURF4,0.4954,0.7280,0.8435,0.4956,0.0581,0.0995,0.0884,0.0732,0.3684
ENSG00000148290,SURF1,0.2517,0.3624,0.4976,0.5789,0.0687,0.0923,0.1007,0.1035,0.5291
ENSG00000148291,SURF2,0.3937,0.3667,0.2408,0.7154,0.0792,0.0733,0.0838,0.1026,0.4901
ENSG00000148296,SURF6,0.6104,0.2433,0.2324,0.4386,0.0656,0.0636,0.0550,0.0763,0.3286
ENSG00000148300,REXO4,0.4521,0.2465,0.3869,0.2999,0.0645,0.0587,0.0753,0.0638,0.3579
ENSG00000148303,RPL7A,3.6878,3.5861,3.5483,3.6324,0.1101,0.1444,0.1335,0.1399,0.6534
ENSG00000148308,GTF3C5,0.4250,0.2315,0.2716,0.2700,0.0519,0.0576,0.0596,0.0605,0.2728
ENSG00000148334,PTGES2,0.7359,0.5139,0.5783,0.5601,0.0732,0.0778,0.0826,0.0812,0.4211
ENSG00000148335,NTMT1,1.0244,0.7600,0.7646,0.7812,0.0814,0.1074,0.0891,0.0831,0.3595
ENSG00000148337,CIZ1,0.5788,0.2410,0.1192,0.2849,0.0823,0.0569,0.0422,0.0676,0.3092
ENSG00000148341,SH3GLB2,0.1088,0.2694,0.2236,0.2568,0.0314,0.0654,0.0613,0.0644,0.3447
ENSG00000148358,GPR107,0.1245,0.1677,0.1343,0.1052,0.0327,0.0612,0.0462,0.0449,0.2822
ENSG00000148362,PAXX,0.6455,0.6398,0.4284,0.7655,0.0616,0.1156,0.0783,0.0897,0.2862
ENSG00000148396,SEC16A,0.2297,0.2351,0.2437,0.3303,0.0401,0.0650,0.0572,0.0655,0.3145
ENSG00000148399,DPH7,0.2558,0.1675,0.1611,0.2293,0.0465,0.0520,0.0477,0.0571,0.3240
ENSG00000148429,USP6NL,0.1059,0.1210,0.3275,0.1627,0.0301,0.0404,0.0692,0.0486,0.2693
ENSG00000148444,COMMD3,0.5325,0.4558,0.4155,0.7596,0.0723,0.0830,0.0906,0.1010,0.4583
ENSG00000148450,MSRB2,0.1587,0.3276,0.3955,0.3372,0.0539,0.0830,0.0850,0.0805,0.4368
ENSG00000148459,PDSS1,0.3122,0.1366,0.1930,0.4048,0.0554,0.0476,0.0530,0.0736,0.3540
ENSG00000148481,MINDY3,0.1478,0.1249,0.0989,0.1135,0.0354,0.0452,0.0443,0.0422,0.3034
ENSG00000148484,RSU1,0.2301,0.5592,0.3294,0.4365,0.0453,0.1008,0.0646,0.0708,0.3399
ENSG00000148498,PARD3,0.2217,0.2318,0.4598,0.3585,0.0494,0.0616,0.0892,0.0699,0.3888
