head,linker,tail,n_tails,mw,smiles,degradable,disulfide
H8_AEEA,amide,T3_C10,3,738.2,CCCCCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCCCC)CCC(=O)NCCCCCCCCCC,False,False
H8_AEEA,amide,T4_C12,3,822.4,CCCCCCCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCC,False,False
H8_AEEA,amide,T5_C14,3,906.5,CCCCCCCCCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCC,False,False
H8_AEEA,amide,T6_C16,3,990.7,CCCCCCCCCCCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCCC,False,False
H8_AEEA,amide,T7_C18,3,1074.8,CCCCCCCCCCCCCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCCCCC,False,False
H8_AEEA,amide,T10_C12i,3,864.4,CC(C)CCCCCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCCCCC(C)C)CCC(=O)NCCCCCCCCCCC(C)C,False,False
H8_AEEA,amide,T11_oleyl,3,1068.8,CCCCCCCC/C=C\CCCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCC/C=C\CCCCCCCC)CCC(=O)NCCCCCCCC/C=C\CCCCCCCC,False,False
H8_AEEA,amide,T12_linoleyl,3,1062.8,CCCCCCCC/C=C\C/C=C\CCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC)CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC,False,False
H8_AEEA,amide,T13_C9,3,696.1,CCCCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCCC)CCC(=O)NCCCCCCCCC,False,False
H8_AEEA,amide,T14_thioC8,3,834.4,CCSCCCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCCSCC)CCC(=O)NCCCCCCCCSCC,True,False
H8_AEEA,amide,T15_OC8,3,786.2,CCOCCCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCCOCC)CCC(=O)NCCCCCCCCOCC,True,False
H8_AEEA,amide,T16_C11,3,780.3,CCCCCCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCC,False,False
H8_AEEA,amide,T17_SS_C6,3,1014.8,CCCCCCSSCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCSSCCCCCC)CCC(=O)NCCCCCCSSCCCCCC,True,True
H8_AEEA,amide,T18_SS_C8,3,1183.1,CCCCCCCCSSCCCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCCSSCCCCCCCC)CCC(=O)NCCCCCCCCSSCCCCCCCC,True,True
H8_AEEA,amide,T19_estC8,3,996.5,CCCCCCOC(=O)CCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCC(=O)OCCCCCC)CCC(=O)NCCCCCCCC(=O)OCCCCCC,True,False
H8_AEEA,amide,T20_estBr,3,996.5,CCCCCCCCOC(=O)CCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCC(=O)OCCCCCCCC)CCC(=O)NCCCCCC(=O)OCCCCCCCC,True,False
H9_PZE,ester,T1_C6,2,485.7,CCCCCCOC(=O)CCN(CCC(=O)OCCCCCC)CCN1CCN(CCO)CC1,False,False
H9_PZE,ester,T2_C8,2,541.8,CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC)CCN1CCN(CCO)CC1,False,False
H9_PZE,ester,T3_C10,2,597.9,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)CCN1CCN(CCO)CC1,False,False
H9_PZE,ester,T4_C12,2,654.0,CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)CCN1CCN(CCO)CC1,False,False
H9_PZE,ester,T5_C14,2,710.1,CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)CCN1CCN(CCO)CC1,False,False
H9_PZE,ester,T6_C16,2,766.2,CCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCC)CCN1CCN(CCO)CC1,False,False
H9_PZE,ester,T7_C18,2,822.4,CCCCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCCCC)CCN1CCN(CCO)CC1,False,False
H9_PZE,ester,T10_C12i,2,682.1,CC(C)CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCC(C)C)CCN1CCN(CCO)CC1,False,False
H9_PZE,ester,T11_oleyl,2,818.3,CCCCCCCC/C=C\CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC/C=C\CCCCCCCC)CCN1CCN(CCO)CC1,False,False
H9_PZE,ester,T12_linoleyl,2,814.3,CCCCCCCC/C=C\C/C=C\CCCCCOC(=O)CCN(CCC(=O)OCCCCC/C=C\C/C=C\CCCCCCCC)CCN1CCN(CCO)CC1,False,False
H9_PZE,ester,T13_C9,2,569.9,CCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCC)CCN1CCN(CCO)CC1,False,False
H9_PZE,ester,T14_thioC8,2,662.1,CCSCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCSCC)CCN1CCN(CCO)CC1,True,False
H9_PZE,ester,T15_OC8,2,629.9,CCOCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCOCC)CCN1CCN(CCO)CC1,True,False
H9_PZE,ester,T16_C11,2,626.0,CCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCC)CCN1CCN(CCO)CC1,False,False
H9_PZE,ester,T17_SS_C6,2,782.3,CCCCCCSSCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCSSCCCCCC)CCN1CCN(CCO)CC1,True,True
H9_PZE,ester,T18_SS_C8,2,894.5,CCCCCCCCSSCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCSSCCCCCCCC)CCN1CCN(CCO)CC1,True,True
H9_PZE,ester,T19_estC8,2,770.1,CCCCCCOC(=O)CCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC(=O)OCCCCCC)CCN1CCN(CCO)CC1,True,False
H9_PZE,ester,T20_estBr,2,770.1,CCCCCCCCOC(=O)CCCCCOC(=O)CCN(CCC(=O)OCCCCCC(=O)OCCCCCCCC)CCN1CCN(CCO)CC1,True,False
H9_PZE,amide,T1_C6,2,483.7,CCCCCCNC(=O)CCN(CCC(=O)NCCCCCC)CCN1CCN(CCO)CC1,False,False
H9_PZE,amide,T2_C8,2,539.9,CCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCC)CCN1CCN(CCO)CC1,False,False
H9_PZE,amide,T3_C10,2,596.0,CCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCC)CCN1CCN(CCO)CC1,False,False
H9_PZE,amide,T4_C12,2,652.1,CCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCC)CCN1CCN(CCO)CC1,False,False
H9_PZE,amide,T5_C14,2,708.2,CCCCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCCCC)CCN1CCN(CCO)CC1,False,False
H9_PZE,amide,T6_C16,2,764.3,CCCCCCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCCCCCC)CCN1CCN(CCO)CC1,False,False
H9_PZE,amide,T7_C18,2,820.4,CCCCCCCCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCCCCCCCC)CCN1CCN(CCO)CC1,False,False
H9_PZE,amide,T10_C12i,2,680.1,CC(C)CCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCC(C)C)CCN1CCN(CCO)CC1,False,False
H9_PZE,amide,T11_oleyl,2,816.4,CCCCCCCC/C=C\CCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCC/C=C\CCCCCCCC)CCN1CCN(CCO)CC1,False,False
H9_PZE,amide,T12_linoleyl,2,812.3,CCCCCCCC/C=C\C/C=C\CCCCCNC(=O)CCN(CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC)CCN1CCN(CCO)CC1,False,False
H9_PZE,amide,T13_C9,2,567.9,CCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCC)CCN1CCN(CCO)CC1,False,False
H9_PZE,amide,T14_thioC8,2,660.1,CCSCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCSCC)CCN1CCN(CCO)CC1,True,False
H9_PZE,amide,T15_OC8,2,628.0,CCOCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCOCC)CCN1CCN(CCO)CC1,True,False
H9_PZE,amide,T16_C11,2,624.0,CCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCC)CCN1CCN(CCO)CC1,False,False
H9_PZE,amide,T17_SS_C6,2,780.3,CCCCCCSSCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCSSCCCCCC)CCN1CCN(CCO)CC1,True,True
H9_PZE,amide,T18_SS_C8,2,892.5,CCCCCCCCSSCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCSSCCCCCCCC)CCN1CCN(CCO)CC1,True,True
H9_PZE,amide,T19_estC8,2,768.1,CCCCCCOC(=O)CCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCC(=O)OCCCCCC)CCN1CCN(CCO)CC1,True,False
H9_PZE,amide,T20_estBr,2,768.1,CCCCCCCCOC(=O)CCCCCNC(=O)CCN(CCC(=O)NCCCCCC(=O)OCCCCCCCC)CCN1CCN(CCO)CC1,True,False
H10_DMPDA,ester,T1_C6,2,414.6,CCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCC,False,False
H10_DMPDA,ester,T2_C8,2,470.7,CCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCC,False,False
H10_DMPDA,ester,T3_C10,2,526.8,CCCCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCCCC,False,False
H10_DMPDA,ester,T4_C12,2,583.0,CCCCCCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCCCCCC,False,False
H10_DMPDA,ester,T5_C14,2,639.1,CCCCCCCCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCCCCCCCC,False,False
H10_DMPDA,ester,T6_C16,2,695.2,CCCCCCCCCCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCCCCCCCCCC,False,False
H10_DMPDA,ester,T7_C18,2,751.3,CCCCCCCCCCCCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCCCCCCCCCCCC,False,False
H10_DMPDA,ester,T10_C12i,2,611.0,CC(C)CCCCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCCCCC(C)C,False,False
H10_DMPDA,ester,T11_oleyl,2,747.2,CCCCCCCC/C=C\CCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCC/C=C\CCCCCCCC,False,False
H10_DMPDA,ester,T12_linoleyl,2,743.2,CCCCCCCC/C=C\C/C=C\CCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCC/C=C\C/C=C\CCCCCCCC,False,False
H10_DMPDA,ester,T13_C9,2,498.8,CCCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCCC,False,False
H10_DMPDA,ester,T14_thioC8,2,591.0,CCSCCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCCSCC,True,False
H10_DMPDA,ester,T15_OC8,2,558.8,CCOCCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCCOCC,True,False
H10_DMPDA,ester,T16_C11,2,554.9,CCCCCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCCCCC,False,False
H10_DMPDA,ester,T17_SS_C6,2,711.2,CCCCCCSSCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCSSCCCCCC,True,True
H10_DMPDA,ester,T18_SS_C8,2,823.4,CCCCCCCCSSCCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCCSSCCCCCCCC,True,True
H10_DMPDA,ester,T19_estC8,2,699.0,CCCCCCOC(=O)CCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCC(=O)OCCCCCC,True,False
H10_DMPDA,ester,T20_estBr,2,699.0,CCCCCCCCOC(=O)CCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCC(=O)OCCCCCCCC,True,False
H10_DMPDA,amide,T1_C6,2,412.7,CCCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCCC,False,False
H10_DMPDA,amide,T2_C8,2,468.8,CCCCCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCCCCC,False,False
H10_DMPDA,amide,T3_C10,2,524.9,CCCCCCCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCCCCCCC,False,False
H10_DMPDA,amide,T4_C12,2,581.0,CCCCCCCCCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCCCCCCCCC,False,False
H10_DMPDA,amide,T5_C14,2,637.1,CCCCCCCCCCCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCCCCCCCCCCC,False,False
H10_DMPDA,amide,T6_C16,2,693.2,CCCCCCCCCCCCCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCCCCCCCCCCCCC,False,False
H10_DMPDA,amide,T7_C18,2,749.3,CCCCCCCCCCCCCCCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCCCCCCCCCCCCCCC,False,False
H10_DMPDA,amide,T10_C12i,2,609.0,CC(C)CCCCCCCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCCCCCCCC(C)C,False,False
H10_DMPDA,amide,T11_oleyl,2,745.3,CCCCCCCC/C=C\CCCCCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCCCCC/C=C\CCCCCCCC,False,False
H10_DMPDA,amide,T12_linoleyl,2,741.2,CCCCCCCC/C=C\C/C=C\CCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC,False,False
H10_DMPDA,amide,T13_C9,2,496.8,CCCCCCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCCCCCC,False,False
H10_DMPDA,amide,T14_thioC8,2,589.0,CCSCCCCCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCCCCCSCC,True,False
H10_DMPDA,amide,T15_OC8,2,556.9,CCOCCCCCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCCCCCOCC,True,False
H10_DMPDA,amide,T16_C11,2,552.9,CCCCCCCCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCCCCCCCC,False,False
H10_DMPDA,amide,T17_SS_C6,2,709.3,CCCCCCSSCCCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCCCSSCCCCCC,True,True
H10_DMPDA,amide,T18_SS_C8,2,821.5,CCCCCCCCSSCCCCCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCCCCCSSCCCCCCCC,True,True
H10_DMPDA,amide,T19_estC8,2,697.1,CCCCCCOC(=O)CCCCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCCCCC(=O)OCCCCCC,True,False
H10_DMPDA,amide,T20_estBr,2,697.1,CCCCCCCCOC(=O)CCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCCC(=O)OCCCCCCCC,True,False
H12_TRIS,ester,T1_C6,4,745.1,CCCCCCOC(=O)CCN(CCC(=O)OCCCCCC)CC(CO)(CO)N(CCC(=O)OCCCCCC)CCC(=O)OCCCCCC,False,False
H12_TRIS,ester,T2_C8,4,857.3,CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC)CC(CO)(CO)N(CCC(=O)OCCCCCCCC)CCC(=O)OCCCCCCCC,False,False
H12_TRIS,ester,T3_C10,4,969.5,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC,False,False
H12_TRIS,ester,T4_C12,4,1081.7,CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC,False,False
H12_TRIS,ester,T5_C14,4,1193.9,CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)OCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCC,False,False
H12_TRIS,ester,T6_C16,4,1306.1,CCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)OCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCC,False,False
H12_TRIS,ester,T7_C18,4,1418.3,CCCCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)OCCCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCCCC,False,False
H12_TRIS,ester,T10_C12i,4,1137.8,CC(C)CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCC(C)C)CC(CO)(CO)N(CCC(=O)OCCCCCCCCCCC(C)C)CCC(=O)OCCCCCCCCCCC(C)C,False,False
H12_TRIS,ester,T11_oleyl,4,1410.3,CCCCCCCC/C=C\CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC/C=C\CCCCCCCC)CC(CO)(CO)N(CCC(=O)OCCCCCCCC/C=C\CCCCCCCC)CCC(=O)OCCCCCCCC/C=C\CCCCCCCC,False,False
H12_TRIS,ester,T12_linoleyl,4,1402.2,CCCCCCCC/C=C\C/C=C\CCCCCOC(=O)CCN(CCC(=O)OCCCCC/C=C\C/C=C\CCCCCCCC)CC(CO)(CO)N(CCC(=O)OCCCCC/C=C\C/C=C\CCCCCCCC)CCC(=O)OCCCCC/C=C\C/C=C\CCCCCCCC,False,False
H12_TRIS,ester,T13_C9,4,913.4,CCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCC)CC(CO)(CO)N(CCC(=O)OCCCCCCCCC)CCC(=O)OCCCCCCCCC,False,False
H12_TRIS,ester,T14_thioC8,4,1097.8,CCSCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCSCC)CC(CO)(CO)N(CCC(=O)OCCCCCCCCSCC)CCC(=O)OCCCCCCCCSCC,True,False
H12_TRIS,ester,T15_OC8,4,1033.5,CCOCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCOCC)CC(CO)(CO)N(CCC(=O)OCCCCCCCCOCC)CCC(=O)OCCCCCCCCOCC,True,False
H12_TRIS,ester,T16_C11,4,1025.6,CCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)OCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCC,False,False
H12_TRIS,ester,T17_SS_C6,4,1338.2,CCCCCCSSCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCSSCCCCCC)CC(CO)(CO)N(CCC(=O)OCCCCCCSSCCCCCC)CCC(=O)OCCCCCCSSCCCCCC,True,True
H12_TRIS,ester,T19_estC8,4,1313.8,CCCCCCOC(=O)CCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC(=O)OCCCCCC)CC(CO)(CO)N(CCC(=O)OCCCCCCCC(=O)OCCCCCC)CCC(=O)OCCCCCCCC(=O)OCCCCCC,True,False
H12_TRIS,ester,T20_estBr,4,1313.8,CCCCCCCCOC(=O)CCCCCOC(=O)CCN(CCC(=O)OCCCCCC(=O)OCCCCCCCC)CC(CO)(CO)N(CCC(=O)OCCCCCC(=O)OCCCCCCCC)CCC(=O)OCCCCCC(=O)OCCCCCCCC,True,False
H12_TRIS,amide,T1_C6,4,741.1,CCCCCCNC(=O)CCN(CCC(=O)NCCCCCC)CC(CO)(CO)N(CCC(=O)NCCCCCC)CCC(=O)NCCCCCC,False,False
H12_TRIS,amide,T2_C8,4,853.3,CCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCC)CC(CO)(CO)N(CCC(=O)NCCCCCCCC)CCC(=O)NCCCCCCCC,False,False
H12_TRIS,amide,T3_C10,4,965.5,CCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)NCCCCCCCCCC)CCC(=O)NCCCCCCCCCC,False,False
H12_TRIS,amide,T4_C12,4,1077.8,CCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)NCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCC,False,False
H12_TRIS,amide,T5_C14,4,1190.0,CCCCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)NCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCC,False,False
H12_TRIS,amide,T6_C16,4,1302.2,CCCCCCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)NCCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCCC,False,False
H12_TRIS,amide,T7_C18,4,1414.4,CCCCCCCCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)NCCCCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCCCCC,False,False
H12_TRIS,amide,T10_C12i,4,1133.9,CC(C)CCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCC(C)C)CC(CO)(CO)N(CCC(=O)NCCCCCCCCCCC(C)C)CCC(=O)NCCCCCCCCCCC(C)C,False,False
H12_TRIS,amide,T11_oleyl,4,1406.3,CCCCCCCC/C=C\CCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCC/C=C\CCCCCCCC)CC(CO)(CO)N(CCC(=O)NCCCCCCCC/C=C\CCCCCCCC)CCC(=O)NCCCCCCCC/C=C\CCCCCCCC,False,False
H12_TRIS,amide,T12_linoleyl,4,1398.3,CCCCCCCC/C=C\C/C=C\CCCCCNC(=O)CCN(CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC)CC(CO)(CO)N(CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC)CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC,False,False
H12_TRIS,amide,T13_C9,4,909.4,CCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCC)CC(CO)(CO)N(CCC(=O)NCCCCCCCCC)CCC(=O)NCCCCCCCCC,False,False
H12_TRIS,amide,T14_thioC8,4,1093.8,CCSCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCSCC)CC(CO)(CO)N(CCC(=O)NCCCCCCCCSCC)CCC(=O)NCCCCCCCCSCC,True,False
H12_TRIS,amide,T15_OC8,4,1029.5,CCOCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCOCC)CC(CO)(CO)N(CCC(=O)NCCCCCCCCOCC)CCC(=O)NCCCCCCCCOCC,True,False
H12_TRIS,amide,T16_C11,4,1021.7,CCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)NCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCC,False,False
H12_TRIS,amide,T17_SS_C6,4,1334.3,CCCCCCSSCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCSSCCCCCC)CC(CO)(CO)N(CCC(=O)NCCCCCCSSCCCCCC)CCC(=O)NCCCCCCSSCCCCCC,True,True
H12_TRIS,amide,T19_estC8,4,1309.9,CCCCCCOC(=O)CCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCC(=O)OCCCCCC)CC(CO)(CO)N(CCC(=O)NCCCCCCCC(=O)OCCCCCC)CCC(=O)NCCCCCCCC(=O)OCCCCCC,True,False
H12_TRIS,amide,T20_estBr,4,1309.9,CCCCCCCCOC(=O)CCCCCNC(=O)CCN(CCC(=O)NCCCCCC(=O)OCCCCCCCC)CC(CO)(CO)N(CCC(=O)NCCCCCC(=O)OCCCCCCCC)CCC(=O)NCCCCCC(=O)OCCCCCCCC,True,False
H13_MXA,ester,T1_C6,4,761.1,CCCCCCOC(=O)CCN(CCC(=O)OCCCCCC)Cc1ccc(CN(CCC(=O)OCCCCCC)CCC(=O)OCCCCCC)cc1,False,False
H13_MXA,ester,T2_C8,4,873.3,CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC)Cc1ccc(CN(CCC(=O)OCCCCCCCC)CCC(=O)OCCCCCCCC)cc1,False,False
H13_MXA,ester,T3_C10,4,985.5,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)Cc1ccc(CN(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC)cc1,False,False
H13_MXA,ester,T4_C12,4,1097.7,CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)Cc1ccc(CN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC)cc1,False,False
H13_MXA,ester,T5_C14,4,1210.0,CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)Cc1ccc(CN(CCC(=O)OCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCC)cc1,False,False
H13_MXA,ester,T6_C16,4,1322.2,CCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCC)Cc1ccc(CN(CCC(=O)OCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCC)cc1,False,False
H13_MXA,ester,T7_C18,4,1434.4,CCCCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCCCC)Cc1ccc(CN(CCC(=O)OCCCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCCCC)cc1,False,False
H13_MXA,ester,T10_C12i,4,1153.9,CC(C)CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCC(C)C)Cc1ccc(CN(CCC(=O)OCCCCCCCCCCC(C)C)CCC(=O)OCCCCCCCCCCC(C)C)cc1,False,False
H13_MXA,ester,T11_oleyl,4,1426.3,CCCCCCCC/C=C\CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC/C=C\CCCCCCCC)Cc1ccc(CN(CCC(=O)OCCCCCCCC/C=C\CCCCCCCC)CCC(=O)OCCCCCCCC/C=C\CCCCCCCC)cc1,False,False
